self_radius,self_count,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,
0.08,27,0.978521272,0.8519,0.910235486,0.7808,0.840564108,0.077,,,,,,,,,
0.09,12,0.997934738,0.8365,0.821149074,0.8604,0.840316437,0.1874,,,,,,,,,
0.11,7,0.991738951,0.8371,0.824196961,0.857,0.840278459,0.1828,,,,,,,,,
0.07,25,0.954151177,0.8448,0.865564037,0.8164,0.840263483,0.1268,,,,,,,,,
0.06,37,0.968608013,0.843,0.855956829,0.8248,0.840089631,0.1388,,,,,,,,,
0.06,39,0.993391161,0.8436,0.859564671,0.8214,0.84004909,0.1342,,,,,,,,,
0.07,7,1,0.826,0.777305206,0.9138,0.840044126,0.2618,,,,,,,,,
0.01,99,0.971086328,0.8491,0.894107022,0.792,0.83996182,0.0938,,,,,,,,,
0.09,41,0.92606361,0.8531,0.92246949,0.771,0.83996078,0.0648,,,,,,,,,
0.03,45,0.984304007,0.8383,0.831731712,0.8482,0.839885137,0.1716,,,,,,,,,
0.01,30,0.996282528,0.8253,0.775351278,0.916,0.839827634,0.2654,,,,,,,,,
0.11,5,0.99834779,0.8372,0.826491092,0.8536,0.83982684,0.1792,,,,,,,,,
0.02,52,0.991325898,0.844,0.863175676,0.8176,0.839769926,0.1296,,,,,,,,,
0.03,48,0.994217266,0.8397,0.839632074,0.8398,0.839716028,0.1604,,,,,,,,,
0.06,42,0.9748038,0.8443,0.865266285,0.8156,0.839699372,0.127,,,,,,,,,
0.05,58,0.977282115,0.8458,0.874404504,0.8076,0.839675608,0.116,,,,,,,,,
0.07,11,0.999586948,0.8309,0.798808019,0.8846,0.839517889,0.2228,,,,,,,,,
0.06,27,0.992152003,0.8374,0.828849903,0.8504,0.839486673,0.1756,,,,,,,,,
0.1,43,0.988434531,0.8534,0.928052326,0.7662,0.839395267,0.0594,,,,,,,,,
0.09,9,1,0.8337,0.811810876,0.8688,0.839339194,0.2014,,,,,,,,,
0.02,73,0.99669558,0.8415,0.851120707,0.8278,0.839298388,0.1448,,,,,,,,,
0.05,60,0.993391161,0.8462,0.878774617,0.8032,0.839289446,0.1108,,,,,,,,,
0.03,36,0.992152003,0.8363,0.824300868,0.8548,0.839273441,0.1822,,,,,,,,,
0.01,35,0.99834779,0.8299,0.795450475,0.8882,0.839270528,0.2284,,,,,,,,,
0.01,90,0.989260636,0.8402,0.844471446,0.834,0.839203059,0.1536,,,,,,,,,
0.03,25,0.997521685,0.8328,0.808605341,0.872,0.839107005,0.2064,,,,,,,,,
0.01,26,0.997108633,0.8221,0.766506702,0.9264,0.838902472,0.2822,,,,,,,,,
0.05,44,0.995869475,0.8424,0.858158996,0.8204,0.838854806,0.1356,,,,,,,,,
0.07,32,0.993804213,0.8434,0.864388795,0.8146,0.838756178,0.1278,,,,,,,,,
0.09,40,0.942172656,0.8531,0.929875822,0.7638,0.838695509,0.0576,,,,,,,,,
0.03,17,0.99669558,0.8322,0.807478712,0.8724,0.838684868,0.208,,,,,,,,,
