self_radius,self_count,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,
0.04,16,0.562175268,0.8248,0.801522466,0.8634,0.831311381,0.2138,,,,,,,,,
0.06,16,0.517492206,0.8264,0.808506616,0.8554,0.831292517,0.2026,,,,,,,,,
0.15,17,0.257360582,0.8491,0.942683236,0.7434,0.831264676,0.0452,,,,,,,,,
0.1,4,0.597852442,0.8238,0.797500919,0.868,0.83125838,0.2204,,,,,,,,,
0.05,29,0.496363007,0.8331,0.840941658,0.8216,0.831158321,0.1554,,,,,,,,,
0.01,18,0.837894008,0.8092,0.745396825,0.9392,0.831150442,0.3208,,,,,,,,,
0.06,18,0.400762037,0.8348,0.850355797,0.8126,0.831049294,0.143,,,,,,,,,
0.05,42,0.416002771,0.8366,0.860385439,0.8036,0.831023785,0.1304,,,,,,,,,
0.05,54,0.309664011,0.8394,0.877111111,0.7894,0.830947368,0.1106,,,,,,,,,
0.08,25,0.392448909,0.835,0.852483165,0.8102,0.830803938,0.1402,,,,,,,,,
0.03,47,0.547280914,0.8309,0.831363909,0.8302,0.830781547,0.1684,,,,,,,,,
0.02,9,0.974714236,0.8001,0.720305388,0.9812,0.830750995,0.381,,,,,,,,,
0.28,1,0.507793557,0.8315,0.834645669,0.8268,0.83070431,0.1638,,,,,,,,,
0.04,38,0.488049879,0.834,0.847626978,0.8144,0.830681355,0.1464,,,,,,,,,
0.08,4,0.601662626,0.8212,0.789056875,0.8768,0.830617658,0.2344,,,,,,,,,
