threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,
0.71,0.23048328,0.7113,0.903398244,0.4732,0.621078882,0.0506,,,,,,,,,
0.72,0.22965717,0.7111,0.903632887,0.4726,0.620617203,0.0504,,,,,,,,,
0.73,0.22841801,0.7109,0.903559127,0.4722,0.620254827,0.0504,,,,,,,,,
0.74,0.22717886,0.7108,0.903522205,0.472,0.620073568,0.0504,,,,,,,,,
0.75,0.22635275,0.7105,0.903411269,0.4714,0.619529505,0.0504,,,,,,,,,
0.76,0.22511359,0.7104,0.903374233,0.4712,0.619348055,0.0504,,,,,,,,,
0.77,0.22346137,0.7102,0.903300077,0.4708,0.618985012,0.0504,,,,,,,,,
0.78,0.22304833,0.71,0.903225806,0.4704,0.618621778,0.0504,,,,,,,,,
0.79,0.22139612,0.7099,0.903188629,0.4702,0.618440089,0.0504,,,,,,,,,
0.8,0.22057001,0.7099,0.903188629,0.4702,0.618440089,0.0504,,,,,,,,,
0.81,0.21933086,0.7098,0.903151422,0.47,0.618258353,0.0504,,,,,,,,,
0.82,0.21933086,0.7098,0.903151422,0.47,0.618258353,0.0504,,,,,,,,,
0.83,0.2180917,0.7096,0.903076923,0.4696,0.617894737,0.0504,,,,,,,,,
0.84,0.21726559,0.7096,0.903076923,0.4696,0.617894737,0.0504,,,,,,,,,
0.85,0.21643949,0.7096,0.903076923,0.4696,0.617894737,0.0504,,,,,,,,,
0.86,0.21602644,0.7096,0.903076923,0.4696,0.617894737,0.0504,,,,,,,,,
0.87,0.21478727,0.7095,0.903039631,0.4694,0.617712857,0.0504,,,,,,,,,
0.88,0.21396117,0.7094,0.903002309,0.4692,0.617530929,0.0504,,,,,,,,,
0.89,0.21396117,0.7094,0.903002309,0.4692,0.617530929,0.0504,,,,,,,,,
0.9,0.21272202,0.7091,0.902890173,0.4686,0.616984858,0.0504,,,,,,,,,
0.91,0.21189591,0.7091,0.903200926,0.4684,0.616883972,0.0502,,,,,,,,,
0.92,0.21065675,0.709,0.903474903,0.468,0.616600791,0.05,,,,,,,,,
0.93,0.20900454,0.709,0.903474903,0.468,0.616600791,0.05,,,,,,,,,
0.94,0.20859149,0.709,0.903474903,0.468,0.616600791,0.05,,,,,,,,,
0.95,0.20693928,0.7089,0.903437621,0.4678,0.6164185,0.05,,,,,,,,,
0.96,0.20528707,0.7086,0.903325599,0.4672,0.615871342,0.05,,,,,,,,,
0.97,0.20404792,0.7086,0.903637771,0.467,0.615770042,0.0498,,,,,,,,,
0.98,0.2023957,0.7083,0.903525765,0.4664,0.615222266,0.0498,,,,,,,,,
0.99,0.20198265,0.7083,0.903838697,0.4662,0.615120728,0.0496,,,,,,,,,
1,0.2015696,0.7079,0.90368932,0.4654,0.614389439,0.0496,,,,,,,,,
