radius,count,Unknown Coverage,Accuracy,Precision,Recall,F1,FPR,,radius,count,Accuracy,Precision,Recall,FPR,Unknown Coverage,F1
0.28,140,0,0.5,0,0,0,0,,,,,,,,,
0.28,150,0,0.5,0,0,0,0,,,,,,,,,
0.28,160,0,0.5,0,0,0,0,,,,,,,,,
0.28,170,0,0.5,0,0,0,0,,,,,,,,,
0.28,180,0,0.5,0,0,0,0,,,,,,,,,
0.28,190,0,0.5,0,0,0,0,,,,,,,,,
0.28,200,0,0.5,0,0,0,0,,,,,,,,,
0.28,210,0,0.5,0,0,0,0,,,,,,,,,
0.28,220,0,0.5,0,0,0,0,,,,,,,,,
0.28,230,0,0.5,0,0,0,0,,,,,,,,,
0.28,240,0,0.5,0,0,0,0,,,,,,,,,
0.28,250,0,0.5,0,0,0,0,,,,,,,,,
0.28,260,0,0.5,0,0,0,0,,,,,,,,,
0.28,270,0,0.5,0,0,0,0,,,,,,,,,
0.28,280,0,0.5,0,0,0,0,,,,,,,,,
0.28,290,0,0.5,0,0,0,0,,,,,,,,,
0.28,300,0,0.5,0,0,0,0,,,,,,,,,
0.28,310,0,0.5,0,0,0,0,,,,,,,,,
0.28,320,0,0.5,0,0,0,0,,,,,,,,,
0.28,330,0,0.5,0,0,0,0,,,,,,,,,
0.28,340,0,0.5,0,0,0,0,,,,,,,,,
0.28,350,0,0.5,0,0,0,0,,,,,,,,,
0.28,360,0,0.5,0,0,0,0,,,,,,,,,
0.28,370,0,0.5,0,0,0,0,,,,,,,,,
0.28,380,0,0.4999,0,0,0,0.0002,,,,,,,,,
0.28,390,0,0.5,0,0,0,0,,,,,,,,,
0.28,400,0,0.5,0,0,0,0,,,,,,,,,
0.28,410,0,0.5,0,0,0,0,,,,,,,,,
0.28,420,0,0.5,0,0,0,0,,,,,,,,,
0.28,430,0,0.5,0,0,0,0,,,,,,,,,
0.28,440,0,0.5,0,0,0,0,,,,,,,,,
0.28,450,0,0.5,0,0,0,0,,,,,,,,,
0.28,460,0,0.5,0,0,0,0,,,,,,,,,
0.28,470,0,0.5,0,0,0,0,,,,,,,,,
0.28,480,0,0.5,0,0,0,0,,,,,,,,,
0.28,490,0,0.5,0,0,0,0,,,,,,,,,
0.28,500,0,0.5,0,0,0,0,,,,,,,,,
0.29,10,0,0.5,0,0,0,0,,,,,,,,,
0.29,20,0,0.5,0,0,0,0,,,,,,,,,
0.29,30,0,0.5,0,0,0,0,,,,,,,,,
0.29,40,0,0.5,0,0,0,0,,,,,,,,,
0.29,50,0,0.5,0,0,0,0,,,,,,,,,
0.29,60,0,0.5,0,0,0,0,,,,,,,,,
0.29,70,0,0.5,0,0,0,0,,,,,,,,,
0.29,80,0,0.5,0,0,0,0,,,,,,,,,
0.29,90,0,0.5,0,0,0,0,,,,,,,,,
0.29,100,0,0.5,0,0,0,0,,,,,,,,,
0.29,110,0,0.5,0,0,0,0,,,,,,,,,
0.29,120,0,0.5,0,0,0,0,,,,,,,,,
0.29,130,0,0.5,0,0,0,0,,,,,,,,,
0.29,140,0,0.5,0,0,0,0,,,,,,,,,
0.29,150,0,0.5,0,0,0,0,,,,,,,,,
0.29,160,0,0.5,0,0,0,0,,,,,,,,,
0.29,170,0,0.5,0,0,0,0,,,,,,,,,
0.29,180,0,0.5,0,0,0,0,,,,,,,,,
0.29,190,0,0.5,0,0,0,0,,,,,,,,,
0.29,200,0,0.5,0,0,0,0,,,,,,,,,
0.29,210,0,0.5,0,0,0,0,,,,,,,,,
0.29,220,0,0.5,0,0,0,0,,,,,,,,,
0.29,230,0,0.5,0,0,0,0,,,,,,,,,
0.29,240,0,0.5,0,0,0,0,,,,,,,,,
0.29,250,0,0.5,0,0,0,0,,,,,,,,,
0.29,260,0,0.5,0,0,0,0,,,,,,,,,
0.29,270,0,0.5,0,0,0,0,,,,,,,,,
0.29,280,0,0.5,0,0,0,0,,,,,,,,,
0.29,290,0,0.5,0,0,0,0,,,,,,,,,
0.29,300,0,0.5,0,0,0,0,,,,,,,,,
0.29,310,0,0.5,0,0,0,0,,,,,,,,,
0.29,320,0,0.5,0,0,0,0,,,,,,,,,
0.29,330,0,0.5,0,0,0,0,,,,,,,,,
0.29,340,0,0.5,0,0,0,0,,,,,,,,,
0.29,350,0,0.5,0,0,0,0,,,,,,,,,
0.29,360,0,0.5,0,0,0,0,,,,,,,,,
0.29,370,0,0.5,0,0,0,0,,,,,,,,,
0.29,380,0,0.5,0,0,0,0,,,,,,,,,
0.29,390,0,0.5,0,0,0,0,,,,,,,,,
0.29,400,0,0.5,0,0,0,0,,,,,,,,,
0.29,410,0,0.5,0,0,0,0,,,,,,,,,
0.29,420,0,0.5,0,0,0,0,,,,,,,,,
0.29,430,0,0.5,0,0,0,0,,,,,,,,,
0.29,440,0,0.5,0,0,0,0,,,,,,,,,
0.29,450,0,0.5,0,0,0,0,,,,,,,,,
0.29,460,0,0.5,0,0,0,0,,,,,,,,,
0.29,470,0,0.5,0,0,0,0,,,,,,,,,
0.29,480,0,0.5,0,0,0,0,,,,,,,,,
0.29,490,0,0.5,0,0,0,0,,,,,,,,,
0.29,500,0,0.5,0,0,0,0,,,,,,,,,
0.3,10,0,0.5,0,0,0,0,,,,,,,,,
0.3,20,0,0.5,0,0,0,0,,,,,,,,,
0.3,30,0,0.5,0,0,0,0,,,,,,,,,
0.3,40,0,0.5,0,0,0,0,,,,,,,,,
0.3,50,0,0.5,0,0,0,0,,,,,,,,,
0.3,60,0,0.5,0,0,0,0,,,,,,,,,
0.3,70,0,0.5,0,0,0,0,,,,,,,,,
0.3,80,0,0.5,0,0,0,0,,,,,,,,,
0.3,90,0,0.5,0,0,0,0,,,,,,,,,
0.3,100,0,0.5,0,0,0,0,,,,,,,,,
0.3,110,0,0.5,0,0,0,0,,,,,,,,,
0.3,120,0,0.5,0,0,0,0,,,,,,,,,
0.3,130,0,0.5,0,0,0,0,,,,,,,,,
0.3,140,0,0.5,0,0,0,0,,,,,,,,,
0.3,150,0,0.5,0,0,0,0,,,,,,,,,
0.3,160,0,0.5,0,0,0,0,,,,,,,,,
0.3,170,0,0.5,0,0,0,0,,,,,,,,,
0.3,180,0,0.5,0,0,0,0,,,,,,,,,
0.3,190,0,0.5,0,0,0,0,,,,,,,,,
0.3,200,0,0.5,0,0,0,0,,,,,,,,,
0.3,210,0,0.5,0,0,0,0,,,,,,,,,
0.3,220,0,0.5,0,0,0,0,,,,,,,,,
0.3,230,0,0.5,0,0,0,0,,,,,,,,,
0.3,240,0,0.5,0,0,0,0,,,,,,,,,
0.3,250,0,0.5,0,0,0,0,,,,,,,,,
0.3,260,0,0.5,0,0,0,0,,,,,,,,,
0.3,270,0,0.5,0,0,0,0,,,,,,,,,
0.3,280,0,0.5,0,0,0,0,,,,,,,,,
0.3,290,0,0.5,0,0,0,0,,,,,,,,,
0.3,300,0,0.5,0,0,0,0,,,,,,,,,
0.3,310,0,0.5,0,0,0,0,,,,,,,,,
0.3,320,0,0.5,0,0,0,0,,,,,,,,,
0.3,330,0,0.5,0,0,0,0,,,,,,,,,
0.3,340,0,0.5,0,0,0,0,,,,,,,,,
0.3,350,0,0.5,0,0,0,0,,,,,,,,,
0.3,360,0,0.5,0,0,0,0,,,,,,,,,
0.3,370,0,0.5,0,0,0,0,,,,,,,,,
0.3,380,0,0.5,0,0,0,0,,,,,,,,,
0.3,390,0,0.5,0,0,0,0,,,,,,,,,
0.3,400,0,0.5,0,0,0,0,,,,,,,,,
0.3,410,0,0.5,0,0,0,0,,,,,,,,,
0.3,420,0,0.5,0,0,0,0,,,,,,,,,
0.3,430,0,0.5,0,0,0,0,,,,,,,,,
0.3,440,0,0.5,0,0,0,0,,,,,,,,,
0.3,450,0,0.5,0,0,0,0,,,,,,,,,
0.3,460,0,0.5,0,0,0,0,,,,,,,,,
0.3,470,0,0.5,0,0,0,0,,,,,,,,,
0.3,480,0,0.5,0,0,0,0,,,,,,,,,
0.3,490,0,0.5,0,0,0,0,,,,,,,,,
0.3,500,0,0.5,0,0,0,0,,,,,,,,,
0.31,10,0,0.5,0,0,0,0,,,,,,,,,
0.31,20,0,0.5,0,0,0,0,,,,,,,,,
0.31,30,0,0.5,0,0,0,0,,,,,,,,,
0.31,40,0,0.5,0,0,0,0,,,,,,,,,
0.31,50,0,0.5,0,0,0,0,,,,,,,,,
0.31,60,0,0.5,0,0,0,0,,,,,,,,,
0.31,70,0,0.5,0,0,0,0,,,,,,,,,
0.31,80,0,0.5,0,0,0,0,,,,,,,,,
0.31,90,0,0.5,0,0,0,0,,,,,,,,,
0.31,100,0,0.5,0,0,0,0,,,,,,,,,
0.31,110,0,0.5,0,0,0,0,,,,,,,,,
0.31,120,0,0.5,0,0,0,0,,,,,,,,,
0.31,130,0,0.5,0,0,0,0,,,,,,,,,
0.31,140,0,0.5,0,0,0,0,,,,,,,,,
0.31,150,0,0.5,0,0,0,0,,,,,,,,,
0.31,160,0,0.5,0,0,0,0,,,,,,,,,
0.31,170,0,0.5,0,0,0,0,,,,,,,,,
0.31,180,0,0.5,0,0,0,0,,,,,,,,,
0.31,190,0,0.5,0,0,0,0,,,,,,,,,
0.31,200,0,0.5,0,0,0,0,,,,,,,,,
0.31,210,0,0.5,0,0,0,0,,,,,,,,,
0.31,220,0,0.5,0,0,0,0,,,,,,,,,
0.31,230,0,0.5,0,0,0,0,,,,,,,,,
0.31,240,0,0.5,0,0,0,0,,,,,,,,,
0.31,250,0,0.5,0,0,0,0,,,,,,,,,
0.31,260,0,0.5,0,0,0,0,,,,,,,,,
0.31,270,0,0.5,0,0,0,0,,,,,,,,,
0.31,280,0,0.5,0,0,0,0,,,,,,,,,
0.31,290,0,0.5,0,0,0,0,,,,,,,,,
0.31,300,0,0.5,0,0,0,0,,,,,,,,,
0.31,310,0,0.5,0,0,0,0,,,,,,,,,
0.31,320,0,0.5,0,0,0,0,,,,,,,,,
0.31,330,0,0.5,0,0,0,0,,,,,,,,,
0.31,340,0,0.5,0,0,0,0,,,,,,,,,
0.31,350,0,0.5,0,0,0,0,,,,,,,,,
0.31,360,0,0.5,0,0,0,0,,,,,,,,,
0.31,370,0,0.5,0,0,0,0,,,,,,,,,
0.31,380,0,0.5,0,0,0,0,,,,,,,,,
0.31,390,0,0.5,0,0,0,0,,,,,,,,,
0.31,400,0,0.5,0,0,0,0,,,,,,,,,
0.31,410,0,0.5,0,0,0,0,,,,,,,,,
0.31,420,0,0.5,0,0,0,0,,,,,,,,,
0.31,430,0,0.5,0,0,0,0,,,,,,,,,
0.31,440,0,0.5,0,0,0,0,,,,,,,,,
0.31,450,0,0.5,0,0,0,0,,,,,,,,,
0.31,460,0,0.5,0,0,0,0,,,,,,,,,
0.31,470,0,0.5,0,0,0,0,,,,,,,,,
0.31,480,0,0.5,0,0,0,0,,,,,,,,,
0.31,490,0,0.5,0,0,0,0,,,,,,,,,
0.31,500,0,0.5,0,0,0,0,,,,,,,,,
0.32,10,0,0.5,0,0,0,0,,,,,,,,,
0.32,20,0,0.5,0,0,0,0,,,,,,,,,
0.32,30,0,0.5,0,0,0,0,,,,,,,,,
0.32,40,0,0.5,0,0,0,0,,,,,,,,,
0.32,50,0,0.5,0,0,0,0,,,,,,,,,
0.32,60,0,0.5,0,0,0,0,,,,,,,,,
0.32,70,0,0.5,0,0,0,0,,,,,,,,,
0.32,80,0,0.5,0,0,0,0,,,,,,,,,
0.32,90,0,0.5,0,0,0,0,,,,,,,,,
0.32,100,0,0.5,0,0,0,0,,,,,,,,,
0.32,110,0,0.5,0,0,0,0,,,,,,,,,
0.32,120,0,0.5,0,0,0,0,,,,,,,,,
0.32,130,0,0.5,0,0,0,0,,,,,,,,,
0.32,140,0,0.5,0,0,0,0,,,,,,,,,
0.32,150,0,0.5,0,0,0,0,,,,,,,,,
0.32,160,0,0.5,0,0,0,0,,,,,,,,,
0.32,170,0,0.5,0,0,0,0,,,,,,,,,
0.32,180,0,0.5,0,0,0,0,,,,,,,,,
0.32,190,0,0.5,0,0,0,0,,,,,,,,,
0.32,200,0,0.5,0,0,0,0,,,,,,,,,
0.32,210,0,0.5,0,0,0,0,,,,,,,,,
0.32,220,0,0.5,0,0,0,0,,,,,,,,,
0.32,230,0,0.5,0,0,0,0,,,,,,,,,
0.32,240,0,0.5,0,0,0,0,,,,,,,,,
0.32,250,0,0.5,0,0,0,0,,,,,,,,,
0.32,260,0,0.5,0,0,0,0,,,,,,,,,
0.32,270,0,0.5,0,0,0,0,,,,,,,,,
0.32,280,0,0.5,0,0,0,0,,,,,,,,,
0.32,290,0,0.5,0,0,0,0,,,,,,,,,
0.32,300,0,0.5,0,0,0,0,,,,,,,,,
0.32,310,0,0.5,0,0,0,0,,,,,,,,,
0.32,320,0,0.5,0,0,0,0,,,,,,,,,
0.32,330,0,0.5,0,0,0,0,,,,,,,,,
0.32,340,0,0.5,0,0,0,0,,,,,,,,,
0.32,350,0,0.5,0,0,0,0,,,,,,,,,
0.32,360,0,0.5,0,0,0,0,,,,,,,,,
0.32,370,0,0.5,0,0,0,0,,,,,,,,,
0.32,380,0,0.5,0,0,0,0,,,,,,,,,
0.32,390,0,0.5,0,0,0,0,,,,,,,,,
0.32,410,0,0.4999,0,0,0,0.0002,,,,,,,,,
0.32,420,0,0.5,0,0,0,0,,,,,,,,,
0.32,430,0,0.5,0,0,0,0,,,,,,,,,
0.32,440,0,0.5,0,0,0,0,,,,,,,,,
0.32,450,0,0.5,0,0,0,0,,,,,,,,,
0.32,460,0,0.5,0,0,0,0,,,,,,,,,
0.32,470,0,0.5,0,0,0,0,,,,,,,,,
0.32,480,0,0.5,0,0,0,0,,,,,,,,,
0.32,490,0,0.5,0,0,0,0,,,,,,,,,
0.32,500,0,0.5,0,0,0,0,,,,,,,,,
0.33,10,0,0.5,0,0,0,0,,,,,,,,,
0.33,20,0,0.5,0,0,0,0,,,,,,,,,
0.33,30,0,0.5,0,0,0,0,,,,,,,,,
0.33,40,0,0.5,0,0,0,0,,,,,,,,,
0.33,50,0,0.5,0,0,0,0,,,,,,,,,
0.33,60,0,0.5,0,0,0,0,,,,,,,,,
0.33,70,0,0.5,0,0,0,0,,,,,,,,,
0.33,80,0,0.5,0,0,0,0,,,,,,,,,
0.33,90,0,0.5,0,0,0,0,,,,,,,,,
0.33,100,0,0.5,0,0,0,0,,,,,,,,,
0.33,110,0,0.5,0,0,0,0,,,,,,,,,
0.33,120,0,0.5,0,0,0,0,,,,,,,,,
0.33,130,0,0.5,0,0,0,0,,,,,,,,,
0.33,140,0,0.5,0,0,0,0,,,,,,,,,
0.33,150,0,0.5,0,0,0,0,,,,,,,,,
0.33,160,0,0.5,0,0,0,0,,,,,,,,,
0.33,170,0,0.5,0,0,0,0,,,,,,,,,
0.33,180,0,0.5,0,0,0,0,,,,,,,,,
0.33,190,0,0.5,0,0,0,0,,,,,,,,,
0.33,200,0,0.5,0,0,0,0,,,,,,,,,
0.33,210,0,0.5,0,0,0,0,,,,,,,,,
0.33,220,0,0.5,0,0,0,0,,,,,,,,,
0.33,230,0,0.5,0,0,0,0,,,,,,,,,
0.33,240,0,0.5,0,0,0,0,,,,,,,,,
0.33,250,0,0.5,0,0,0,0,,,,,,,,,
0.33,260,0,0.5,0,0,0,0,,,,,,,,,
0.33,270,0,0.5,0,0,0,0,,,,,,,,,
0.33,280,0,0.5,0,0,0,0,,,,,,,,,
0.33,290,0,0.5,0,0,0,0,,,,,,,,,
0.33,300,0,0.5,0,0,0,0,,,,,,,,,
0.33,310,0,0.5,0,0,0,0,,,,,,,,,
0.33,320,0,0.5,0,0,0,0,,,,,,,,,
0.33,330,0,0.5,0,0,0,0,,,,,,,,,
0.33,340,0,0.5,0,0,0,0,,,,,,,,,
0.33,350,0,0.5,0,0,0,0,,,,,,,,,
0.33,360,0,0.5,0,0,0,0,,,,,,,,,
0.33,370,0,0.5,0,0,0,0,,,,,,,,,
0.33,380,0,0.5,0,0,0,0,,,,,,,,,
0.33,390,0,0.5,0,0,0,0,,,,,,,,,
0.33,400,0,0.5,0,0,0,0,,,,,,,,,
0.33,410,0,0.5,0,0,0,0,,,,,,,,,
0.33,420,0,0.5,0,0,0,0,,,,,,,,,
0.33,430,0,0.5,0,0,0,0,,,,,,,,,
0.33,440,0,0.5,0,0,0,0,,,,,,,,,
0.33,450,0,0.5,0,0,0,0,,,,,,,,,
0.33,460,0,0.5,0,0,0,0,,,,,,,,,
0.33,470,0,0.5,0,0,0,0,,,,,,,,,
0.33,480,0,0.5,0,0,0,0,,,,,,,,,
0.33,490,0,0.5,0,0,0,0,,,,,,,,,
0.33,500,0,0.5,0,0,0,0,,,,,,,,,
0.34,10,0,0.5,0,0,0,0,,,,,,,,,
0.34,20,0,0.5,0,0,0,0,,,,,,,,,
0.34,30,0,0.5,0,0,0,0,,,,,,,,,
0.34,40,0,0.5,0,0,0,0,,,,,,,,,
0.34,50,0,0.5,0,0,0,0,,,,,,,,,
0.34,60,0,0.5,0,0,0,0,,,,,,,,,
0.34,70,0,0.5,0,0,0,0,,,,,,,,,
0.34,80,0,0.5,0,0,0,0,,,,,,,,,
0.34,90,0,0.5,0,0,0,0,,,,,,,,,
0.34,100,0,0.5,0,0,0,0,,,,,,,,,
0.34,120,0,0.5,0,0,0,0,,,,,,,,,
0.34,130,0,0.5,0,0,0,0,,,,,,,,,
0.34,140,0,0.5,0,0,0,0,,,,,,,,,
0.34,150,0,0.5,0,0,0,0,,,,,,,,,
0.34,160,0,0.5,0,0,0,0,,,,,,,,,
0.34,170,0,0.5,0,0,0,0,,,,,,,,,
0.34,180,0,0.5,0,0,0,0,,,,,,,,,
0.34,190,0,0.5,0,0,0,0,,,,,,,,,
0.34,200,0,0.5,0,0,0,0,,,,,,,,,
0.34,210,0,0.5,0,0,0,0,,,,,,,,,
0.34,220,0,0.5,0,0,0,0,,,,,,,,,
0.34,230,0,0.5,0,0,0,0,,,,,,,,,
0.34,240,0,0.5,0,0,0,0,,,,,,,,,
0.34,250,0,0.5,0,0,0,0,,,,,,,,,
0.34,260,0,0.5,0,0,0,0,,,,,,,,,
0.34,270,0,0.5,0,0,0,0,,,,,,,,,
0.34,280,0,0.5,0,0,0,0,,,,,,,,,
0.34,290,0,0.5,0,0,0,0,,,,,,,,,
0.34,300,0,0.5,0,0,0,0,,,,,,,,,
0.34,310,0,0.5,0,0,0,0,,,,,,,,,
0.34,320,0,0.5,0,0,0,0,,,,,,,,,
0.34,330,0,0.5,0,0,0,0,,,,,,,,,
0.34,340,0,0.5,0,0,0,0,,,,,,,,,
0.34,350,0,0.5,0,0,0,0,,,,,,,,,
0.34,360,0,0.5,0,0,0,0,,,,,,,,,
0.34,370,0,0.5,0,0,0,0,,,,,,,,,
0.34,380,0,0.5,0,0,0,0,,,,,,,,,
0.34,390,0,0.5,0,0,0,0,,,,,,,,,
0.34,400,0,0.5,0,0,0,0,,,,,,,,,
0.34,410,0,0.5,0,0,0,0,,,,,,,,,
0.34,420,0,0.5,0,0,0,0,,,,,,,,,
0.34,430,0,0.5,0,0,0,0,,,,,,,,,
0.34,440,0,0.5,0,0,0,0,,,,,,,,,
0.34,450,0,0.5,0,0,0,0,,,,,,,,,
0.34,460,0,0.5,0,0,0,0,,,,,,,,,
0.34,470,0,0.5,0,0,0,0,,,,,,,,,
0.34,480,0,0.5,0,0,0,0,,,,,,,,,
0.34,490,0,0.5,0,0,0,0,,,,,,,,,
0.34,500,0,0.5,0,0,0,0,,,,,,,,,
0.35,10,0,0.5,0,0,0,0,,,,,,,,,
0.35,20,0,0.5,0,0,0,0,,,,,,,,,
0.35,30,0,0.5,0,0,0,0,,,,,,,,,
0.35,40,0,0.5,0,0,0,0,,,,,,,,,
0.35,50,0,0.5,0,0,0,0,,,,,,,,,
0.35,60,0,0.5,0,0,0,0,,,,,,,,,
0.35,70,0,0.5,0,0,0,0,,,,,,,,,
0.35,80,0,0.5,0,0,0,0,,,,,,,,,
0.35,90,0,0.5,0,0,0,0,,,,,,,,,
0.35,100,0,0.5,0,0,0,0,,,,,,,,,
0.35,110,0,0.5,0,0,0,0,,,,,,,,,
0.35,120,0,0.5,0,0,0,0,,,,,,,,,
0.35,130,0,0.5,0,0,0,0,,,,,,,,,
0.35,140,0,0.5,0,0,0,0,,,,,,,,,
0.35,150,0,0.5,0,0,0,0,,,,,,,,,
0.35,160,0,0.4999,0,0,0,0.0002,,,,,,,,,
0.35,170,0,0.5,0,0,0,0,,,,,,,,,
0.35,180,0,0.5,0,0,0,0,,,,,,,,,
0.35,190,0,0.5,0,0,0,0,,,,,,,,,
0.35,200,0,0.5,0,0,0,0,,,,,,,,,
0.35,210,0,0.5,0,0,0,0,,,,,,,,,
0.35,220,0,0.5,0,0,0,0,,,,,,,,,
0.35,230,0,0.5,0,0,0,0,,,,,,,,,
0.35,240,0,0.5,0,0,0,0,,,,,,,,,
0.35,250,0,0.5,0,0,0,0,,,,,,,,,
0.35,260,0,0.5,0,0,0,0,,,,,,,,,
0.35,270,0,0.5,0,0,0,0,,,,,,,,,
0.35,280,0,0.5,0,0,0,0,,,,,,,,,
0.35,290,0,0.5,0,0,0,0,,,,,,,,,
0.35,300,0,0.5,0,0,0,0,,,,,,,,,
0.35,310,0,0.5,0,0,0,0,,,,,,,,,
0.35,320,0,0.5,0,0,0,0,,,,,,,,,
0.35,330,0,0.5,0,0,0,0,,,,,,,,,
0.35,340,0,0.5,0,0,0,0,,,,,,,,,
0.35,350,0,0.5,0,0,0,0,,,,,,,,,
0.35,360,0,0.5,0,0,0,0,,,,,,,,,
0.35,370,0,0.5,0,0,0,0,,,,,,,,,
0.35,380,0,0.5,0,0,0,0,,,,,,,,,
0.35,390,0,0.5,0,0,0,0,,,,,,,,,
0.35,400,0,0.5,0,0,0,0,,,,,,,,,
0.35,410,0,0.5,0,0,0,0,,,,,,,,,
0.35,420,0,0.5,0,0,0,0,,,,,,,,,
0.35,430,0,0.5,0,0,0,0,,,,,,,,,
0.35,440,0,0.5,0,0,0,0,,,,,,,,,
0.35,450,0,0.5,0,0,0,0,,,,,,,,,
0.35,460,0,0.5,0,0,0,0,,,,,,,,,
0.35,470,0,0.5,0,0,0,0,,,,,,,,,
0.35,480,0,0.5,0,0,0,0,,,,,,,,,
0.35,490,0,0.5,0,0,0,0,,,,,,,,,
0.35,500,0,0.5,0,0,0,0,,,,,,,,,
0.36,10,0,0.5,0,0,0,0,,,,,,,,,
0.36,20,0,0.5,0,0,0,0,,,,,,,,,
0.36,30,0,0.5,0,0,0,0,,,,,,,,,
0.36,40,0,0.5,0,0,0,0,,,,,,,,,
0.36,50,0,0.5,0,0,0,0,,,,,,,,,
0.36,60,0,0.5,0,0,0,0,,,,,,,,,
0.36,70,0,0.5,0,0,0,0,,,,,,,,,
0.36,80,0,0.5,0,0,0,0,,,,,,,,,
0.36,100,0,0.5,0,0,0,0,,,,,,,,,
0.36,110,0,0.5,0,0,0,0,,,,,,,,,
0.36,120,0,0.5,0,0,0,0,,,,,,,,,
0.36,130,0,0.5,0,0,0,0,,,,,,,,,
0.36,140,0,0.5,0,0,0,0,,,,,,,,,
0.36,150,0,0.5,0,0,0,0,,,,,,,,,
0.36,160,0,0.5,0,0,0,0,,,,,,,,,
0.36,170,0,0.5,0,0,0,0,,,,,,,,,
0.36,180,0,0.5,0,0,0,0,,,,,,,,,
0.36,190,0,0.5,0,0,0,0,,,,,,,,,
0.36,200,0,0.5,0,0,0,0,,,,,,,,,
0.36,210,0,0.5,0,0,0,0,,,,,,,,,
0.36,220,0,0.5,0,0,0,0,,,,,,,,,
0.36,230,0,0.5,0,0,0,0,,,,,,,,,
0.36,240,0,0.5,0,0,0,0,,,,,,,,,
0.36,250,0,0.5,0,0,0,0,,,,,,,,,
0.36,260,0,0.5,0,0,0,0,,,,,,,,,
0.36,270,0,0.5,0,0,0,0,,,,,,,,,
0.36,280,0,0.5,0,0,0,0,,,,,,,,,
0.36,290,0,0.5,0,0,0,0,,,,,,,,,
0.36,300,0,0.5,0,0,0,0,,,,,,,,,
0.36,310,0,0.5,0,0,0,0,,,,,,,,,
0.36,320,0,0.5,0,0,0,0,,,,,,,,,
0.36,330,0,0.5,0,0,0,0,,,,,,,,,
0.36,340,0,0.5,0,0,0,0,,,,,,,,,
0.36,350,0,0.5,0,0,0,0,,,,,,,,,
0.36,360,0,0.5,0,0,0,0,,,,,,,,,
0.36,370,0,0.5,0,0,0,0,,,,,,,,,
0.36,380,0,0.5,0,0,0,0,,,,,,,,,
0.36,390,0,0.5,0,0,0,0,,,,,,,,,
0.36,400,0,0.5,0,0,0,0,,,,,,,,,
0.36,410,0,0.5,0,0,0,0,,,,,,,,,
0.36,420,0,0.5,0,0,0,0,,,,,,,,,
0.36,430,0,0.5,0,0,0,0,,,,,,,,,
0.36,440,0,0.5,0,0,0,0,,,,,,,,,
0.36,450,0,0.5,0,0,0,0,,,,,,,,,
0.36,460,0,0.5,0,0,0,0,,,,,,,,,
0.36,470,0,0.5,0,0,0,0,,,,,,,,,
0.36,480,0,0.5,0,0,0,0,,,,,,,,,
0.36,490,0,0.5,0,0,0,0,,,,,,,,,
0.36,500,0,0.5,0,0,0,0,,,,,,,,,
0.37,10,0,0.5,0,0,0,0,,,,,,,,,
0.37,20,0,0.5,0,0,0,0,,,,,,,,,
0.37,30,0,0.5,0,0,0,0,,,,,,,,,
0.37,40,0,0.5,0,0,0,0,,,,,,,,,
0.37,50,0,0.5,0,0,0,0,,,,,,,,,
0.37,60,0,0.5,0,0,0,0,,,,,,,,,
0.37,70,0,0.5,0,0,0,0,,,,,,,,,
0.37,80,0,0.5,0,0,0,0,,,,,,,,,
0.37,90,0,0.5,0,0,0,0,,,,,,,,,
0.37,100,0,0.5,0,0,0,0,,,,,,,,,
0.37,110,0,0.5,0,0,0,0,,,,,,,,,
0.37,120,0,0.5,0,0,0,0,,,,,,,,,
0.37,130,0,0.5,0,0,0,0,,,,,,,,,
0.37,140,0,0.5,0,0,0,0,,,,,,,,,
0.37,150,0,0.5,0,0,0,0,,,,,,,,,
0.37,160,0,0.5,0,0,0,0,,,,,,,,,
0.37,170,0,0.5,0,0,0,0,,,,,,,,,
0.37,180,0,0.5,0,0,0,0,,,,,,,,,
0.37,190,0,0.5,0,0,0,0,,,,,,,,,
0.37,200,0,0.5,0,0,0,0,,,,,,,,,
0.37,210,0,0.5,0,0,0,0,,,,,,,,,
0.37,220,0,0.5,0,0,0,0,,,,,,,,,
0.37,230,0,0.5,0,0,0,0,,,,,,,,,
0.37,240,0,0.5,0,0,0,0,,,,,,,,,
0.37,250,0,0.5,0,0,0,0,,,,,,,,,
0.37,260,0,0.5,0,0,0,0,,,,,,,,,
0.37,270,0,0.5,0,0,0,0,,,,,,,,,
0.37,280,0,0.5,0,0,0,0,,,,,,,,,
0.37,290,0,0.5,0,0,0,0,,,,,,,,,
0.37,300,0,0.5,0,0,0,0,,,,,,,,,
0.37,310,0,0.5,0,0,0,0,,,,,,,,,
0.37,320,0,0.5,0,0,0,0,,,,,,,,,
0.37,330,0,0.5,0,0,0,0,,,,,,,,,
0.37,340,0,0.5,0,0,0,0,,,,,,,,,
0.37,350,0,0.5,0,0,0,0,,,,,,,,,
0.37,360,0,0.5,0,0,0,0,,,,,,,,,
0.37,370,0,0.5,0,0,0,0,,,,,,,,,
0.37,380,0,0.5,0,0,0,0,,,,,,,,,
0.37,390,0,0.5,0,0,0,0,,,,,,,,,
0.37,400,0,0.5,0,0,0,0,,,,,,,,,
0.37,410,0,0.5,0,0,0,0,,,,,,,,,
0.37,420,0,0.5,0,0,0,0,,,,,,,,,
0.37,430,0,0.5,0,0,0,0,,,,,,,,,
0.37,440,0,0.5,0,0,0,0,,,,,,,,,
0.37,450,0,0.5,0,0,0,0,,,,,,,,,
