threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
2.5,0.90909094,0.8232,0.859590565,0.7726,0.813777122,0.1262
0.82,1,0.7815,0.709107116,0.9546,0.813741369,0.3916
0.92,1,0.7824,0.711313978,0.9506,0.813730526,0.3858
0.83,1,0.7816,0.709399167,0.954,0.813715455,0.3908
0.81,1,0.7814,0.708939709,0.9548,0.813703767,0.392
2.61,0.90909094,0.8245,0.867164517,0.7664,0.813674488,0.1174
2.64,0.90909094,0.825,0.869990893,0.7642,0.81367121,0.1142
0.9,1,0.7821,0.710742567,0.9514,0.813649192,0.3872
0.69,1,0.7798,0.705312592,0.9612,0.81361097,0.4016
2.65,0.90909094,0.8252,0.871402467,0.763,0.813606313,0.1126
0.67,1,0.7796,0.704865182,0.962,0.813599459,0.4028
2.66,0.90909094,0.8253,0.872111645,0.7624,0.813573791,0.1118
0.66,1,0.7794,0.704478923,0.9626,0.813556457,0.4038
2.53,0.90909094,0.8234,0.861583184,0.7706,0.813555743,0.1238
0.65,1,0.7793,0.704256253,0.963,0.813550731,0.4044
2.52,0.90909094,0.8232,0.860553324,0.7714,0.813541447,0.125
0.7,1,0.7798,0.705493537,0.9606,0.81351626,0.401
0.64,1,0.7792,0.704093567,0.9632,0.813513514,0.4048
2.68,0.90909094,0.8255,0.873880083,0.7608,0.813428846,0.1098
0.63,1,0.779,0.703828171,0.9634,0.813407633,0.4054
0.68,1,0.7795,0.7050022,0.9612,0.813404417,0.4022
2.63,0.90909094,0.8246,0.868863636,0.7646,0.813404255,0.1154
2.71,0.90909094,0.8258,0.876212471,0.7588,0.813290461,0.1072
2.62,0.90909094,0.8242,0.867407072,0.7654,0.81321717,0.117
2.72,0.90909094,0.8259,0.877286409,0.7578,0.81317738,0.106
2.67,0.90909094,0.8251,0.87290663,0.761,0.81312106,0.1108
0.61,1,0.7785,0.703254999,0.9636,0.813095941,0.4066
0.62,1,0.7785,0.703314352,0.9634,0.813064394,0.4064
0.6,1,0.7784,0.703093084,0.9638,0.813058883,0.407
2.73,0.90909094,0.8259,0.877986546,0.757,0.813016862,0.1052
0.59,1,0.7781,0.702726345,0.964,0.812884729,0.4078
0.58,1,0.7778,0.70241912,0.964,0.812679143,0.4084
0.56,1,0.7775,0.70187691,0.9648,0.812600017,0.4098
0.57,1,0.7775,0.701994468,0.9644,0.812536861,0.4094
0.51,1,0.7767,0.700594461,0.9664,0.812305623,0.413
0.52,1,0.7767,0.700594461,0.9664,0.812305623,0.413
0.5,1,0.7765,0.700217234,0.967,0.812263755,0.414
0.49,1,0.7764,0.7,0.9674,0.812258606,0.4146
0.55,1,0.7769,0.701264719,0.9648,0.812189578,0.411
2.74,0.90909094,0.8252,0.877963738,0.7554,0.812083423,0.105
0.53,1,0.7764,0.700464172,0.9658,0.812006053,0.413
0.48,1,0.776,0.699595025,0.9674,0.811985899,0.4154
0.54,1,0.7764,0.700638792,0.9652,0.811911171,0.4124
0.47,1,0.7756,0.699017909,0.968,0.811808118,0.4168
0.46,1,0.7755,0.698859535,0.9682,0.811771611,0.4172
0.45,1,0.7754,0.698758661,0.9682,0.811703555,0.4174
0.42,1,0.7752,0.698328048,0.969,0.811693751,0.4186
0.44,1,0.7753,0.698600491,0.9684,0.811667086,0.4178
0.43,1,0.7752,0.698385236,0.9688,0.811662198,0.4184
0.39,1,0.7749,0.697741332,0.97,0.811647561,0.4202
0.4,1,0.7748,0.697697842,0.9698,0.811548117,0.4202
0.41,1,0.7748,0.697868664,0.9692,0.811453449,0.4196
0.38,1,0.7744,0.697239793,0.97,0.81130813,0.4212
0.16,1,0.773,0.694167852,0.976,0.811305071,0.43
0.15,1,0.7729,0.693958778,0.9764,0.811300374,0.4306
0.17,1,0.773,0.694278395,0.9756,0.811242308,0.4296
2.75,0.90909094,0.8246,0.878145387,0.7538,0.811235471,0.1046
0.2,1,0.7731,0.694543382,0.975,0.811215575,0.4288
0.37,1,0.7742,0.696982759,0.9702,0.811204013,0.4218
0.21,1,0.7731,0.694598831,0.9748,0.811184156,0.4286
0.12,1,0.7725,0.693344686,0.9772,0.811156304,0.4322
0.18,1,0.7729,0.694234875,0.9754,0.811143451,0.4296
0.19,1,0.7729,0.694234875,0.9754,0.811143451,0.4296
2.77,0.90909094,0.8248,0.8797942,0.7524,0.811125485,0.1028
0.22,1,0.7731,0.694709825,0.9744,0.811121285,0.4282
0.07,1,0.7722,0.692776204,0.9782,0.811111111,0.4338
2.76,0.90909094,0.8246,0.878851541,0.753,0.811072813,0.1038
0.36,1,0.7739,0.696569542,0.9706,0.811063759,0.4228
0.11,1,0.7723,0.693093178,0.9774,0.811053025,0.4328
0.08,1,0.7722,0.692885488,0.9778,0.811048441,0.4334
0.14,1,0.7725,0.693564427,0.9764,0.811030817,0.4314
0.13,1,0.7724,0.693410963,0.9766,0.810994851,0.4318
0.1,1,0.7722,0.692994895,0.9774,0.810985729,0.433
0.09,1,0.7721,0.692841956,0.9776,0.810949813,0.4334
0.06,1,0.7719,0.692427459,0.9784,0.810940738,0.4346
0.35,1,0.7737,0.696369637,0.9706,0.810928231,0.4232
0.23,1,0.7729,0.694622736,0.974,0.81092332,0.4282
0.29,1,0.7733,0.695521534,0.9722,0.810910001,0.4256
0.34,1,0.7735,0.696057348,0.971,0.81085595,0.424
0.25,1,0.7729,0.694789436,0.9734,0.810828821,0.4276
2.78,0.90909094,0.8246,0.87991573,0.7518,0.8108283,0.1026
0.05,1,0.7717,0.692231499,0.9784,0.810806331,0.435
0.28,1,0.7731,0.695266695,0.9724,0.810806304,0.4262
0.26,1,0.773,0.69505573,0.9728,0.8108018,0.4268
0.02,1,0.7714,0.691612539,0.9796,0.810792915,0.4368
0.3,1,0.7732,0.695533925,0.9718,0.810779242,0.4254
0.03,1,0.7714,0.691666667,0.9794,0.810761589,0.4366
0.24,1,0.7728,0.694690265,0.9734,0.810761286,0.4278
0.31,1,0.7732,0.69558992,0.9716,0.810747664,0.4252
0.27,1,0.773,0.695167286,0.9724,0.810738703,0.4264
2.87,0.90909094,0.8258,0.887488107,0.7462,0.810734463,0.0946
0.33,1,0.7733,0.695857819,0.971,0.810720548,0.4244
0.32,1,0.7732,0.695645947,0.9714,0.810716074,0.425
2.79,0.90909094,0.8246,0.88045007,0.7512,0.810705806,0.102
2.88,0.90909094,0.8258,0.887672537,0.746,0.810693328,0.0944
0.01,1,0.7712,0.691417278,0.9796,0.810658722,0.4372
2.85,0.90909094,0.8254,0.885545024,0.7474,0.810629067,0.0966
0,1,0.7711,0.691265698,0.9798,0.810622983,0.4376
0.04,1,0.7713,0.691785664,0.9786,0.810569038,0.436
2.84,0.90909094,0.8252,0.884761003,0.7478,0.810535443,0.0974
2.83,0.90909094,0.8251,0.884188135,0.7482,0.810529737,0.098
2.91,0.90909094,0.826,0.889952153,0.744,0.810457516,0.092
2.8,0.90909094,0.8245,0.881136951,0.7502,0.810413741,0.1012
2.81,0.90909094,0.8246,0.88224211,0.7492,0.810296344,0.1
2.86,0.90909094,0.8253,0.886433832,0.7462,0.810294277,0.0956
2.82,0.90909094,0.8247,0.882991272,0.7486,0.810260851,0.0992
2.9,0.90909094,0.8256,0.888729704,0.7444,0.810187201,0.0932
2.92,0.90909094,0.8258,0.890086207,0.7434,0.810156931,0.0918
2.89,0.90909094,0.8253,0.887908419,0.7446,0.809964103,0.094
2.93,0.8863636,0.8257,0.890433949,0.7428,0.80994439,0.0914
2.94,0.8863636,0.8253,0.890516206,0.7418,0.809383524,0.0912
2.95,0.8863636,0.8251,0.891027183,0.7408,0.80899858,0.0906
2.96,0.8636364,0.8251,0.891781152,0.74,0.808831566,0.0898
2.97,0.8636364,0.825,0.892701788,0.7388,0.808492011,0.0888
2.98,0.8636364,0.825,0.893081761,0.7384,0.808408145,0.0884
2.99,0.8636364,0.8249,0.893627332,0.7376,0.808151638,0.0878
3.02,0.8636364,0.8251,0.895980512,0.7356,0.807907743,0.0854
3.01,0.8636364,0.8249,0.894775213,0.7364,0.807899067,0.0866
3,0.8636364,0.8246,0.893740902,0.7368,0.807717606,0.0876
3,0.8636364,0.8246,0.893740902,0.7368,0.807717606,0.0876
3.03,0.8636364,0.8247,0.896072213,0.7346,0.807341466,0.0852
3.04,0.8636364,0.8247,0.896846737,0.7338,0.807171928,0.0844
3.05,0.8636364,0.8239,0.89683901,0.732,0.806078626,0.0842
3.06,0.8636364,0.8237,0.896983076,0.7314,0.805772832,0.084
3.07,0.8636364,0.8232,0.897051597,0.7302,0.805071665,0.0838
3.08,0.8636364,0.8232,0.897246804,0.73,0.805028672,0.0836
3.09,0.8636364,0.8232,0.897637795,0.7296,0.80494263,0.0832
3.1,0.8636364,0.823,0.898175542,0.7286,0.80454947,0.0826
3.11,0.8636364,0.823,0.898568608,0.7282,0.804463102,0.0822
3.13,0.8636364,0.823,0.899357072,0.7274,0.804290137,0.0814
3.12,0.8636364,0.8229,0.898937485,0.7276,0.804244501,0.0818
3.14,0.8636364,0.8227,0.899480069,0.7266,0.803849983,0.0812
3.15,0.8636364,0.8227,0.900074386,0.726,0.803719694,0.0806
3.16,0.8636364,0.8226,0.900645802,0.7252,0.803456681,0.08
3.17,0.8636364,0.8224,0.900795624,0.7246,0.803147861,0.0798
3.18,0.8636364,0.8224,0.901194624,0.7242,0.803060546,0.0794
3.19,0.8636364,0.822,0.901296112,0.7232,0.802485575,0.0792
3.2,0.8636364,0.8217,0.901422511,0.7224,0.802042856,0.079
3.21,0.8636364,0.821,0.90125,0.721,0.801111111,0.079
3.22,0.8636364,0.821,0.90125,0.721,0.801111111,0.079
3.23,0.8636364,0.821,0.901450725,0.7208,0.801066904,0.0788
3.25,0.8636364,0.8208,0.90220662,0.7196,0.800623053,0.078
3.24,0.8636364,0.8205,0.901327323,0.7198,0.800400311,0.0788
3.26,0.8636364,0.8204,0.902512563,0.7184,0.8,0.0776
3.27,0.8636364,0.8198,0.902365375,0.7172,0.799197682,0.0776
3.28,0.8636364,0.8193,0.902445173,0.716,0.798483328,0.0774
3.29,0.8636364,0.8191,0.902599041,0.7154,0.798170255,0.0772
3.3,0.8636364,0.8189,0.902753221,0.7148,0.797856904,0.077
3.31,0.8636364,0.8184,0.902834008,0.7136,0.797140304,0.0768
3.32,0.8636364,0.818,0.902939686,0.7126,0.796557121,0.0766
3.33,0.8636364,0.8177,0.903274943,0.7116,0.796062199,0.0762
3.34,0.8636364,0.8174,0.903406202,0.7108,0.795612268,0.076
3.35,0.8636364,0.8175,0.904046831,0.7104,0.795609811,0.0754
3.36,0.8636364,0.8172,0.904179409,0.7096,0.795159121,0.0752
3.37,0.8636364,0.8166,0.90403267,0.7084,0.794348509,0.0752
3.38,0.8636364,0.8159,0.904067536,0.7068,0.793355034,0.075
3.39,0.8636364,0.816,0.904713115,0.7064,0.793351303,0.0744
3.4,0.8636364,0.8158,0.904871795,0.7058,0.793033708,0.0742
3.41,0.8636364,0.8154,0.904982024,0.7048,0.792444345,0.074
3.42,0.8636364,0.8148,0.904835391,0.7036,0.791629163,0.074
3.43,0.8636364,0.8143,0.905130188,0.7022,0.790854826,0.0736
3.44,0.84090906,0.814,0.90505676,0.7016,0.790446147,0.0736
3.45,0.84090906,0.8138,0.905426357,0.7008,0.790078918,0.0732
3.46,0.84090906,0.8132,0.905699482,0.6992,0.789164786,0.0728
3.47,0.84090906,0.8129,0.905836576,0.6984,0.788706945,0.0726
3.48,0.84090906,0.8123,0.90568979,0.6972,0.787885637,0.0726
3.49,0.84090906,0.8121,0.905851756,0.6966,0.787563595,0.0724
3.5,0.84090906,0.8117,0.905965095,0.6956,0.786966851,0.0722
3.51,0.84090906,0.8117,0.906176701,0.6954,0.786918638,0.072
3.52,0.84090906,0.8112,0.906478579,0.694,0.786135025,0.0716
3.53,0.84090906,0.8102,0.906659675,0.6916,0.784660767,0.0712
3.54,0.8181818,0.8099,0.907227332,0.6904,0.784099943,0.0706
3.55,0.8181818,0.8095,0.907344038,0.6894,0.783498125,0.0704
3.56,0.8181818,0.8089,0.907412292,0.688,0.782618587,0.0702
3.57,0.8181818,0.8084,0.907720783,0.6866,0.781826463,0.0698
3.58,0.8181818,0.808,0.908055114,0.6854,0.781171643,0.0694
3.61,0.8181818,0.8076,0.910133333,0.6826,0.780114286,0.0674
3.6,0.8181818,0.8073,0.908969923,0.683,0.779947471,0.0684
3.59,0.8181818,0.8071,0.908052086,0.6834,0.779869908,0.0692
3.62,0.79545456,0.807,0.909989316,0.6814,0.779277219,0.0674
3.63,0.77272725,0.8065,0.909868949,0.6804,0.778578785,0.0674
3.64,0.77272725,0.8066,0.910771704,0.6798,0.778515804,0.0666
3.65,0.75,0.8066,0.911212446,0.6794,0.778414299,0.0662
3.66,0.75,0.8065,0.912073138,0.6784,0.77807088,0.0654
3.67,0.75,0.8062,0.912668464,0.6772,0.77749713,0.0648
3.68,0.75,0.8061,0.91331353,0.6764,0.777203263,0.0642
3.69,0.72727275,0.8054,0.913596966,0.6746,0.776115969,0.0638
3.7,0.72727275,0.805,0.913727618,0.6736,0.775500806,0.0636
3.71,0.70454544,0.8047,0.913882097,0.6728,0.775025919,0.0634
3.72,0.70454544,0.8045,0.914060375,0.6722,0.774691714,0.0632
3.73,0.70454544,0.8042,0.914215686,0.6714,0.774215867,0.063
3.74,0.70454544,0.804,0.914847162,0.6704,0.773776547,0.0624
3.75,0.70454544,0.8031,0.915319266,0.668,0.772343624,0.0618
3.76,0.70454544,0.8028,0.915477497,0.6672,0.771864877,0.0616
3.77,0.70454544,0.8027,0.915910965,0.6666,0.771617085,0.0612
3.78,0.70454544,0.8026,0.91588785,0.6664,0.771474878,0.0612
3.79,0.70454544,0.8022,0.916253444,0.6652,0.770799537,0.0608
3.8,0.70454544,0.8021,0.91691968,0.6644,0.770497507,0.0602
