self_radius,self_count,uc,accuracy,precision,recall,f1,far,,,,,,,,,,
0.13,52,0.09073123,0.5786,0.676549865,0.3012,0.416828121,0.144,,,,,,,,,,
0.05,77,0.1883101,0.4929,0.490392422,0.3624,0.416791259,0.3766,,,,,,,,,,
0.25,28,0.072144779,0.6093,0.8216598,0.2792,0.416778624,0.0606,,,,,,,,,,
0.04,87,0.212765957,0.4724,0.465892239,0.377,0.416758788,0.4322,,,,,,,,,,
0.14,59,0.09757887,0.5882,0.714285714,0.294,0.416548597,0.1176,,,,,,,,,,
0.16,62,0.06162876,0.6127,0.844227245,0.2764,0.416453217,0.051,,,,,,,,,,
0.46,4,0.056003913,0.6195,0.893350889,0.2714,0.416321522,0.0324,,,,,,,,,,
0.14,50,0.087796527,0.5645,0.631044291,0.3106,0.416298083,0.1816,,,,,,,,,,
0.16,31,0.132550746,0.5628,0.626104418,0.3118,0.416288385,0.1862,,,,,,,,,,
0.08,85,0.08217168,0.5757,0.666813574,0.3026,0.416288348,0.1512,,,,,,,,,,
0.25,20,0.062606994,0.6141,0.854127871,0.2752,0.416275904,0.047,,,,,,,,,,
0.48,4,0.034971876,0.624,0.930555556,0.268,0.416149068,0.02,,,,,,,,,,
0.39,2,0.042064074,0.6099,0.826888757,0.278,0.416105373,0.0582,,,,,,,,,,
0.12,51,0.168011739,0.549,0.590007348,0.3212,0.415954416,0.2232,,,,,,,,,,
0.41,5,0.064808022,0.6279,0.966447848,0.265,0.415947261,0.0092,,,,,,,,,,
0.13,64,0.05820494,0.6015,0.778693026,0.2836,0.415774813,0.0806,,,,,,,,,,
0.08,66,0.15064808,0.5216,0.533877039,0.3404,0.415730337,0.2972,,,,,,,,,,
0.19,44,0.064808022,0.6038,0.791573034,0.2818,0.415634218,0.0742,,,,,,,,,,
0.13,62,0.07703595,0.5752,0.665784832,0.302,0.415520088,0.1516,,,,,,,,,,
0.25,18,0.068231842,0.6116,0.839416058,0.276,0.415412402,0.0528,,,,,,,,,,
0.13,99,0.060405967,0.618,0.884615385,0.2714,0.415365779,0.0354,,,,,,,,,,
0.16,39,0.100513573,0.5867,0.709521508,0.2936,0.415334559,0.1202,,,,,,,,,,
0.19,24,0.058938616,0.6033,0.790331647,0.2812,0.414810444,0.0746,,,,,,,,,,
0.07,82,0.226216679,0.5306,0.550695825,0.3324,0.414567224,0.2712,,,,,,,,,,
0.4,2,0.02396674,0.615,0.864847716,0.2726,0.414537713,0.0426,,,,,,,,,,
0.27,24,0.067987283,0.6148,0.863751584,0.2726,0.414411675,0.043,,,,,,,,,,
0.06,98,0.141110296,0.5562,0.608999224,0.314,0.41435735,0.2016,,,,,,,,,,
0.07,99,0.13524089,0.5574,0.61228482,0.313,0.414240339,0.1982,,,,,,,,,,
0.04,94,0.242846662,0.4816,0.476103896,0.3666,0.414237288,0.4034,,,,,,,,,,
0.17,28,0.105160186,0.5648,0.633443163,0.3076,0.414108778,0.178,,,,,,,,,,
0.1,98,0.127904133,0.6119,0.844731978,0.2742,0.414011777,0.0504,,,,,,,,,,
0.12,35,0.121056493,0.5372,0.564226519,0.3268,0.413880446,0.2524,,,,,,,,,,
0.4,4,0.026167767,0.6195,0.90073776,0.2686,0.413803728,0.0296,,,,,,,,,,
0.32,12,0.041330399,0.622,0.921270718,0.2668,0.413771712,0.0228,,,,,,,,,,
0.19,50,0.07018831,0.5993,0.770572207,0.2828,0.413752743,0.0842,,,,,,,,,,
0.13,59,0.110051357,0.5615,0.624041952,0.3094,0.41369167,0.1864,,,,,,,,,,
0.11,51,0.174125703,0.514,0.521289538,0.3428,0.413610039,0.3148,,,,,,,,,,
0.04,85,0.199559795,0.481,0.475324675,0.366,0.413559322,0.404,,,,,,,,,,
0.05,71,0.21912448,0.462,0.454458293,0.3792,0.413432185,0.4552,,,,,,,,,,
0.16,51,0.094399609,0.5715,0.655367232,0.3016,0.413094097,0.1586,,,,,,,,,,
0.48,15,0.017852776,0.6221,0.924843424,0.2658,0.412925276,0.0216,,,,,,,,,,
0.14,55,0.068231842,0.5928,0.73991727,0.2862,0.412748774,0.1006,,,,,,,,,,
0.14,54,0.091954023,0.5492,0.591928251,0.3168,0.412714956,0.2184,,,,,,,,,,
0.15,60,0.048911714,0.6106,0.839263804,0.2736,0.412669683,0.0524,,,,,,,,,,
0.11,57,0.149669846,0.5103,0.515433024,0.344,0.412618448,0.3234,,,,,,,,,,
0.17,35,0.101491807,0.582,0.693761815,0.2936,0.412591343,0.1296,,,,,,,,,,
0.15,65,0.077280509,0.5319,0.553794266,0.3284,0.412303829,0.2646,,,,,,,,,,
0.15,39,0.072144779,0.5958,0.755602988,0.2832,0.411987198,0.0916,,,,,,,,,,
0.18,60,0.061139643,0.6009,0.782316732,0.2796,0.411964049,0.0778,,,,,,,,,,
0.31,4,0.035705551,0.6047,0.804183614,0.2768,0.411843476,0.0674,,,,,,,,,,
0.1,35,0.226705796,0.4835,0.478180376,0.3616,0.411798201,0.3946,,,,,,,,,,
0.13,39,0.182929812,0.5359,0.562132226,0.3248,0.411712511,0.253,,,,,,,,,,
0.33,8,0.091464906,0.6133,0.860598345,0.2704,0.411505098,0.0438,,,,,,,,,,
0.21,19,0.133773539,0.5757,0.6713445,0.2966,0.411430157,0.1452,,,,,,,,,,
0.19,40,0.069699193,0.6003,0.780011167,0.2794,0.411426889,0.0788,,,,,,,,,,
0.22,20,0.076791392,0.6151,0.874430709,0.2688,0.411197797,0.0386,,,,,,,,,,
0.13,31,0.080215212,0.5727,0.661054497,0.2984,0.411189197,0.153,,,,,,,,,,
0.04,93,0.23281976,0.4588,0.450835322,0.3778,0.411099021,0.4602,,,,,,,,,,
0.1,39,0.15235999,0.4986,0.498007968,0.35,0.41108762,0.3528,,,,,,,,,,
0.3,10,0.04450966,0.6099,0.838570548,0.2722,0.410991998,0.0524,,,,,,,,,,
0.25,27,0.05991685,0.6095,0.836095764,0.2724,0.410921708,0.0534,,,,,,,,,,
0.18,31,0.1198337,0.5834,0.701254826,0.2906,0.41091629,0.1238,,,,,,,,,,
0.13,32,0.215456102,0.5214,0.53425096,0.3338,0.410881339,0.291,,,,,,,,,,
0.12,44,0.156028369,0.4865,0.481830417,0.358,0.410786001,0.385,,,,,,,,,,
0.17,30,0.144778674,0.5576,0.614832536,0.3084,0.410761854,0.1932,,,,,,,,,,
0.15,36,0.097823429,0.5515,0.598696819,0.3124,0.410566434,0.2094,,,,,,,,,,
0.13,34,0.1198337,0.543,0.578125,0.3182,0.410474716,0.2322,,,,,,,,,,
0.1,78,0.105404744,0.5992,0.775862069,0.279,0.410414828,0.0806,,,,,,,,,,
0.15,70,0.047444363,0.5983,0.771097628,0.2796,0.410391898,0.083,,,,,,,,,,
0.12,60,0.061384202,0.5805,0.690487459,0.2918,0.410234781,0.1308,,,,,,,,,,
0.2,38,0.088041086,0.5971,0.765155653,0.2802,0.410188845,0.086,,,,,,,,,,
0.06,97,0.199070677,0.5215,0.534554806,0.3326,0.410060412,0.2896,,,,,,,,,,
0.28,8,0.074345806,0.6089,0.834254144,0.2718,0.410016594,0.054,,,,,,,,,,
0.09,58,0.127170457,0.5289,0.548441167,0.3272,0.409870976,0.2694,,,,,,,,,,
0.13,35,0.12325752,0.5548,0.607704403,0.3092,0.409862142,0.1996,,,,,,,,,,
0.32,23,0.049400831,0.6169,0.892018779,0.266,0.409798182,0.0322,,,,,,,,,,
0.18,37,0.065297139,0.5984,0.772727273,0.2788,0.409758965,0.082,,,,,,,,,,
0.11,37,0.203472732,0.4975,0.496441788,0.3488,0.409726301,0.3538,,,,,,,,,,
0.11,66,0.107361213,0.5199,0.531778984,0.333,0.409543722,0.2932,,,,,,,,,,
0.18,45,0.064318904,0.5876,0.720766129,0.286,0.409507446,0.1108,,,,,,,,,,
0.17,55,0.056982147,0.5834,0.7030185,0.2888,0.409413099,0.122,,,,,,,,,,
0.19,39,0.052335534,0.5979,0.771191136,0.2784,0.409110948,0.0826,,,,,,,,,,
0.13,57,0.09586696,0.553,0.603354134,0.3094,0.409042834,0.2034,,,,,,,,,,
0.15,61,0.071411103,0.5892,0.728717949,0.2842,0.408920863,0.1058,,,,,,,,,,
0.11,34,0.247737833,0.448,0.440064546,0.3818,0.408866995,0.4858,,,,,,,,,,
0.16,47,0.048667156,0.5966,0.765093304,0.2788,0.408677807,0.0856,,,,,,,,,,
0.13,44,0.057471264,0.5754,0.67293578,0.2934,0.408635097,0.1426,,,,,,,,,,
0.51,2,0.035216434,0.6085,0.835497835,0.2702,0.408342149,0.0532,,,,,,,,,,
0.28,13,0.049156273,0.6034,0.803760282,0.2736,0.408236347,0.0668,,,,,,,,,,
0.1,61,0.176082172,0.4965,0.49500998,0.3472,0.408134477,0.3542,,,,,,,,,,
0.19,55,0.072633896,0.6106,0.850443599,0.2684,0.408026756,0.0472,,,,,,,,,,
0.06,84,0.128637809,0.5519,0.601012067,0.3088,0.407979918,0.205,,,,,,,,,,
0.13,41,0.134751773,0.5207,0.533441034,0.3302,0.407906115,0.2888,,,,,,,,,,
0.6,1,0.045732453,0.615,0.883333333,0.265,0.407692308,0.035,,,,,,,,,,
0.06,80,0.195646857,0.5033,0.504874446,0.3418,0.407632677,0.3352,,,,,,,,,,
0.13,37,0.168745415,0.4651,0.456667494,0.3678,0.407444334,0.4376,,,,,,,,,,
0.51,1,0.061384202,0.6041,0.809637121,0.2722,0.407424038,0.064,,,,,,,,,,
0.15,34,0.146979702,0.5293,0.549779137,0.3236,0.407402745,0.265,,,,,,,,,,
0.24,20,0.072633896,0.6074,0.830665025,0.2698,0.407306763,0.055,,,,,,,,,,
0.27,21,0.057471264,0.6147,0.882588392,0.2646,0.40713956,0.0352,,,,,,,,,,
0.14,61,0.043286867,0.6005,0.789291883,0.2742,0.407006086,0.0732,,,,,,,,,,
0.08,69,0.126925899,0.5136,0.521236727,0.3338,0.406973909,0.3066,,,,,,,,,,
0.18,50,0.04964539,0.6032,0.805325444,0.2722,0.406875934,0.0658,,,,,,,,,,
0.19,18,0.059183174,0.6064,0.825183374,0.27,0.406871609,0.0572,,,,,,,,,,
0.1,97,0.162876009,0.581,0.69622093,0.2874,0.406851642,0.1254,,,,,,,,,,
0.1,47,0.1540719,0.4909,0.487301144,0.3492,0.406850751,0.3674,,,,,,,,,,
0.38,11,0.066275373,0.616,0.894021739,0.2632,0.406674907,0.0312,,,,,,,,,,
0.11,65,0.146246026,0.5284,0.54816825,0.3232,0.406643181,0.2664,,,,,,,,,,
0.15,49,0.086818293,0.5648,0.638817481,0.2982,0.4065994,0.1686,,,,,,,,,,
0.23,28,0.057226706,0.5894,0.733298539,0.281,0.406304222,0.1022,,,,,,,,,,
0.11,46,0.11640988,0.54,0.572886297,0.3144,0.405991736,0.2344,,,,,,,,,,
0.13,50,0.093665933,0.5528,0.60443038,0.3056,0.405951116,0.2,,,,,,,,,,
0.07,83,0.113964294,0.4832,0.477285019,0.353,0.405840423,0.3866,,,,,,,,,,
0.18,21,0.063829787,0.5821,0.701918347,0.2854,0.405801223,0.1212,,,,,,,,,,
0.23,29,0.051112742,0.6042,0.813855422,0.2702,0.405705706,0.0618,,,,,,,,,,
0.08,94,0.143066764,0.5599,0.624532225,0.3004,0.405671843,0.1806,,,,,,,,,,
0.13,33,0.148202494,0.5379,0.568288288,0.3154,0.405659164,0.2396,,,,,,,,,,
0.2,25,0.12496943,0.5678,0.649339207,0.2948,0.405502063,0.1592,,,,,,,,,,
0.07,96,0.180239667,0.5384,0.569464544,0.3148,0.405461103,0.238,,,,,,,,,,
0.2,34,0.060650526,0.5959,0.767130919,0.2754,0.405298013,0.0836,,,,,,,,,,
0.2,48,0.052335534,0.6041,0.814121907,0.2698,0.405287667,0.0616,,,,,,,,,,
0.53,4,0.024211299,0.6196,0.928366762,0.2592,0.405253283,0.02,,,,,,,,,,
0.14,53,0.098067987,0.5623,0.632159525,0.298,0.405056409,0.1734,,,,,,,,,,
0.04,100,0.093910492,0.5311,0.553974314,0.3192,0.405024743,0.257,,,,,,,,,,
0.16,43,0.059672292,0.5798,0.693501455,0.286,0.404984424,0.1264,,,,,,,,,,
0.32,9,0.036683786,0.6085,0.844007609,0.2662,0.404743804,0.0492,,,,,,,,,,
0.21,25,0.04622157,0.5953,0.765164162,0.275,0.40459026,0.0844,,,,,,,,,,
0.2,19,0.066030814,0.5947,0.762036525,0.2754,0.404583517,0.086,,,,,,,,,,
0.54,3,0.01027146,0.6178,0.915373766,0.2596,0.404487379,0.024,,,,,,,,,,
0.15,29,0.083639032,0.5628,0.634532991,0.2962,0.403872375,0.1706,,,,,,,,,,
0.15,53,0.144534116,0.5458,0.587471352,0.3076,0.40378052,0.216,,,,,,,,,,
0.15,38,0.088285644,0.5636,0.63718723,0.2954,0.403662203,0.1682,,,,,,,,,,
0.19,56,0.04108584,0.6085,0.846645367,0.265,0.40365575,0.048,,,,,,,,,,
0.13,77,0.075079482,0.6063,0.831980012,0.2664,0.403575216,0.0538,,,,,,,,,,
0.14,35,0.11298606,0.5527,0.605442177,0.3026,0.403520469,0.1972,,,,,,,,,,
0.06,90,0.190511127,0.502,0.502986858,0.3368,0.403449928,0.3328,,,,,,,,,,
0.21,35,0.055514796,0.5983,0.783612233,0.2716,0.403386306,0.075,,,,,,,,,,
0.29,18,0.024211299,0.619,0.929292929,0.2576,0.403382399,0.0196,,,,,,,,,,
0.16,44,0.049400831,0.5937,0.758982863,0.2746,0.403289764,0.0872,,,,,,,,,,
0.43,5,0.044998777,0.6122,0.874499332,0.262,0.403200985,0.0376,,,,,,,,,,
0.18,64,0.052580093,0.6052,0.82630273,0.2664,0.402903811,0.056,,,,,,,,,,
0.44,3,0.07018831,0.6175,0.918149466,0.258,0.402810304,0.023,,,,,,,,,,
0.09,52,0.138909269,0.4719,0.463440021,0.3562,0.402804478,0.4124,,,,,,,,,,
0.08,68,0.187331866,0.4696,0.460824742,0.3576,0.402702703,0.4184,,,,,,,,,,
0.14,66,0.095377843,0.5413,0.577081,0.3092,0.402656596,0.2266,,,,,,,,,,
0.13,66,0.088774762,0.5665,0.647319451,0.2922,0.402645721,0.1592,,,,,,,,,,
0.18,69,0.054047444,0.6036,0.817013464,0.267,0.402472113,0.0598,,,,,,,,,,
0.27,17,0.034482759,0.604,0.819803198,0.2666,0.402354362,0.0586,,,,,,,,,,
0.18,51,0.052090976,0.5924,0.753846154,0.2744,0.402346041,0.0896,,,,,,,,,,
0.35,4,0.040107606,0.6081,0.84714194,0.2638,0.402318133,0.0476,,,,,,,,,,
0.21,26,0.043531426,0.6094,0.857049608,0.2626,0.402020821,0.0438,,,,,,,,,,
0.08,98,0.126925899,0.5614,0.631646655,0.2946,0.401800327,0.1718,,,,,,,,,,
0.17,47,0.04108584,0.6013,0.804570054,0.2676,0.401620891,0.065,,,,,,,,,,
0.06,91,0.12668134,0.494,0.491314418,0.3394,0.401466761,0.3514,,,,,,,,,,
0.22,52,0.036194669,0.6113,0.872739451,0.2606,0.401355306,0.038,,,,,,,,,,
0.22,23,0.028613353,0.6139,0.893572909,0.2586,0.401116799,0.0308,,,,,,,,,,
0.17,73,0.050623624,0.6141,0.895356895,0.2584,0.401055409,0.0302,,,,,,,,,,
0.13,43,0.074345806,0.5701,0.661001378,0.2878,0.401003205,0.1476,,,,,,,,,,
0.06,82,0.154561017,0.5176,0.528833552,0.3228,0.400894188,0.2876,,,,,,,,,,
0.15,44,0.117388114,0.5481,0.594722332,0.302,0.400583632,0.2058,,,,,,,,,,
0.14,30,0.129126926,0.5238,0.540421196,0.3182,0.400553877,0.2706,,,,,,,,,,
0.03,85,0.150892639,0.4585,0.448498387,0.3614,0.40026581,0.4444,,,,,,,,,,
0.38,14,0.129371484,0.6098,0.864541833,0.2604,0.400245927,0.0408,,,,,,,,,,
0.22,18,0.05478112,0.5859,0.725696269,0.2762,0.400115892,0.1044,,,,,,,,,,
0.19,66,0.049400831,0.6107,0.871725991,0.2596,0.400061643,0.0382,,,,,,,,,,
0.15,48,0.067009049,0.5689,0.657810353,0.2872,0.399832939,0.1494,,,,,,,,,,
0.18,55,0.058694057,0.5959,0.776687825,0.2692,0.399821773,0.0774,,,,,,,,,,
0.17,21,0.112496943,0.5523,0.606344042,0.2982,0.399785494,0.1936,,,,,,,,,,
0.12,30,0.132795304,0.5309,0.554923569,0.3122,0.399590426,0.2504,,,,,,,,,,
0.07,85,0.142333089,0.5327,0.558749551,0.311,0.399588847,0.2456,,,,,,,,,,
0.21,16,0.050379066,0.5876,0.734475375,0.2744,0.399534071,0.0992,,,,,,,,,,
0.19,70,0.045732453,0.6042,0.828085642,0.263,0.399210686,0.0546,,,,,,,,,,
0.21,28,0.07190022,0.5849,0.722367732,0.2758,0.399189463,0.106,,,,,,,,,,
0.15,55,0.026412326,0.597,0.784290739,0.2676,0.399045631,0.0736,,,,,,,,,,
0.17,66,0.012472487,0.5973,0.78600823,0.2674,0.399044919,0.0728,,,,,,,,,,
0.12,71,0.075813157,0.5726,0.671875,0.2838,0.39904387,0.1386,,,,,,,,,,
0.17,48,0.099779897,0.5735,0.675250358,0.2832,0.399041849,0.1362,,,,,,,,,,
0.1,94,0.110051357,0.5774,0.690452756,0.2806,0.399032992,0.1258,,,,,,,,,,
0.05,99,0.070921986,0.5626,0.637401229,0.2904,0.399010717,0.1652,,,,,,,,,,
0.16,38,0.071655662,0.5768,0.688235294,0.2808,0.398863636,0.1272,,,,,,,,,,
0.23,32,0.034971876,0.6085,0.859033752,0.2596,0.398709876,0.0426,,,,,,,,,,
0.09,38,0.250917095,0.4217,0.415204678,0.3834,0.398669024,0.54,,,,,,,,,,
0.25,24,0.057715823,0.5943,0.770200573,0.2688,0.39851742,0.0802,,,,,,,,,,
0.3,12,0.042308633,0.6126,0.890972222,0.2566,0.398447205,0.0314,,,,,,,,,,
0.2,59,0.009293226,0.6091,0.864395458,0.2588,0.398337694,0.0406,,,,,,,,,,
0.12,32,0.116898997,0.5112,0.517925736,0.3236,0.398325948,0.3012,,,,,,,,,,
0.16,49,0.04793348,0.5769,0.689315608,0.28,0.398236382,0.1262,,,,,,,,,,
0.06,79,0.138420152,0.5061,0.509516381,0.3266,0.39804997,0.3144,,,,,,,,,,
0.36,9,0.030325263,0.6095,0.868190989,0.2582,0.398026823,0.0392,,,,,,,,,,
0.41,8,0.032037173,0.6197,0.954441913,0.2514,0.397973722,0.012,,,,,,,,,,
0.16,48,0.065786256,0.556,0.617944398,0.2934,0.397884459,0.1814,,,,,,,,,,
0.42,5,0.065297139,0.6173,0.932841328,0.2528,0.39779701,0.0182,,,,,,,,,,
0.24,17,0.015896307,0.6121,0.888965996,0.2562,0.397764322,0.032,,,,,,,,,,
0.17,42,0.072878454,0.5712,0.667924528,0.2832,0.397752809,0.1408,,,,,,,,,,
0.17,68,0.042553191,0.6048,0.83546735,0.261,0.39774459,0.0514,,,,,,,,,,
0.19,31,0.038395696,0.5884,0.741003272,0.2718,0.397717296,0.095,,,,,,,,,,
0.19,28,0.063829787,0.5765,0.688330871,0.2796,0.397667473,0.1266,,,,,,,,,,
0.1,96,0.062851553,0.5771,0.690747155,0.2792,0.39766415,0.125,,,,,,,,,,
0.05,80,0.132550746,0.4819,0.474854126,0.3418,0.39748808,0.378,,,,,,,,,,
0.14,45,0.104181952,0.5564,0.619390347,0.2926,0.397446346,0.1798,,,,,,,,,,
0.05,94,0.113475177,0.4864,0.480692788,0.3386,0.397324572,0.3658,,,,,,,,,,
0.22,24,0.048178039,0.6028,0.82327044,0.2618,0.397268589,0.0562,,,,,,,,,,
0.24,25,0.029347029,0.6119,0.888811675,0.2558,0.397266656,0.032,,,,,,,,,,
0.05,85,0.170701883,0.4667,0.456719522,0.3514,0.39719679,0.418,,,,,,,,,,
0.02,96,0.153827342,0.4563,0.445606174,0.358,0.397027836,0.4454,,,,,,,,,,
0.19,30,0.035705551,0.6032,0.826582278,0.2612,0.396960486,0.0548,,,,,,,,,,
0.35,7,0.040107606,0.6061,0.846505552,0.2592,0.396876435,0.047,,,,,,,,,,
0.16,33,0.069943752,0.565,0.647058824,0.286,0.39667129,0.156,,,,,,,,,,
0.16,52,0.064563463,0.5771,0.691886511,0.278,0.396632901,0.1238,,,,,,,,,,
0.11,78,0.073856689,0.5828,0.716527197,0.274,0.396412037,0.1084,,,,,,,,,,
0.16,53,0.113230619,0.5653,0.648341663,0.2854,0.396333843,0.1548,,,,,,,,,,
0.07,97,0.067987283,0.5506,0.603603604,0.2948,0.396130073,0.1936,,,,,,,,,,
0.21,31,0.038151137,0.5988,0.800852619,0.263,0.395965071,0.0654,,,,,,,,,,
0.17,31,0.086084617,0.5774,0.693887776,0.277,0.395940537,0.1222,,,,,,,,,,
0.17,56,0.027146001,0.6024,0.823640961,0.2606,0.395928289,0.0558,,,,,,,,,,
0.06,88,0.146246026,0.4964,0.49460108,0.3298,0.395728342,0.337,,,,,,,,,,
0.59,1,0.012227929,0.6158,0.926362297,0.2516,0.395721925,0.02,,,,,,,,,,
0.09,79,0.084372707,0.5522,0.608298755,0.2932,0.395681511,0.1888,,,,,,,,,,
0.19,61,0.033259966,0.6062,0.850263852,0.2578,0.395641498,0.0454,,,,,,,,,,
0.05,88,0.113230619,0.5141,0.523198421,0.318,0.395571589,0.2898,,,,,,,,,,
0.13,87,0.104181952,0.5966,0.788875598,0.2638,0.395383693,0.0706,,,,,,,,,,
0.08,93,0.082905356,0.5577,0.62462203,0.2892,0.395352016,0.1738,,,,,,,,,,
0.05,98,0.091954023,0.5323,0.559092572,0.3056,0.395189448,0.241,,,,,,,,,,
0.09,77,0.103448276,0.5589,0.628434365,0.2882,0.395173454,0.1704,,,,,,,,,,
0.15,37,0.104915627,0.5432,0.584639498,0.2984,0.395127119,0.212,,,,,,,,,,
0.2,70,0.014673514,0.6105,0.883947186,0.2544,0.395092406,0.0334,,,,,,,,,,
0.05,91,0.130594277,0.4919,0.488084731,0.3318,0.395047029,0.348,,,,,,,,,,
0.12,63,0.066519932,0.5629,0.641348315,0.2854,0.395017301,0.1596,,,,,,,,,,
0.05,93,0.095622402,0.5105,0.516984795,0.3196,0.395006798,0.2986,,,,,,,,,,
0.08,82,0.114453412,0.5163,0.52721202,0.3158,0.394996873,0.2832,,,,,,,,,,
0.26,17,0.00684764,0.6123,0.899076048,0.253,0.394880599,0.0284,,,,,,,,,,
0.39,10,0.040596723,0.6087,0.870989761,0.2552,0.394740913,0.0378,,,,,,,,,,
0.21,27,0.041574957,0.5817,0.713762428,0.2728,0.394733034,0.1094,,,,,,,,,,
0.58,1,0.025923209,0.6092,0.875,0.2548,0.394671623,0.0364,,,,,,,,,,
0.04,86,0.119589142,0.4986,0.497865854,0.3266,0.394444444,0.3294,,,,,,,,,,
0.15,69,0.029591587,0.5885,0.746518106,0.268,0.394407653,0.091,,,,,,,,,,
0.22,42,0.043042309,0.6026,0.828425096,0.2588,0.394391954,0.0536,,,,,,,,,,
0.21,63,0.015651749,0.613,0.90647482,0.252,0.394366197,0.026,,,,,,,,,,
0.14,52,0.090486672,0.5401,0.577323563,0.2994,0.394310549,0.2192,,,,,,,,,,
0.26,25,0.046710687,0.6066,0.856760375,0.256,0.39421004,0.0428,,,,,,,,,,
0.12,38,0.110295916,0.5146,0.524236388,0.3158,0.394158762,0.2866,,,,,,,,,,
0.11,86,0.070921986,0.591,0.76,0.266,0.394074074,0.084,,,,,,,,,,
0.18,36,0.10442651,0.5896,0.75282167,0.2668,0.393975192,0.0876,,,,,,,,,,
0.57,1,0.011005136,0.6138,0.914723032,0.251,0.39391086,0.0234,,,,,,,,,,
0.22,16,0.038395696,0.5817,0.714886902,0.2718,0.393855963,0.1084,,,,,,,,,,
0.17,46,0.042064074,0.5904,0.757403189,0.266,0.393724097,0.0852,,,,,,,,,,
0.39,7,0.034727317,0.605,0.84676354,0.2564,0.393613755,0.0464,,,,,,,,,,
0.21,20,0.076302274,0.5956,0.786570743,0.2624,0.393521296,0.0712,,,,,,,,,,
0.18,42,0.049156273,0.5872,0.741417497,0.2678,0.393476344,0.0934,,,,,,,,,,
0.09,76,0.127904133,0.5445,0.588680749,0.2954,0.393394593,0.2064,,,,,,,,,,
0.35,11,0.024700416,0.6045,0.844429796,0.2562,0.393125671,0.0472,,,,,,,,,,
0.3,21,0.026167767,0.6128,0.908695652,0.2508,0.393103448,0.0252,,,,,,,,,,
0.16,41,0.066030814,0.5625,0.641594925,0.2832,0.392951297,0.1582,,,,,,,,,,
0.23,41,0.01369528,0.6103,0.888653982,0.2522,0.39289609,0.0316,,,,,,,,,,
0.22,68,0.007092199,0.6117,0.900358423,0.2512,0.39280688,0.0278,,,,,,,,,,
0.17,62,0.057715823,0.5878,0.745525727,0.2666,0.392751915,0.091,,,,,,,,,,
0.17,44,0.03937393,0.5952,0.785714286,0.2618,0.392739274,0.0714,,,,,,,,,,
0.12,37,0.054047444,0.5572,0.62489083,0.2862,0.392592593,0.1718,,,,,,,,,,
0.16,60,0.039618489,0.5944,0.781622912,0.262,0.392450569,0.0732,,,,,,,,,,
0.16,69,0.056737589,0.5733,0.681166584,0.2756,0.39242489,0.129,,,,,,,,,,
0.39,6,0.048178039,0.62,0.9784689,0.2454,0.392388871,0.0054,,,,,,,,,,
0.16,19,0.076546833,0.5374,0.57164751,0.2984,0.392115637,0.2236,,,,,,,,,,
0.15,50,0.057471264,0.5653,0.651789865,0.2804,0.392112991,0.1498,,,,,,,,,,
0.2,39,0.088774762,0.5857,0.736088154,0.2672,0.392076302,0.0958,,,,,,,,,,
0.19,19,0.052335534,0.5615,0.638951649,0.2828,0.392069874,0.1598,,,,,,,,,,
0.18,38,0.043775984,0.5971,0.798401967,0.2598,0.392032594,0.0656,,,,,,,,,,
0.16,55,0.021521154,0.5843,0.729450191,0.268,0.391984789,0.0994,,,,,,,,,,
0.04,90,0.122034727,0.489,0.483842538,0.3294,0.391956211,0.3514,,,,,,,,,,
0.19,43,0.042308633,0.587,0.742745536,0.2662,0.391931684,0.0922,,,,,,,,,,
0.24,29,0.031303497,0.6055,0.854741089,0.2542,0.391860644,0.0432,,,,,,,,,,
0.05,100,0.062362436,0.549,0.601491301,0.2904,0.391691395,0.1924,,,,,,,,,,
0.14,36,0.074834923,0.5617,0.639909297,0.2822,0.39167245,0.1588,,,,,,,,,,
0.15,45,0.08217168,0.551,0.607142857,0.289,0.391598916,0.187,,,,,,,,,,
0.18,67,0.033749083,0.5903,0.760831889,0.2634,0.391323726,0.0828,,,,,,,,,,
0.44,4,0.025923209,0.6064,0.862892224,0.253,0.391277451,0.0402,,,,,,,,,,
0.24,32,0.062362436,0.5931,0.776589424,0.2614,0.391141703,0.0752,,,,,,,,,,
0.15,46,0.040841281,0.585,0.734030837,0.2666,0.391138498,0.0966,,,,,,,,,,
0.32,14,0.0171191,0.6113,0.902386117,0.2496,0.391038697,0.027,,,,,,,,,,
0.15,52,0.103448276,0.5461,0.593966572,0.2914,0.390983497,0.1992,,,,,,,,,,
0.11,74,0.068965517,0.5778,0.701345756,0.271,0.390940565,0.1154,,,,,,,,,,
0.17,39,0.033749083,0.5927,0.775074184,0.2612,0.390725505,0.0758,,,,,,,,,,
0.26,23,0.043042309,0.6022,0.834424084,0.255,0.390625,0.0506,,,,,,,,,,
0.09,73,0.145023233,0.4987,0.497983245,0.321,0.390368479,0.3236,,,,,,,,,,
0.07,37,0.208363903,0.4036,0.399205353,0.3818,0.39030873,0.5746,,,,,,,,,,
0.23,46,0.022010271,0.6141,0.929270128,0.247,0.390267025,0.0188,,,,,,,,,,
0.21,30,0.039129371,0.5918,0.771597633,0.2608,0.389835575,0.0772,,,,,,,,,,
0.5,4,0.002690144,0.6137,0.927122464,0.2468,0.389827831,0.0194,,,,,,,,,,
0.2,41,0.054047444,0.5733,0.683893628,0.2726,0.38981839,0.126,,,,,,,,,,
