self_radius,self_count,uc,accuracy,precision,recall,f1,far,,,,,,,,,,
0.39,12,0.002445586,0.548,0.981927711,0.0978,0.177882866,0.0018,,,,,,,,,,
0.4,24,0.00513573,0.5454,0.929924242,0.0982,0.1776411,0.0074,,,,,,,,,,
0.36,27,0.00171191,0.5487,1,0.0974,0.177510479,0,,,,,,,,,,
0.47,29,0.000489117,0.5487,1,0.0974,0.177510479,0,,,,,,,,,,
0.48,70,0.000244559,0.5487,1,0.0974,0.177510479,0,,,,,,,,,,
0.32,67,0.001467351,0.5461,0.945841393,0.0978,0.177270256,0.0056,,,,,,,,,,
0.19,94,0.003668379,0.532,0.73255814,0.1008,0.17721519,0.0368,,,,,,,,,,
0.2,90,0.004157496,0.5467,0.958742633,0.0976,0.17716464,0.0042,,,,,,,,,,
0.34,51,0.00171191,0.5463,0.951267057,0.0976,0.177036096,0.005,,,,,,,,,,
0.43,49,0.000244559,0.5481,0.989816701,0.0972,0.177016937,0.001,,,,,,,,,,
0.36,48,0.000489117,0.546,0.947470817,0.0974,0.176641277,0.0054,,,,,,,,,,
0.34,52,0.00171191,0.5476,0.981781377,0.097,0.176556243,0.0018,,,,,,,,,,
0.34,20,0.005624847,0.5471,0.971943888,0.097,0.176395708,0.0028,,,,,,,,,,
0.51,39,0.000244559,0.5483,1,0.0966,0.176180923,0,,,,,,,,,,
0.35,43,0.001467351,0.5482,1,0.0964,0.175848231,0,,,,,,,,,,
0.22,75,0.003179261,0.5468,0.969879518,0.0966,0.175700255,0.003,,,,,,,,,,
0.49,23,0,0.5481,1,0.0962,0.175515417,0,,,,,,,,,,
0.39,69,0.000733676,0.5478,0.993801653,0.0962,0.175419402,0.0006,,,,,,,,,,
0.57,14,0.000244559,0.548,1,0.096,0.175182482,0,,,,,,,,,,
0.37,27,0.001467351,0.5479,0.997920998,0.096,0.17515052,0.0002,,,,,,,,,,
0.34,55,0.001956469,0.5471,0.983572895,0.0958,0.174594496,0.0016,,,,,,,,,,
0.44,22,0.000489117,0.5461,0.961923848,0.096,0.174577196,0.0038,,,,,,,,,,
0.44,6,0.022988506,0.544,0.923076923,0.096,0.173913043,0.008,,,,,,,,,,
0.22,84,0.003668379,0.542,0.886029412,0.0964,0.173881674,0.0124,,,,,,,,,,
0.5,11,0.001467351,0.5411,0.872958258,0.0962,0.173302108,0.014,,,,,,,,,,
0.38,59,0.000733676,0.5474,1,0.0948,0.173182316,0,,,,,,,,,,
0.5,37,0.000244559,0.5474,1,0.0948,0.173182316,0,,,,,,,,,,
0.35,37,0.001222793,0.5466,0.98340249,0.0948,0.172929588,0.0016,,,,,,,,,,
0.47,39,0.000244559,0.5473,1,0.0946,0.172848529,0,,,,,,,,,,
0.39,55,0.000489117,0.5472,1,0.0944,0.17251462,0,,,,,,,,,,
0.47,17,0.000244559,0.5472,1,0.0944,0.17251462,0,,,,,,,,,,
0.49,68,0,0.5472,1,0.0944,0.17251462,0,,,,,,,,,,
0.26,69,0.003179261,0.5425,0.903225806,0.0952,0.172245341,0.0102,,,,,,,,,,
0.54,9,0.000489117,0.5468,0.993670886,0.0942,0.172086226,0.0006,,,,,,,,,,
0.38,43,0.002690144,0.5467,0.991578947,0.0942,0.172054795,0.0008,,,,,,,,,,
0.32,84,0.002201027,0.547,1,0.094,0.171846435,0,,,,,,,,,,
0.22,89,0.004402054,0.5462,0.983263598,0.094,0.171595473,0.0016,,,,,,,,,,
0.25,87,0.002934703,0.5469,1,0.0938,0.171512159,0,,,,,,,,,,
0.21,85,0.003912937,0.5433,0.923679061,0.0944,0.171293776,0.0078,,,,,,,,,,
0.21,92,0.004646613,0.5463,0.991507431,0.0934,0.170718333,0.0008,,,,,,,,,,
0.32,62,0.001467351,0.5466,1,0.0932,0.170508599,0,,,,,,,,,,
0.35,19,0.002201027,0.5447,0.964656965,0.0928,0.169312169,0.0034,,,,,,,,,,
0.36,31,0.00171191,0.5457,0.989293362,0.0924,0.169014085,0.001,,,,,,,,,,
0.4,43,0.000489117,0.5461,1,0.0922,0.168833547,0,,,,,,,,,,
0.4,64,0.000978234,0.546,1,0.092,0.168498168,0,,,,,,,,,,
0.43,60,0.000733676,0.5459,1,0.0918,0.168162667,0,,,,,,,,,,
0.49,4,0.001222793,0.5453,0.987096774,0.0918,0.167978042,0.0012,,,,,,,,,,
0.29,72,0.00342382,0.5439,0.956340956,0.092,0.167852582,0.0042,,,,,,,,,,
0.22,82,0.003179261,0.5386,0.854779412,0.093,0.167748918,0.0158,,,,,,,,,,
0.27,94,0.002445586,0.5453,0.99132321,0.0914,0.167368614,0.0008,,,,,,,,,,
0.35,41,0.00171191,0.5302,0.735202492,0.0944,0.167316554,0.034,,,,,,,,,,
0.44,35,0.000244559,0.5456,1,0.0912,0.167155425,0,,,,,,,,,,
0.34,19,0.002690144,0.5353,0.804835924,0.0932,0.167055028,0.0226,,,,,,,,,,
0.86,3,0,0.5422,0.925403226,0.0918,0.167030568,0.0074,,,,,,,,,,
0.44,36,0.000489117,0.5454,1,0.0908,0.166483315,0,,,,,,,,,,
0.32,58,0.002445586,0.5445,0.980561555,0.0908,0.166209043,0.0018,,,,,,,,,,
0.57,11,0,0.5452,0.997797357,0.0906,0.166116612,0.0002,,,,,,,,,,
0.47,70,0.000489117,0.5451,1,0.0902,0.165474225,0,,,,,,,,,,
0.29,37,0.002201027,0.5446,0.989035088,0.0902,0.165322581,0.001,,,,,,,,,,
0.3,71,0.001222793,0.5415,0.920892495,0.0908,0.165301293,0.0078,,,,,,,,,,
0.22,97,0.002934703,0.5431,0.955602537,0.0904,0.165174493,0.0042,,,,,,,,,,
0.34,16,0.002201027,0.5445,0.991169978,0.0898,0.164679993,0.0008,,,,,,,,,,
0.33,55,0.001956469,0.5447,1,0.0894,0.164127042,0,,,,,,,,,,
0.49,10,0.001222793,0.5443,0.99113082,0.0894,0.164006604,0.0008,,,,,,,,,,
0.65,3,0.000244559,0.5443,0.99113082,0.0894,0.164006604,0.0008,,,,,,,,,,
0.37,41,0.001467351,0.5434,0.97173913,0.0894,0.163736264,0.0026,,,,,,,,,,
0.43,61,0.000489117,0.5445,1,0.089,0.163452709,0,,,,,,,,,,
0.56,12,0,0.544,0.991071429,0.0888,0.162995595,0.0008,,,,,,,,,,
0.25,91,0.003668379,0.5437,0.984478936,0.0888,0.162905889,0.0014,,,,,,,,,,
0.22,92,0.004157496,0.5435,0.98013245,0.0888,0.16284614,0.0018,,,,,,,,,,
0.23,77,0.003912937,0.5361,0.833641405,0.0902,0.162786501,0.018,,,,,,,,,,
0.34,72,0.000489117,0.5442,1,0.0884,0.162440279,0,,,,,,,,,,
0.35,62,0.00171191,0.5442,1,0.0884,0.162440279,0,,,,,,,,,,
0.45,28,0.000244559,0.544,1,0.088,0.161764706,0,,,,,,,,,,
0.82,3,0,0.5426,0.969162996,0.088,0.161349468,0.0028,,,,,,,,,,
0.23,72,0.004891171,0.5427,0.975501114,0.0876,0.160763443,0.0022,,,,,,,,,,
0.38,39,0.000244559,0.5427,0.975501114,0.0876,0.160763443,0.0022,,,,,,,,,,
0.35,59,0.002201027,0.5437,1,0.0874,0.160750414,0,,,,,,,,,,
0.27,92,0.002690144,0.5435,0.99771167,0.0872,0.160382564,0.0002,,,,,,,,,,
0.4,53,0.000733676,0.5434,1,0.0868,0.159735002,0,,,,,,,,,,
0.24,95,0.003912937,0.543,0.99086758,0.0868,0.159617506,0.0008,,,,,,,,,,
0.46,19,0.000489117,0.5428,0.988584475,0.0866,0.159249724,0.001,,,,,,,,,,
0.39,46,0.000244559,0.5432,1,0.0864,0.159057437,0,,,,,,,,,,
0.5,35,0,0.5432,1,0.0864,0.159057437,0,,,,,,,,,,
0.3,33,0.002934703,0.542,0.972972973,0.0864,0.158706833,0.0024,,,,,,,,,,
0.4,37,0.001222793,0.543,1,0.086,0.158379374,0,,,,,,,,,,
0.45,24,0.001467351,0.543,1,0.086,0.158379374,0,,,,,,,,,,
0.26,79,0.001956469,0.5428,0.99537037,0.086,0.15832106,0.0004,,,,,,,,,,
0.46,35,0.001956469,0.5429,1,0.0858,0.158040155,0,,,,,,,,,,
0.35,65,0.001222793,0.542,0.979452055,0.0858,0.157778595,0.0018,,,,,,,,,,
0.47,60,0,0.5427,1,0.0854,0.157361341,0,,,,,,,,,,
0.22,81,0.004157496,0.5392,0.918803419,0.086,0.157278713,0.0076,,,,,,,,,,
0.48,13,0.000489117,0.5412,0.963963964,0.0856,0.157237325,0.0032,,,,,,,,,,
0.39,31,0.000978234,0.5426,1,0.0852,0.157021747,0,,,,,,,,,,
0.28,86,0.003668379,0.5418,0.98156682,0.0852,0.156790578,0.0016,,,,,,,,,,
0.27,95,0.001467351,0.5424,0.997652582,0.085,0.156653151,0.0002,,,,,,,,,,
0.23,99,0.003179261,0.5387,0.912579957,0.0856,0.156518559,0.0082,,,,,,,,,,
0.41,57,0.000978234,0.5424,1,0.0848,0.156342183,0,,,,,,,,,,
0.54,30,0,0.5424,1,0.0848,0.156342183,0,,,,,,,,,,
0.36,60,0.002201027,0.5422,1,0.0844,0.155662117,0,,,,,,,,,,
0.41,65,0.00171191,0.5422,1,0.0844,0.155662117,0,,,,,,,,,,
0.39,66,0.001222793,0.5421,0.997635934,0.0844,0.155633413,0.0002,,,,,,,,,,
0.4,69,0.001467351,0.542,1,0.084,0.15498155,0,,,,,,,,,,
0.44,34,0.000244559,0.542,1,0.084,0.15498155,0,,,,,,,,,,
0.28,74,0.002690144,0.5417,0.992907801,0.084,0.154895814,0.0006,,,,,,,,,,
0.38,15,0.001222793,0.5357,0.862068966,0.085,0.154742399,0.0136,,,,,,,,,,
0.42,47,0,0.5419,1,0.0838,0.154641078,0,,,,,,,,,,
0.43,55,0.000489117,0.5418,0.997619048,0.0838,0.154612546,0.0002,,,,,,,,,,
0.41,52,0.001467351,0.5418,1,0.0836,0.15430048,0,,,,,,,,,,
0.36,70,0.001222793,0.5417,1,0.0834,0.153959756,0,,,,,,,,,,
0.4,60,0.000733676,0.5417,1,0.0834,0.153959756,0,,,,,,,,,,
0.41,45,0.000489117,0.5417,1,0.0834,0.153959756,0,,,,,,,,,,
0.28,76,0.00342382,0.5416,0.997607656,0.0834,0.15393134,0.0002,,,,,,,,,,
0.45,56,0.000244559,0.5416,1,0.0832,0.153618907,0,,,,,,,,,,
0.58,4,0,0.5416,1,0.0832,0.153618907,0,,,,,,,,,,
0.65,4,0,0.5416,1,0.0832,0.153618907,0,,,,,,,,,,
0.45,51,0.000733676,0.5415,1,0.083,0.153277932,0,,,,,,,,,,
0.32,73,0.00171191,0.5413,0.997590361,0.0828,0.152908587,0.0002,,,,,,,,,,
0.32,46,0.00171191,0.541,0.990430622,0.0828,0.15282392,0.0008,,,,,,,,,,
0.39,29,0.002445586,0.5413,1,0.0826,0.152595603,0,,,,,,,,,,
0.82,1,0.000244559,0.5411,1,0.0822,0.15191277,0,,,,,,,,,,
0.21,90,0.004891171,0.5388,0.942922374,0.0826,0.151894079,0.005,,,,,,,,,,
0.28,79,0.003179261,0.5395,0.962529274,0.0822,0.151464898,0.0032,,,,,,,,,,
0.36,23,0.001222793,0.5408,1,0.0816,0.150887574,0,,,,,,,,,,
0.52,12,0,0.5408,1,0.0816,0.150887574,0,,,,,,,,,,
0.44,9,0.001222793,0.5405,0.99270073,0.0816,0.150803918,0.0006,,,,,,,,,,
0.21,81,0.003668379,0.5388,0.951162791,0.0818,0.150644567,0.0042,,,,,,,,,,
0.45,33,0,0.5407,1,0.0814,0.150545589,0,,,,,,,,,,
0.53,18,0.000244559,0.5407,1,0.0814,0.150545589,0,,,,,,,,,,
0.23,93,0.00342382,0.5384,0.942396313,0.0818,0.150533677,0.005,,,,,,,,,,
0.42,26,0.000489117,0.5405,0.995110024,0.0814,0.150489924,0.0004,,,,,,,,,,
0.33,57,0.002690144,0.5404,0.992682927,0.0814,0.150462107,0.0006,,,,,,,,,,
0.37,67,0.000978234,0.5406,1,0.0812,0.150203478,0,,,,,,,,,,
0.68,2,0,0.5405,1,0.081,0.14986124,0,,,,,,,,,,
0.36,56,0.001956469,0.5403,0.997530864,0.0808,0.149491212,0.0002,,,,,,,,,,
0.31,79,0.001956469,0.5402,0.995073892,0.0808,0.149463559,0.0004,,,,,,,,,,
0.4,62,0.00171191,0.5403,1,0.0806,0.149176383,0,,,,,,,,,,
0.37,44,0.002445586,0.5371,0.922551253,0.081,0.148924435,0.0068,,,,,,,,,,
0.42,64,0.000489117,0.5402,1,0.0804,0.148833765,0,,,,,,,,,,
0.52,21,0.000489117,0.5397,0.990123457,0.0802,0.148381129,0.0008,,,,,,,,,,
0.23,83,0.004157496,0.5376,0.939252336,0.0804,0.148120855,0.0052,,,,,,,,,,
0.21,79,0.004157496,0.5338,0.858050847,0.081,0.148026316,0.0134,,,,,,,,,,
0.3,59,0.003668379,0.5395,0.987654321,0.08,0.148011101,0.001,,,,,,,,,,
0.33,46,0.00171191,0.5394,0.985221675,0.08,0.147983722,0.0012,,,,,,,,,,
0.49,59,0.000244559,0.5398,1,0.0796,0.147462023,0,,,,,,,,,,
0.4,19,0.000733676,0.5296,0.787937743,0.081,0.146898803,0.0218,,,,,,,,,,
0.42,67,0.000244559,0.5396,1,0.0792,0.146775389,0,,,,,,,,,,
0.25,83,0.002934703,0.5394,0.994974874,0.0792,0.146721008,0.0004,,,,,,,,,,
0.37,43,0.001222793,0.5389,0.982630273,0.0792,0.14658523,0.0014,,,,,,,,,,
0.45,35,0.000244559,0.5395,1,0.079,0.146431881,0,,,,,,,,,,
0.6,2,0.000244559,0.5368,0.931924883,0.0794,0.146332473,0.0058,,,,,,,,,,
0.61,5,0.001467351,0.5387,0.980148883,0.079,0.146215066,0.0016,,,,,,,,,,
0.45,62,0.000244559,0.5394,1,0.0788,0.146088246,0,,,,,,,,,,
0.39,67,0.000489117,0.5388,0.985,0.0788,0.145925926,0.0012,,,,,,,,,,
0.37,61,0.001222793,0.5393,1,0.0786,0.145744484,0,,,,,,,,,,
0.46,62,0,0.5393,1,0.0786,0.145744484,0,,,,,,,,,,
0.53,20,0.000244559,0.5392,1,0.0784,0.145400593,0,,,,,,,,,,
0.39,23,0.001222793,0.5342,0.88,0.0792,0.145321101,0.0108,,,,,,,,,,
0.41,71,0.000489117,0.5391,1,0.0782,0.145056576,0,,,,,,,,,,
0.51,42,0.000733676,0.5391,1,0.0782,0.145056576,0,,,,,,,,,,
0.35,42,0.000489117,0.539,1,0.078,0.14471243,0,,,,,,,,,,
0.29,80,0.000978234,0.5389,0.997442455,0.078,0.144685587,0.0002,,,,,,,,,,
0.24,84,0.005380289,0.5378,0.970149254,0.078,0.144390966,0.0024,,,,,,,,,,
0.44,29,0.000978234,0.5388,0.997435897,0.0778,0.144341373,0.0002,,,,,,,,,,
0.42,65,0.000244559,0.5384,0.989795918,0.0776,0.143916914,0.0008,,,,,,,,,,
0.27,81,0.001956469,0.5381,0.992248062,0.0768,0.142565435,0.0006,,,,,,,,,,
0.25,74,0.003668379,0.537,0.964824121,0.0768,0.142274917,0.0028,,,,,,,,,,
0.33,69,0.000733676,0.5371,0.972010178,0.0764,0.141665121,0.0022,,,,,,,,,,
0.39,26,0.001222793,0.538,0.997382199,0.0762,0.141583055,0.0002,,,,,,,,,,
0.59,15,0,0.5379,1,0.0758,0.140918386,0,,,,,,,,,,
0.47,6,0.23795549,0.5371,0.981818182,0.0756,0.140389972,0.0014,,,,,,,,,,
0.34,40,0.001956469,0.5373,0.992084433,0.0752,0.139802937,0.0006,,,,,,,,,,
0.27,73,0.002201027,0.5369,0.981723238,0.0752,0.139699053,0.0014,,,,,,,,,,
0.41,38,0.000244559,0.5374,1,0.0748,0.139188686,0,,,,,,,,,,
0.4,47,0.001222793,0.5372,0.994680851,0.0748,0.139136905,0.0004,,,,,,,,,,
0.34,70,0.001467351,0.5373,1,0.0746,0.13884236,0,,,,,,,,,,
0.31,75,0.002690144,0.5371,0.997319035,0.0744,0.138470128,0.0002,,,,,,,,,,
0.26,85,0.00342382,0.5369,0.992,0.0744,0.138418605,0.0006,,,,,,,,,,
0.23,91,0.004646613,0.5324,0.88028169,0.075,0.138223369,0.0102,,,,,,,,,,
0.36,55,0.000244559,0.5371,1,0.0742,0.13814932,0,,,,,,,,,,
0.52,9,0.000244559,0.5371,1,0.0742,0.13814932,0,,,,,,,,,,
0.56,28,0,0.5371,1,0.0742,0.13814932,0,,,,,,,,,,
0.21,99,0.005624847,0.5315,0.862068966,0.075,0.13799448,0.012,,,,,,,,,,
0.29,99,0.002690144,0.537,1,0.074,0.137802607,0,,,,,,,,,,
0.55,4,0.018097334,0.5362,0.978835979,0.074,0.13759762,0.0016,,,,,,,,,,
0.51,7,0.02225483,0.5369,1,0.0738,0.137455765,0,,,,,,,,,,
0.51,27,0,0.5369,1,0.0738,0.137455765,0,,,,,,,,,,
0.42,59,0.000244559,0.5368,1,0.0736,0.137108793,0,,,,,,,,,,
0.48,20,0.000733676,0.5368,1,0.0736,0.137108793,0,,,,,,,,,,
0.49,69,0,0.5368,1,0.0736,0.137108793,0,,,,,,,,,,
0.21,95,0.00513573,0.5339,0.922693267,0.074,0.137011665,0.0062,,,,,,,,,,
0.23,92,0.00342382,0.535,0.951030928,0.0738,0.136971047,0.0038,,,,,,,,,,
0.22,83,0.009782343,0.5192,0.669014085,0.076,0.136494253,0.0376,,,,,,,,,,
0.33,66,0.002201027,0.5366,1,0.0732,0.136414461,0,,,,,,,,,,
0.43,67,0.000244559,0.5365,1,0.073,0.136067102,0,,,,,,,,,,
0.38,29,0.000733676,0.5361,0.989159892,0.073,0.135965729,0.0008,,,,,,,,,,
0.42,20,0.000244559,0.5364,1,0.0728,0.135719612,0,,,,,,,,,,
0.39,50,0.000244559,0.5363,1,0.0726,0.135371993,0,,,,,,,,,,
0.55,6,0.000244559,0.5363,1,0.0726,0.135371993,0,,,,,,,,,,
0.55,10,0.000244559,0.5363,1,0.0726,0.135371993,0,,,,,,,,,,
0.38,66,0.000733676,0.5362,1,0.0724,0.135024245,0,,,,,,,,,,
0.35,32,0.00171191,0.5254,0.761316872,0.074,0.134888808,0.0232,,,,,,,,,,
0.61,9,0,0.5356,0.986338798,0.0722,0.134550876,0.001,,,,,,,,,,
0.36,36,0.000733676,0.536,1,0.072,0.134328358,0,,,,,,,,,,
0.78,2,0,0.536,1,0.072,0.134328358,0,,,,,,,,,,
0.21,86,0.00342382,0.5291,0.83143508,0.073,0.134215849,0.0148,,,,,,,,,,
0.74,3,0,0.5359,1,0.0718,0.13398022,0,,,,,,,,,,
0.25,95,0.002445586,0.534,0.947368421,0.072,0.133828996,0.004,,,,,,,,,,
0.62,9,0,0.5358,1,0.0716,0.133631952,0,,,,,,,,,,
0.38,65,0.000489117,0.5339,0.947229551,0.0718,0.13348206,0.004,,,,,,,,,,
0.5,52,0,0.5357,1,0.0714,0.133283554,0,,,,,,,,,,
0.41,31,0.000489117,0.5354,0.991666667,0.0714,0.133208955,0.0006,,,,,,,,,,
0.41,20,0.001222793,0.5355,1,0.071,0.132586368,0,,,,,,,,,,
0.27,76,0.002445586,0.5351,0.988857939,0.071,0.132487404,0.0008,,,,,,,,,,
0.37,40,0.000733676,0.5253,0.768577495,0.0724,0.132334125,0.0218,,,,,,,,,,
0.28,32,0.002934703,0.5344,0.969945355,0.071,0.132314573,0.0022,,,,,,,,,,
0.35,44,0.001222793,0.5354,1,0.0708,0.132237579,0,,,,,,,,,,
0.4,44,0.000733676,0.5352,0.997175141,0.0706,0.131864027,0.0002,,,,,,,,,,
0.53,7,0.000733676,0.5352,0.997175141,0.0706,0.131864027,0.0002,,,,,,,,,,
0.25,88,0.002690144,0.5343,0.972451791,0.0706,0.131642737,0.002,,,,,,,,,,
0.38,67,0.000489117,0.5343,0.972451791,0.0706,0.131642737,0.002,,,,,,,,,,
0.27,72,0.002201027,0.5347,0.985994398,0.0704,0.131416838,0.001,,,,,,,,,,
0.41,48,0.00171191,0.5351,1,0.0702,0.131190432,0,,,,,,,,,,
0.43,19,0.001222793,0.5351,1,0.0702,0.131190432,0,,,,,,,,,,
0.4,50,0.000244559,0.5345,0.985915493,0.07,0.130718954,0.001,,,,,,,,,,
0.41,37,0.000489117,0.5347,0.994301994,0.0698,0.130442908,0.0004,,,,,,,,,,
0.24,83,0.00342382,0.5293,0.85472155,0.0706,0.13042675,0.012,,,,,,,,,,
0.38,61,0.000733676,0.5348,1,0.0696,0.130142109,0,,,,,,,,,,
0.48,71,0,0.5348,1,0.0696,0.130142109,0,,,,,,,,,,
0.59,5,0,0.5345,0.997118156,0.0692,0.129418365,0.0002,,,,,,,,,,
0.24,86,0.003912937,0.5338,0.97740113,0.0692,0.12924916,0.0016,,,,,,,,,,
0.19,92,0.004157496,0.5278,0.829383886,0.07,0.129103652,0.0144,,,,,,,,,,
0.45,36,0.000978234,0.5345,1,0.069,0.12909261,0,,,,,,,,,,
0.23,86,0.002445586,0.5328,0.955555556,0.0688,0.128358209,0.0032,,,,,,,,,,
0.42,68,0.000978234,0.5342,1,0.0684,0.128041932,0,,,,,,,,,,
0.25,73,0.002934703,0.5338,0.988439306,0.0684,0.127946128,0.0008,,,,,,,,,,
0.4,45,0.000978234,0.534,1,0.068,0.127340824,0,,,,,,,,,,
0.49,7,0.001222793,0.534,1,0.068,0.127340824,0,,,,,,,,,,
0.41,18,0.001467351,0.523,0.751091703,0.0688,0.126053499,0.0228,,,,,,,,,,
0.39,24,0.001222793,0.5323,0.962750716,0.0672,0.125630959,0.0026,,,,,,,,,,
0.29,78,0.002445586,0.5334,0.99702381,0.067,0.125562219,0.0002,,,,,,,,,,
0.34,53,0.002201027,0.5329,0.982404692,0.067,0.125444673,0.0012,,,,,,,,,,
0.28,73,0.001222793,0.5326,0.973837209,0.067,0.125374251,0.0018,,,,,,,,,,
0.38,40,0.001222793,0.5334,1,0.0668,0.125234346,0,,,,,,,,,,
0.38,62,0.000978234,0.5322,0.965317919,0.0668,0.124953236,0.0024,,,,,,,,,,
0.42,30,0.000244559,0.5333,1,0.0666,0.124882805,0,,,,,,,,,,
0.36,25,0.001222793,0.5314,0.943502825,0.0668,0.12476653,0.004,,,,,,,,,,
0.47,58,0.000489117,0.5331,1,0.0662,0.124179328,0,,,,,,,,,,
0.33,41,0.001956469,0.533,0.996987952,0.0662,0.124156039,0.0002,,,,,,,,,,
0.24,88,0.00342382,0.5326,0.985119048,0.0662,0.124062969,0.001,,,,,,,,,,
0.3,37,0.002690144,0.5324,0.979289941,0.0662,0.124016486,0.0014,,,,,,,,,,
0.4,56,0.001222793,0.533,1,0.066,0.123827392,0,,,,,,,,,,
0.41,44,0.000244559,0.533,1,0.066,0.123827392,0,,,,,,,,,,
0.29,85,0.002690144,0.5329,0.996978852,0.066,0.123804164,0.0002,,,,,,,,,,
0.33,64,0.001467351,0.5329,1,0.0658,0.123475324,0,,,,,,,,,,
0.35,61,0.002201027,0.5327,0.993957704,0.0658,0.123429,0.0004,,,,,,,,,,
0.19,87,0.003912937,0.5132,0.619565217,0.0684,0.123198847,0.042,,,,,,,,,,
0.33,67,0.002934703,0.5327,1,0.0654,0.12277079,0,,,,,,,,,,
0.47,19,0.001467351,0.5327,1,0.0654,0.12277079,0,,,,,,,,,,
0.24,96,0.003179261,0.5325,0.993920973,0.0654,0.122724714,0.0004,,,,,,,,,,
0.34,58,0.000978234,0.5326,1,0.0652,0.122418325,0,,,,,,,,,,
0.43,45,0.000489117,0.5326,1,0.0652,0.122418325,0,,,,,,,,,,
0.57,47,0,0.5326,1,0.0652,0.122418325,0,,,,,,,,,,
0.49,15,0.02567865,0.5322,0.990853659,0.065,0.121996997,0.0006,,,,,,,,,,
0.35,46,0.001956469,0.5311,0.958702065,0.065,0.121745645,0.0028,,,,,,,,,,
0.4,78,0.000489117,0.5324,1,0.0648,0.121712998,0,,,,,,,,,,
0.43,26,0.000244559,0.5324,1,0.0648,0.121712998,0,,,,,,,,,,
0.45,49,0,0.5324,1,0.0648,0.121712998,0,,,,,,,,,,
0.46,18,0,0.5324,1,0.0648,0.121712998,0,,,,,,,,,,
0.84,2,0,0.5324,1,0.0648,0.121712998,0,,,,,,,,,,
0.38,45,0.002201027,0.5322,0.99691358,0.0646,0.12133734,0.0002,,,,,,,,,,
0.25,93,0.00342382,0.5282,0.885245902,0.0648,0.120760343,0.0084,,,,,,,,,,
0.38,53,0.000244559,0.5318,0.99378882,0.064,0.120255543,0.0004,,,,,,,,,,
0.42,39,0.000489117,0.5319,1,0.0638,0.119947359,0,,,,,,,,,,
0.26,95,0.002445586,0.531,0.972560976,0.0638,0.119744745,0.0018,,,,,,,,,,
0.53,15,0.000244559,0.5211,0.740318907,0.065,0.119507262,0.0228,,,,,,,,,,
0.2,80,0.004402054,0.5238,0.791666667,0.0646,0.119452663,0.017,,,,,,,,,,
0.31,48,0.004891171,0.5307,0.96656535,0.0636,0.119346969,0.0022,,,,,,,,,,
0.34,69,0.002201027,0.5317,1,0.0634,0.119240173,0,,,,,,,,,,
0.55,70,0.000978234,0.5317,1,0.0634,0.119240173,0,,,,,,,,,,
0.38,42,0,0.5316,0.996855346,0.0634,0.119217751,0.0002,,,,,,,,,,
0.25,90,0.001956469,0.5296,0.935294118,0.0636,0.119101124,0.0044,,,,,,,,,,
0.35,27,0.022010271,0.5295,0.93255132,0.0636,0.119078824,0.0046,,,,,,,,,,
0.42,42,0.001222793,0.5309,0.978328173,0.0632,0.118730039,0.0014,,,,,,,,,,
0.29,86,0.002201027,0.5314,0.996835443,0.063,0.118510158,0.0002,,,,,,,,,,
0.34,39,0.001956469,0.5307,0.978193146,0.0628,0.118022928,0.0014,,,,,,,,,,
0.37,60,0.001222793,0.5313,1,0.0626,0.117824205,0,,,,,,,,,,
0.22,86,0.003179261,0.5309,0.987381703,0.0626,0.117735565,0.0008,,,,,,,,,,
0.23,78,0.004157496,0.5264,0.864640884,0.0626,0.116747482,0.0098,,,,,,,,,,
0.42,57,0.001222793,0.5309,1,0.0618,0.116406103,0,,,,,,,,,,
0.46,41,0,0.5309,1,0.0618,0.116406103,0,,,,,,,,,,
0.47,47,0.000244559,0.5309,1,0.0618,0.116406103,0,,,,,,,,,,
0.37,17,0.002690144,0.5304,0.984076433,0.0618,0.116296575,0.001,,,,,,,,,,
0.39,62,0.00171191,0.5308,1,0.0616,0.116051243,0,,,,,,,,,,
0.26,94,0.002690144,0.5285,0.933130699,0.0614,0.115218615,0.0044,,,,,,,,,,
0.33,65,0.002934703,0.5279,0.91641791,0.0614,0.115089035,0.0056,,,,,,,,,,
0.35,56,0.000978234,0.5305,1,0.061,0.114985862,0,,,,,,,,,,
0.26,73,0.002690144,0.528,0.921686747,0.0612,0.114778695,0.0052,,,,,,,,,,
0.24,89,0.012961604,0.5295,0.968253968,0.061,0.11476952,0.002,,,,,,,,,,
0.43,39,0.000244559,0.5304,1,0.0608,0.114630468,0,,,,,,,,,,
0.43,21,0.000978234,0.5303,1,0.0606,0.114274939,0,,,,,,,,,,
0.37,53,0.001467351,0.5301,0.99669967,0.0604,0.113897794,0.0002,,,,,,,,,,
0.74,1,0.000489117,0.5298,0.986928105,0.0604,0.113833396,0.0008,,,,,,,,,,
0.45,20,0.000978234,0.5301,1,0.0602,0.113563479,0,,,,,,,,,,
0.44,39,0.000489117,0.53,0.996688742,0.0602,0.11354206,0.0002,,,,,,,,,,
0.24,91,0.001956469,0.5297,0.986885246,0.0602,0.113477851,0.0008,,,,,,,,,,
0.38,68,0.001467351,0.53,1,0.06,0.113207547,0,,,,,,,,,,
0.48,39,0.000244559,0.53,1,0.06,0.113207547,0,,,,,,,,,,
0.29,79,0.001956469,0.5295,0.983606557,0.06,0.113100848,0.001,,,,,,,,,,
