self_radius,self_count,uc,accuracy,precision,recall,f1,far,,,,,,,,,
0.28,2,0.489417989,0.6439,0.62850509,0.7038,0.664024908,0.416,,,,,,,,,
0.18,6,0.343915344,0.6705,0.677345538,0.6512,0.664015499,0.3102,,,,,,,,,
0.13,1,0.846560847,0.5048,0.502464572,0.9786,0.663997829,0.969,,,,,,,,,
0.01,4,0.96031746,0.4972,0.498590415,0.9904,0.663273507,0.996,,,,,,,,,
0.05,3,0.992063492,0.4962,0.498091986,0.992,0.663190266,0.9996,,,,,,,,,
0.14,1,0.854497354,0.5027,0.501382772,0.979,0.663144347,0.9736,,,,,,,,,
0.03,4,0.994708995,0.4958,0.497891143,0.9916,0.662922851,1,,,,,,,,,
0.09,2,0.867724868,0.5001,0.500050891,0.9826,0.662799325,0.9824,,,,,,,,,
0.01,7,0.880952381,0.4987,0.499339364,0.9826,0.662174001,0.9852,,,,,,,,,
0.01,5,0.902116402,0.4955,0.497732997,0.988,0.661976549,0.997,,,,,,,,,
0.02,4,0.970899471,0.4946,0.497283702,0.9886,0.661713521,0.9994,,,,,,,,,
0.19,8,0.476190476,0.6571,0.653029417,0.6704,0.661600711,0.3562,,,,,,,,,
0.25,11,0.05026455,0.7159,0.817967599,0.5554,0.661584276,0.1236,,,,,,,,,
0.15,1,0.791005291,0.5014,0.500720609,0.9728,0.661139051,0.97,,,,,,,,,
0.25,15,0.235449735,0.6773,0.695998231,0.6296,0.661136197,0.275,,,,,,,,,
0.06,3,0.962962963,0.4936,0.496777442,0.9866,0.660817147,0.9994,,,,,,,,,
0.16,1,0.796296296,0.5058,0.50303157,0.9624,0.660716738,0.9508,,,,,,,,,
0.1,2,0.764550265,0.5047,0.502449192,0.9642,0.660637205,0.9548,,,,,,,,,
0.01,12,0.931216931,0.4977,0.498826411,0.9776,0.660585175,0.9822,,,,,,,,,
0.02,6,0.904761905,0.4977,0.498826411,0.9776,0.660585175,0.9822,,,,,,,,,
