self_radius,self_count,uc,accuracy,precision,recall,f1,far,,,,,,,,,
0.01,42,0.783239855,0.5146,0.508486399,0.8748,0.643140715,0.8456,,,,,,,,,
0.33,7,0.237380403,0.7128,0.85,0.5168,0.64278607,0.0912,,,,,,,,,
0.08,4,0.948201914,0.4883,0.493725196,0.9206,0.642742442,0.944,,,,,,,,,
0.03,14,0.807819202,0.5043,0.502424721,0.891,0.642532631,0.8824,,,,,,,,,
0.08,6,0.568294292,0.5405,0.525792893,0.8256,0.642440277,0.7446,,,,,,,,,
0.15,4,0.657373804,0.583,0.56233103,0.7488,0.642305713,0.5828,,,,,,,,,
0.01,22,0.768558232,0.5051,0.502886248,0.8886,0.642284062,0.8784,,,,,,,,,
0.17,7,0.423457605,0.6234,0.611734879,0.6756,0.642083254,0.4288,,,,,,,,,
0.25,1,0.520950181,0.5353,0.522109483,0.8336,0.6420704,0.763,,,,,,,,,
0.03,8,0.81012867,0.4957,0.497633462,0.9042,0.641959531,0.9128,,,,,,,,,
0.03,11,0.596997691,0.5268,0.51630964,0.8484,0.641949153,0.7948,,,,,,,,,
0.18,7,0.406631475,0.6205,0.607608502,0.6804,0.641947354,0.4394,,,,,,,,,
0.03,12,0.916859122,0.4868,0.492926045,0.9198,0.641870202,0.9462,,,,,,,,,
0.03,13,0.763279446,0.5052,0.502949183,0.8868,0.641864505,0.8764,,,,,,,,,
0.01,17,0.835367865,0.4936,0.49649814,0.9074,0.641816381,0.9202,,,,,,,,,
0.17,2,0.783239855,0.506,0.503412969,0.885,0.641769398,0.873,,,,,,,,,
0.12,13,0.440613659,0.615,0.600104457,0.6894,0.641660462,0.4594,,,,,,,,,
0.22,3,0.445727483,0.6124,0.59669649,0.6936,0.641509434,0.4688,,,,,,,,,
0.04,28,0.490432201,0.5734,0.553219258,0.763,0.641392065,0.6162,,,,,,,,,
0.1,3,0.965687892,0.4825,0.49070632,0.924,0.640998959,0.959,,,,,,,,,
0.03,16,0.679808644,0.5129,0.50752889,0.8696,0.640967052,0.8438,,,,,,,,,
0.22,7,0.354503464,0.6687,0.69964497,0.5912,0.640867209,0.2538,,,,,,,,,
0.04,13,0.733256351,0.5122,0.507109557,0.8702,0.640795287,0.8458,,,,,,,,,
0.19,20,0.343121082,0.6704,0.704120747,0.5878,0.640723785,0.247,,,,,,,,,
