self_radius,self_count,uc,accuracy,precision,recall,f1,far,,,,,,,,,
0.22,6,0.885591649,0.7012,0.780066815,0.5604,0.652234637,0.158,,,,,,,,,
0.18,9,0.973822267,0.6453,0.639792188,0.665,0.652152594,0.3744,,,,,,,,,
0.07,4,0.996290605,0.4913,0.49547676,0.953,0.651980571,0.9704,,,,,,,,,
0.05,6,0.995919665,0.5045,0.502441671,0.926,0.651424552,0.917,,,,,,,,,
0.16,8,0.977213714,0.6272,0.611696523,0.6966,0.651393305,0.4422,,,,,,,,,
0.16,7,0.977213714,0.6196,0.601184433,0.7106,0.651329056,0.4714,,,,,,,,,
0.09,3,0.995760691,0.4958,0.497778248,0.941,0.651120952,0.9494,,,,,,,,,
0.12,2,0.995813682,0.5033,0.501786294,0.927,0.65112032,0.9204,,,,,,,,,
0.04,11,0.996184622,0.4975,0.498669788,0.9372,0.650968952,0.9422,,,,,,,,,
0.34,6,0.937046261,0.7237,0.883704974,0.5152,0.650915982,0.0678,,,,,,,,,
0.32,10,0.912352287,0.7328,0.938583271,0.4982,0.650901489,0.0326,,,,,,,,,
0.14,12,0.974988077,0.6337,0.621789033,0.6826,0.650777004,0.4152,,,,,,,,,
0.11,3,0.995124795,0.4955,0.497617787,0.94,0.650744202,0.949,,,,,,,,,
0.01,69,0.987282073,0.5882,0.564986737,0.7668,0.65060241,0.5904,,,,,,,,,
0.19,1,0.995018812,0.5222,0.512802768,0.8892,0.650475494,0.8448,,,,,,,,,
0.16,24,0.96460177,0.6578,0.664786967,0.6366,0.65038823,0.321,,,,,,,,,
0.01,14,0.997085475,0.4936,0.496625185,0.9418,0.650324541,0.9546,,,,,,,,,
0.05,8,0.993905993,0.5226,0.513060564,0.8878,0.650307647,0.8426,,,,,,,,,
0.16,20,0.897620688,0.7094,0.816505441,0.5402,0.650216659,0.1214,,,,,,,,,
0.24,8,0.96772826,0.6757,0.705978898,0.6022,0.649973017,0.2508,,,,,,,,,
0.2,1,0.994647872,0.5224,0.512956964,0.8868,0.649956025,0.842,,,,,,,,,
0.24,3,0.974511155,0.6311,0.618513831,0.6842,0.649700883,0.422,,,,,,,,,
0.23,13,0.946372741,0.7051,0.800117062,0.5468,0.649637638,0.1366,,,,,,,,,
0.02,7,0.995442743,0.5031,0.501690848,0.9198,0.649255312,0.9136,,,,,,,,,
0.19,9,0.974193207,0.6348,0.624630178,0.6756,0.649116065,0.406,,,,,,,,,
0.05,4,0.996979492,0.485,0.492242449,0.9518,0.648895555,0.9818,,,,,,,,,
0.08,3,0.9957077,0.4921,0.495824966,0.9382,0.648779476,0.954,,,,,,,,,
0.16,10,0.973663293,0.6327,0.621676142,0.678,0.648617622,0.4126,,,,,,,,,
0.16,14,0.973186371,0.6424,0.63755796,0.66,0.648584906,0.3752,,,,,,,,,
0.2,3,0.977690636,0.6143,0.595744681,0.7112,0.648372687,0.4826,,,,,,,,,
0.22,3,0.975941921,0.618,0.600716968,0.7038,0.64818567,0.4678,,,,,,,,,
0.23,4,0.971861587,0.6395,0.632983794,0.664,0.648121035,0.385,,,,,,,,,
0.02,12,0.995442743,0.4976,0.498705222,0.9244,0.647883375,0.9292,,,,,,,,,
0.44,1,0.975623973,0.6316,0.620512821,0.6776,0.647801147,0.4144,,,,,,,,,
0.03,8,0.995760691,0.4987,0.499295851,0.9218,0.647740847,0.9244,,,,,,,,,
0.21,1,0.994488898,0.5187,0.510800508,0.8844,0.647579996,0.847,,,,,,,,,
0.07,5,0.995389751,0.4925,0.496005113,0.9312,0.64725099,0.9462,,,,,,,,,
0.14,2,0.993958985,0.507,0.503901025,0.9042,0.647151446,0.8902,,,,,,,,,
