self_radius,self_count,uc,accuracy,precision,recall,f1,far,,,,,,,,,
0.2,14,0.309288538,0.6588,0.655992141,0.6678,0.661843409,0.3502,,,,,,,,,
0.15,12,0.334351419,0.6621,0.662522559,0.6608,0.661660158,0.3366,,,,,,,,,
0.19,7,0.326895437,0.6537,0.646856488,0.677,0.661585068,0.3696,,,,,,,,,
0.16,18,0.283686669,0.685,0.715116279,0.615,0.661290323,0.245,,,,,,,,,
0.01,5,0.968469278,0.4963,0.498123923,0.9824,0.661059148,0.9898,,,,,,,,,
0.01,6,0.9743083,0.4985,0.49923399,0.9776,0.660942465,0.9806,,,,,,,,,
0.45,1,0.325188645,0.6577,0.654759568,0.6672,0.660921248,0.3518,,,,,,,,,
0.2,9,0.313420769,0.6562,0.652063863,0.6698,0.660812944,0.3574,,,,,,,,,
0.03,8,0.961821775,0.4935,0.49672346,0.9854,0.660500034,0.9984,,,,,,,,,
0.34,9,0.152892562,0.7322,0.90200831,0.521,0.660496957,0.0566,,,,,,,,,
0.23,14,0.292759612,0.6748,0.690913062,0.6326,0.660471915,0.283,,,,,,,,,
0.06,3,0.953826806,0.4929,0.496424615,0.9858,0.660325541,1,,,,,,,,,
0.2,15,0.305874955,0.6574,0.654738498,0.666,0.660321237,0.3512,,,,,,,,,
0.03,5,0.968828602,0.495,0.497465531,0.9814,0.66025296,0.9914,,,,,,,,,
0.2,7,0.321595401,0.6541,0.64883137,0.6718,0.660115948,0.3636,,,,,,,,,
0.03,4,0.962809917,0.4927,0.496321677,0.985,0.660054949,0.9996,,,,,,,,,
0.17,1,0.964516709,0.5111,0.505916214,0.9492,0.66003755,0.927,,,,,,,,,
0.26,9,0.178943586,0.7233,0.857737905,0.5354,0.659278414,0.0888,,,,,,,,,
0.07,3,0.954455623,0.493,0.49645749,0.981,0.659274194,0.995,,,,,,,,,
0.14,20,0.298059648,0.6766,0.696746881,0.6254,0.659148398,0.2722,,,,,,,,,
0.21,6,0.317732663,0.6525,0.646888846,0.6716,0.659012854,0.3666,,,,,,,,,
0.01,9,0.960564139,0.5036,0.501885607,0.9582,0.658737797,0.951,,,,,,,,,
0.18,6,0.337046353,0.6491,0.641166446,0.6772,0.658690789,0.379,,,,,,,,,
0.02,7,0.953826806,0.4937,0.49679585,0.9768,0.658620457,0.9894,,,,,,,,,
0.31,2,0.364085519,0.6475,0.638862738,0.6786,0.658132092,0.3836,,,,,,,,,
0.37,13,0.208767517,0.7331,0.915508021,0.5136,0.658039718,0.0474,,,,,,,,,
0.02,9,0.947538627,0.5044,0.502319207,0.953,0.65787657,0.9442,,,,,,,,,
0.19,12,0.3135106,0.652,0.647058824,0.6688,0.657749803,0.3648,,,,,,,,,
0.18,1,0.95176069,0.5138,0.50749837,0.934,0.657653852,0.9064,,,,,,,,,
0.05,4,0.935231764,0.4905,0.495190847,0.9782,0.657525039,0.9972,,,,,,,,,
0.23,8,0.220625225,0.7068,0.790776153,0.5624,0.657316503,0.1488,,,,,,,,,
0.01,98,0.65998922,0.5928,0.567422261,0.781,0.657296751,0.5954,,,,,,,,,
0.3,11,0.176967301,0.7249,0.871735537,0.5274,0.657196262,0.0776,,,,,,,,,
0.16,1,0.958767517,0.5086,0.504607801,0.9418,0.657130896,0.9246,,,,,,,,,
0.01,14,0.938375853,0.498,0.49896201,0.9614,0.656963236,0.9654,,,,,,,,,
0.02,8,0.948167445,0.4944,0.497124076,0.968,0.65689468,0.9792,,,,,,,,,
0.05,3,0.939633489,0.494,0.496921814,0.9686,0.656856097,0.9806,,,,,,,,,
0.17,12,0.312791951,0.649,0.642611026,0.6714,0.656690141,0.3734,,,,,,,,,
0.12,2,0.947269134,0.4989,0.499426187,0.9574,0.656427837,0.9596,,,,,,,,,
0.13,2,0.934153791,0.5015,0.500789889,0.951,0.656088306,0.948,,,,,,,,,
0.18,10,0.321775063,0.6484,0.642363776,0.6696,0.655699177,0.3728,,,,,,,,,
0.01,10,0.930650377,0.515,0.508256275,0.9234,0.655637603,0.8934,,,,,,,,,
0.22,8,0.216313331,0.7157,0.831744079,0.5408,0.655435705,0.1094,,,,,,,,,
0.17,11,0.378368667,0.6383,0.625887493,0.6876,0.655294006,0.411,,,,,,,,,
0.01,8,0.954275961,0.4933,0.496545323,0.963,0.655235762,0.9764,,,,,,,,,
0.16,15,0.317732663,0.6466,0.639832125,0.6708,0.654950205,0.3776,,,,,,,,,
0.2,20,0.241286382,0.7064,0.795025729,0.5562,0.654506943,0.1434,,,,,,,,,
0.01,13,0.921667266,0.5118,0.506463628,0.9246,0.654445074,0.901,,,,,,,,,
0.19,8,0.326536112,0.6433,0.635061263,0.6738,0.653857351,0.3872,,,,,,,,,
0.04,4,0.93163852,0.4925,0.496115197,0.9578,0.653654542,0.9728,,,,,,,,,
0.02,12,0.9067553,0.4952,0.497492687,0.9524,0.653582212,0.962,,,,,,,,,
0.01,12,0.934333453,0.5011,0.500585169,0.941,0.653517605,0.9388,,,,,,,,,
0.27,3,0.321775063,0.6432,0.635298564,0.6724,0.653322969,0.386,,,,,,,,,
0.19,1,0.932536831,0.5145,0.508060033,0.914,0.653090389,0.885,,,,,,,,,
0.01,61,0.742274524,0.5505,0.531749026,0.8458,0.652976145,0.7448,,,,,,,,,
0.22,5,0.303719008,0.6486,0.645003903,0.661,0.652903991,0.3638,,,,,,,,,
0.08,3,0.924002875,0.4903,0.494985007,0.9574,0.65257992,0.9768,,,,,,,,,
0.13,18,0.314858067,0.6533,0.654380665,0.6498,0.652082288,0.3432,,,,,,,,,
0.26,15,0.235357528,0.687,0.734101152,0.5864,0.651990216,0.2124,,,,,,,,,
0.1,3,0.880704276,0.4983,0.49909661,0.9392,0.651814838,0.9426,,,,,,,,,
0.21,8,0.309198706,0.6491,0.646896552,0.6566,0.651712159,0.3584,,,,,,,,,
0.18,8,0.348814229,0.6372,0.626802218,0.6782,0.651488953,0.4038,,,,,,,,,
0.32,2,0.305605462,0.6507,0.650069707,0.6528,0.651431993,0.3514,,,,,,,,,
0.04,8,0.885375494,0.5094,0.505180776,0.9166,0.651364412,0.8978,,,,,,,,,
0.04,10,0.916546892,0.4954,0.497570765,0.9422,0.651230301,0.9514,,,,,,,,,
0.2,1,0.918433345,0.5157,0.508835115,0.9042,0.651206338,0.8728,,,,,,,,,
0.44,1,0.318720805,0.6446,0.639360062,0.6634,0.651158225,0.3742,,,,,,,,,
0.05,9,0.881692418,0.4888,0.494199296,0.9542,0.651153269,0.9766,,,,,,,,,
0.14,2,0.901185771,0.5035,0.501896197,0.9264,0.651064727,0.9194,,,,,,,,,
0.05,10,0.89390945,0.5022,0.501187648,0.9284,0.650960595,0.924,,,,,,,,,
0.11,2,0.901724757,0.4969,0.49835194,0.9374,0.650746269,0.9436,,,,,,,,,
0.2,6,0.2837765,0.6744,0.701851852,0.6064,0.650643777,0.2576,,,,,,,,,
0.02,10,0.915918074,0.4948,0.497251004,0.9406,0.650574077,0.951,,,,,,,,,
0.04,5,0.899209486,0.5064,0.503507234,0.9188,0.650523931,0.906,,,,,,,,,
0.39,1,0.435501258,0.6514,0.652191395,0.6488,0.650491277,0.346,,,,,,,,,
0.02,13,0.873966942,0.5073,0.504021152,0.915,0.649996448,0.9004,,,,,,,,,
0.18,5,0.369026231,0.6315,0.618961462,0.6842,0.649947753,0.4212,,,,,,,,,
0.02,5,0.897323033,0.5178,0.510157498,0.894,0.649614882,0.8584,,,,,,,,,
0.01,24,0.879177147,0.5063,0.503468017,0.9146,0.64943549,0.902,,,,,,,,,
0.37,2,0.235357528,0.7129,0.8338037,0.5318,0.649407742,0.106,,,,,,,,,
0.19,19,0.249820338,0.6815,0.722481,0.5894,0.649190439,0.2264,,,,,,,,,
0.17,13,0.328961552,0.6364,0.627143922,0.6728,0.649170205,0.4,,,,,,,,,
0.01,31,0.841358246,0.5184,0.510543204,0.891,0.649133032,0.8542,,,,,,,,,
0.16,9,0.370822853,0.6268,0.612731152,0.6892,0.64871988,0.4356,,,,,,,,,
0.01,21,0.903431549,0.5108,0.506049742,0.9034,0.648714634,0.8818,,,,,,,,,
0.21,1,0.888699245,0.5328,0.519763799,0.8626,0.648668973,0.797,,,,,,,,,
0.02,11,0.89067553,0.5091,0.505074161,0.9058,0.648528675,0.8876,,,,,,,,,
0.25,4,0.249101689,0.6715,0.697444163,0.6058,0.648399872,0.2628,,,,,,,,,
0.07,4,0.872529644,0.4906,0.495046374,0.9394,0.648398675,0.9582,,,,,,,,,
0.17,16,0.242454186,0.6914,0.753577107,0.5688,0.648279006,0.186,,,,,,,,,
0.01,26,0.900107797,0.5011,0.500598933,0.9194,0.648240852,0.9172,,,,,,,,,
0.08,20,0.473859145,0.6157,0.5976701,0.708,0.648173579,0.4766,,,,,,,,,
0.01,15,0.883668703,0.5106,0.505948373,0.9016,0.648166786,0.8804,,,,,,,,,
0.02,99,0.515001797,0.6141,0.595609184,0.7108,0.648126197,0.4826,,,,,,,,,
0.01,20,0.817642831,0.5297,0.517790823,0.8644,0.647636173,0.805,,,,,,,,,
0.03,10,0.88582465,0.4921,0.495803676,0.9334,0.647609797,0.9492,,,,,,,,,
0.01,25,0.873248293,0.5118,0.506669681,0.8964,0.647407193,0.8728,,,,,,,,,
0.22,1,0.868666906,0.5326,0.519781553,0.8566,0.646978852,0.7914,,,,,,,,,
0.03,11,0.847736256,0.5163,0.509375359,0.8856,0.646753816,0.853,,,,,,,,,
0.02,6,0.893190801,0.5167,0.509618708,0.8848,0.64673635,0.8514,,,,,,,,,
0.02,15,0.833992095,0.5335,0.520439292,0.853,0.646456991,0.786,,,,,,,,,
0.23,1,0.857258354,0.5372,0.522991347,0.8462,0.64644767,0.7718,,,,,,,,,
0.25,3,0.333812433,0.6302,0.61927446,0.676,0.646395104,0.4156,,,,,,,,,
0.09,3,0.867499102,0.4886,0.493963143,0.9328,0.645893921,0.9556,,,,,,,,,
0.16,13,0.315486885,0.6312,0.621167344,0.6726,0.645861341,0.4102,,,,,,,,,
0.03,9,0.900467122,0.5024,0.501326553,0.907,0.645735441,0.9022,,,,,,,,,
