self_radius,self_count,uc,accuracy,precision,recall,f1,far,,,,,,,,
0.29,8,0,0.6693,0.883552333,0.39,0.541140558,0.0514,,,,,,,,
0.51,2,0,0.6659,0.863975428,0.3938,0.54100838,0.062,,,,,,,,
0.02,73,0.386363636,0.5178,0.516170058,0.5682,0.540936786,0.5326,,,,,,,,
0.25,9,0.045454545,0.6446,0.765613519,0.4168,0.53975654,0.1276,,,,,,,,
0.02,91,0.25,0.5494,0.551652028,0.5276,0.539358004,0.4288,,,,,,,,
0.05,86,0.159090909,0.589,0.613520408,0.481,0.539237668,0.303,,,,,,,,
0.08,41,0.113636364,0.5276,0.526315789,0.552,0.538852011,0.4968,,,,,,,,
0.08,48,0.159090909,0.5035,0.503039778,0.5792,0.538440086,0.5722,,,,,,,,
0.22,12,0.022727273,0.6048,0.647108366,0.461,0.538425601,0.2514,,,,,,,,
0.03,57,0.227272727,0.5038,0.503304348,0.5788,0.538418605,0.5712,,,,,,,,
0.03,99,0.159090909,0.5764,0.591694671,0.493,0.537857299,0.3402,,,,,,,,
0.06,71,0.159090909,0.559,0.565063961,0.5124,0.537444934,0.3944,,,,,,,,
0.06,35,0.227272727,0.4936,0.49461098,0.5874,0.537026879,0.6002,,,,,,,,
0.08,29,0.159090909,0.5336,0.533109972,0.541,0.537026008,0.4738,,,,,,,,
0.04,94,0.204545455,0.5479,0.550283435,0.5242,0.536925125,0.4284,,,,,,,,
0.09,45,0.113636364,0.5481,0.550557074,0.5238,0.536845342,0.4276,,,,,,,,
0.08,60,0.159090909,0.543,0.544403139,0.5272,0.535663483,0.4412,,,,,,,,
0.04,55,0.159090909,0.5288,0.528004667,0.543,0.535397358,0.4854,,,,,,,,
0.05,35,0.159090909,0.4975,0.497848907,0.5786,0.535195634,0.5836,,,,,,,,
0.04,42,0.522727273,0.4816,0.485011404,0.5954,0.534566349,0.6322,,,,,,,,
0.08,52,0.090909091,0.5608,0.568530207,0.5044,0.534548538,0.3828,,,,,,,,
0.35,8,0,0.6741,0.935467734,0.374,0.534362052,0.0258,,,,,,,,
0.06,51,0.136363636,0.4898,0.491437206,0.5854,0.534319095,0.6058,,,,,,,,
0.07,35,0.204545455,0.496,0.496563574,0.578,0.534195933,0.586,,,,,,,,
0.05,70,0.295454545,0.4897,0.4913489,0.585,0.534100247,0.6056,,,,,,,,
0.28,9,0.022727273,0.656,0.827455919,0.3942,0.534001626,0.0822,,,,,,,,
0.03,85,0.25,0.5357,0.53596615,0.532,0.53397571,0.4606,,,,,,,,
0.07,73,0.181818182,0.6091,0.661152142,0.4476,0.533810376,0.2294,,,,,,,,
0.22,5,0,0.6366,0.744978479,0.4154,0.533384694,0.1422,,,,,,,,
0.03,73,0.204545455,0.534,0.534150261,0.5318,0.53297254,0.4638,,,,,,,,
0.02,76,0.5,0.5362,0.536713996,0.5292,0.532930514,0.4568,,,,,,,,
0.39,4,0,0.6693,0.907166907,0.3772,0.532843622,0.0386,,,,,,,,
0.08,42,0.159090909,0.5426,0.544486216,0.5214,0.532693094,0.4362,,,,,,,,
0.07,52,0.136363636,0.5253,0.524529765,0.541,0.53263759,0.4904,,,,,,,,
0.16,22,0.045454545,0.6025,0.646554189,0.4522,0.532187831,0.2472,,,,,,,,
0.05,47,0.181818182,0.4921,0.493253629,0.5776,0.532105021,0.5934,,,,,,,,
0.24,14,0,0.6529,0.816563147,0.3944,0.531894808,0.0886,,,,,,,,
0.06,30,0.318181818,0.4789,0.482792367,0.592,0.531847992,0.6342,,,,,,,,
0.04,22,0.454545455,0.4669,0.474087991,0.6056,0.531834548,0.6718,,,,,,,,
0.06,37,0.227272727,0.4879,0.489795918,0.5808,0.53143014,0.605,,,,,,,,
0.02,82,0.454545455,0.5226,0.521806252,0.5408,0.531133373,0.4956,,,,,,,,
0.08,69,0.159090909,0.5709,0.585690114,0.4846,0.530371019,0.3428,,,,,,,,
0.06,57,0.181818182,0.5048,0.504333694,0.5586,0.530081609,0.549,,,,,,,,
0.09,51,0.090909091,0.5528,0.558536585,0.5038,0.529758149,0.3982,,,,,,,,
0.08,68,0.113636364,0.5719,0.587789988,0.4814,0.529301814,0.3376,,,,,,,,
0.12,44,0,0.5694,0.58401937,0.4824,0.528368018,0.3436,,,,,,,,
0.12,68,0,0.6382,0.758801498,0.4052,0.528292047,0.1288,,,,,,,,
0.1,35,0.090909091,0.6016,0.648538012,0.4436,0.526840855,0.2404,,,,,,,,
0.01,91,0.545454545,0.4757,0.48001316,0.5836,0.526762343,0.6322,,,,,,,,
0.28,10,0.045454545,0.6594,0.863263446,0.3788,0.526549903,0.06,,,,,,,,
0.03,65,0.295454545,0.4859,0.487959009,0.5714,0.526393367,0.5996,,,,,,,,
0.01,99,0.318181818,0.5131,0.512421771,0.5404,0.526039132,0.5142,,,,,,,,
0.16,28,0,0.5855,0.614457831,0.459,0.525472238,0.288,,,,,,,,
0.23,26,0,0.6551,0.843902439,0.3806,0.524603722,0.0704,,,,,,,,
0.25,10,0,0.6536,0.836546889,0.3818,0.524306509,0.0746,,,,,,,,
0.14,31,0.045454545,0.6179,0.695263332,0.4198,0.523506672,0.184,,,,,,,,
0.37,7,0,0.6613,0.882771713,0.372,0.523427607,0.0494,,,,,,,,
0.07,74,0.136363636,0.5911,0.627270187,0.449,0.523371022,0.2668,,,,,,,,
0.08,59,0.159090909,0.5543,0.562456867,0.489,0.523162512,0.3804,,,,,,,,
0.12,22,0.068181818,0.5484,0.554138702,0.4954,0.52312566,0.3986,,,,,,,,
0.07,63,0.113636364,0.5402,0.543318966,0.5042,0.523029046,0.4238,,,,,,,,
0.18,18,0.022727273,0.6029,0.654829973,0.4352,0.522888382,0.2294,,,,,,,,
0.11,26,0.068181818,0.5448,0.549426302,0.498,0.522450692,0.4084,,,,,,,,
0.07,50,0.022727273,0.4834,0.485719202,0.5646,0.522197558,0.5978,,,,,,,,
0.12,28,0.25,0.5619,0.574309724,0.4784,0.521985816,0.3546,,,,,,,,
0.17,25,0.022727273,0.6161,0.69152095,0.4192,0.521977338,0.187,,,,,,,,
0.03,64,0.295454545,0.4718,0.476686508,0.5766,0.521904417,0.633,,,,,,,,
0.05,63,0.136363636,0.5244,0.524686362,0.5186,0.521625427,0.4698,,,,,,,,
0.4,3,0,0.6587,0.873411765,0.3712,0.520982456,0.0538,,,,,,,,
0.26,15,0,0.6496,0.823529412,0.3808,0.520787746,0.0816,,,,,,,,
0.09,30,0.159090909,0.528,0.52892562,0.512,0.520325203,0.456,,,,,,,,
0.16,19,0.068181818,0.5957,0.639953203,0.4376,0.519776696,0.2462,,,,,,,,
0.07,54,0.090909091,0.4983,0.498438935,0.5428,0.519674485,0.5462,,,,,,,,
0.37,11,0,0.6637,0.909045477,0.3638,0.519640051,0.0364,,,,,,,,
0.43,13,0,0.6686,0.944620253,0.3582,0.519431555,0.021,,,,,,,,
0.06,47,0.136363636,0.4837,0.485779096,0.5568,0.518870562,0.5894,,,,,,,,
0.17,23,0.022727273,0.5704,0.589750127,0.4626,0.518493611,0.3218,,,,,,,,
0.13,26,0.022727273,0.5961,0.641865958,0.4348,0.518421366,0.2426,,,,,,,,
0.03,77,0.204545455,0.5243,0.524912856,0.512,0.518376025,0.4634,,,,,,,,
0.06,41,0.159090909,0.4792,0.482105988,0.5604,0.518312986,0.602,,,,,,,,
0.08,40,0.136363636,0.5441,0.549450549,0.49,0.518025161,0.4018,,,,,,,,
0.26,9,0.045454545,0.6568,0.871563981,0.3678,0.517299578,0.0542,,,,,,,,
0.12,53,0,0.599,0.649818402,0.4294,0.517100193,0.2314,,,,,,,,
0.06,62,0.25,0.5568,0.568334937,0.4724,0.515945828,0.3588,,,,,,,,
0.07,55,0.159090909,0.5237,0.524488531,0.5076,0.515906088,0.4602,,,,,,,,
0.07,53,0.113636364,0.4999,0.499905997,0.5318,0.515360016,0.532,,,,,,,,
0.03,78,0.181818182,0.5123,0.512146948,0.5186,0.515353274,0.494,,,,,,,,
0.03,80,0.181818182,0.5449,0.551173923,0.4836,0.515180569,0.3938,,,,,,,,
0.21,22,0.113636364,0.6509,0.844049248,0.3702,0.514667037,0.0684,,,,,,,,
0.4,15,0,0.6637,0.924753503,0.3564,0.514508445,0.029,,,,,,,,
0.05,57,0.227272727,0.5102,0.510051242,0.5176,0.513797896,0.4972,,,,,,,,
0.07,49,0.045454545,0.5006,0.500569692,0.5272,0.51353984,0.526,,,,,,,,
0.36,12,0,0.6505,0.844709116,0.3688,0.513434498,0.0678,,,,,,,,
0.11,32,0.090909091,0.5514,0.560958254,0.473,0.513237847,0.3702,,,,,,,,
0.02,74,0.25,0.5031,0.502977906,0.5236,0.513081823,0.5174,,,,,,,,
0.08,32,0.159090909,0.5431,0.549189683,0.4812,0.512951711,0.395,,,,,,,,
0.03,95,0.409090909,0.5653,0.583439816,0.4566,0.512285426,0.326,,,,,,,,
0.33,4,0.045454545,0.6484,0.836050725,0.3692,0.512208657,0.0724,,,,,,,,
0.58,2,0,0.6634,0.93,0.3534,0.512173913,0.0266,,,,,,,,
0.04,89,0.545454545,0.5274,0.52932363,0.4946,0.511373036,0.4398,,,,,,,,
0.04,74,0.113636364,0.5333,0.536585366,0.4884,0.511360067,0.4218,,,,,,,,
0.03,87,0.204545455,0.5276,0.52960103,0.4938,0.511074312,0.4386,,,,,,,,
0.05,58,0.227272727,0.4946,0.494938133,0.528,0.510934778,0.5388,,,,,,,,
0.11,54,0.068181818,0.5947,0.644052327,0.4234,0.510920719,0.234,,,,,,,,
0.02,86,0.204545455,0.511,0.511008807,0.5106,0.510804322,0.4886,,,,,,,,
0.06,53,0.113636364,0.487,0.488130022,0.5346,0.510309278,0.5606,,,,,,,,
0.1,46,0.136363636,0.5699,0.592386994,0.4482,0.510303996,0.3084,,,,,,,,
0.07,47,0.113636364,0.4742,0.47747905,0.547,0.509880686,0.5986,,,,,,,,
0.01,79,0.295454545,0.5235,0.5249099,0.4952,0.509622311,0.4482,,,,,,,,
0.08,25,0.25,0.465,0.470369116,0.5556,0.509444343,0.6256,,,,,,,,
0.09,61,0.090909091,0.5534,0.565153734,0.4632,0.509122884,0.3564,,,,,,,,
0.02,79,0.295454545,0.4978,0.497895945,0.5206,0.508994916,0.525,,,,,,,,
0.11,28,0.136363636,0.4845,0.485901401,0.5342,0.508907307,0.5652,,,,,,,,
0.08,54,0.272727273,0.5545,0.566969771,0.4614,0.508766126,0.3524,,,,,,,,
0.07,64,0.136363636,0.5805,0.613797003,0.4342,0.508609582,0.2732,,,,,,,,
0.16,21,0.159090909,0.5856,0.624781341,0.4286,0.508422301,0.2574,,,,,,,,
0.07,38,0.159090909,0.5449,0.552786269,0.4702,0.508159516,0.3804,,,,,,,,
0.03,79,0.204545455,0.4813,0.483101392,0.5346,0.507547707,0.572,,,,,,,,
0.1,54,0.136363636,0.6015,0.665471144,0.4082,0.506012148,0.2052,,,,,,,,
0.14,22,0.090909091,0.5857,0.626737652,0.4238,0.505667581,0.2524,,,,,,,,
0.18,20,0.045454545,0.6034,0.671532847,0.4048,0.505116047,0.198,,,,,,,,
0.34,6,0,0.6557,0.897802759,0.3514,0.505102774,0.04,,,,,,,,
0.04,65,0.181818182,0.4902,0.490733737,0.519,0.504471229,0.5386,,,,,,,,
0.06,69,0.159090909,0.5405,0.547412784,0.4676,0.504368461,0.3866,,,,,,,,
0.08,23,0.25,0.4728,0.475869411,0.5364,0.504324934,0.5908,,,,,,,,
0.05,97,0.181818182,0.5602,0.577817994,0.447,0.50405954,0.3266,,,,,,,,
0.09,40,0.136363636,0.5208,0.522384847,0.4854,0.503213767,0.4438,,,,,,,,
0.1,51,0.022727273,0.5886,0.635556916,0.4154,0.502418965,0.2382,,,,,,,,
0.08,61,0.136363636,0.5443,0.553283618,0.46,0.502347931,0.3714,,,,,,,,
0.12,45,0.045454545,0.5839,0.624814043,0.42,0.502332257,0.2522,,,,,,,,
0.2,23,0,0.6255,0.748514851,0.378,0.502325581,0.127,,,,,,,,
0.08,56,0.068181818,0.5595,0.577252662,0.4446,0.502316122,0.3256,,,,,,,,
0.09,52,0.113636364,0.5741,0.60416081,0.4298,0.502278836,0.2816,,,,,,,,
0.07,61,0.227272727,0.4865,0.48728095,0.5172,0.501794897,0.5442,,,,,,,,
0.06,65,0.25,0.4595,0.465331279,0.5436,0.501429757,0.6246,,,,,,,,
0.11,18,0.113636364,0.5442,0.553355867,0.4584,0.501422008,0.37,,,,,,,,
0.08,67,0.090909091,0.5976,0.659581426,0.4034,0.500620501,0.2082,,,,,,,,
0.08,94,0.045454545,0.5851,0.628744327,0.4156,0.500421433,0.2454,,,,,,,,
0.1,43,0.068181818,0.5534,0.567869853,0.4468,0.500111932,0.34,,,,,,,,
0.34,10,0,0.6416,0.826869806,0.3582,0.499860452,0.075,,,,,,,,
0.1,71,0.045454545,0.5977,0.660637948,0.4018,0.499689093,0.2064,,,,,,,,
0.11,52,0.068181818,0.5691,0.595785972,0.4298,0.499360985,0.2916,,,,,,,,
0.11,44,0.022727273,0.5547,0.570326562,0.4436,0.499043762,0.3342,,,,,,,,
0.13,29,0.090909091,0.5561,0.572649573,0.4422,0.49904074,0.33,,,,,,,,
0.21,28,0,0.6496,0.87854251,0.3472,0.497706422,0.048,,,,,,,,
0.03,81,0.5,0.4935,0.493598582,0.5012,0.497370249,0.5142,,,,,,,,
0.04,70,0.340909091,0.4629,0.467370273,0.5314,0.497332709,0.6056,,,,,,,,
0.06,32,0.204545455,0.4535,0.460385074,0.5404,0.497193854,0.6334,,,,,,,,
0.06,44,0.25,0.4661,0.469802245,0.5274,0.496937718,0.5952,,,,,,,,
0.04,79,0.181818182,0.5296,0.534069982,0.464,0.496575342,0.4048,,,,,,,,
0.36,9,0,0.6549,0.917520216,0.3404,0.496571845,0.0306,,,,,,,,
0.03,54,0.204545455,0.4692,0.472202166,0.5232,0.496394687,0.5848,,,,,,,,
0.03,72,0.227272727,0.4984,0.498383838,0.4934,0.495879397,0.4966,,,,,,,,
0.06,50,0.181818182,0.4662,0.469756621,0.525,0.495844352,0.5926,,,,,,,,
0.03,75,0.363636364,0.4867,0.487139818,0.5038,0.495329859,0.5304,,,,,,,,
0.05,54,0.227272727,0.4893,0.489528283,0.5002,0.494806608,0.5216,,,,,,,,
0.02,72,0.318181818,0.478,0.479354354,0.5108,0.494577847,0.5548,,,,,,,,
0.17,26,0.090909091,0.5673,0.594495928,0.4234,0.494568392,0.2888,,,,,,,,
0.09,53,0.068181818,0.5188,0.52079646,0.4708,0.494537815,0.4332,,,,,,,,
0.13,41,0.022727273,0.5688,0.597450425,0.4218,0.494490035,0.2842,,,,,,,,
0.09,39,0.113636364,0.5232,0.526185102,0.4662,0.494379639,0.4198,,,,,,,,
0.08,43,0.136363636,0.4838,0.48444103,0.5044,0.494219087,0.5368,,,,,,,,
0.28,14,0,0.6431,0.848175182,0.3486,0.494117647,0.0624,,,,,,,,
0.06,58,0.136363636,0.5178,0.519760213,0.4682,0.49263468,0.4326,,,,,,,,
0.06,54,0.068181818,0.5098,0.510515021,0.4758,0.492546584,0.4562,,,,,,,,
0.19,25,0.068181818,0.6205,0.744620382,0.3668,0.491491357,0.1258,,,,,,,,
0.08,53,0.159090909,0.5352,0.542594385,0.4484,0.491020587,0.378,,,,,,,,
0.07,79,0.204545455,0.5641,0.589952287,0.4204,0.490949434,0.2922,,,,,,,,
0.33,8,0.045454545,0.653,0.921255507,0.3346,0.490903756,0.0286,,,,,,,,
0.1,63,0.022727273,0.5548,0.573183761,0.4292,0.490850869,0.3196,,,,,,,,
0.05,61,0.340909091,0.4855,0.485775947,0.4952,0.490442706,0.5242,,,,,,,,
0.06,67,0.204545455,0.5199,0.52250622,0.462,0.490393801,0.4222,,,,,,,,
0.13,60,0.090909091,0.6252,0.765930331,0.3606,0.49034539,0.1102,,,,,,,,
0.1,67,0.045454545,0.5789,0.621123733,0.4046,0.490008478,0.2468,,,,,,,,
0.07,30,0.159090909,0.458,0.462673303,0.5206,0.489930359,0.6046,,,,,,,,
0.05,44,0.204545455,0.4513,0.457644808,0.5262,0.48953391,0.6236,,,,,,,,
0.08,73,0.090909091,0.5483,0.562874251,0.4324,0.489084945,0.3358,,,,,,,,
0.04,61,0.181818182,0.4772,0.478152549,0.499,0.488353885,0.5446,,,,,,,,
0.09,60,0.136363636,0.549,0.564304462,0.43,0.488081725,0.332,,,,,,,,
0.31,10,0,0.647,0.888067582,0.3364,0.487960545,0.0424,,,,,,,,
0.07,57,0.136363636,0.4706,0.472461596,0.5044,0.487908686,0.5632,,,,,,,,
0.07,51,0.068181818,0.4902,0.490080972,0.4842,0.487122736,0.5038,,,,,,,,
0.08,57,0.181818182,0.5263,0.531065438,0.4496,0.486948987,0.397,,,,,,,,
0.1,45,0.136363636,0.5104,0.511448701,0.4646,0.486900021,0.4438,,,,,,,,
0.06,70,0.136363636,0.5611,0.585983676,0.4164,0.48684672,0.2942,,,,,,,,
0.07,46,0.181818182,0.4743,0.475434907,0.4974,0.486169485,0.5488,,,,,,,,
0.07,65,0.113636364,0.4854,0.485434956,0.4866,0.48601678,0.5158,,,,,,,,
0.04,73,0.227272727,0.5109,0.512070875,0.4624,0.485969522,0.4406,,,,,,,,
0.24,10,0.045454545,0.6097,0.712679333,0.3676,0.48502441,0.1482,,,,,,,,
0.12,56,0.045454545,0.5535,0.572987722,0.42,0.484708598,0.313,,,,,,,,
0.08,71,0.204545455,0.5422,0.554437564,0.4298,0.484227129,0.3454,,,,,,,,
0.1,52,0.159090909,0.5507,0.568310428,0.4218,0.48421536,0.3204,,,,,,,,
0.08,30,0.159090909,0.5117,0.513101904,0.4582,0.484099313,0.4348,,,,,,,,
0.07,69,0.090909091,0.5189,0.52185982,0.4512,0.483964389,0.4134,,,,,,,,
0.08,16,0.227272727,0.4607,0.463898585,0.505,0.483577516,0.5836,,,,,,,,
0.06,52,0.204545455,0.4582,0.461903026,0.5068,0.483311081,0.5904,,,,,,,,
0.12,31,0.068181818,0.5741,0.614387157,0.398,0.483068334,0.2498,,,,,,,,
0.01,93,0.181818182,0.4949,0.494652967,0.4718,0.48295629,0.482,,,,,,,,
0.05,98,0.136363636,0.6002,0.683516484,0.3732,0.482794308,0.1728,,,,,,,,
0.11,60,0.045454545,0.597,0.673835125,0.376,0.48267009,0.182,,,,,,,,
0.13,45,0.090909091,0.5821,0.633756924,0.389,0.482091957,0.2248,,,,,,,,
0.07,32,0.113636364,0.4689,0.470364018,0.4936,0.481701962,0.5558,,,,,,,,
0.33,10,0,0.6503,0.931153184,0.3246,0.481388106,0.024,,,,,,,,
0.05,100,0.227272727,0.5748,0.617094552,0.3942,0.48108372,0.2446,,,,,,,,
0.42,12,0,0.6542,0.964457831,0.3202,0.480780781,0.0118,,,,,,,,
0.08,39,0.181818182,0.4986,0.498492029,0.4628,0.479983406,0.4656,,,,,,,,
0.06,61,0.181818182,0.5476,0.564428803,0.417,0.479641132,0.3218,,,,,,,,
0.47,1,0,0.5875,0.649470448,0.3802,0.479626593,0.2052,,,,,,,,
0.09,32,0.113636364,0.5156,0.518258427,0.4428,0.477566868,0.4116,,,,,,,,
0.1,34,0.204545455,0.5149,0.517435057,0.4422,0.476868327,0.4124,,,,,,,,
0.09,31,0.113636364,0.5165,0.519452959,0.4406,0.476788226,0.4076,,,,,,,,
0.07,43,0.113636364,0.475,0.475168852,0.4784,0.476778952,0.5284,,,,,,,,
0.08,45,0.136363636,0.5031,0.503451347,0.4522,0.476451375,0.446,,,,,,,,
0.09,47,0.045454545,0.511,0.512707948,0.4438,0.47577187,0.4218,,,,,,,,
0.39,5,0,0.6393,0.871070858,0.327,0.475498037,0.0484,,,,,,,,
0.1,37,0.204545455,0.4801,0.479739361,0.4712,0.475431339,0.511,,,,,,,,
0.03,83,0.113636364,0.5004,0.500442674,0.4522,0.475099811,0.4514,,,,,,,,
0.06,59,0.181818182,0.4718,0.472112342,0.4774,0.474741448,0.5338,,,,,,,,
0.08,47,0.113636364,0.4991,0.499006403,0.452,0.474341484,0.4538,,,,,,,,
0.09,64,0.090909091,0.5567,0.582580833,0.4,0.474327048,0.2866,,,,,,,,
0.04,76,0.204545455,0.5227,0.527825447,0.4306,0.474281309,0.3852,,,,,,,,
0.15,22,0.045454545,0.5032,0.503601981,0.4474,0.473840288,0.441,,,,,,,,
0.11,48,0.113636364,0.565,0.599510104,0.3916,0.473747883,0.2616,,,,,,,,
0.01,94,0.159090909,0.4643,0.465533887,0.4822,0.473720405,0.5536,,,,,,,,
0.19,20,0.068181818,0.6147,0.747091771,0.3468,0.473705778,0.1174,,,,,,,,
0.18,22,0.090909091,0.6026,0.701176471,0.3576,0.473642384,0.1524,,,,,,,,
0.06,88,0.136363636,0.56,0.589338892,0.3958,0.473558268,0.2758,,,,,,,,
0.13,18,0.113636364,0.5812,0.637440758,0.3766,0.473472467,0.2142,,,,,,,,
0.19,26,0.022727273,0.6203,0.772295156,0.3412,0.473297267,0.1006,,,,,,,,
0.07,44,0.090909091,0.473,0.473021583,0.4734,0.473210716,0.5274,,,,,,,,
0.12,30,0.113636364,0.5937,0.67281446,0.3648,0.47309039,0.1774,,,,,,,,
0.04,92,0.159090909,0.5433,0.559040087,0.41,0.473058729,0.3234,,,,,,,,
0.15,17,0,0.578,0.629826897,0.3784,0.472763618,0.2224,,,,,,,,
0.03,92,0.181818182,0.4597,0.461582459,0.4842,0.472620791,0.5648,,,,,,,,
0.04,85,0.159090909,0.4909,0.490217158,0.456,0.472489897,0.4742,,,,,,,,
0.15,24,0.068181818,0.5754,0.623687664,0.3802,0.472415507,0.2294,,,,,,,,
0.03,96,0.409090909,0.5039,0.504430811,0.444,0.472290182,0.4362,,,,,,,,
0.29,9,0.045454545,0.6352,0.853556485,0.3264,0.472222222,0.056,,,,,,,,
0.11,49,0.045454545,0.5598,0.589520958,0.3938,0.472182254,0.2742,,,,,,,,
0.13,32,0.022727273,0.5298,0.538126919,0.4206,0.472159856,0.361,,,,,,,,
0.1,33,0.113636364,0.5449,0.562033711,0.4068,0.471980508,0.317,,,,,,,,
0.15,25,0.090909091,0.5704,0.612316528,0.3838,0.47184657,0.243,,,,,,,,
0.43,14,0.045454545,0.6406,0.889689579,0.321,0.471781305,0.0398,,,,,,,,
0.01,90,0.477272727,0.3993,0.420895522,0.5358,0.471447426,0.7372,,,,,,,,
0.54,2,0,0.6463,0.936195587,0.314,0.47027108,0.0214,,,,,,,,
0.05,72,0.090909091,0.5282,0.536135315,0.4184,0.47000674,0.362,,,,,,,,
0.52,3,0.022727273,0.6363,0.866989768,0.322,0.469593117,0.0494,,,,,,,,
0.08,35,0.113636364,0.4942,0.493606702,0.4478,0.469588926,0.4594,,,,,,,,
0.02,99,0.545454545,0.5072,0.508395522,0.436,0.469422911,0.4216,,,,,,,,
0.05,56,0.181818182,0.4889,0.488,0.4514,0.468987013,0.4736,,,,,,,,
0.11,59,0.159090909,0.547,0.566572238,0.4,0.468933177,0.306,,,,,,,,
0.1,66,0.159090909,0.5478,0.568168853,0.3984,0.468375265,0.3028,,,,,,,,
0.09,36,0.068181818,0.4587,0.460096618,0.4762,0.468009828,0.5588,,,,,,,,
0.14,28,0.068181818,0.5608,0.593480935,0.386,0.46776539,0.2644,,,,,,,,
0.18,19,0,0.6211,0.78601795,0.3328,0.467612758,0.0906,,,,,,,,
0.19,29,0.045454545,0.6142,0.754229742,0.3388,0.467568314,0.1104,,,,,,,,
0.08,51,0.068181818,0.5158,0.519305963,0.425,0.467443907,0.3934,,,,,,,,
0.12,41,0.068181818,0.5806,0.640222686,0.368,0.467360935,0.2068,,,,,,,,
0.11,30,0.136363636,0.5316,0.541732699,0.4102,0.466879126,0.347,,,,,,,,
0.01,89,0.409090909,0.4014,0.420765027,0.5236,0.466583497,0.7208,,,,,,,,
0.13,76,0,0.6362,0.874175824,0.3182,0.466568915,0.0458,,,,,,,,
0.17,30,0,0.5831,0.647812166,0.3642,0.466265523,0.198,,,,,,,,
0.44,13,0,0.643,0.924080664,0.3116,0.466048459,0.0256,,,,,,,,
0.19,22,0,0.6322,0.850105932,0.321,0.466027875,0.0566,,,,,,,,
0.11,66,0.090909091,0.5695,0.613524992,0.3756,0.465947153,0.2366,,,,,,,,
0.12,47,0.045454545,0.6007,0.703928716,0.3476,0.46539028,0.1462,,,,,,,,
0.11,50,0,0.5307,0.54064072,0.4084,0.465307053,0.347,,,,,,,,
0.12,39,0.113636364,0.5357,0.54854501,0.4034,0.464907226,0.332,,,,,,,,
0.01,92,0.522727273,0.4683,0.467856419,0.4614,0.46460578,0.5248,,,,,,,,
0.02,94,0.295454545,0.4677,0.467301073,0.4616,0.464433042,0.5262,,,,,,,,
0.02,98,0.204545455,0.5392,0.554414214,0.3994,0.464310625,0.321,,,,,,,,
0.12,54,0,0.5927,0.678612717,0.3522,0.463726136,0.1668,,,,,,,,
0.16,57,0.068181818,0.6223,0.799608035,0.3264,0.463570516,0.0818,,,,,,,,
0.11,77,0.136363636,0.592,0.676651306,0.3524,0.463440295,0.1684,,,,,,,,
0.02,77,0.386363636,0.4559,0.45709282,0.4698,0.463359306,0.558,,,,,,,,
0.14,56,0,0.6191,0.78397711,0.3288,0.46329435,0.0906,,,,,,,,
0.04,90,0.318181818,0.4969,0.496455523,0.4342,0.463245492,0.4404,,,,,,,,
0.07,67,0.090909091,0.4973,0.49690438,0.4334,0.462984724,0.4388,,,,,,,,
0.16,29,0,0.5474,0.569338795,0.3892,0.462342599,0.2944,,,,,,,,
0.11,41,0.068181818,0.5352,0.548298573,0.3996,0.462285979,0.3292,,,,,,,,
0.03,82,0.227272727,0.4991,0.498957126,0.4306,0.462265164,0.4324,,,,,,,,
0.23,28,0.045454545,0.6096,0.742692648,0.3354,0.462110774,0.1162,,,,,,,,
0.1,44,0.090909091,0.5169,0.521247171,0.4146,0.461846942,0.3808,,,,,,,,
0.12,35,0.022727273,0.5756,0.631158917,0.3638,0.46155798,0.2126,,,,,,,,
0.27,8,0,0.6276,0.834031414,0.3186,0.461070912,0.0634,,,,,,,,
0.28,7,0,0.6276,0.834031414,0.3186,0.461070912,0.0634,,,,,,,,
0.09,44,0.090909091,0.4963,0.495740272,0.4306,0.460879803,0.438,,,,,,,,
0.1,65,0.068181818,0.5801,0.644220382,0.3578,0.460074579,0.1976,,,,,,,,
0.04,95,0.181818182,0.5563,0.587722032,0.3772,0.459495675,0.2646,,,,,,,,
0.1,57,0,0.5421,0.560645347,0.3892,0.459449888,0.305,,,,,,,,
0.09,68,0.136363636,0.5825,0.651821862,0.3542,0.458986653,0.1892,,,,,,,,
0.11,47,0.068181818,0.5396,0.556442417,0.3904,0.458862247,0.3112,,,,,,,,
0.27,10,0,0.6292,0.848812095,0.3144,0.458844133,0.056,,,,,,,,
0.02,97,0.204545455,0.4589,0.458842379,0.4582,0.458520965,0.5404,,,,,,,,
0.12,63,0,0.6046,0.727391304,0.3346,0.458356164,0.1254,,,,,,,,
0.04,98,0.045454545,0.5381,0.554073233,0.3904,0.458054676,0.3142,,,,,,,,
0.04,62,0.204545455,0.4586,0.458467095,0.457,0.457732372,0.5398,,,,,,,,
0.11,55,0.022727273,0.5663,0.610684474,0.3658,0.45753596,0.2332,,,,,,,,
0.14,30,0.090909091,0.5778,0.639928058,0.3558,0.457326478,0.2002,,,,,,,,
0.06,78,0.136363636,0.4704,0.468881413,0.446,0.457154572,0.5052,,,,,,,,
0.05,55,0.136363636,0.4629,0.462088698,0.4522,0.457090872,0.5264,,,,,,,,
0.14,67,0,0.5966,0.698765432,0.3396,0.457065949,0.1464,,,,,,,,
0.36,6,0,0.6344,0.888439306,0.3074,0.456760773,0.0386,,,,,,,,
0.19,32,0,0.6211,0.806893056,0.3184,0.456618385,0.0762,,,,,,,,
