self_radius,self_count,uc,accuracy,precision,recall,f1,far,,,,,,,,
0.02,15,0.613636364,0.5055,0.503186928,0.8684,0.637170739,0.8574,,,,,,,,
0.08,8,0.795454545,0.5306,0.519284094,0.824,0.637080563,0.7628,,,,,,,,
0.02,23,0.681818182,0.525,0.515462642,0.8334,0.636961174,0.7834,,,,,,,,
0.01,14,0.659090909,0.5174,0.510497104,0.8462,0.636815172,0.8114,,,,,,,,
0.16,5,0.363636364,0.5978,0.580507079,0.7052,0.636806935,0.5096,,,,,,,,
0.14,7,0.386363636,0.5911,0.572845034,0.7164,0.636630232,0.5342,,,,,,,,
0.2,5,0.113636364,0.6439,0.649989577,0.6236,0.636521384,0.3358,,,,,,,,
0.01,25,0.727272727,0.5127,0.507562225,0.8524,0.63626185,0.827,,,,,,,,
0.01,17,0.840909091,0.5002,0.500114495,0.8736,0.636085627,0.8732,,,,,,,,
0.05,9,0.818181818,0.5105,0.506213753,0.8554,0.636032419,0.8344,,,,,,,,
0.26,2,0.25,0.6066,0.591769972,0.6874,0.636010363,0.4742,,,,,,,,
0.02,25,0.522727273,0.5178,0.51079573,0.8422,0.635910601,0.8066,,,,,,,,
0.06,7,0.840909091,0.5146,0.508767716,0.8472,0.635749662,0.818,,,,,,,,
0.01,27,0.568181818,0.5287,0.518079879,0.8224,0.635696066,0.765,,,,,,,,
0.01,68,0.727272727,0.5565,0.539394785,0.7736,0.635609235,0.6606,,,,,,,,
0.11,6,0.931818182,0.5289,0.518247253,0.8208,0.635343293,0.763,,,,,,,,
0.03,21,0.818181818,0.5027,0.501563043,0.8664,0.635330351,0.861,,,,,,,,
0.02,18,0.818181818,0.5041,0.502384553,0.8638,0.635287196,0.8556,,,,,,,,
0.21,6,0.090909091,0.6632,0.692725555,0.5866,0.635260992,0.2602,,,,,,,,
0.12,24,0.25,0.627,0.621554364,0.6494,0.635172144,0.3954,,,,,,,,
0.02,29,0.840909091,0.505,0.502919197,0.8614,0.635063403,0.8514,,,,,,,,
0.05,7,0.681818182,0.5182,0.511094855,0.8384,0.635055295,0.802,,,,,,,,
0.16,2,0.772727273,0.4966,0.498066424,0.8758,0.6350058,0.8826,,,,,,,,
0.03,14,0.909090909,0.5062,0.503638498,0.8582,0.634763314,0.8458,,,,,,,,
0.01,24,0.636363636,0.5302,0.519220978,0.8158,0.634567517,0.7554,,,,,,,,
0.14,17,0.181818182,0.6409,0.646010363,0.6234,0.634503817,0.3416,,,,,,,,
0.23,2,0.159090909,0.5884,0.570607029,0.7144,0.634458259,0.5376,,,,,,,,
0.21,3,0.181818182,0.6045,0.58979206,0.6864,0.634439412,0.4774,,,,,,,,
0.07,6,0.590909091,0.5026,0.501510925,0.863,0.634372243,0.8578,,,,,,,,
0.16,14,0.136363636,0.6126,0.600643547,0.672,0.634321314,0.4468,,,,,,,,
0.22,2,0.681818182,0.5283,0.51791366,0.8182,0.634312737,0.7616,,,,,,,,
0.26,1,0.431818182,0.5288,0.518274112,0.8168,0.634161491,0.7592,,,,,,,,
0.02,20,0.909090909,0.5112,0.506714628,0.8452,0.633583208,0.8228,,,,,,,,
0.14,5,0.386363636,0.5739,0.555756753,0.7366,0.633525415,0.5888,,,,,,,,
0.18,10,0.204545455,0.6221,0.614950104,0.6532,0.633498206,0.409,,,,,,,,
0.01,30,0.772727273,0.5074,0.504383886,0.8514,0.633482143,0.8366,,,,,,,,
0.16,7,0.340909091,0.5951,0.57866005,0.6996,0.633408782,0.5094,,,,,,,,
0.2,7,0.136363636,0.6058,0.592160279,0.6798,0.632960894,0.4682,,,,,,,,
0.13,6,0.318181818,0.5907,0.57375183,0.7056,0.632881873,0.5242,,,,,,,,
0.08,14,0.613636364,0.581,0.56316282,0.7222,0.632842622,0.5602,,,,,,,,
0.02,26,0.568181818,0.5132,0.50799225,0.839,0.632825464,0.8126,,,,,,,,
0.14,24,0.090909091,0.6724,0.719785824,0.5646,0.632817754,0.2198,,,,,,,,
0.18,9,0.113636364,0.6754,0.728742827,0.5588,0.632556034,0.208,,,,,,,,
0.15,15,0.25,0.6294,0.627261998,0.6378,0.632487108,0.379,,,,,,,,
0.09,11,0.613636364,0.555,0.53869969,0.7656,0.632413679,0.6556,,,,,,,,
0.07,10,0.545454545,0.499,0.499420357,0.8616,0.632320564,0.8636,,,,,,,,
0.11,3,0.954545455,0.4828,0.490511915,0.8892,0.63225256,0.9236,,,,,,,,
0.01,67,0.431818182,0.569,0.551400477,0.7402,0.632001366,0.6022,,,,,,,,
0.07,9,0.909090909,0.5035,0.502061006,0.8526,0.631976873,0.8456,,,,,,,,
0.16,10,0.25,0.6048,0.591544375,0.6772,0.631480791,0.4676,,,,,,,,
0.14,4,0.409090909,0.578,0.560465116,0.723,0.631441048,0.567,,,,,,,,
0.08,4,0.931818182,0.4888,0.493686584,0.8758,0.631434751,0.8982,,,,,,,,
0.27,1,0.340909091,0.5309,0.520010361,0.803,0.631239682,0.7412,,,,,,,,
0.15,4,0.272727273,0.5775,0.56001239,0.7232,0.631229816,0.5682,,,,,,,,
0.33,11,0,0.7103,0.868559411,0.4956,0.631096396,0.075,,,,,,,,
0.05,6,0.727272727,0.5243,0.515393387,0.8136,0.631040099,0.765,,,,,,,,
0.01,23,0.568181818,0.513,0.507930698,0.8326,0.630948772,0.8066,,,,,,,,
0.07,11,0.795454545,0.5276,0.517696845,0.8074,0.630879825,0.7522,,,,,,,,
0.03,27,0.681818182,0.5294,0.518977537,0.804,0.630786129,0.7452,,,,,,,,
0.42,1,0.113636364,0.6443,0.655730628,0.6076,0.630748469,0.319,,,,,,,,
0.05,14,0.681818182,0.5397,0.526605013,0.7858,0.630607495,0.7064,,,,,,,,
0.28,5,0.045454545,0.7086,0.861650485,0.497,0.630390665,0.0798,,,,,,,,
0.15,9,0.272727273,0.5879,0.571475037,0.7028,0.630370437,0.527,,,,,,,,
0.06,8,0.75,0.5306,0.519880457,0.8002,0.630277253,0.739,,,,,,,,
0.16,8,0.136363636,0.5964,0.581473969,0.688,0.630267497,0.4952,,,,,,,,
0.09,9,0.795454545,0.5294,0.519021739,0.8022,0.630263985,0.7434,,,,,,,,
0.05,11,0.818181818,0.5163,0.51009038,0.824,0.630113941,0.7914,,,,,,,,
0.04,16,0.613636364,0.5178,0.511077919,0.8212,0.630044499,0.7856,,,,,,,,
0.11,5,0.545454545,0.5612,0.544606414,0.7472,0.630016863,0.6248,,,,,,,,
0.03,90,0.25,0.6012,0.587634222,0.6786,0.629849638,0.4762,,,,,,,,
0.03,20,0.727272727,0.5002,0.50011773,0.8496,0.629613161,0.8492,,,,,,,,
0.24,2,0.227272727,0.5615,0.544975867,0.7452,0.629551407,0.6222,,,,,,,,
0.1,7,0.727272727,0.5311,0.520313521,0.7966,0.629474516,0.7344,,,,,,,,
0.29,1,0.272727273,0.5313,0.520470896,0.7958,0.62933966,0.7332,,,,,,,,
0.2,8,0.113636364,0.636,0.641254674,0.6174,0.629101284,0.3454,,,,,,,,
0.03,16,0.340909091,0.5199,0.512526753,0.8142,0.629065904,0.7744,,,,,,,,
0.01,35,0.613636364,0.5045,0.502693643,0.8398,0.62892234,0.8308,,,,,,,,
0.15,8,0.136363636,0.5917,0.576403933,0.6918,0.628851923,0.5084,,,,,,,,
0.12,9,0.363636364,0.5663,0.549677806,0.7336,0.628458837,0.601,,,,,,,,
0.19,3,0.590909091,0.5542,0.538747498,0.7536,0.628314157,0.6452,,,,,,,,
0.15,7,0.318181818,0.5844,0.568306895,0.7022,0.628198247,0.5334,,,,,,,,
0.04,14,0.522727273,0.4937,0.496343587,0.8552,0.628130738,0.8678,,,,,,,,
0.08,13,0.454545455,0.5666,0.550045086,0.732,0.62811052,0.5988,,,,,,,,
0.27,3,0.068181818,0.6541,0.679227727,0.584,0.628024519,0.2758,,,,,,,,
0.05,17,0.545454545,0.531,0.520373291,0.7918,0.628013959,0.7298,,,,,,,,
0.13,4,0.522727273,0.5621,0.545898004,0.7386,0.627794305,0.6144,,,,,,,,
0.01,33,0.704545455,0.5116,0.507142857,0.8236,0.627743902,0.8004,,,,,,,,
0.05,29,0.477272727,0.552,0.536984353,0.755,0.627597672,0.651,,,,,,,,
0.04,12,0.818181818,0.5145,0.509027518,0.8176,0.627426905,0.7886,,,,,,,,
0.28,1,0.340909091,0.5273,0.517771124,0.7954,0.6272376,0.7408,,,,,,,,
0.13,3,0.886363636,0.5169,0.510616912,0.8128,0.62720889,0.779,,,,,,,,
0.01,21,0.772727273,0.5049,0.502962157,0.832,0.626930902,0.8222,,,,,,,,
0.03,17,0.431818182,0.5276,0.518015666,0.7936,0.62685624,0.7384,,,,,,,,
0.01,66,0.568181818,0.5479,0.533680214,0.759,0.626702997,0.6632,,,,,,,,
0.13,20,0.159090909,0.6096,0.600439883,0.6552,0.626625861,0.436,,,,,,,,
0.06,22,0.295454545,0.5926,0.578341794,0.6836,0.626581118,0.4984,,,,,,,,
0.11,24,0.159090909,0.647,0.66509434,0.5922,0.626534067,0.2982,,,,,,,,
0.18,2,0.590909091,0.5033,0.501988671,0.833,0.626457096,0.8264,,,,,,,,
0.01,49,0.863636364,0.5197,0.512539784,0.8052,0.626371062,0.7658,,,,,,,,
0.11,9,0.545454545,0.5599,0.544193596,0.7376,0.626305511,0.6178,,,,,,,,
0.1,5,0.863636364,0.5266,0.51734481,0.7934,0.626302494,0.7402,,,,,,,,
0.09,10,0.5,0.5453,0.531603181,0.762,0.626284211,0.6714,,,,,,,,
0.18,6,0.181818182,0.596,0.582701585,0.6764,0.626064421,0.4844,,,,,,,,
0.01,51,0.954545455,0.4885,0.493373286,0.8562,0.626014477,0.8792,,,,,,,,
0.07,12,0.613636364,0.5474,0.533370881,0.7576,0.626012229,0.6628,,,,,,,,
0.14,29,0.181818182,0.667,0.713883197,0.5574,0.626010782,0.2234,,,,,,,,
0.13,11,0.295454545,0.5728,0.556768559,0.714,0.625657203,0.5684,,,,,,,,
0.17,10,0.159090909,0.6027,0.591581951,0.6634,0.625436033,0.458,,,,,,,,
0.01,31,0.636363636,0.5177,0.511238095,0.8052,0.625398058,0.7698,,,,,,,,
0.3,6,0.068181818,0.6958,0.813983323,0.5076,0.625277162,0.116,,,,,,,,
0.03,29,0.522727273,0.5212,0.513635194,0.7986,0.625176139,0.7562,,,,,,,,
0.05,12,0.568181818,0.5339,0.522797579,0.7774,0.625170889,0.7096,,,,,,,,
0.04,15,0.636363636,0.5237,0.515375633,0.7944,0.625167231,0.747,,,,,,,,
0.15,3,0.931818182,0.5044,0.50267705,0.8262,0.625056741,0.8174,,,,,,,,
0.1,4,0.795454545,0.4944,0.49669967,0.8428,0.625037081,0.854,,,,,,,,
0.09,6,0.636363636,0.5209,0.513437058,0.7986,0.62502935,0.7568,,,,,,,,
0.06,11,0.568181818,0.5343,0.523116323,0.7762,0.625010065,0.7076,,,,,,,,
0.15,16,0.113636364,0.6132,0.606551205,0.6444,0.624903026,0.418,,,,,,,,
0.05,20,0.568181818,0.5394,0.527090209,0.7666,0.624674055,0.6878,,,,,,,,
0.02,37,0.522727273,0.524,0.51562907,0.7918,0.624546458,0.7438,,,,,,,,
0.15,13,0.159090909,0.5973,0.585007863,0.6696,0.624452112,0.475,,,,,,,,
0.04,17,0.454545455,0.5225,0.514585764,0.7938,0.62440022,0.7488,,,,,,,,
0.03,22,0.636363636,0.5099,0.506151361,0.8146,0.62435809,0.7948,,,,,,,,
0.02,89,0.409090909,0.5821,0.5670423,0.6944,0.624292008,0.5302,,,,,,,,
0.1,14,0.409090909,0.5728,0.557178762,0.7094,0.624142178,0.5638,,,,,,,,
0.07,13,0.613636364,0.5384,0.526388125,0.766,0.623981753,0.6892,,,,,,,,
0.17,3,0.590909091,0.5508,0.536567809,0.7454,0.623974552,0.6438,,,,,,,,
0.07,15,0.75,0.5233,0.515187068,0.7904,0.623786599,0.7438,,,,,,,,
0.03,33,0.454545455,0.5275,0.51821916,0.7822,0.623415956,0.7272,,,,,,,,
0.05,21,0.363636364,0.5365,0.524982888,0.767,0.623323852,0.694,,,,,,,,
0.01,34,0.886363636,0.5212,0.513755515,0.7918,0.623170156,0.7494,,,,,,,,
0.03,19,0.659090909,0.5117,0.507353865,0.8072,0.623079892,0.7838,,,,,,,,
0.2,2,0.681818182,0.5285,0.518987342,0.779,0.62295082,0.722,,,,,,,,
0.02,49,0.636363636,0.5316,0.521288063,0.7738,0.622927065,0.7106,,,,,,,,
0.11,4,0.795454545,0.5052,0.503202759,0.817,0.622808355,0.8066,,,,,,,,
0.15,14,0.204545455,0.5912,0.5781893,0.6744,0.622599705,0.492,,,,,,,,
0.03,31,0.522727273,0.527,0.517923526,0.7802,0.62256623,0.7262,,,,,,,,
0.1,19,0.204545455,0.5885,0.575038155,0.6782,0.62237313,0.5012,,,,,,,,
0.17,4,0.25,0.5837,0.569483646,0.686,0.622335117,0.5186,,,,,,,,
0.05,18,0.590909091,0.5264,0.517506631,0.7804,0.622328549,0.7276,,,,,,,,
0.17,5,0.159090909,0.5903,0.577245509,0.6748,0.622222222,0.4942,,,,,,,,
0.03,28,0.454545455,0.5222,0.514517395,0.7868,0.622173019,0.7424,,,,,,,,
0.14,6,0.340909091,0.5647,0.549608956,0.7168,0.622168215,0.5874,,,,,,,,
0.3,1,0.272727273,0.5288,0.519308126,0.7746,0.621769144,0.717,,,,,,,,
0.19,2,0.522727273,0.5276,0.518434411,0.7762,0.621656255,0.721,,,,,,,,
0.05,16,0.477272727,0.5491,0.535502531,0.7406,0.62156945,0.6424,,,,,,,,
0.01,54,0.363636364,0.5643,0.549362813,0.7156,0.621558239,0.587,,,,,,,,
0.11,11,0.363636364,0.5431,0.530467977,0.7504,0.621552224,0.6642,,,,,,,,
0.11,10,0.363636364,0.5599,0.545180269,0.7228,0.621549574,0.603,,,,,,,,
0.01,41,0.704545455,0.5038,0.502343365,0.8146,0.621452548,0.807,,,,,,,,
0.33,1,0.227272727,0.5301,0.520302172,0.7714,0.621445259,0.7112,,,,,,,,
0.09,12,0.363636364,0.5582,0.543628186,0.7252,0.621422451,0.6088,,,,,,,,
0.18,8,0.136363636,0.6079,0.600746965,0.6434,0.621342347,0.4276,,,,,,,,
0.06,10,0.613636364,0.4895,0.493806771,0.8372,0.6212065,0.8582,,,,,,,,
0.09,4,0.75,0.4776,0.487258248,0.8566,0.621174764,0.9014,,,,,,,,
0.05,13,0.568181818,0.5062,0.503858601,0.8096,0.621144698,0.7972,,,,,,,,
0.08,5,0.659090909,0.5118,0.507483511,0.8002,0.62108041,0.7766,,,,,,,,
0.1,24,0.272727273,0.5848,0.571188717,0.6804,0.621029573,0.5108,,,,,,,,
0.4,7,0.022727273,0.7117,0.906022248,0.4724,0.621006967,0.049,,,,,,,,
0.02,27,0.659090909,0.5114,0.507235339,0.7992,0.62059326,0.7764,,,,,,,,
0.02,17,0.386363636,0.5148,0.509501798,0.7936,0.620581795,0.764,,,,,,,,
0.02,31,0.659090909,0.5121,0.50769818,0.798,0.620577028,0.7738,,,,,,,,
0.05,19,0.681818182,0.5194,0.512653274,0.786,0.620558977,0.7472,,,,,,,,
0.53,1,0,0.7075,0.883265608,0.4782,0.620474893,0.0632,,,,,,,,
0.31,1,0.272727273,0.5307,0.520847481,0.767,0.620399579,0.7056,,,,,,,,
0.05,26,0.272727273,0.5473,0.534161491,0.7396,0.620313679,0.645,,,,,,,,
0.02,45,0.340909091,0.5312,0.52124183,0.7656,0.62022035,0.7032,,,,,,,,
0.05,24,0.704545455,0.5437,0.531156424,0.745,0.620161492,0.6576,,,,,,,,
0.01,47,0.545454545,0.4985,0.499085477,0.8186,0.620104538,0.8216,,,,,,,,
0.12,11,0.340909091,0.5624,0.547867444,0.7142,0.620072929,0.5894,,,,,,,,
0.14,3,0.636363636,0.5287,0.519378798,0.7692,0.620072551,0.7118,,,,,,,,
0.13,16,0.113636364,0.6377,0.651819184,0.5912,0.620031463,0.3158,,,,,,,,
0.04,82,0.204545455,0.6018,0.592917123,0.6496,0.619965642,0.446,,,,,,,,
0.04,18,0.568181818,0.5318,0.521727248,0.7636,0.619905829,0.7,,,,,,,,
0.12,4,0.727272727,0.5304,0.520669024,0.7658,0.619880201,0.705,,,,,,,,
0.02,61,0.272727273,0.5545,0.54055663,0.7264,0.61984811,0.6174,,,,,,,,
0.03,24,0.681818182,0.5172,0.511168831,0.7872,0.61984252,0.7528,,,,,,,,
0.04,38,0.295454545,0.5829,0.569418858,0.68,0.619815878,0.5142,,,,,,,,
0.01,72,0.477272727,0.5395,0.527773871,0.7506,0.619767154,0.6716,,,,,,,,
0.02,40,0.636363636,0.5281,0.518989053,0.768,0.619404791,0.7118,,,,,,,,
0.19,7,0.068181818,0.6311,0.639735664,0.6002,0.61933753,0.338,,,,,,,,
0.04,52,0.431818182,0.568,0.553560176,0.7028,0.619316179,0.5668,,,,,,,,
0.03,41,0.613636364,0.5316,0.521631982,0.762,0.619310793,0.6988,,,,,,,,
0.11,8,0.318181818,0.5446,0.532031026,0.7408,0.619294432,0.6516,,,,,,,,
0.09,5,0.454545455,0.5391,0.527523582,0.7494,0.619185326,0.6712,,,,,,,,
0.01,62,0.477272727,0.5526,0.538974511,0.7274,0.61916922,0.6222,,,,,,,,
0.07,8,0.5,0.5222,0.51470978,0.7768,0.619161486,0.7324,,,,,,,,
0.13,9,0.25,0.5617,0.547410481,0.7124,0.619101417,0.589,,,,,,,,
0.17,17,0,0.6696,0.730811105,0.537,0.619091538,0.1978,,,,,,,,
0.08,6,0.340909091,0.5295,0.520081688,0.764,0.618874038,0.705,,,,,,,,
0.02,85,0.636363636,0.5205,0.513520644,0.7786,0.618869724,0.7376,,,,,,,,
0.01,50,0.454545455,0.5002,0.500123274,0.8114,0.618822453,0.811,,,,,,,,
0.05,15,0.522727273,0.5302,0.520617149,0.7626,0.6187926,0.7022,,,,,,,,
0.14,8,0.295454545,0.5748,0.560773481,0.6902,0.618791465,0.5406,,,,,,,,
0.08,10,0.386363636,0.5318,0.521846661,0.7596,0.618667535,0.696,,,,,,,,
0.02,68,0.363636364,0.552,0.538529935,0.7268,0.618658495,0.6228,,,,,,,,
0.32,1,0.204545455,0.5288,0.519613184,0.763,0.618214228,0.7054,,,,,,,,
0.01,43,0.659090909,0.5085,0.505399568,0.7956,0.618133789,0.7786,,,,,,,,
0.16,4,0.272727273,0.5592,0.545259939,0.7132,0.618024263,0.5948,,,,,,,,
0.12,8,0.340909091,0.5751,0.561406378,0.6866,0.617723797,0.5364,,,,,,,,
0.04,20,0.568181818,0.5305,0.52095068,0.7584,0.617639873,0.6974,,,,,,,,
0.02,46,0.431818182,0.5274,0.51861413,0.7634,0.61763754,0.7086,,,,,,,,
0.02,28,0.318181818,0.518,0.511835876,0.7784,0.61758172,0.7424,,,,,,,,
0.03,25,0.568181818,0.5126,0.508135331,0.787,0.617545512,0.7618,,,,,,,,
0.01,52,0.477272727,0.4908,0.494463168,0.8216,0.617373009,0.84,,,,,,,,
0.09,14,0.659090909,0.5522,0.538943599,0.7224,0.617330371,0.618,,,,,,,,
0.07,5,0.454545455,0.5252,0.517013233,0.7658,0.61728196,0.7154,,,,,,,,
0.14,9,0.340909091,0.5542,0.540850166,0.7176,0.61681279,0.6092,,,,,,,,
0.04,29,0.318181818,0.519,0.512579449,0.7742,0.616794136,0.7362,,,,,,,,
0.01,42,0.522727273,0.4931,0.495806491,0.8158,0.616768731,0.8296,,,,,,,,
0.04,31,0.545454545,0.5208,0.513859275,0.7712,0.616762636,0.7296,,,,,,,,
0.06,6,0.363636364,0.5173,0.511389072,0.7768,0.61675268,0.7422,,,,,,,,
0.15,10,0.25,0.5661,0.552286031,0.6982,0.616729971,0.566,,,,,,,,
0.13,5,0.295454545,0.564,0.550251256,0.7008,0.616467277,0.5728,,,,,,,,
0.08,11,0.590909091,0.5168,0.511061364,0.7762,0.616325234,0.7426,,,,,,,,
0.06,25,0.5,0.5282,0.519325658,0.7578,0.616297983,0.7014,,,,,,,,
0.06,60,0.159090909,0.6005,0.592866383,0.6416,0.616271252,0.4406,,,,,,,,
0.16,6,0.136363636,0.5717,0.558207501,0.6876,0.616184246,0.5442,,,,,,,,
0.01,75,0.659090909,0.5684,0.554790131,0.6926,0.616082548,0.5558,,,,,,,,
0.04,68,0.159090909,0.5918,0.581643543,0.654,0.615703257,0.4704,,,,,,,,
0.06,14,0.545454545,0.5169,0.511161009,0.774,0.615702808,0.7402,,,,,,,,
0.09,8,0.363636364,0.5187,0.512431857,0.7708,0.615605782,0.7334,,,,,,,,
0.08,7,0.363636364,0.525,0.516992931,0.7606,0.615571382,0.7106,,,,,,,,
0.03,59,0.568181818,0.5632,0.549716803,0.6988,0.61535752,0.5724,,,,,,,,
0.09,25,0.295454545,0.6188,0.620977597,0.6098,0.615338042,0.3722,,,,,,,,
0.1,9,0.454545455,0.5449,0.532864881,0.728,0.615332601,0.6382,,,,,,,,
0.06,15,0.704545455,0.5195,0.513015619,0.7686,0.615323033,0.7296,,,,,,,,
0.06,21,0.431818182,0.5261,0.517840055,0.7576,0.615184734,0.7054,,,,,,,,
0.02,22,0.340909091,0.5137,0.508981251,0.7764,0.614872891,0.749,,,,,,,,
0.12,12,0.204545455,0.5715,0.558424579,0.6834,0.614623617,0.5404,,,,,,,,
0.04,84,0.454545455,0.6024,0.596313017,0.634,0.614579294,0.4292,,,,,,,,
0.02,87,0.204545455,0.5839,0.572389991,0.6634,0.61454377,0.4956,,,,,,,,
0.06,5,0.340909091,0.5248,0.516921397,0.7576,0.614536016,0.708,,,,,,,,
0.65,1,0,0.7042,0.882110778,0.4714,0.614442127,0.063,,,,,,,,
0.4,12,0,0.7148,0.948247078,0.4544,0.614386155,0.0248,,,,,,,,
0.22,6,0.159090909,0.6495,0.682807532,0.5584,0.614369017,0.2594,,,,,,,,
0.33,6,0,0.7041,0.882066642,0.4712,0.614261504,0.063,,,,,,,,
0.08,19,0.409090909,0.5478,0.535554894,0.72,0.614229654,0.6244,,,,,,,,
0.1,10,0.431818182,0.5244,0.516657564,0.7568,0.614086336,0.708,,,,,,,,
0.35,1,0.181818182,0.5318,0.522293887,0.745,0.61407847,0.6814,,,,,,,,
0.07,42,0.25,0.5935,0.584493042,0.6468,0.614070066,0.4598,,,,,,,,
0.19,6,0.113636364,0.6118,0.610517991,0.6176,0.614038576,0.394,,,,,,,,
0.12,7,0.318181818,0.5564,0.543451464,0.7054,0.613925152,0.5926,,,,,,,,
0.1,11,0.477272727,0.5096,0.506233766,0.7796,0.613858268,0.7604,,,,,,,,
0.04,21,0.568181818,0.502,0.501266464,0.7916,0.613833747,0.7876,,,,,,,,
0.12,23,0,0.6366,0.654875283,0.5776,0.61381509,0.3044,,,,,,,,
0.09,13,0.477272727,0.5374,0.52679851,0.7352,0.613791952,0.6604,,,,,,,,
0.27,2,0.159090909,0.565,0.551916933,0.691,0.613676732,0.561,,,,,,,,
0.26,7,0.022727273,0.6959,0.841170324,0.483,0.613645026,0.0912,,,,,,,,
0.05,25,0.295454545,0.5335,0.523688304,0.7406,0.613536575,0.6736,,,,,,,,
0.02,42,0.5,0.5274,0.518954068,0.7502,0.613509977,0.6954,,,,,,,,
0.08,17,0.318181818,0.5437,0.532127628,0.7238,0.613337853,0.6364,,,,,,,,
0.03,23,0.613636364,0.5026,0.501653523,0.7888,0.613279428,0.7836,,,,,,,,
0.01,57,0.704545455,0.5071,0.504583602,0.7816,0.613260102,0.7674,,,,,,,,
0.13,7,0.340909091,0.5448,0.533096927,0.7216,0.613188307,0.632,,,,,,,,
0.04,23,0.272727273,0.5279,0.51936693,0.7482,0.613127919,0.6924,,,,,,,,
0.08,12,0.454545455,0.5377,0.527126205,0.7326,0.613105699,0.6572,,,,,,,,
0.02,35,0.590909091,0.5011,0.50069682,0.7904,0.613045839,0.7882,,,,,,,,
0.07,14,0.386363636,0.5338,0.52399205,0.7382,0.612919296,0.6706,,,,,,,,
0.38,1,0.159090909,0.594,0.585735133,0.6422,0.612669338,0.4542,,,,,,,,
0.01,65,0.75,0.5577,0.544958703,0.6994,0.612595253,0.584,,,,,,,,
0.14,12,0.204545455,0.5735,0.561158263,0.6744,0.612589699,0.5274,,,,,,,,
0.11,7,0.272727273,0.5396,0.528770706,0.7278,0.612523144,0.6486,,,,,,,,
0.11,29,0.181818182,0.6232,0.630453198,0.5954,0.612425427,0.349,,,,,,,,
0.02,44,0.636363636,0.5053,0.503415389,0.7812,0.612273689,0.7706,,,,,,,,
0.18,4,0.136363636,0.5714,0.559027778,0.6762,0.612056481,0.5334,,,,,,,,
0.14,10,0.272727273,0.5531,0.540752111,0.7046,0.611897525,0.5984,,,,,,,,
0.06,12,0.409090909,0.529,0.520336606,0.742,0.611706513,0.684,,,,,,,,
0.13,8,0.431818182,0.5406,0.529721816,0.7236,0.611665258,0.6424,,,,,,,,
0.18,3,0.25,0.5534,0.541076923,0.7034,0.611652174,0.5966,,,,,,,,
0.43,9,0,0.7077,0.911287129,0.4602,0.611561462,0.0448,,,,,,,,
0.02,60,0.704545455,0.5034,0.502184528,0.7816,0.611484901,0.7748,,,,,,,,
0.15,6,0.204545455,0.5645,0.551940731,0.6854,0.611472924,0.5564,,,,,,,,
0.04,26,0.727272727,0.5218,0.514915161,0.7526,0.611472213,0.709,,,,,,,,
0.03,18,0.454545455,0.514,0.509325873,0.7646,0.611386534,0.7366,,,,,,,,
0.08,15,0.386363636,0.5316,0.522404991,0.7368,0.611350813,0.6736,,,,,,,,
0.03,26,0.431818182,0.5115,0.507606826,0.7674,0.611035911,0.7444,,,,,,,,
0.12,27,0.204545455,0.6202,0.626154492,0.5966,0.611020074,0.3562,,,,,,,,
0.49,5,0.068181818,0.7075,0.91186979,0.4594,0.610985503,0.0444,,,,,,,,
0.01,87,0.454545455,0.5651,0.552746719,0.6822,0.61068839,0.552,,,,,,,,
0.04,69,0.227272727,0.5661,0.553818596,0.6802,0.610537654,0.548,,,,,,,,
0.02,51,0.454545455,0.5204,0.513945857,0.7518,0.610524606,0.711,,,,,,,,
0.04,60,0.272727273,0.5517,0.539714242,0.7026,0.610478756,0.5992,,,,,,,,
0.02,65,0.636363636,0.5154,0.510349462,0.7594,0.610450161,0.7286,,,,,,,,
0.02,48,0.545454545,0.5248,0.517227008,0.7446,0.610427939,0.695,,,,,,,,
0.06,13,0.363636364,0.5152,0.510209565,0.7596,0.610414658,0.7292,,,,,,,,
0.1,15,0.386363636,0.5448,0.533522897,0.713,0.610340695,0.6234,,,,,,,,
0.02,30,0.636363636,0.5134,0.50895004,0.762,0.610283518,0.7352,,,,,,,,
0.05,23,0.363636364,0.5185,0.512579899,0.7538,0.610216142,0.7168,,,,,,,,
0.07,66,0.090909091,0.6184,0.623590814,0.5974,0.610214505,0.3606,,,,,,,,
0.04,49,0.204545455,0.5682,0.556122449,0.6758,0.610148068,0.5394,,,,,,,,
0.13,12,0.227272727,0.5688,0.556765677,0.6748,0.610126582,0.5372,,,,,,,,
0.03,39,0.318181818,0.5439,0.532795458,0.7132,0.609937569,0.6254,,,,,,,,
0.04,19,0.772727273,0.5113,0.507506311,0.764,0.609882653,0.7414,,,,,,,,
0.01,36,0.386363636,0.5033,0.502134265,0.7764,0.609849973,0.7698,,,,,,,,
0.09,27,0.227272727,0.5566,0.544524858,0.6922,0.609545615,0.579,,,,,,,,
0.23,6,0,0.6766,0.769043266,0.5048,0.60951461,0.1516,,,,,,,,
0.02,38,0.409090909,0.5159,0.510756325,0.755,0.609313211,0.7232,,,,,,,,
0.07,18,0.295454545,0.5391,0.528779626,0.7184,0.609174934,0.6402,,,,,,,,
0.01,39,0.363636364,0.506,0.50392773,0.7698,0.609115366,0.7578,,,,,,,,
0.1,12,0.272727273,0.5507,0.539042045,0.7,0.609066388,0.5986,,,,,,,,
