self_radius,self_count,uc,accuracy,precision,recall,f1,far
0.45,83,0,0.5,0,0,0,0
0.45,87,0,0.5,0,0,0,0
0.45,90,0,0.5,0,0,0,0
0.45,92,0,0.5,0,0,0,0
0.45,94,0,0.5,0,0,0,0
0.45,98,0,0.5,0,0,0,0
0.45,99,0,0.5,0,0,0,0
0.46,62,0,0.5,0,0,0,0
0.46,72,0,0.5,0,0,0,0
0.46,78,0,0.5,0,0,0,0
0.46,79,0,0.5,0,0,0,0
0.46,82,0,0.5,0,0,0,0
0.46,86,0,0.5,0,0,0,0
0.46,87,0,0.5,0,0,0,0
0.46,89,0,0.5,0,0,0,0
0.46,91,0,0.5,0,0,0,0
0.47,32,0,0.5,0,0,0,0
0.47,36,0,0.5,0,0,0,0
0.47,64,0,0.5,0,0,0,0
0.47,65,0,0.5,0,0,0,0
0.47,72,0,0.5,0,0,0,0
0.47,73,0,0.5,0,0,0,0
0.47,78,0,0.5,0,0,0,0
0.47,79,0,0.5,0,0,0,0
0.47,84,0,0.5,0,0,0,0
0.47,86,0,0.5,0,0,0,0
0.47,88,0,0.5,0,0,0,0
0.47,91,0,0.5,0,0,0,0
0.47,97,0,0.5,0,0,0,0
0.47,99,0,0.5,0,0,0,0
0.47,100,0,0.5,0,0,0,0
0.48,29,0,0.5,0,0,0,0
0.48,33,0,0.4995,0,0,0,0.001
0.48,44,0,0.5,0,0,0,0
0.48,48,0,0.5,0,0,0,0
0.48,50,0,0.5,0,0,0,0
0.48,51,0,0.4999,0,0,0,0.0002
0.48,58,0,0.5,0,0,0,0
0.48,59,0,0.5,0,0,0,0
0.48,60,0,0.5,0,0,0,0
0.48,62,0,0.5,0,0,0,0
0.48,63,0,0.5,0,0,0,0
0.48,70,0,0.5,0,0,0,0
0.48,73,0,0.5,0,0,0,0
0.48,76,0,0.5,0,0,0,0
0.48,81,0,0.5,0,0,0,0
0.48,85,0,0.5,0,0,0,0
0.48,87,0,0.5,0,0,0,0
0.48,89,0,0.5,0,0,0,0
0.48,90,0,0.5,0,0,0,0
0.48,91,0,0.5,0,0,0,0
0.48,94,0,0.5,0,0,0,0
0.48,95,0,0.5,0,0,0,0
0.48,96,0,0.5,0,0,0,0
0.48,97,0,0.5,0,0,0,0
0.49,16,0,0.5,0,0,0,0
0.49,27,0,0.5,0,0,0,0
0.49,30,0,0.5,0,0,0,0
0.49,35,0,0.5,0,0,0,0
0.49,49,0,0.5,0,0,0,0
0.49,50,0,0.5,0,0,0,0
0.49,55,0,0.5,0,0,0,0
0.49,60,0,0.5,0,0,0,0
0.49,65,0,0.5,0,0,0,0
0.49,70,0,0.5,0,0,0,0
0.49,72,0,0.5,0,0,0,0
0.49,73,0,0.5,0,0,0,0
0.49,74,0,0.5,0,0,0,0
0.49,75,0,0.5,0,0,0,0
0.49,76,0,0.5,0,0,0,0
0.49,77,0,0.5,0,0,0,0
0.49,81,0,0.5,0,0,0,0
0.49,82,0,0.5,0,0,0,0
0.49,83,0,0.5,0,0,0,0
0.49,84,0,0.5,0,0,0,0
0.49,87,0,0.5,0,0,0,0
0.49,88,0,0.5,0,0,0,0
0.49,90,0,0.5,0,0,0,0
0.49,93,0,0.5,0,0,0,0
0.49,94,0,0.5,0,0,0,0
0.49,95,0,0.5,0,0,0,0
0.49,96,0,0.5,0,0,0,0
0.49,97,0,0.5,0,0,0,0
0.49,98,0,0.5,0,0,0,0
0.49,100,0,0.5,0,0,0,0
0.5,24,0,0.5,0,0,0,0
0.5,28,0,0.5,0,0,0,0
0.5,30,0,0.5,0,0,0,0
0.5,31,0,0.5,0,0,0,0
0.5,34,0,0.5,0,0,0,0
0.5,37,0,0.5,0,0,0,0
0.5,39,0,0.5,0,0,0,0
0.5,41,0,0.5,0,0,0,0
0.5,44,0,0.5,0,0,0,0
0.5,56,0,0.5,0,0,0,0
0.5,62,0,0.5,0,0,0,0
0.5,65,0,0.5,0,0,0,0
0.5,67,0,0.5,0,0,0,0
0.5,68,0,0.5,0,0,0,0
0.5,69,0,0.5,0,0,0,0
0.5,72,0,0.5,0,0,0,0
0.5,73,0,0.5,0,0,0,0
0.5,76,0,0.5,0,0,0,0
0.5,78,0,0.5,0,0,0,0
0.5,79,0,0.5,0,0,0,0
0.5,81,0,0.5,0,0,0,0
0.5,83,0,0.5,0,0,0,0
0.5,84,0,0.5,0,0,0,0
0.5,88,0,0.5,0,0,0,0
0.5,89,0,0.5,0,0,0,0
0.5,90,0,0.5,0,0,0,0
0.5,93,0,0.5,0,0,0,0
0.5,95,0,0.5,0,0,0,0
0.5,98,0,0.5,0,0,0,0
0.5,99,0,0.5,0,0,0,0
0.51,20,0,0.5,0,0,0,0
0.51,30,0,0.5,0,0,0,0
0.51,32,0,0.5,0,0,0,0
0.51,33,0,0.5,0,0,0,0
0.51,35,0,0.5,0,0,0,0
0.51,36,0,0.5,0,0,0,0
0.51,38,0,0.5,0,0,0,0
0.51,39,0,0.5,0,0,0,0
0.51,42,0,0.5,0,0,0,0
0.51,50,0,0.5,0,0,0,0
0.51,51,0,0.5,0,0,0,0
0.51,52,0,0.5,0,0,0,0
0.51,54,0,0.5,0,0,0,0
0.51,56,0,0.5,0,0,0,0
0.51,61,0,0.5,0,0,0,0
0.51,65,0,0.5,0,0,0,0
0.51,67,0,0.5,0,0,0,0
0.51,68,0,0.5,0,0,0,0
0.51,70,0,0.5,0,0,0,0
0.51,73,0,0.5,0,0,0,0
0.51,74,0,0.5,0,0,0,0
0.51,77,0,0.5,0,0,0,0
0.51,78,0,0.5,0,0,0,0
0.51,79,0,0.5,0,0,0,0
0.51,80,0,0.5,0,0,0,0
0.51,82,0,0.5,0,0,0,0
0.51,83,0,0.5,0,0,0,0
0.51,84,0,0.5,0,0,0,0
0.51,85,0,0.5,0,0,0,0
0.51,86,0,0.5,0,0,0,0
0.51,89,0,0.5,0,0,0,0
0.51,93,0,0.5,0,0,0,0
0.51,94,0,0.5,0,0,0,0
0.51,95,0,0.5,0,0,0,0
0.51,96,0,0.5,0,0,0,0
0.51,100,0,0.5,0,0,0,0
0.52,18,0,0.5,0,0,0,0
0.52,23,0,0.5,0,0,0,0
0.52,25,0,0.5,0,0,0,0
0.52,31,0,0.5,0,0,0,0
0.52,34,0,0.5,0,0,0,0
0.52,35,0,0.5,0,0,0,0
0.52,41,0,0.5,0,0,0,0
0.52,43,0,0.5,0,0,0,0
0.52,45,0,0.5,0,0,0,0
0.52,47,0,0.5,0,0,0,0
0.52,48,0,0.5,0,0,0,0
0.52,51,0,0.5,0,0,0,0
0.52,52,0,0.5,0,0,0,0
0.52,53,0,0.5,0,0,0,0
0.52,55,0,0.5,0,0,0,0
0.52,56,0,0.5,0,0,0,0
0.52,61,0,0.5,0,0,0,0
0.52,68,0,0.5,0,0,0,0
0.52,69,0,0.5,0,0,0,0
0.52,74,0,0.5,0,0,0,0
0.52,76,0,0.5,0,0,0,0
0.52,78,0,0.5,0,0,0,0
0.52,80,0,0.5,0,0,0,0
0.52,81,0,0.5,0,0,0,0
0.52,82,0,0.5,0,0,0,0
0.52,83,0,0.5,0,0,0,0
0.52,84,0,0.5,0,0,0,0
0.52,85,0,0.5,0,0,0,0
0.52,86,0,0.5,0,0,0,0
0.52,87,0,0.5,0,0,0,0
0.52,88,0,0.5,0,0,0,0
0.52,89,0,0.5,0,0,0,0
0.52,91,0,0.5,0,0,0,0
0.52,93,0,0.5,0,0,0,0
0.52,94,0,0.5,0,0,0,0
0.52,95,0,0.5,0,0,0,0
0.52,97,0,0.5,0,0,0,0
0.52,98,0,0.5,0,0,0,0
0.52,100,0,0.5,0,0,0,0
0.53,16,0,0.4998,0,0,0,0.0004
0.53,19,0,0.5,0,0,0,0
0.53,20,0,0.5,0,0,0,0
0.53,26,0,0.5,0,0,0,0
0.53,27,0,0.5,0,0,0,0
0.53,29,0,0.5,0,0,0,0
0.53,31,0,0.5,0,0,0,0
0.53,32,0,0.5,0,0,0,0
0.53,34,0,0.5,0,0,0,0
0.53,35,0,0.5,0,0,0,0
0.53,36,0,0.5,0,0,0,0
0.53,37,0,0.5,0,0,0,0
0.53,38,0,0.5,0,0,0,0
0.53,39,0,0.5,0,0,0,0
0.53,41,0,0.5,0,0,0,0
0.53,42,0,0.5,0,0,0,0
0.53,43,0,0.5,0,0,0,0
0.53,44,0,0.5,0,0,0,0
0.53,45,0,0.5,0,0,0,0
0.53,47,0,0.4995,0,0,0,0.001
0.53,49,0,0.5,0,0,0,0
0.53,50,0,0.5,0,0,0,0
0.53,52,0,0.5,0,0,0,0
0.53,53,0,0.5,0,0,0,0
0.53,55,0,0.5,0,0,0,0
0.53,59,0,0.5,0,0,0,0
0.53,60,0,0.5,0,0,0,0
0.53,61,0,0.5,0,0,0,0
0.53,62,0,0.5,0,0,0,0
0.53,63,0,0.5,0,0,0,0
0.53,65,0,0.5,0,0,0,0
0.53,66,0,0.5,0,0,0,0
0.53,67,0,0.5,0,0,0,0
0.53,68,0,0.5,0,0,0,0
0.53,69,0,0.5,0,0,0,0
0.53,71,0,0.5,0,0,0,0
0.53,72,0,0.5,0,0,0,0
0.53,73,0,0.5,0,0,0,0
0.53,74,0,0.5,0,0,0,0
0.53,75,0,0.5,0,0,0,0
0.53,76,0,0.5,0,0,0,0
0.53,78,0,0.5,0,0,0,0
0.53,79,0,0.5,0,0,0,0
0.53,81,0,0.5,0,0,0,0
0.53,82,0,0.5,0,0,0,0
0.53,83,0,0.5,0,0,0,0
0.53,84,0,0.5,0,0,0,0
0.53,85,0,0.5,0,0,0,0
0.53,86,0,0.5,0,0,0,0
0.53,87,0,0.5,0,0,0,0
0.53,89,0,0.5,0,0,0,0
0.53,90,0,0.5,0,0,0,0
0.53,91,0,0.5,0,0,0,0
0.53,92,0,0.5,0,0,0,0
0.53,93,0,0.5,0,0,0,0
0.53,94,0,0.5,0,0,0,0
0.53,95,0,0.5,0,0,0,0
0.53,96,0,0.5,0,0,0,0
0.53,97,0,0.5,0,0,0,0
0.53,98,0,0.5,0,0,0,0
0.53,99,0,0.5,0,0,0,0
0.54,9,0,0.5,0,0,0,0
0.54,17,0,0.5,0,0,0,0
0.54,20,0,0.5,0,0,0,0
0.54,23,0,0.5,0,0,0,0
0.54,25,0,0.5,0,0,0,0
0.54,26,0,0.5,0,0,0,0
0.54,28,0,0.5,0,0,0,0
0.54,31,0,0.5,0,0,0,0
0.54,32,0,0.5,0,0,0,0
0.54,33,0,0.5,0,0,0,0
0.54,34,0,0.5,0,0,0,0
0.54,35,0,0.5,0,0,0,0
0.54,36,0,0.5,0,0,0,0
0.54,38,0,0.5,0,0,0,0
0.54,41,0,0.5,0,0,0,0
0.54,44,0,0.5,0,0,0,0
0.54,46,0,0.5,0,0,0,0
0.54,48,0,0.5,0,0,0,0
0.54,49,0,0.4995,0,0,0,0.001
0.54,50,0,0.5,0,0,0,0
0.54,51,0,0.5,0,0,0,0
0.54,53,0,0.5,0,0,0,0
0.54,55,0,0.5,0,0,0,0
0.54,56,0,0.5,0,0,0,0
0.54,59,0,0.5,0,0,0,0
0.54,60,0,0.5,0,0,0,0
0.54,61,0,0.5,0,0,0,0
0.54,62,0,0.5,0,0,0,0
0.54,63,0,0.5,0,0,0,0
0.54,65,0,0.5,0,0,0,0
0.54,67,0,0.5,0,0,0,0
0.54,68,0,0.5,0,0,0,0
0.54,69,0,0.5,0,0,0,0
0.54,71,0,0.5,0,0,0,0
0.54,73,0,0.5,0,0,0,0
0.54,74,0,0.5,0,0,0,0
0.54,75,0,0.5,0,0,0,0
0.54,76,0,0.5,0,0,0,0
0.54,77,0,0.5,0,0,0,0
0.54,78,0,0.5,0,0,0,0
0.54,79,0,0.5,0,0,0,0
0.54,80,0,0.5,0,0,0,0
0.54,81,0,0.5,0,0,0,0
0.54,82,0,0.5,0,0,0,0
0.54,83,0,0.5,0,0,0,0
0.54,84,0,0.5,0,0,0,0
0.54,85,0,0.5,0,0,0,0
0.54,86,0,0.5,0,0,0,0
0.54,88,0,0.5,0,0,0,0
0.54,89,0,0.5,0,0,0,0
0.54,90,0,0.5,0,0,0,0
0.54,91,0,0.5,0,0,0,0
0.54,93,0,0.5,0,0,0,0
0.54,94,0,0.5,0,0,0,0
0.54,96,0,0.5,0,0,0,0
0.54,97,0,0.5,0,0,0,0
0.54,98,0,0.5,0,0,0,0
0.54,99,0,0.5,0,0,0,0
0.54,100,0,0.5,0,0,0,0
0.55,10,0,0.5,0,0,0,0
0.55,16,0,0.5,0,0,0,0
0.55,19,0,0.5,0,0,0,0
0.55,22,0,0.5,0,0,0,0
0.55,24,0,0.5,0,0,0,0
0.55,25,0,0.5,0,0,0,0
0.55,29,0,0.5,0,0,0,0
0.55,31,0,0.5,0,0,0,0
0.55,32,0,0.5,0,0,0,0
0.55,33,0,0.5,0,0,0,0
0.55,35,0,0.5,0,0,0,0
0.55,38,0,0.5,0,0,0,0
0.55,40,0,0.5,0,0,0,0
0.55,45,0,0.5,0,0,0,0
0.55,46,0,0.5,0,0,0,0
0.55,47,0,0.5,0,0,0,0
0.55,48,0,0.5,0,0,0,0
0.55,49,0,0.5,0,0,0,0
0.55,50,0,0.5,0,0,0,0
0.55,51,0,0.5,0,0,0,0
0.55,52,0,0.5,0,0,0,0
0.55,53,0,0.5,0,0,0,0
0.55,57,0,0.5,0,0,0,0
0.55,58,0,0.5,0,0,0,0
0.55,59,0,0.5,0,0,0,0
0.55,62,0,0.5,0,0,0,0
0.55,63,0,0.5,0,0,0,0
0.55,64,0,0.5,0,0,0,0
0.55,67,0,0.5,0,0,0,0
0.55,68,0,0.5,0,0,0,0
0.55,70,0,0.5,0,0,0,0
0.55,73,0,0.5,0,0,0,0
0.55,75,0,0.5,0,0,0,0
0.55,76,0,0.5,0,0,0,0
0.55,78,0,0.5,0,0,0,0
0.55,79,0,0.5,0,0,0,0
0.55,80,0,0.5,0,0,0,0
0.55,81,0,0.5,0,0,0,0
0.55,82,0,0.5,0,0,0,0
0.55,83,0,0.5,0,0,0,0
0.55,84,0,0.5,0,0,0,0
0.55,85,0,0.5,0,0,0,0
0.55,86,0,0.5,0,0,0,0
0.55,87,0,0.5,0,0,0,0
0.55,88,0,0.5,0,0,0,0
0.55,89,0,0.5,0,0,0,0
0.55,91,0,0.5,0,0,0,0
0.55,92,0,0.5,0,0,0,0
0.55,93,0,0.5,0,0,0,0
0.55,94,0,0.5,0,0,0,0
0.55,96,0,0.5,0,0,0,0
0.55,97,0,0.5,0,0,0,0
0.55,98,0,0.5,0,0,0,0
0.55,99,0,0.5,0,0,0,0
0.56,9,0,0.5,0,0,0,0
0.56,11,0,0.5,0,0,0,0
0.56,17,0,0.5,0,0,0,0
0.56,18,0,0.5,0,0,0,0
0.56,19,0,0.5,0,0,0,0
0.56,21,0,0.5,0,0,0,0
0.56,22,0,0.5,0,0,0,0
0.56,24,0,0.5,0,0,0,0
0.56,27,0,0.5,0,0,0,0
0.56,28,0,0.5,0,0,0,0
0.56,29,0,0.5,0,0,0,0
0.56,31,0,0.5,0,0,0,0
0.56,34,0,0.5,0,0,0,0
0.56,35,0,0.5,0,0,0,0
0.56,36,0,0.5,0,0,0,0
0.56,38,0,0.5,0,0,0,0
0.56,39,0,0.5,0,0,0,0
0.56,40,0,0.5,0,0,0,0
0.56,42,0,0.5,0,0,0,0
0.56,48,0,0.5,0,0,0,0
0.56,50,0,0.5,0,0,0,0
0.56,51,0,0.5,0,0,0,0
0.56,52,0,0.5,0,0,0,0
0.56,53,0,0.5,0,0,0,0
0.56,54,0,0.5,0,0,0,0
0.56,56,0,0.5,0,0,0,0
0.56,57,0,0.5,0,0,0,0
0.56,61,0,0.5,0,0,0,0
0.56,64,0,0.5,0,0,0,0
0.56,65,0,0.5,0,0,0,0
0.56,67,0,0.5,0,0,0,0
0.56,71,0,0.5,0,0,0,0
0.56,72,0,0.5,0,0,0,0
0.56,73,0,0.5,0,0,0,0
0.56,74,0,0.5,0,0,0,0
0.56,75,0,0.5,0,0,0,0
0.56,76,0,0.5,0,0,0,0
0.56,77,0,0.5,0,0,0,0
0.56,78,0,0.5,0,0,0,0
0.56,79,0,0.5,0,0,0,0
0.56,80,0,0.5,0,0,0,0
0.56,81,0,0.5,0,0,0,0
0.56,83,0,0.5,0,0,0,0
0.56,85,0,0.5,0,0,0,0
0.56,86,0,0.5,0,0,0,0
0.56,87,0,0.5,0,0,0,0
0.56,88,0,0.5,0,0,0,0
0.56,89,0,0.5,0,0,0,0
0.56,90,0,0.5,0,0,0,0
0.56,91,0,0.5,0,0,0,0
0.56,92,0,0.5,0,0,0,0
0.56,93,0,0.5,0,0,0,0
0.56,94,0,0.5,0,0,0,0
0.56,95,0,0.5,0,0,0,0
0.56,96,0,0.5,0,0,0,0
0.56,97,0,0.5,0,0,0,0
0.56,100,0,0.5,0,0,0,0
0.57,13,0,0.5,0,0,0,0
0.57,14,0,0.5,0,0,0,0
0.57,15,0,0.5,0,0,0,0
0.57,16,0,0.5,0,0,0,0
0.57,17,0,0.5,0,0,0,0
0.57,19,0,0.5,0,0,0,0
0.57,20,0,0.5,0,0,0,0
0.57,21,0,0.5,0,0,0,0
0.57,22,0,0.5,0,0,0,0
0.57,23,0,0.5,0,0,0,0
0.57,24,0,0.5,0,0,0,0
0.57,26,0,0.5,0,0,0,0
0.57,27,0,0.5,0,0,0,0
0.57,29,0,0.5,0,0,0,0
0.57,30,0,0.5,0,0,0,0
0.57,31,0,0.5,0,0,0,0
0.57,33,0,0.5,0,0,0,0
0.57,35,0,0.5,0,0,0,0
0.57,38,0,0.5,0,0,0,0
0.57,39,0,0.5,0,0,0,0
0.57,40,0,0.5,0,0,0,0
0.57,41,0,0.5,0,0,0,0
0.57,42,0,0.5,0,0,0,0
0.57,43,0,0.5,0,0,0,0
0.57,44,0,0.5,0,0,0,0
0.57,45,0,0.5,0,0,0,0
0.57,47,0,0.5,0,0,0,0
0.57,48,0,0.5,0,0,0,0
0.57,51,0,0.5,0,0,0,0
0.57,53,0,0.5,0,0,0,0
0.57,54,0,0.5,0,0,0,0
0.57,55,0,0.5,0,0,0,0
0.57,56,0,0.5,0,0,0,0
0.57,57,0,0.5,0,0,0,0
0.57,58,0,0.5,0,0,0,0
0.57,60,0,0.5,0,0,0,0
0.57,62,0,0.5,0,0,0,0
0.57,63,0,0.5,0,0,0,0
0.57,64,0,0.5,0,0,0,0
0.57,65,0,0.5,0,0,0,0
0.57,66,0,0.5,0,0,0,0
0.57,67,0,0.5,0,0,0,0
0.57,68,0,0.5,0,0,0,0
0.57,69,0,0.5,0,0,0,0
0.57,70,0,0.5,0,0,0,0
0.57,72,0,0.5,0,0,0,0
0.57,73,0,0.5,0,0,0,0
0.57,74,0,0.5,0,0,0,0
0.57,75,0,0.5,0,0,0,0
0.57,76,0,0.5,0,0,0,0
0.57,77,0,0.5,0,0,0,0
0.57,78,0,0.5,0,0,0,0
0.57,79,0,0.5,0,0,0,0
0.57,80,0,0.5,0,0,0,0
0.57,81,0,0.5,0,0,0,0
0.57,82,0,0.5,0,0,0,0
0.57,83,0,0.5,0,0,0,0
0.57,84,0,0.5,0,0,0,0
0.57,85,0,0.5,0,0,0,0
0.57,86,0,0.5,0,0,0,0
0.57,87,0,0.5,0,0,0,0
0.57,88,0,0.5,0,0,0,0
0.57,89,0,0.5,0,0,0,0
0.57,90,0,0.5,0,0,0,0
0.57,91,0,0.5,0,0,0,0
0.57,93,0,0.5,0,0,0,0
0.57,94,0,0.5,0,0,0,0
0.57,95,0,0.5,0,0,0,0
0.57,96,0,0.5,0,0,0,0
0.57,97,0,0.5,0,0,0,0
0.57,98,0,0.5,0,0,0,0
0.57,99,0,0.5,0,0,0,0
0.57,100,0,0.5,0,0,0,0
0.58,16,0,0.5,0,0,0,0
0.58,17,0,0.5,0,0,0,0
0.58,18,0,0.5,0,0,0,0
0.58,21,0,0.5,0,0,0,0
0.58,22,0,0.5,0,0,0,0
0.58,23,0,0.5,0,0,0,0
0.58,25,0,0.5,0,0,0,0
0.58,26,0,0.5,0,0,0,0
0.58,27,0,0.5,0,0,0,0
0.58,29,0,0.5,0,0,0,0
0.58,30,0,0.5,0,0,0,0
0.58,31,0,0.5,0,0,0,0
0.58,32,0,0.5,0,0,0,0
0.58,34,0,0.5,0,0,0,0
0.58,35,0,0.5,0,0,0,0
0.58,37,0,0.5,0,0,0,0
0.58,38,0,0.5,0,0,0,0
0.58,40,0,0.5,0,0,0,0
0.58,42,0,0.5,0,0,0,0
0.58,43,0,0.5,0,0,0,0
0.58,44,0,0.5,0,0,0,0
0.58,46,0,0.5,0,0,0,0
0.58,49,0,0.5,0,0,0,0
0.58,50,0,0.5,0,0,0,0
0.58,51,0,0.5,0,0,0,0
0.58,52,0,0.5,0,0,0,0
0.58,53,0,0.5,0,0,0,0
0.58,54,0,0.5,0,0,0,0
0.58,55,0,0.5,0,0,0,0
0.58,56,0,0.5,0,0,0,0
0.58,57,0,0.5,0,0,0,0
0.58,58,0,0.5,0,0,0,0
0.58,59,0,0.5,0,0,0,0
0.58,62,0,0.5,0,0,0,0
0.58,64,0,0.5,0,0,0,0
0.58,65,0,0.5,0,0,0,0
0.58,66,0,0.5,0,0,0,0
0.58,67,0,0.5,0,0,0,0
0.58,68,0,0.5,0,0,0,0
0.58,69,0,0.5,0,0,0,0
0.58,70,0,0.5,0,0,0,0
0.58,71,0,0.5,0,0,0,0
0.58,72,0,0.5,0,0,0,0
0.58,73,0,0.5,0,0,0,0
0.58,74,0,0.5,0,0,0,0
0.58,75,0,0.5,0,0,0,0
0.58,76,0,0.5,0,0,0,0
0.58,77,0,0.5,0,0,0,0
0.58,78,0,0.5,0,0,0,0
0.58,79,0,0.5,0,0,0,0
0.58,82,0,0.5,0,0,0,0
0.58,83,0,0.5,0,0,0,0
0.58,84,0,0.5,0,0,0,0
0.58,85,0,0.5,0,0,0,0
0.58,86,0,0.5,0,0,0,0
0.58,87,0,0.5,0,0,0,0
0.58,88,0,0.5,0,0,0,0
0.58,89,0,0.5,0,0,0,0
0.58,90,0,0.5,0,0,0,0
0.58,91,0,0.5,0,0,0,0
0.58,92,0,0.5,0,0,0,0
0.58,93,0,0.5,0,0,0,0
0.58,94,0,0.5,0,0,0,0
0.58,95,0,0.5,0,0,0,0
0.58,96,0,0.5,0,0,0,0
0.58,97,0,0.5,0,0,0,0
0.58,98,0,0.5,0,0,0,0
0.58,99,0,0.5,0,0,0,0
0.58,100,0,0.5,0,0,0,0
0.59,7,0,0.5,0,0,0,0
0.59,10,0,0.5,0,0,0,0
0.59,14,0,0.4999,0,0,0,0.0002
0.59,15,0,0.5,0,0,0,0
0.59,17,0,0.5,0,0,0,0
0.59,18,0,0.5,0,0,0,0
0.59,19,0,0.5,0,0,0,0
0.59,20,0,0.5,0,0,0,0
0.59,21,0,0.5,0,0,0,0
0.59,22,0,0.5,0,0,0,0
0.59,23,0,0.5,0,0,0,0
0.59,25,0,0.5,0,0,0,0
0.59,26,0,0.5,0,0,0,0
0.59,27,0,0.5,0,0,0,0
0.59,29,0,0.5,0,0,0,0
0.59,30,0,0.5,0,0,0,0
0.59,31,0,0.5,0,0,0,0
0.59,32,0,0.5,0,0,0,0
0.59,33,0,0.5,0,0,0,0
0.59,34,0,0.5,0,0,0,0
0.59,37,0,0.5,0,0,0,0
0.59,38,0,0.5,0,0,0,0
0.59,39,0,0.5,0,0,0,0
0.59,40,0,0.5,0,0,0,0
0.59,41,0,0.5,0,0,0,0
0.59,42,0,0.5,0,0,0,0
0.59,43,0,0.5,0,0,0,0
0.59,44,0,0.5,0,0,0,0
0.59,45,0,0.5,0,0,0,0
0.59,46,0,0.5,0,0,0,0
0.59,47,0,0.5,0,0,0,0
0.59,48,0,0.5,0,0,0,0
0.59,49,0,0.5,0,0,0,0
0.59,50,0,0.5,0,0,0,0
0.59,51,0,0.5,0,0,0,0
0.59,52,0,0.5,0,0,0,0
0.59,53,0,0.5,0,0,0,0
0.59,54,0,0.5,0,0,0,0
0.59,56,0,0.5,0,0,0,0
0.59,57,0,0.5,0,0,0,0
0.59,58,0,0.5,0,0,0,0
0.59,59,0,0.5,0,0,0,0
0.59,61,0,0.5,0,0,0,0
0.59,62,0,0.5,0,0,0,0
0.59,63,0,0.5,0,0,0,0
0.59,64,0,0.5,0,0,0,0
0.59,65,0,0.5,0,0,0,0
0.59,66,0,0.5,0,0,0,0
0.59,67,0,0.5,0,0,0,0
0.59,68,0,0.5,0,0,0,0
0.59,69,0,0.5,0,0,0,0
0.59,70,0,0.5,0,0,0,0
0.59,71,0,0.5,0,0,0,0
0.59,72,0,0.5,0,0,0,0
0.59,73,0,0.5,0,0,0,0
0.59,74,0,0.5,0,0,0,0
0.59,75,0,0.5,0,0,0,0
0.59,76,0,0.5,0,0,0,0
0.59,77,0,0.5,0,0,0,0
0.59,78,0,0.5,0,0,0,0
0.59,80,0,0.5,0,0,0,0
0.59,81,0,0.5,0,0,0,0
0.59,83,0,0.5,0,0,0,0
0.59,85,0,0.5,0,0,0,0
0.59,86,0,0.5,0,0,0,0
0.59,87,0,0.5,0,0,0,0
0.59,88,0,0.5,0,0,0,0
0.59,89,0,0.5,0,0,0,0
0.59,90,0,0.5,0,0,0,0
0.59,91,0,0.5,0,0,0,0
0.59,92,0,0.5,0,0,0,0
0.59,93,0,0.5,0,0,0,0
0.59,94,0,0.5,0,0,0,0
0.59,95,0,0.5,0,0,0,0
0.59,96,0,0.5,0,0,0,0
0.59,97,0,0.5,0,0,0,0
0.59,98,0,0.5,0,0,0,0
0.59,99,0,0.5,0,0,0,0
0.59,100,0,0.5,0,0,0,0
0.6,7,0,0.5,0,0,0,0
0.6,14,0,0.5,0,0,0,0
0.6,15,0,0.5,0,0,0,0
0.6,19,0,0.5,0,0,0,0
0.6,20,0,0.5,0,0,0,0
0.6,21,0,0.5,0,0,0,0
0.6,22,0,0.5,0,0,0,0
0.6,23,0,0.5,0,0,0,0
0.6,24,0,0.5,0,0,0,0
0.6,25,0,0.5,0,0,0,0
0.6,26,0,0.5,0,0,0,0
0.6,27,0,0.5,0,0,0,0
0.6,28,0,0.5,0,0,0,0
0.6,29,0,0.5,0,0,0,0
0.6,31,0,0.5,0,0,0,0
0.6,33,0,0.5,0,0,0,0
0.6,34,0,0.5,0,0,0,0
0.6,35,0,0.5,0,0,0,0
0.6,36,0,0.5,0,0,0,0
0.6,37,0,0.5,0,0,0,0
0.6,38,0,0.5,0,0,0,0
0.6,39,0,0.5,0,0,0,0
0.6,41,0,0.5,0,0,0,0
0.6,42,0,0.5,0,0,0,0
0.6,43,0,0.5,0,0,0,0
0.6,44,0,0.5,0,0,0,0
0.6,46,0,0.5,0,0,0,0
0.6,47,0,0.5,0,0,0,0
0.6,48,0,0.5,0,0,0,0
0.6,49,0,0.5,0,0,0,0
0.6,50,0,0.5,0,0,0,0
0.6,51,0,0.5,0,0,0,0
0.6,52,0,0.5,0,0,0,0
0.6,53,0,0.5,0,0,0,0
0.6,54,0,0.5,0,0,0,0
0.6,55,0,0.5,0,0,0,0
0.6,56,0,0.5,0,0,0,0
0.6,57,0,0.5,0,0,0,0
0.6,58,0,0.5,0,0,0,0
0.6,59,0,0.5,0,0,0,0
0.6,60,0,0.5,0,0,0,0
0.6,61,0,0.5,0,0,0,0
0.6,62,0,0.5,0,0,0,0
0.6,63,0,0.5,0,0,0,0
0.6,64,0,0.5,0,0,0,0
0.6,65,0,0.5,0,0,0,0
0.6,67,0,0.5,0,0,0,0
0.6,68,0,0.5,0,0,0,0
0.6,69,0,0.5,0,0,0,0
0.6,70,0,0.5,0,0,0,0
0.6,71,0,0.5,0,0,0,0
0.6,72,0,0.5,0,0,0,0
0.6,73,0,0.5,0,0,0,0
0.6,75,0,0.5,0,0,0,0
0.6,77,0,0.5,0,0,0,0
