self_radius,self_count,uc,accuracy,precision,recall,f1,far
0.41,8,0.061749571,0.634,0.911042945,0.297,0.447963801,0.029
0.1,27,0.547169811,0.4457,0.446120262,0.4496,0.447853372,0.5582
0.1,16,0.528301887,0.4546,0.453311394,0.4408,0.446968161,0.5316
0.11,45,0.469982847,0.5085,0.510933882,0.3972,0.446944976,0.3802
0.11,76,0.238421955,0.573,0.634191176,0.345,0.446891192,0.199
0.12,34,0.528301887,0.4954,0.494414764,0.4072,0.446589164,0.4164
0.1,41,0.54373928,0.4772,0.474335885,0.4214,0.446303749,0.467
0.01,88,0.451114923,0.4785,0.475662214,0.4202,0.446214293,0.4632
0.03,86,0.478559177,0.4314,0.434840426,0.4578,0.446024942,0.595
0.07,90,0.375643225,0.5531,0.586566678,0.3598,0.446014627,0.2536
0.06,94,0.416809605,0.5514,0.583010336,0.361,0.445899209,0.2582
0.07,97,0.353344768,0.542,0.564338235,0.3684,0.445788964,0.2844
0.08,58,0.423670669,0.5152,0.520309995,0.3894,0.445435827,0.359
0.04,90,0.379073756,0.5122,0.516069547,0.3918,0.445429741,0.3674
0.06,74,0.418524871,0.4904,0.488538682,0.4092,0.445363518,0.4284
0.08,63,0.445969125,0.5125,0.516503829,0.3912,0.445203141,0.3662
0.12,64,0.389365352,0.5728,0.634914752,0.3426,0.445050663,0.197
0.15,66,0.334476844,0.6112,0.777168495,0.3118,0.445047102,0.0894
0.26,27,0.337907376,0.6259,0.861989649,0.2998,0.444873127,0.048
0.35,5,0.30703259,0.6312,0.899512789,0.2954,0.444745559,0.033
0.05,84,0.269296741,0.5147,0.519668183,0.3884,0.444546183,0.359
0.12,71,0.325900515,0.5947,0.706318083,0.3242,0.444413982,0.1348
0.51,3,0.204116638,0.6319,0.905846154,0.2944,0.444377358,0.0306
0.09,86,0.361921098,0.5778,0.649730562,0.3376,0.444327455,0.182
0.11,61,0.368782161,0.5547,0.590773316,0.356,0.444278048,0.2466
0.08,51,0.432246998,0.5057,0.507328362,0.3946,0.443919451,0.3832
0.04,82,0.43567753,0.4823,0.479461592,0.4132,0.443871522,0.4486
0.18,50,0.281303602,0.6256,0.862586605,0.2988,0.443850267,0.0476
0.33,12,0.14922813,0.6313,0.90300798,0.2942,0.443807512,0.0316
0.34,12,0.17838765,0.6261,0.86721025,0.2978,0.443352687,0.0456
0.61,3,0.276157804,0.6344,0.929118774,0.291,0.443192202,0.0222
0.15,39,0.420240137,0.5546,0.591121495,0.3542,0.442971486,0.245
0.45,3,0.308747856,0.6314,0.907063197,0.2928,0.442697309,0.03
0.05,74,0.289879931,0.5227,0.531873069,0.3788,0.442471674,0.3334
0.14,50,0.337907376,0.5881,0.684541265,0.3268,0.442398809,0.1506
0.12,37,0.303602058,0.5703,0.629944547,0.3408,0.442310188,0.2002
0.09,66,0.451114923,0.5134,0.517991407,0.3858,0.442228336,0.359
0.16,29,0.361921098,0.5501,0.581729201,0.3566,0.442157471,0.2564
0.1,50,0.457975986,0.5029,0.503707492,0.394,0.442150151,0.3882
0.2,22,0.36535163,0.6012,0.736007463,0.3156,0.441769317,0.1132
0.16,31,0.349914237,0.6015,0.737482452,0.3152,0.441642147,0.1122
0.11,60,0.310463122,0.5306,0.544920728,0.3712,0.441589341,0.31
0.33,14,0.224699828,0.6323,0.917877448,0.2906,0.441440073,0.026
0.31,8,0.174957118,0.615,0.803911205,0.3042,0.441381312,0.0742
0.18,60,0.346483705,0.6211,0.839977541,0.2992,0.441232857,0.057
0.14,63,0.361921098,0.5858,0.677860697,0.327,0.441176471,0.1554
0.03,84,0.346483705,0.4853,0.48253742,0.4062,0.441090238,0.4356
0.05,94,0.271012007,0.5463,0.574270132,0.358,0.441049649,0.2654
0.05,98,0.303602058,0.5274,0.539664157,0.3728,0.440974687,0.318
0.14,20,0.399656947,0.5435,0.568720379,0.36,0.440906307,0.273
0.05,85,0.409948542,0.5015,0.501915709,0.393,0.440830062,0.39
0.16,39,0.291595197,0.6016,0.739396795,0.3138,0.440606571,0.1106
0.02,82,0.346483705,0.4837,0.480691779,0.4058,0.440082421,0.4384
0.12,31,0.425385935,0.5674,0.623806025,0.3396,0.43978244,0.2048
0.05,76,0.36535163,0.5325,0.548638132,0.3666,0.439515646,0.3016
0.15,60,0.310463122,0.608,0.771084337,0.3072,0.439359268,0.0912
0.11,50,0.493996569,0.5125,0.51691475,0.382,0.43933295,0.357
0.03,87,0.250428816,0.5028,0.503621314,0.3894,0.439205955,0.3838
0.14,32,0.351629503,0.6022,0.744497608,0.3112,0.438928068,0.1068
0.04,86,0.246998285,0.5104,0.513955985,0.383,0.438918176,0.3622
0.41,15,0.169811321,0.6323,0.925949775,0.2876,0.438882954,0.023
0.25,29,0.355060034,0.6224,0.854166667,0.2952,0.438763377,0.0504
0.62,1,0.276157804,0.6331,0.934116112,0.2864,0.438389714,0.0202
0.16,30,0.360205832,0.606,0.763419483,0.3072,0.438106104,0.0952
0.08,88,0.397941681,0.558,0.601186322,0.3446,0.438087974,0.2286
0.1,34,0.538593482,0.49,0.487733072,0.3976,0.438078449,0.4176
0.36,6,0.09948542,0.6325,0.930474334,0.2864,0.43798746,0.0214
0.17,29,0.403087479,0.5787,0.657715431,0.3282,0.437891928,0.1708
0.09,89,0.351629503,0.5373,0.55775782,0.3602,0.437720258,0.2856
0.16,16,0.420240137,0.5336,0.551157125,0.362,0.436986963,0.2948
0.05,83,0.3567753,0.5081,0.510843373,0.3816,0.436863194,0.3654
0.14,39,0.295025729,0.5794,0.660858995,0.3262,0.436797001,0.1674
0.21,22,0.186963979,0.6233,0.865875371,0.2918,0.436499626,0.0452
0.22,25,0.123499142,0.6146,0.811751904,0.2984,0.436384908,0.0692
0.19,69,0.243567753,0.6251,0.878861296,0.2902,0.436325365,0.04
0.06,75,0.260720412,0.5151,0.520989714,0.3748,0.435966035,0.3446
0.19,19,0.379073756,0.5784,0.658961882,0.325,0.435306724,0.1682
0.13,56,0.38593482,0.5665,0.624392069,0.3338,0.43503193,0.2008
0.34,4,0.25728988,0.6283,0.906269791,0.2862,0.43502052,0.0296
0.14,25,0.428816467,0.5061,0.508174752,0.3792,0.434314512,0.367
0.41,2,0.334476844,0.5897,0.69924478,0.3148,0.434147014,0.1354
0.1,70,0.195540309,0.5811,0.669028762,0.321,0.433842411,0.1588
0.08,45,0.289879931,0.4824,0.478754225,0.3966,0.433821921,0.4318
0.14,22,0.416809605,0.5346,0.553726708,0.3566,0.433819951,0.2874
0.16,57,0.281303602,0.6152,0.820712695,0.2948,0.433784579,0.0644
0.12,38,0.502572899,0.4757,0.471458774,0.4014,0.433617803,0.45
0.14,60,0.324185249,0.6,0.742718447,0.306,0.433427762,0.106
0.32,9,0.056603774,0.6283,0.912010276,0.284,0.433124905,0.0274
0.1,53,0.516295026,0.4697,0.465180418,0.4048,0.432894878,0.4654
0.21,25,0.295025729,0.6081,0.783727034,0.2986,0.432440261,0.0824
0.15,17,0.219554031,0.5728,0.644101346,0.3254,0.432367792,0.1798
0.16,21,0.320754717,0.5889,0.698526128,0.3128,0.432103882,0.135
0.39,2,0.296740995,0.6199,0.854105139,0.2892,0.432093232,0.0494
0.1,64,0.3567753,0.5535,0.593498777,0.3396,0.432006106,0.2326
0.22,19,0.322469983,0.6045,0.766174223,0.3008,0.431997702,0.0918
0.03,96,0.159519726,0.5357,0.556291391,0.3528,0.431770897,0.2814
0.15,55,0.262435678,0.6104,0.797734628,0.2958,0.431572804,0.075
0.09,70,0.420240137,0.5148,0.520939445,0.3682,0.431450668,0.3386
0.04,78,0.334476844,0.4876,0.484523215,0.3882,0.431045969,0.413
0.07,73,0.250428816,0.5188,0.527230591,0.364,0.430667298,0.3264
0.55,4,0.214408233,0.6293,0.927862343,0.2804,0.430655813,0.0218
0.14,47,0.324185249,0.5664,0.627008416,0.3278,0.430522721,0.195
0.18,32,0.315608919,0.6097,0.796006476,0.295,0.430468408,0.0756
0.14,34,0.439108062,0.5365,0.558176602,0.3502,0.430379747,0.2772
0.06,65,0.480274443,0.4667,0.461820683,0.4028,0.430295909,0.4694
0.02,99,0.274442539,0.4569,0.45245974,0.4102,0.430294766,0.4964
0.13,51,0.445969125,0.5351,0.555590751,0.3508,0.430060071,0.2806
0.16,49,0.27787307,0.6164,0.836416185,0.2894,0.430014859,0.0566
0.09,85,0.382504288,0.5694,0.635865309,0.3248,0.429970876,0.186
0.4,11,0.204116638,0.6299,0.937373737,0.2784,0.429298381,0.0186
0.06,81,0.296740995,0.5401,0.565630115,0.3456,0.429050279,0.2654
0.02,100,0.23670669,0.4754,0.470630372,0.3942,0.429037875,0.4434
0.22,16,0.301886792,0.6096,0.798800436,0.293,0.42873866,0.0738
0.18,66,0.240137221,0.6222,0.879503106,0.2832,0.428441755,0.0388
0.22,27,0.281303602,0.6067,0.783625731,0.2948,0.428426101,0.0814
0.08,34,0.512864494,0.4378,0.435664046,0.4212,0.428309945,0.5456
0.1,32,0.473413379,0.4989,0.498539177,0.3754,0.428294353,0.3776
0.21,47,0.274442539,0.6193,0.860422961,0.2848,0.427948911,0.0462
0.24,20,0.301886792,0.6119,0.813796971,0.2902,0.427834292,0.0664
0.07,56,0.59348199,0.4222,0.42363565,0.4316,0.427580741,0.5872
0.05,91,0.325900515,0.5038,0.50518559,0.3702,0.427285319,0.3626
0.06,71,0.396226415,0.4716,0.466398486,0.3942,0.427270757,0.451
0.18,16,0.289879931,0.5884,0.702195791,0.307,0.427219594,0.1302
0.14,68,0.180102916,0.5902,0.709377902,0.3056,0.427173609,0.1252
0.16,54,0.289879931,0.5916,0.715428034,0.3042,0.426887454,0.121
0.31,12,0.077186964,0.6263,0.915734036,0.2782,0.426752569,0.0256
0.06,80,0.397941681,0.501,0.501351351,0.371,0.426436782,0.369
0.11,67,0.413379074,0.5163,0.523809524,0.3586,0.425739048,0.326
0.39,5,0.229845626,0.6331,0.979812545,0.2718,0.425551902,0.0056
0.16,59,0.180102916,0.6124,0.822247706,0.2868,0.425266904,0.062
0.12,40,0.373927959,0.5271,0.542067681,0.3492,0.424765844,0.295
0.15,68,0.12864494,0.601,0.760847107,0.2946,0.424740484,0.0926
0.47,5,0.279588336,0.6225,0.892880051,0.2784,0.424454947,0.0334
0.21,28,0.301886792,0.5966,0.740537849,0.2974,0.424372146,0.1042
0.12,41,0.361921098,0.5605,0.614800759,0.324,0.424361493,0.203
0.16,42,0.298456261,0.5964,0.739800995,0.2974,0.42425107,0.1046
0.15,31,0.279588336,0.5573,0.606545184,0.3262,0.424242424,0.2116
0.38,6,0.130360206,0.6297,0.953179595,0.2728,0.424195304,0.0134
0.33,13,0.073756432,0.6256,0.918109188,0.2758,0.424177176,0.0246
0.19,31,0.279588336,0.6014,0.763787721,0.2936,0.424154869,0.0908
0.12,22,0.40651801,0.505,0.506959911,0.3642,0.423882682,0.3542
0.4,14,0.222984563,0.6318,0.974100719,0.2708,0.423787167,0.0072
0.63,2,0.109777015,0.6264,0.927027027,0.2744,0.42345679,0.0216
0.38,10,0.180102916,0.6158,0.848795181,0.2818,0.423123123,0.0502
0.21,29,0.281303602,0.6153,0.845830834,0.282,0.422978851,0.0514
0.1,46,0.217838765,0.5503,0.590046545,0.3296,0.422943667,0.229
0.14,71,0.229845626,0.5589,0.611426409,0.3232,0.422870601,0.2054
0.42,4,0.048027444,0.6204,0.881979695,0.278,0.422749392,0.0372
0.11,89,0.298456261,0.595,0.735615079,0.2966,0.422748005,0.1066
0.13,39,0.367066895,0.5559,0.603787597,0.3252,0.422721955,0.2134
0.17,22,0.454545455,0.5376,0.5625,0.3384,0.422577423,0.2632
0.11,36,0.341337907,0.4967,0.495558546,0.3682,0.42248996,0.3748
0.28,29,0.312178388,0.6266,0.932968536,0.2728,0.422160322,0.0196
0.06,89,0.367066895,0.4878,0.484213251,0.3742,0.42215704,0.3986
0.04,93,0.444253859,0.4768,0.471386285,0.3822,0.422133863,0.4286
0.11,65,0.413379074,0.5022,0.503043719,0.3636,0.422103552,0.3592
0.12,51,0.447684391,0.5276,0.543533123,0.3446,0.421787026,0.2894
0.06,61,0.361921098,0.4775,0.472118959,0.381,0.421693414,0.426
0.46,7,0.066895369,0.6256,0.926630435,0.2728,0.421508035,0.0216
0.16,35,0.169811321,0.5844,0.693223443,0.3028,0.421492205,0.134
0.16,48,0.274442539,0.6031,0.777598277,0.2888,0.421175441,0.0826
0.12,62,0.329331046,0.5803,0.678523788,0.3052,0.421023589,0.1446
0.16,63,0.144082333,0.6105,0.819918935,0.2832,0.42099004,0.0622
0.12,49,0.367066895,0.5289,0.546269613,0.3412,0.420041856,0.2834
0.12,48,0.40651801,0.5131,0.51930445,0.3524,0.419873704,0.3262
0.07,88,0.401372213,0.5205,0.531393568,0.347,0.41984271,0.306
0.52,3,0.065180103,0.6027,0.778319783,0.2872,0.419576333,0.0818
0.14,61,0.192109777,0.6079,0.807407407,0.2834,0.419541081,0.0676
0.07,63,0.379073756,0.4889,0.485413929,0.3694,0.419534355,0.3916
0.51,2,0.090909091,0.6141,0.846808511,0.2786,0.419262603,0.0504
0.28,6,0.219554031,0.6134,0.842391304,0.279,0.419170673,0.0522
0.12,61,0.337907376,0.5269,0.542875359,0.3406,0.418581787,0.2868
0.1,39,0.427101201,0.4656,0.458910655,0.3842,0.418245156,0.453
0.11,51,0.408233276,0.5095,0.51384436,0.3526,0.418218479,0.3336
0.11,64,0.349914237,0.5047,0.50669325,0.3558,0.418047233,0.3464
0.59,1,0.168096055,0.6158,0.861875,0.2758,0.417878788,0.0442
0.18,43,0.23670669,0.6015,0.775067751,0.286,0.417823229,0.083
0.23,31,0.245283019,0.6175,0.87444232,0.2744,0.417719592,0.0394
0.11,57,0.408233276,0.5394,0.567697595,0.3304,0.417699115,0.2516
0.04,87,0.2864494,0.5002,0.500279174,0.3584,0.417618271,0.358
0.35,9,0.233276158,0.6217,0.907023411,0.2712,0.417551963,0.0278
0.02,91,0.173241852,0.4427,0.437239869,0.3992,0.41735494,0.5138
0.12,46,0.231560892,0.5794,0.679151625,0.301,0.417128603,0.1422
0.13,24,0.349914237,0.5176,0.526862027,0.3452,0.417109715,0.31
0.04,80,0.375643225,0.4632,0.456273764,0.384,0.417028671,0.4576
0.55,2,0.106346484,0.6246,0.933240612,0.2684,0.416899658,0.0192
0.29,16,0.202401372,0.6208,0.902130493,0.271,0.416794832,0.0294
0.2,52,0.240137221,0.6031,0.785595568,0.2836,0.416752388,0.0774
0.13,35,0.360205832,0.5431,0.576121512,0.3262,0.416549611,0.24
0.07,92,0.329331046,0.5373,0.563717117,0.33,0.416298726,0.2554
0.43,13,0.205831904,0.6176,0.879354839,0.2726,0.416183206,0.0374
0.09,75,0.288164666,0.5501,0.592606285,0.3206,0.416093446,0.2204
0.2,30,0.132075472,0.6096,0.825029656,0.2782,0.416093329,0.059
0.15,45,0.324185249,0.5447,0.579964222,0.3242,0.415907633,0.2348
0.14,54,0.197255575,0.5933,0.737888832,0.2894,0.415744864,0.1028
0.13,71,0.319039451,0.5518,0.597076462,0.3186,0.415492958,0.215
0.11,99,0.135506003,0.6154,0.865652725,0.2732,0.415323807,0.0424
0.37,10,0.181818182,0.6113,0.837887067,0.276,0.415224913,0.0534
0.11,62,0.317324185,0.5605,0.62027833,0.312,0.415169661,0.191
0.53,2,0.181818182,0.6248,0.941301273,0.2662,0.415029623,0.0166
0.49,6,0.032590051,0.6284,0.974852071,0.2636,0.414987406,0.0068
0.17,68,0.202401372,0.6055,0.802639128,0.2798,0.414948836,0.0688
0.18,64,0.217838765,0.6059,0.805892548,0.279,0.414500074,0.0672
0.1,45,0.421955403,0.4795,0.473630049,0.3682,0.414313042,0.4092
0.11,46,0.380789022,0.5086,0.512684366,0.3476,0.414302741,0.3304
0.16,37,0.303602058,0.5614,0.623392283,0.3102,0.414262821,0.1874
0.26,23,0.096054889,0.6123,0.84724799,0.274,0.414084933,0.0494
0.06,88,0.192109777,0.5429,0.576579793,0.323,0.414049481,0.2372
0.21,23,0.221269297,0.5959,0.753034301,0.2854,0.413923133,0.0936
0.08,55,0.409948542,0.4763,0.469885642,0.3698,0.413878008,0.4172
0.09,78,0.264150943,0.5471,0.586358636,0.3198,0.413873431,0.2256
0.36,5,0.142367067,0.6138,0.858764187,0.2724,0.413604616,0.0448
0.07,98,0.214408233,0.5904,0.727822581,0.2888,0.413516609,0.108
0.43,4,0.186963979,0.6179,0.889108911,0.2694,0.413507291,0.0336
0.04,83,0.245283019,0.4868,0.4824,0.3618,0.413485714,0.3882
0.25,21,0.193825043,0.6164,0.878413524,0.2702,0.413276231,0.0374
0.19,26,0.048027444,0.6021,0.786958966,0.28,0.413040271,0.0758
0.1,47,0.370497427,0.5342,0.558282209,0.3276,0.412906478,0.2592
0.15,32,0.272727273,0.5645,0.633429872,0.3062,0.412835378,0.1772
0.14,45,0.303602058,0.5411,0.573001776,0.3226,0.412795905,0.2404
0.07,82,0.317324185,0.5428,0.576812635,0.3214,0.412792191,0.2358
0.26,29,0.132075472,0.6189,0.899261249,0.2678,0.412698413,0.03
0.32,7,0.154373928,0.6103,0.837721984,0.2736,0.412483039,0.053
0.18,31,0.344768439,0.5671,0.6417406,0.3038,0.41237953,0.1696
0.1,30,0.41509434,0.481,0.475182863,0.3638,0.41209787,0.4018
0.37,7,0.152658662,0.6233,0.938166311,0.264,0.412049321,0.0174
0.24,21,0.253859348,0.6041,0.80034622,0.2774,0.412000594,0.0692
0.15,44,0.267581475,0.581,0.690677966,0.2934,0.411847277,0.1314
0.55,1,0.048027444,0.6175,0.891927952,0.2674,0.411447915,0.0324
0.16,58,0.253859348,0.5865,0.713791399,0.2888,0.411220276,0.1158
0.07,77,0.391080617,0.5088,0.513165769,0.343,0.411172381,0.3254
0.53,3,0.094339623,0.6116,0.84962406,0.2712,0.411158278,0.048
0.04,92,0.298456261,0.4985,0.497866287,0.35,0.411039342,0.353
0.05,95,0.185248714,0.5062,0.509160757,0.3446,0.411020992,0.3322
0.21,50,0.190394511,0.6029,0.795519816,0.277,0.410918261,0.0712
0.09,57,0.421955403,0.4592,0.45117281,0.377,0.410764873,0.4586
0.06,96,0.23670669,0.5114,0.517314702,0.3406,0.410757356,0.3178
0.2,51,0.195540309,0.5983,0.771097628,0.2796,0.410391898,0.083
0.12,76,0.25728988,0.6117,0.852365931,0.2702,0.4103265,0.0468
0.18,44,0.253859348,0.5798,0.68803016,0.292,0.409997192,0.1324
0.35,14,0.04974271,0.6198,0.914819945,0.2642,0.409993793,0.0246
0.25,24,0.197255575,0.6158,0.883443709,0.2668,0.409831029,0.0352
0.12,70,0.264150943,0.5588,0.618835893,0.3062,0.409686915,0.1886
0.04,99,0.372212693,0.5118,0.518042813,0.3388,0.409673519,0.3152
0.11,58,0.389365352,0.5161,0.525195618,0.3356,0.409517999,0.3034
0.15,53,0.399656947,0.5442,0.581309787,0.316,0.409432495,0.2276
0.11,49,0.394511149,0.5114,0.517420538,0.3386,0.409332689,0.3158
0.04,91,0.248713551,0.4987,0.498135933,0.3474,0.409331919,0.35
0.11,53,0.401372213,0.5031,0.504544122,0.3442,0.409226014,0.338
0.37,13,0.284734134,0.6174,0.897696477,0.265,0.409203212,0.0302
0.17,39,0.210977702,0.6033,0.801517805,0.2746,0.409057053,0.068
0.16,32,0.214408233,0.5668,0.643594153,0.2994,0.408681409,0.1658
0.06,98,0.162950257,0.5535,0.604943115,0.3084,0.408530931,0.2014
0.13,61,0.210977702,0.5774,0.680672269,0.2916,0.408288995,0.1368
0.41,13,0.231560892,0.621,0.930911681,0.2614,0.408182386,0.0194
0.04,98,0.10806175,0.5189,0.530201342,0.3318,0.408168286,0.294
0.14,48,0.216123499,0.5822,0.699708455,0.288,0.408047606,0.1236
0.39,12,0.137221269,0.6222,0.94211288,0.2604,0.408022563,0.016
0.21,17,0.224699828,0.5917,0.741697417,0.2814,0.40800348,0.098
0.23,18,0.269296741,0.5818,0.698158915,0.2882,0.407984145,0.1246
0.53,4,0.018867925,0.6249,0.968492123,0.2582,0.407705669,0.0084
0.1,35,0.401372213,0.4764,0.469270833,0.3604,0.407692308,0.4076
0.25,31,0.190394511,0.619,0.915502793,0.2622,0.407649254,0.0242
0.06,78,0.360205832,0.4854,0.480195334,0.354,0.407552383,0.3832
0.55,3,0.068610635,0.6179,0.90739461,0.2626,0.407321235,0.0268
0.23,28,0.205831904,0.5972,0.770601336,0.2768,0.407298411,0.0824
0.11,69,0.238421955,0.5446,0.583208955,0.3126,0.40703125,0.2234
0.41,9,0.12864494,0.6212,0.936599424,0.26,0.40701315,0.0176
0.11,70,0.312178388,0.539,0.570295602,0.3164,0.406997685,0.2384
0.12,50,0.265866209,0.5494,0.595073133,0.3092,0.406949197,0.2104
0.46,1,0.240137221,0.509,0.513727883,0.3368,0.406861561,0.3188
0.26,22,0.104631218,0.6168,0.9,0.2628,0.406811146,0.0292
0.11,30,0.437392796,0.4995,0.499272621,0.3432,0.406779661,0.3442
0.5,2,0.120068611,0.6157,0.891672309,0.2634,0.406669755,0.032
0.19,34,0.259005146,0.5804,0.694202899,0.2874,0.406506365,0.1266
0.08,86,0.137221269,0.5516,0.601097179,0.3068,0.40625,0.2036
0.13,64,0.073756432,0.5959,0.76565097,0.2764,0.406171932,0.0846
0.15,51,0.147512864,0.5774,0.68289225,0.289,0.406127038,0.1342
0.14,69,0.195540309,0.5797,0.691863264,0.2874,0.406104281,0.128
0.04,96,0.355060034,0.4779,0.470852018,0.357,0.406097145,0.4012
0.36,12,0.048027444,0.6235,0.961165049,0.2574,0.406057738,0.0104
0.24,32,0.10806175,0.6095,0.84806103,0.2668,0.405902936,0.0478
0.13,47,0.279588336,0.5546,0.609462711,0.304,0.40565786,0.1948
0.14,65,0.097770154,0.5827,0.704804359,0.2846,0.405470865,0.1192
0.21,19,0.171526587,0.5906,0.74044586,0.279,0.405287623,0.0978
0.08,67,0.404802744,0.4682,0.459665145,0.3624,0.405278461,0.426
0.14,33,0.380789022,0.5198,0.532205595,0.3272,0.405251424,0.2876
0.18,25,0.408233276,0.5293,0.550291795,0.3206,0.405156072,0.262
0.48,4,0.166380789,0.6247,0.9763178,0.2556,0.405135521,0.0062
0.16,71,0.145797599,0.5928,0.751626898,0.2772,0.4050263,0.0916
0.12,43,0.253859348,0.5159,0.52537504,0.3292,0.404770687,0.2974
0.05,75,0.331046312,0.4853,0.479846449,0.35,0.404764658,0.3794
0.19,71,0.135506003,0.6131,0.877251501,0.263,0.404677643,0.0368
0.2,31,0.204116638,0.5922,0.749189189,0.2772,0.404671533,0.0928
0.23,26,0.168096055,0.6039,0.814277072,0.2692,0.40462949,0.0614
0.14,52,0.259005146,0.5655,0.642701525,0.295,0.404386566,0.164
0.17,56,0.197255575,0.6029,0.809009009,0.2694,0.40420105,0.0636
0.12,68,0.250428816,0.5522,0.603818616,0.3036,0.404045781,0.1992
0.08,80,0.25728988,0.5597,0.625052367,0.2984,0.40395289,0.179
0.3,15,0.082332762,0.6089,0.848814862,0.265,0.403901844,0.0472
0.17,17,0.162950257,0.5699,0.65778781,0.2914,0.403880804,0.1516
0.06,85,0.355060034,0.4807,0.473996227,0.3518,0.403857192,0.3904
0.17,46,0.222984563,0.5911,0.745024207,0.277,0.403848958,0.0948
0.2,57,0.12864494,0.615,0.894375857,0.2608,0.403840198,0.0308
0.12,65,0.308747856,0.5261,0.544252289,0.321,0.40382438,0.2688
0.17,55,0.147512864,0.6084,0.845663265,0.2652,0.403775883,0.0484
0.2,42,0.065180103,0.6082,0.844585987,0.2652,0.403652968,0.0488
0.17,60,0.101200686,0.6114,0.867414248,0.263,0.403621854,0.0402
0.15,38,0.222984563,0.5583,0.6213067,0.2986,0.403349993,0.182
0.04,81,0.339622642,0.4601,0.450704225,0.3648,0.403227589,0.4446
0.49,2,0.075471698,0.6159,0.903832753,0.2594,0.403108003,0.0276
0.22,29,0.173241852,0.6037,0.816351434,0.2676,0.403072752,0.0602
0.06,79,0.274442539,0.516,0.525740026,0.3268,0.403058707,0.2948
0.15,58,0.133790738,0.5697,0.657906661,0.2904,0.402941585,0.151
0.13,30,0.238421955,0.5679,0.651765758,0.2916,0.402929391,0.1558
0.04,89,0.234991424,0.4745,0.466456196,0.3546,0.40290876,0.4056
0.14,51,0.238421955,0.54,0.573964497,0.3104,0.40290758,0.2304
0.2,37,0.221269297,0.6013,0.80202743,0.269,0.402875543,0.0664
0.19,55,0.12864494,0.591,0.746212121,0.2758,0.402745327,0.0938
0.03,97,0.200686106,0.4844,0.478524229,0.3476,0.402687674,0.3788
0.17,50,0.090909091,0.5958,0.771234428,0.2724,0.402601242,0.0808
0.06,97,0.283018868,0.5183,0.529872674,0.3246,0.402579685,0.288
0.13,38,0.204116638,0.5601,0.627276578,0.2962,0.402390979,0.176
0.32,5,0.135506003,0.6147,0.896337249,0.2594,0.402357686,0.03
0.17,48,0.271012007,0.5737,0.672761369,0.287,0.40235525,0.1396
0.12,55,0.168096055,0.5674,0.650580876,0.2912,0.402321083,0.1564
0.11,52,0.341337907,0.4874,0.48238255,0.345,0.402285448,0.3702
0.13,40,0.30703259,0.5258,0.543997271,0.319,0.402168432,0.2674
0.11,43,0.433962264,0.4611,0.451532519,0.3624,0.402085876,0.4402
0.17,41,0.22813036,0.5744,0.675637394,0.2862,0.402079236,0.1374
0.21,60,0.082332762,0.6091,0.854912167,0.2628,0.402019275,0.0446
0.19,59,0.169811321,0.5963,0.774985722,0.2714,0.402014516,0.0788
0.06,99,0.171526587,0.5353,0.563695417,0.3124,0.402007464,0.2418
0.18,63,0.054888508,0.6123,0.879135719,0.2604,0.401789847,0.0358
0.13,44,0.209262436,0.5564,0.617206983,0.297,0.401026195,0.1842
0.09,95,0.301886792,0.5652,0.644375554,0.291,0.400936897,0.1606
0.44,12,0.096054889,0.6163,0.913879004,0.2568,0.400936768,0.0242
0.11,87,0.238421955,0.5914,0.751098901,0.2734,0.400879765,0.0906
0.21,24,0.169811321,0.6033,0.818630475,0.2654,0.400845794,0.0588
0.23,27,0.224699828,0.5913,0.750962067,0.2732,0.400645256,0.0906
0.04,73,0.166380789,0.459,0.449080974,0.3616,0.40062043,0.4436
0.18,20,0.252144082,0.5682,0.654859219,0.2884,0.400444321,0.152
0.21,20,0.264150943,0.5614,0.6326707,0.2928,0.400328138,0.17
0.13,69,0.19897084,0.5129,0.520666453,0.325,0.40019702,0.2992
0.17,66,0.082332762,0.6122,0.883196721,0.2586,0.400061881,0.0342
0.23,20,0.09948542,0.6058,0.836942675,0.2628,0.4,0.0512
0.19,47,0.102915952,0.602,0.8125,0.2652,0.399879373,0.0612
0.18,28,0.118353345,0.591,0.750826902,0.2724,0.399765189,0.0904
0.09,43,0.337907376,0.4714,0.462427746,0.352,0.399727459,0.4092
0.18,45,0.25728988,0.5673,0.652469415,0.288,0.399611489,0.1534
0.16,65,0.065180103,0.6072,0.847600519,0.2614,0.399571996,0.047
0.19,17,0.070325901,0.5983,0.791000592,0.2672,0.399461803,0.0706
0.18,61,0.113207547,0.6108,0.874324324,0.2588,0.399382716,0.0372
0.43,9,0.046312178,0.6174,0.928467153,0.2544,0.399372057,0.0196
0.22,18,0.234991424,0.6049,0.832593532,0.2626,0.399270184,0.0528
0.19,20,0.104631218,0.5769,0.688203622,0.2812,0.399261678,0.1274
0.17,31,0.300171527,0.5591,0.626336041,0.293,0.399236953,0.1748
0.53,1,0.156089194,0.5967,0.782253357,0.268,0.399225384,0.0746
0.16,51,0.162950257,0.5887,0.74064026,0.273,0.39894783,0.0956
0.17,53,0.185248714,0.5811,0.705942103,0.278,0.398909456,0.1158
0.16,19,0.289879931,0.5461,0.590356723,0.3012,0.398887565,0.209
0.2,19,0.111492281,0.5861,0.728624535,0.2744,0.398663374,0.1022
0.11,78,0.22813036,0.5706,0.664953271,0.2846,0.39859944,0.1434
