self_radius,self_count,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,,
0.04,98,0.432,0.3947,0.291979455,0.1478,0.196255477,0.3584,,,,,,,,,,
0.08,44,0.424,0.3855,0.283553875,0.15,0.196206671,0.379,,,,,,,,,,
0.27,17,0.432,0.4608,0.385245902,0.1316,0.196183661,0.21,,,,,,,,,,
0.16,26,0.432,0.3935,0.290766208,0.148,0.196156395,0.361,,,,,,,,,,
0.03,91,0.426,0.3862,0.28397874,0.1496,0.195965418,0.3772,,,,,,,,,,
0.07,80,0.276,0.4293,0.331425846,0.139,0.195857405,0.2804,,,,,,,,,,
0.4,1,0.426,0.4527,0.368975069,0.1332,0.195738428,0.2278,,,,,,,,,,
0.08,84,0.424,0.4064,0.303361345,0.1444,0.195663957,0.3316,,,,,,,,,,
0.13,80,0.27,0.4572,0.377574371,0.132,0.195613515,0.2176,,,,,,,,,,
0.14,48,0.432,0.4826,0.43924581,0.1258,0.195584577,0.1606,,,,,,,,,,
0.04,88,0.432,0.3976,0.294212219,0.1464,0.195512821,0.3512,,,,,,,,,,
0.23,65,0.432,0.4459,0.356650768,0.1346,0.195440685,0.2428,,,,,,,,,,
0.17,13,0.352,0.3923,0.28907168,0.1476,0.195419039,0.363,,,,,,,,,,
0.01,79,0.432,0.4038,0.300414938,0.1448,0.195411606,0.3372,,,,,,,,,,
0.19,24,0.432,0.4466,0.357827476,0.1344,0.195405641,0.2412,,,,,,,,,,
0.14,21,0.426,0.3807,0.278828328,0.1504,0.195400806,0.389,,,,,,,,,,
0.17,20,0.276,0.4004,0.296900489,0.1456,0.19538379,0.3448,,,,,,,,,,
0.22,25,0.27,0.4288,0.330314585,0.1386,0.195266272,0.281,,,,,,,,,,
0.07,51,0.588,0.3823,0.28,0.1498,0.195179153,0.3852,,,,,,,,,,
0.04,62,0.354,0.3946,0.291038858,0.1468,0.195160861,0.3576,,,,,,,,,,
0.05,86,0.432,0.3861,0.28321279,0.1488,0.195096368,0.3766,,,,,,,,,,
0.15,8,0.28,0.4026,0.298926507,0.1448,0.195095662,0.3396,,,,,,,,,,
0.15,28,0.432,0.3887,0.285383725,0.148,0.19491637,0.3706,,,,,,,,,,
0.1,27,0.27,0.357,0.26054923,0.1556,0.194840972,0.4416,,,,,,,,,,
0.2,35,0.276,0.4346,0.338278932,0.1368,0.194816292,0.2676,,,,,,,,,,
0.04,83,0.588,0.3955,0.291583566,0.1462,0.194751565,0.3552,,,,,,,,,,
0.1,19,0.432,0.3795,0.277264325,0.15,0.19467878,0.391,,,,,,,,,,
0.08,35,0.27,0.3877,0.284287361,0.148,0.194660003,0.3726,,,,,,,,,,
0.13,29,0.432,0.4039,0.299875052,0.144,0.194568302,0.3362,,,,,,,,,,
0.21,7,0.588,0.3909,0.286997267,0.147,0.194418728,0.3652,,,,,,,,,,
0.14,45,0.588,0.4331,0.335787923,0.1368,0.194401023,0.2706,,,,,,,,,,
0.02,95,0.588,0.3782,0.27593819,0.15,0.194350868,0.3936,,,,,,,,,,
0.19,9,0.432,0.3929,0.288757396,0.1464,0.194293298,0.3606,,,,,,,,,,
0.09,47,0.428,0.3935,0.289275821,0.1462,0.194234091,0.3592,,,,,,,,,,
0.1,71,0.432,0.4059,0.301727771,0.1432,0.194222162,0.3314,,,,,,,,,,
0.05,77,0.584,0.428,0.328408008,0.1378,0.194139194,0.2818,,,,,,,,,,
0.06,82,0.28,0.3873,0.283519017,0.1476,0.194133895,0.373,,,,,,,,,,
0.16,87,0.272,0.5092,0.542201835,0.1182,0.19408867,0.0998,,,,,,,,,,
0.24,13,0.276,0.385,0.281368821,0.148,0.193971166,0.378,,,,,,,,,,
0.05,87,0.44,0.3933,0.288880095,0.146,0.19396838,0.3594,,,,,,,,,,
0.04,99,0.28,0.4048,0.30033557,0.1432,0.193932828,0.3336,,,,,,,,,,
0.09,62,0.508,0.3888,0.284663052,0.147,0.193880243,0.3694,,,,,,,,,,
0.05,69,0.436,0.3921,0.287682015,0.1462,0.193873492,0.362,,,,,,,,,,
0.09,59,0.352,0.4616,0.385578069,0.1294,0.19377059,0.2062,,,,,,,,,,
0.33,17,0.432,0.4416,0.348390447,0.1342,0.193762634,0.251,,,,,,,,,,
0.16,17,0.432,0.3821,0.278633121,0.1484,0.193657836,0.3842,,,,,,,,,,
0.18,29,0.432,0.3837,0.279984866,0.148,0.19364124,0.3806,,,,,,,,,,
0.09,53,0.27,0.4018,0.29693962,0.1436,0.193583176,0.34,,,,,,,,,,
0.08,97,0.588,0.3833,0.279561768,0.148,0.19353995,0.3814,,,,,,,,,,
0.09,92,0.276,0.4383,0.343002545,0.1348,0.193539124,0.2582,,,,,,,,,,
0.14,42,0.268,0.3837,0.279818251,0.1478,0.193430179,0.3804,,,,,,,,,,
0.24,35,0.27,0.4608,0.383610451,0.1292,0.193297427,0.2076,,,,,,,,,,
0.25,13,0.432,0.4907,0.46458492,0.122,0.19325202,0.1406,,,,,,,,,,
0.03,67,0.588,0.4005,0.295351707,0.1436,0.193244516,0.3426,,,,,,,,,,
0.22,32,0.432,0.391,0.28610675,0.1458,0.193163752,0.3638,,,,,,,,,,
0.18,20,0.276,0.3868,0.282307692,0.1468,0.193157895,0.3732,,,,,,,,,,
0.04,74,0.276,0.3884,0.28372093,0.1464,0.193139842,0.3696,,,,,,,,,,
0.17,16,0.432,0.4433,0.3507109,0.1332,0.19307146,0.2466,,,,,,,,,,
0.07,74,0.432,0.3905,0.285546416,0.1458,0.19303588,0.3648,,,,,,,,,,
0.08,77,0.276,0.387,0.282357473,0.1466,0.192996314,0.3726,,,,,,,,,,
0.21,38,0.432,0.4479,0.358500815,0.132,0.192954246,0.2362,,,,,,,,,,
0.1,65,0.432,0.4512,0.364444444,0.1312,0.192941176,0.2288,,,,,,,,,,
0.16,18,0.274,0.4043,0.299034019,0.1424,0.192927788,0.3338,,,,,,,,,,
0.04,49,0.436,0.3764,0.273294204,0.149,0.192855294,0.3962,,,,,,,,,,
0.14,61,0.276,0.4389,0.343413634,0.134,0.192778018,0.2562,,,,,,,,,,
0.22,56,0.27,0.472,0.409090909,0.126,0.19266055,0.182,,,,,,,,,,
0.07,49,0.426,0.3957,0.290140845,0.1442,0.192651971,0.3528,,,,,,,,,,
0.05,68,0.274,0.4666,0.396014944,0.1272,0.192552225,0.194,,,,,,,,,,
0.16,72,0.352,0.4296,0.329457364,0.136,0.192525481,0.2768,,,,,,,,,,
0.07,95,0.27,0.3993,0.293562936,0.1432,0.192498992,0.3446,,,,,,,,,,
0.1,28,0.348,0.3669,0.265586474,0.1508,0.192371476,0.417,,,,,,,,,,
0.12,33,0.352,0.3965,0.290570619,0.1436,0.192209878,0.3506,,,,,,,,,,
0.29,14,0.268,0.43,0.329766537,0.1356,0.192176871,0.2756,,,,,,,,,,
0.05,52,0.426,0.4072,0.301539778,0.141,0.19215045,0.3266,,,,,,,,,,
0.19,19,0.352,0.3937,0.287824351,0.1442,0.192138574,0.3568,,,,,,,,,,
0.08,49,0.352,0.3639,0.263139575,0.1512,0.192048774,0.4234,,,,,,,,,,
0.18,31,0.274,0.3849,0.279755071,0.1462,0.192039932,0.3764,,,,,,,,,,
0.18,16,0.432,0.4274,0.325982742,0.136,0.191927745,0.2812,,,,,,,,,,
0.11,23,0.276,0.3827,0.277756726,0.1466,0.191909936,0.3812,,,,,,,,,,
0.11,28,0.432,0.3851,0.27980069,0.146,0.191878039,0.3758,,,,,,,,,,
0.19,11,0.432,0.3991,0.292813142,0.1426,0.191795562,0.3444,,,,,,,,,,
0.05,61,0.436,0.4318,0.332019704,0.1348,0.191749644,0.2712,,,,,,,,,,
0.2,20,0.268,0.4253,0.322901849,0.1362,0.191588128,0.2856,,,,,,,,,,
0.1,100,0.272,0.5247,0.640500569,0.1126,0.191529172,0.0632,,,,,,,,,,
0.02,86,0.436,0.4308,0.330392157,0.1348,0.191477273,0.2732,,,,,,,,,,
0.16,36,0.432,0.3949,0.288360854,0.1432,0.191367099,0.3534,,,,,,,,,,
0.34,2,0.426,0.4225,0.319009809,0.1366,0.191289735,0.2916,,,,,,,,,,
0.09,68,0.27,0.4076,0.301204819,0.14,0.191152376,0.3248,,,,,,,,,,
0.17,33,0.27,0.4482,0.357848518,0.1304,0.191146291,0.234,,,,,,,,,,
0.13,10,0.432,0.4245,0.321513002,0.136,0.191145467,0.287,,,,,,,,,,
0.01,92,0.276,0.3881,0.281871345,0.1446,0.191143424,0.3684,,,,,,,,,,
0.14,51,0.276,0.4182,0.313412409,0.1374,0.191045606,0.301,,,,,,,,,,
0.12,54,0.436,0.3901,0.283576211,0.144,0.191006765,0.3638,,,,,,,,,,
0.15,40,0.432,0.4378,0.340349076,0.1326,0.190846287,0.257,,,,,,,,,,
0.16,61,0.276,0.5124,0.56042885,0.115,0.190839695,0.0902,,,,,,,,,,
0.26,32,0.352,0.4716,0.407189542,0.1246,0.190811639,0.1814,,,,,,,,,,
0.22,18,0.266,0.4282,0.326234269,0.1348,0.190772714,0.2784,,,,,,,,,,
0.02,83,0.28,0.3958,0.288726683,0.1424,0.190731315,0.3508,,,,,,,,,,
0.18,23,0.432,0.3881,0.281530652,0.1442,0.190715514,0.368,,,,,,,,,,
0.18,6,0.584,0.3712,0.26734104,0.148,0.190525232,0.4056,,,,,,,,,,
0.13,15,0.268,0.4194,0.314456722,0.1366,0.190462911,0.2978,,,,,,,,,,
0.08,76,0.432,0.4252,0.321904762,0.1352,0.190422535,0.2848,,,,,,,,,,
0.16,40,0.28,0.4258,0.322657744,0.135,0.19035533,0.2834,,,,,,,,,,
0.11,39,0.35,0.4008,0.293333333,0.1408,0.19027027,0.3392,,,,,,,,,,
0.01,97,0.588,0.3641,0.261829653,0.1494,0.190245766,0.4212,,,,,,,,,,
0.11,68,0.352,0.416,0.310126582,0.1372,0.190238491,0.3052,,,,,,,,,,
0.07,98,0.432,0.4312,0.330039526,0.1336,0.190205011,0.2712,,,,,,,,,,
0.09,97,0.428,0.4388,0.341450777,0.1318,0.19018759,0.2542,,,,,,,,,,
0.12,48,0.276,0.3902,0.283003953,0.1432,0.190172643,0.3628,,,,,,,,,,
0.17,38,0.432,0.4052,0.29778157,0.1396,0.190087146,0.3292,,,,,,,,,,
0.08,73,0.432,0.414,0.307520143,0.1374,0.189936411,0.3094,,,,,,,,,,
0.03,81,0.588,0.3951,0.287393595,0.1418,0.189902237,0.3516,,,,,,,,,,
0.11,37,0.27,0.4546,0.368937644,0.1278,0.189839572,0.2186,,,,,,,,,,
0.16,27,0.432,0.3861,0.279006597,0.1438,0.189784875,0.3716,,,,,,,,,,
0.26,10,0.432,0.4247,0.320628871,0.1346,0.18960417,0.2852,,,,,,,,,,
0.3,43,0.276,0.44,0.342931937,0.131,0.189580318,0.251,,,,,,,,,,
0.16,39,0.268,0.4387,0.340779221,0.1312,0.189458484,0.2538,,,,,,,,,,
0.16,19,0.276,0.3892,0.281373323,0.1426,0.189275285,0.3642,,,,,,,,,,
0.24,30,0.432,0.4037,0.295541401,0.1392,0.189259007,0.3318,,,,,,,,,,
0.13,13,0.27,0.3822,0.27519084,0.1442,0.189238845,0.3798,,,,,,,,,,
0.17,10,0.27,0.4421,0.346092504,0.1302,0.189216684,0.246,,,,,,,,,,
0.18,74,0.276,0.4789,0.426068676,0.1216,0.189201805,0.1638,,,,,,,,,,
0.15,35,0.436,0.3793,0.272693032,0.1448,0.189157413,0.3862,,,,,,,,,,
0.2,41,0.432,0.4383,0.339906591,0.131,0.189115057,0.2544,,,,,,,,,,
0.18,41,0.436,0.4244,0.319828408,0.1342,0.189067343,0.2854,,,,,,,,,,
0.06,59,0.274,0.4196,0.313370474,0.135,0.188705619,0.2958,,,,,,,,,,
0.17,65,0.35,0.4317,0.329335332,0.1318,0.18825882,0.2684,,,,,,,,,,
0.18,10,0.352,0.4299,0.326742462,0.1322,0.188238644,0.2724,,,,,,,,,,
0.06,58,0.27,0.3919,0.283018868,0.141,0.188225871,0.3572,,,,,,,,,,
0.26,29,0.352,0.4744,0.413161465,0.1218,0.188137164,0.173,,,,,,,,,,
0.27,24,0.276,0.4208,0.31443299,0.1342,0.18811326,0.2926,,,,,,,,,,
0.03,89,0.274,0.4275,0.323256948,0.1326,0.188058431,0.2776,,,,,,,,,,
0.26,26,0.27,0.4332,0.331313131,0.1312,0.187965616,0.2648,,,,,,,,,,
0.18,9,0.432,0.4357,0.335043612,0.1306,0.187940711,0.2592,,,,,,,,,,
0.25,21,0.276,0.471,0.404227213,0.1224,0.187902978,0.1804,,,,,,,,,,
0.05,91,0.426,0.4423,0.345474022,0.129,0.187854958,0.2444,,,,,,,,,,
0.22,26,0.432,0.4085,0.299605782,0.1368,0.187834684,0.3198,,,,,,,,,,
0.04,84,0.352,0.3903,0.281212605,0.141,0.187824697,0.3604,,,,,,,,,,
0.03,86,0.422,0.4287,0.324643384,0.132,0.18768662,0.2746,,,,,,,,,,
0.23,23,0.27,0.4483,0.355667225,0.1274,0.187601237,0.2308,,,,,,,,,,
0.07,76,0.352,0.4188,0.311513463,0.1342,0.187587364,0.2966,,,,,,,,,,
0.18,13,0.352,0.4058,0.296456353,0.1372,0.187585453,0.3256,,,,,,,,,,
0.12,24,0.27,0.4274,0.322753906,0.1322,0.187570942,0.2774,,,,,,,,,,
0.09,64,0.432,0.4444,0.34874864,0.1282,0.18748172,0.2394,,,,,,,,,,
0.17,45,0.276,0.4511,0.360524815,0.1264,0.18717607,0.2242,,,,,,,,,,
0.06,78,0.506,0.3856,0.276387803,0.1414,0.187086531,0.3702,,,,,,,,,,
0.06,63,0.508,0.3985,0.288453522,0.1384,0.187052304,0.3414,,,,,,,,,,
0.16,15,0.28,0.3845,0.27537923,0.1416,0.187029454,0.3726,,,,,,,,,,
0.18,97,0.432,0.4312,0.327655311,0.1308,0.186963979,0.2684,,,,,,,,,,
0.22,14,0.432,0.4003,0.290105263,0.1378,0.186847458,0.3372,,,,,,,,,,
0.17,17,0.27,0.4264,0.32083739,0.1318,0.186844344,0.279,,,,,,,,,,
0.05,51,0.436,0.442,0.344253491,0.1282,0.186825998,0.2442,,,,,,,,,,
0.21,19,0.432,0.401,0.290786137,0.1376,0.186804236,0.3356,,,,,,,,,,
0.13,56,0.422,0.465,0.389100127,0.1228,0.186682882,0.1928,,,,,,,,,,
0.21,27,0.27,0.4535,0.364746946,0.1254,0.186634916,0.2184,,,,,,,,,,
0.24,34,0.276,0.4378,0.337343096,0.129,0.186631944,0.2534,,,,,,,,,,
0.16,34,0.276,0.3871,0.277317554,0.1406,0.186595886,0.3664,,,,,,,,,,
0.21,20,0.432,0.39,0.279823859,0.1398,0.18644972,0.3598,,,,,,,,,,
0.15,15,0.432,0.3986,0.288043478,0.1378,0.186417749,0.3406,,,,,,,,,,
0.18,33,0.266,0.497,0.487309645,0.1152,0.18634746,0.1212,,,,,,,,,,
0.27,30,0.352,0.4952,0.480066445,0.1156,0.186331399,0.1252,,,,,,,,,,
0.19,30,0.432,0.445,0.348901099,0.127,0.186217009,0.237,,,,,,,,,,
0.19,32,0.27,0.4729,0.408259986,0.1206,0.186197314,0.1748,,,,,,,,,,
0.22,33,0.276,0.43,0.325349301,0.1304,0.186179326,0.2704,,,,,,,,,,
0.07,50,0.28,0.3965,0.285714286,0.138,0.186109238,0.345,,,,,,,,,,
0.22,24,0.27,0.3994,0.288477712,0.1372,0.185958254,0.3384,,,,,,,,,,
0.08,82,0.432,0.44,0.340255591,0.1278,0.185809828,0.2478,,,,,,,,,,
0.2,25,0.352,0.4382,0.337368421,0.1282,0.185797101,0.2518,,,,,,,,,,
0.14,39,0.276,0.4373,0.335949765,0.1284,0.185790768,0.2538,,,,,,,,,,
0.16,33,0.274,0.4397,0.339712919,0.1278,0.185728818,0.2484,,,,,,,,,,
0.06,87,0.432,0.3967,0.285417532,0.1374,0.185500203,0.344,,,,,,,,,,
0.22,23,0.432,0.4396,0.339361702,0.1276,0.185465116,0.2484,,,,,,,,,,
0.05,73,0.506,0.389,0.278,0.139,0.185333333,0.361,,,,,,,,,,
0.39,5,0.276,0.5083,0.540096618,0.1118,0.185252693,0.0952,,,,,,,,,,
0.23,14,0.276,0.4407,0.340848094,0.127,0.18505027,0.2456,,,,,,,,,,
0.2,42,0.28,0.4915,0.465698144,0.1154,0.184965539,0.1324,,,,,,,,,,
0.04,95,0.274,0.3857,0.274733938,0.1394,0.184954226,0.368,,,,,,,,,,
0.34,3,0.27,0.4695,0.398805574,0.1202,0.184724143,0.1812,,,,,,,,,,
0.33,4,0.27,0.5011,0.504915103,0.113,0.184670698,0.1108,,,,,,,,,,
0.09,67,0.276,0.4326,0.327885598,0.1284,0.184535786,0.2632,,,,,,,,,,
0.12,72,0.276,0.5182,0.600220264,0.109,0.184495599,0.0726,,,,,,,,,,
0.17,31,0.276,0.4296,0.323470411,0.129,0.184443809,0.2698,,,,,,,,,,
0.07,69,0.274,0.4211,0.311874106,0.1308,0.184303227,0.2886,,,,,,,,,,
0.24,8,0.268,0.4253,0.317359413,0.1298,0.184244145,0.2792,,,,,,,,,,
0.08,67,0.588,0.3645,0.256907069,0.1432,0.183896237,0.4142,,,,,,,,,,
0.04,55,0.588,0.383,0.271484375,0.139,0.183862434,0.373,,,,,,,,,,
0.09,39,0.588,0.3863,0.274315204,0.1382,0.183801037,0.3656,,,,,,,,,,
0.15,22,0.354,0.4244,0.315789474,0.1296,0.183777652,0.2808,,,,,,,,,,
0.26,6,0.27,0.4404,0.339266451,0.1258,0.183542457,0.245,,,,,,,,,,
0.15,74,0.432,0.4411,0.340379404,0.1256,0.1834916,0.2434,,,,,,,,,,
0.04,70,0.27,0.375,0.264506405,0.1404,0.183433499,0.3904,,,,,,,,,,
0.32,5,0.588,0.4079,0.29524233,0.1328,0.183197682,0.317,,,,,,,,,,
0.19,22,0.276,0.3906,0.277642276,0.1366,0.18310992,0.3554,,,,,,,,,,
0.07,62,0.276,0.4713,0.402447315,0.1184,0.182970175,0.1758,,,,,,,,,,
0.12,63,0.27,0.4345,0.329515877,0.1266,0.182921543,0.2576,,,,,,,,,,
0.2,70,0.432,0.4502,0.355902778,0.123,0.182818074,0.2226,,,,,,,,,,
0.2,12,0.35,0.4318,0.325307377,0.127,0.182681243,0.2634,,,,,,,,,,
0.23,27,0.268,0.4543,0.363419008,0.1216,0.182226884,0.213,,,,,,,,,,
0.02,87,0.35,0.3732,0.262012012,0.1396,0.182150313,0.3932,,,,,,,,,,
0.39,3,0.356,0.4645,0.385261797,0.1192,0.182068123,0.1902,,,,,,,,,,
0.2,14,0.268,0.4482,0.351660939,0.1228,0.182033798,0.2264,,,,,,,,,,
0.05,84,0.432,0.3967,0.282526316,0.1342,0.181966102,0.3408,,,,,,,,,,
0.12,61,0.432,0.4359,0.330870712,0.1254,0.181870921,0.2536,,,,,,,,,,
0.21,11,0.266,0.4265,0.317073171,0.1274,0.1817663,0.2744,,,,,,,,,,
0.14,83,0.436,0.4588,0.372366791,0.1202,0.181735712,0.2026,,,,,,,,,,
0.3,11,0.352,0.4446,0.344904815,0.1232,0.181550251,0.234,,,,,,,,,,
0.19,35,0.27,0.457,0.368421053,0.1204,0.181489298,0.2064,,,,,,,,,,
0.19,17,0.352,0.423,0.312011719,0.1278,0.181328036,0.2818,,,,,,,,,,
0.26,30,0.268,0.4788,0.422401171,0.1154,0.181275526,0.1578,,,,,,,,,,
0.16,25,0.27,0.4277,0.318250377,0.1266,0.181141794,0.2712,,,,,,,,,,
0.12,44,0.432,0.4356,0.329809725,0.1248,0.181079512,0.2536,,,,,,,,,,
0.14,68,0.268,0.4631,0.381350482,0.1186,0.180930587,0.1924,,,,,,,,,,
0.18,82,0.27,0.4328,0.325363825,0.1252,0.180820335,0.2596,,,,,,,,,,
0.06,61,0.588,0.3872,0.272580645,0.1352,0.180748663,0.3608,,,,,,,,,,
0.18,50,0.268,0.5097,0.549338759,0.108,0.180511449,0.0886,,,,,,,,,,
0.22,31,0.346,0.4351,0.328578975,0.1244,0.180472944,0.2542,,,,,,,,,,
0.04,50,0.432,0.394,0.2786132,0.1334,0.180416554,0.3454,,,,,,,,,,
0.19,34,0.27,0.4167,0.303259329,0.1284,0.180413095,0.295,,,,,,,,,,
0.14,17,0.354,0.3919,0.276560562,0.1338,0.180347756,0.35,,,,,,,,,,
0.28,30,0.276,0.3913,0.275876289,0.1338,0.18020202,0.3512,,,,,,,,,,
0.16,43,0.35,0.4062,0.290811775,0.1304,0.180060757,0.318,,,,,,,,,,
0.06,86,0.27,0.4343,0.327014218,0.1242,0.180026091,0.2556,,,,,,,,,,
0.23,19,0.268,0.4106,0.295703839,0.1294,0.180022259,0.3082,,,,,,,,,,
0.15,94,0.27,0.4994,0.497282609,0.1098,0.179882045,0.111,,,,,,,,,,
0.25,20,0.27,0.4873,0.449240608,0.1124,0.17981123,0.1378,,,,,,,,,,
0.22,22,0.27,0.4222,0.309686888,0.1266,0.179727428,0.2822,,,,,,,,,,
0.09,58,0.272,0.4349,0.327686607,0.1238,0.179706779,0.254,,,,,,,,,,
0.21,18,0.27,0.3891,0.273395995,0.1338,0.179669666,0.3556,,,,,,,,,,
0.07,96,0.432,0.3973,0.281210055,0.132,0.179665169,0.3374,,,,,,,,,,
0.2,36,0.274,0.3998,0.283678756,0.1314,0.179606342,0.3318,,,,,,,,,,
0.01,83,0.276,0.4049,0.288948069,0.1302,0.179511926,0.3204,,,,,,,,,,
0.1,73,0.432,0.4478,0.349132948,0.1208,0.179494799,0.2252,,,,,,,,,,
0.31,5,0.422,0.4086,0.292837715,0.1292,0.179295032,0.312,,,,,,,,,,
0.13,88,0.432,0.4908,0.46179402,0.1112,0.179239201,0.1296,,,,,,,,,,
0.14,34,0.432,0.3937,0.277335568,0.1324,0.179233789,0.345,,,,,,,,,,
0.15,78,0.432,0.4184,0.304410355,0.127,0.179226644,0.2902,,,,,,,,,,
0.14,37,0.35,0.4447,0.343342776,0.1212,0.179157428,0.2318,,,,,,,,,,
0.1,58,0.588,0.4379,0.331707317,0.1224,0.178816654,0.2466,,,,,,,,,,
0.17,42,0.432,0.424,0.311320755,0.1254,0.178785287,0.2774,,,,,,,,,,
0.1,70,0.27,0.4753,0.411087113,0.1142,0.178744717,0.1636,,,,,,,,,,
0.01,81,0.274,0.372,0.258125472,0.1366,0.178655506,0.3926,,,,,,,,,,
0.08,75,0.588,0.4418,0.337973274,0.1214,0.178634491,0.2378,,,,,,,,,,
0.06,88,0.352,0.3857,0.269463493,0.1336,0.178633507,0.3622,,,,,,,,,,
0.08,64,0.276,0.4261,0.314041268,0.1248,0.178617432,0.2726,,,,,,,,,,
0.2,40,0.432,0.4471,0.347198151,0.1202,0.178576735,0.226,,,,,,,,,,
0.14,27,0.276,0.436,0.328510182,0.1226,0.178561025,0.2506,,,,,,,,,,
0.25,14,0.276,0.4599,0.372698413,0.1174,0.178555133,0.1976,,,,,,,,,,
0.09,76,0.274,0.4433,0.340461452,0.121,0.178545079,0.2344,,,,,,,,,,
0.15,91,0.432,0.479,0.421758569,0.1132,0.178492589,0.1552,,,,,,,,,,
0.26,7,0.274,0.49,0.458609272,0.1108,0.178479381,0.1308,,,,,,,,,,
0.08,80,0.352,0.3995,0.282373322,0.1304,0.178410179,0.3314,,,,,,,,,,
0.19,13,0.27,0.3879,0.271131074,0.1328,0.178278964,0.357,,,,,,,,,,
0.03,63,0.508,0.3705,0.256487401,0.1364,0.178091135,0.3954,,,,,,,,,,
0.2,80,0.432,0.4636,0.380733945,0.1162,0.178057003,0.189,,,,,,,,,,
0.17,93,0.35,0.4885,0.452984464,0.1108,0.178049172,0.1338,,,,,,,,,,
0.09,79,0.352,0.4376,0.330618893,0.1218,0.178018123,0.2466,,,,,,,,,,
0.27,28,0.266,0.4264,0.313953488,0.1242,0.177987962,0.2714,,,,,,,,,,
0.06,99,0.436,0.4306,0.319833853,0.1232,0.17788045,0.262,,,,,,,,,,
0.18,34,0.432,0.4276,0.315494393,0.1238,0.177822465,0.2686,,,,,,,,,,
0.13,60,0.432,0.4432,0.33972912,0.1204,0.177790904,0.234,,,,,,,,,,
0.04,71,0.27,0.383,0.266373802,0.1334,0.177771855,0.3674,,,,,,,,,,
0.22,46,0.432,0.4566,0.365049751,0.1174,0.177663438,0.2042,,,,,,,,,,
0.18,52,0.356,0.4593,0.370793651,0.1168,0.177642586,0.1982,,,,,,,,,,
0.13,40,0.27,0.4368,0.329004329,0.1216,0.177570093,0.248,,,,,,,,,,
0.14,79,0.5,0.4228,0.308721506,0.1246,0.17754346,0.279,,,,,,,,,,
0.15,43,0.27,0.4529,0.357359176,0.118,0.17741693,0.2122,,,,,,,,,,
0.12,100,0.432,0.4944,0.47556719,0.109,0.177351123,0.1202,,,,,,,,,,
0.15,66,0.276,0.4394,0.332965821,0.1208,0.177282066,0.242,,,,,,,,,,
0.14,14,0.432,0.3644,0.250918442,0.1366,0.176897177,0.4078,,,,,,,,,,
0.13,50,0.268,0.4835,0.435294118,0.111,0.17689243,0.144,,,,,,,,,,
0.03,94,0.268,0.4326,0.321881607,0.1218,0.17672664,0.2566,,,,,,,,,,
0.2,8,0.276,0.3886,0.270403957,0.1312,0.176676542,0.354,,,,,,,,,,
0.16,11,0.27,0.3904,0.272046589,0.1308,0.176661264,0.35,,,,,,,,,,
0.14,78,0.27,0.4425,0.337662338,0.1196,0.176635652,0.2346,,,,,,,,,,
0.1,81,0.432,0.4511,0.353153153,0.1176,0.176444111,0.2154,,,,,,,,,,
0.18,17,0.27,0.4034,0.284759358,0.1278,0.176421866,0.321,,,,,,,,,,
0.15,52,0.276,0.4846,0.438791733,0.1104,0.17641419,0.1412,,,,,,,,,,
0.39,19,0.432,0.4741,0.406498195,0.1126,0.176350822,0.1644,,,,,,,,,,
0.17,26,0.266,0.3971,0.278137128,0.129,0.176253587,0.3348,,,,,,,,,,
0.24,26,0.432,0.4484,0.347877358,0.118,0.176224612,0.2212,,,,,,,,,,
0.25,30,0.276,0.4403,0.333519241,0.1196,0.176063595,0.239,,,,,,,,,,
0.16,37,0.27,0.4326,0.321314952,0.1212,0.176009294,0.256,,,,,,,,,,
0.29,31,0.268,0.5138,0.576666667,0.1038,0.175932203,0.0762,,,,,,,,,,
0.09,70,0.588,0.3522,0.241608392,0.1382,0.175826972,0.4338,,,,,,,,,,
0.07,66,0.274,0.4625,0.376725838,0.1146,0.175739917,0.1896,,,,,,,,,,
0.16,83,0.27,0.4921,0.465977606,0.1082,0.175620841,0.124,,,,,,,,,,
0.19,42,0.352,0.4442,0.339839265,0.1184,0.175615544,0.23,,,,,,,,,,
0.18,53,0.268,0.4422,0.336353341,0.1188,0.175583801,0.2344,,,,,,,,,,
0.24,27,0.35,0.4591,0.368994234,0.1152,0.17558299,0.197,,,,,,,,,,
0.23,36,0.432,0.4588,0.368286445,0.1152,0.175502742,0.1976,,,,,,,,,,
0.29,7,0.432,0.451,0.352231604,0.1168,0.175428056,0.2148,,,,,,,,,,
0.23,26,0.352,0.4149,0.296897375,0.1244,0.175334743,0.2946,,,,,,,,,,
0.15,55,0.266,0.4308,0.318086225,0.121,0.175311504,0.2594,,,,,,,,,,
0.17,69,0.268,0.5248,0.662729659,0.101,0.175286359,0.0514,,,,,,,,,,
0.12,81,0.352,0.4518,0.353584447,0.1164,0.175142943,0.2128,,,,,,,,,,
0.33,20,0.432,0.4816,0.42834891,0.11,0.17504774,0.1468,,,,,,,,,,
0.08,85,0.276,0.4198,0.30265748,0.123,0.174914676,0.2834,,,,,,,,,,
0.15,72,0.268,0.4353,0.324470971,0.1196,0.174777145,0.249,,,,,,,,,,
0.11,95,0.274,0.4775,0.415477085,0.1106,0.174695941,0.1556,,,,,,,,,,
0.12,47,0.27,0.4357,0.324986391,0.1194,0.174637999,0.248,,,,,,,,,,
