self_radius,self_count,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,,
0.21,100,0.132,0.5,0.5,0.0058,0.011466983,0.0058,,,,,,,,,,
0.22,81,0.13,0.4995,0.46031746,0.0058,0.011455659,0.0068,,,,,,,,,,
0.25,49,0.16,0.4992,0.439393939,0.0058,0.011448875,0.0074,,,,,,,,,,
0.39,61,0.132,0.4989,0.420289855,0.0058,0.011442099,0.008,,,,,,,,,,
0.5,32,0.132,0.4986,0.402777778,0.0058,0.011435331,0.0086,,,,,,,,,,
0.45,36,0.002,0.4985,0.397260274,0.0058,0.011433077,0.0088,,,,,,,,,,
0.41,30,0.132,0.4976,0.353658537,0.0058,0.01141283,0.0106,,,,,,,,,,
0.34,26,0.13,0.4959,0.292929293,0.0058,0.011374779,0.014,,,,,,,,,,
0.44,3,0.266,0.4959,0.292929293,0.0058,0.011374779,0.014,,,,,,,,,,
0.26,71,0.12,0.4958,0.29,0.0058,0.011372549,0.0142,,,,,,,,,,
0.21,55,0.132,0.495,0.268518519,0.0058,0.011354738,0.0158,,,,,,,,,,
0.32,19,0.132,0.4931,0.228346457,0.0058,0.011312658,0.0196,,,,,,,,,,
0.25,86,0.122,0.493,0.2265625,0.0058,0.011310452,0.0198,,,,,,,,,,
0.52,3,0,0.4923,0.214814815,0.0058,0.011295034,0.0212,,,,,,,,,,
0.4,15,0.008,0.4671,0.077120823,0.006,0.011133791,0.0718,,,,,,,,,,
0.28,73,0.13,0.5009,0.595744681,0.0056,0.0110957,0.0038,,,,,,,,,,
0.45,13,0.132,0.5008,0.583333333,0.0056,0.011093502,0.004,,,,,,,,,,
0.25,53,0.132,0.5005,0.549019608,0.0056,0.011086913,0.0046,,,,,,,,,,
0.36,28,0.13,0.4993,0.444444444,0.0056,0.011060636,0.007,,,,,,,,,,
0.32,45,0.132,0.4981,0.373333333,0.0056,0.011034483,0.0094,,,,,,,,,,
0.24,100,0.12,0.4973,0.337349398,0.0056,0.011017116,0.011,,,,,,,,,,
0.24,41,0.132,0.4598,0.064935065,0.006,0.010984987,0.0864,,,,,,,,,,
0.24,52,0.132,0.494,0.24137931,0.0056,0.010946052,0.0176,,,,,,,,,,
0.23,56,0.13,0.4756,0.09602649,0.0058,0.010939268,0.0546,,,,,,,,,,
0.17,66,0.13,0.4485,0.052173913,0.006,0.010762332,0.109,,,,,,,,,,
0.34,97,0.132,0.5013,0.658536585,0.0054,0.01071216,0.0028,,,,,,,,,,
0.25,65,0.266,0.501,0.613636364,0.0054,0.010705789,0.0034,,,,,,,,,,
0.41,35,0.128,0.5009,0.6,0.0054,0.010703667,0.0036,,,,,,,,,,
0.44,21,0.008,0.5004,0.54,0.0054,0.010693069,0.0046,,,,,,,,,,
0.4,26,0.132,0.4976,0.346153846,0.0054,0.010634108,0.0102,,,,,,,,,,
0.21,59,0.132,0.4959,0.284210526,0.0054,0.010598626,0.0136,,,,,,,,,,
0.43,7,0.13,0.4946,0.25,0.0054,0.010571652,0.0162,,,,,,,,,,
0.39,29,0.12,0.4651,0.069135802,0.0056,0.010360777,0.0754,,,,,,,,,,
0.24,58,0.006,0.4821,0.115879828,0.0054,0.010319129,0.0412,,,,,,,,,,
0.4,9,0.124,0.4628,0.065420561,0.0056,0.010316875,0.08,,,,,,,,,,
0.25,77,0.132,0.5009,0.604651163,0.0052,0.010311323,0.0034,,,,,,,,,,
0.5,17,0.008,0.5007,0.577777778,0.0052,0.010307235,0.0038,,,,,,,,,,
0.22,53,0.132,0.4995,0.456140351,0.0052,0.010282776,0.0062,,,,,,,,,,
0.25,69,0.122,0.4992,0.433333333,0.0052,0.01027668,0.0068,,,,,,,,,,
0.17,82,0.132,0.499,0.419354839,0.0052,0.01027262,0.0072,,,,,,,,,,
0.31,67,0.006,0.499,0.419354839,0.0052,0.01027262,0.0072,,,,,,,,,,
0.24,72,0,0.4988,0.40625,0.0052,0.010268562,0.0076,,,,,,,,,,
0.39,40,0.13,0.4971,0.320987654,0.0052,0.010234206,0.011,,,,,,,,,,
0.26,46,0.13,0.4965,0.298850575,0.0052,0.010222135,0.0122,,,,,,,,,,
0.35,10,0.002,0.4955,0.268041237,0.0052,0.01020208,0.0142,,,,,,,,,,
0.25,61,0.262,0.4942,0.236363636,0.0052,0.010176125,0.0168,,,,,,,,,,
0.33,9,0,0.4887,0.157575758,0.0052,0.010067764,0.0278,,,,,,,,,,
0.25,71,0.132,0.4849,0.128078818,0.0052,0.009994234,0.0354,,,,,,,,,,
0.29,86,0.132,0.5008,0.595238095,0.005,0.0099167,0.0034,,,,,,,,,,
0.54,16,0.256,0.5008,0.595238095,0.005,0.0099167,0.0034,,,,,,,,,,
0.57,7,0.124,0.5008,0.595238095,0.005,0.0099167,0.0034,,,,,,,,,,
0.2,62,0.204,0.5003,0.531914894,0.005,0.009906875,0.0044,,,,,,,,,,
0.26,57,0.132,0.5002,0.520833333,0.005,0.009904913,0.0046,,,,,,,,,,
0.41,13,0.132,0.5002,0.520833333,0.005,0.009904913,0.0046,,,,,,,,,,
0.25,55,0.128,0.4991,0.423728814,0.005,0.009883376,0.0068,,,,,,,,,,
0.16,70,0.132,0.4983,0.373134328,0.005,0.009867772,0.0084,,,,,,,,,,
0.32,35,0,0.4977,0.342465753,0.005,0.009856101,0.0096,,,,,,,,,,
0.2,55,0.132,0.4966,0.297619048,0.005,0.009834776,0.0118,,,,,,,,,,
0.23,60,0.002,0.4964,0.290697674,0.005,0.009830908,0.0122,,,,,,,,,,
0.44,16,0.132,0.4951,0.252525253,0.005,0.009805844,0.0148,,,,,,,,,,
0.23,78,0.13,0.4944,0.235849057,0.005,0.009792401,0.0162,,,,,,,,,,
0.3,32,0.136,0.4914,0.183823529,0.005,0.009735202,0.0222,,,,,,,,,,
0.34,34,0.122,0.4671,0.06824147,0.0052,0.009663631,0.071,,,,,,,,,,
0.42,42,0.132,0.5008,0.6,0.0048,0.00952381,0.0032,,,,,,,,,,
0.3,69,0.132,0.5004,0.545454545,0.0048,0.009516257,0.004,,,,,,,,,,
0.39,56,0.132,0.4989,0.406779661,0.0048,0.009488041,0.007,,,,,,,,,,
0.23,45,0.01,0.4987,0.393442623,0.0048,0.009484292,0.0074,,,,,,,,,,
0.28,66,0.13,0.4982,0.363636364,0.0048,0.009474931,0.0084,,,,,,,,,,
0.42,38,0.262,0.4975,0.328767123,0.0048,0.009461857,0.0098,,,,,,,,,,
0.45,3,0.132,0.497,0.307692308,0.0048,0.00945254,0.0108,,,,,,,,,,
0.61,1,0,0.4965,0.289156627,0.0048,0.009443242,0.0118,,,,,,,,,,
0.44,11,0.002,0.4962,0.279069767,0.0048,0.009437672,0.0124,,,,,,,,,,
0.6,2,0.12,0.4955,0.258064516,0.0048,0.009424701,0.0138,,,,,,,,,,
0.43,5,0.262,0.4946,0.235294118,0.0048,0.009408075,0.0156,,,,,,,,,,
0.26,86,0.13,0.4908,0.171428571,0.0048,0.009338521,0.0232,,,,,,,,,,
0.33,30,0.132,0.4901,0.163265306,0.0048,0.009325821,0.0246,,,,,,,,,,
0.45,25,0.264,0.4901,0.163265306,0.0048,0.009325821,0.0246,,,,,,,,,,
0.2,83,0.138,0.4655,0.063291139,0.005,0.009267841,0.074,,,,,,,,,,
0.4,7,0.136,0.463,0.05952381,0.005,0.009225092,0.079,,,,,,,,,,
0.31,63,0.136,0.4625,0.058823529,0.005,0.00921659,0.08,,,,,,,,,,
0.44,10,0.262,0.5007,0.58974359,0.0046,0.009128795,0.0032,,,,,,,,,,
0.32,65,0.132,0.5006,0.575,0.0046,0.009126984,0.0034,,,,,,,,,,
0.56,18,0.132,0.5006,0.575,0.0046,0.009126984,0.0034,,,,,,,,,,
0.24,50,0.13,0.5004,0.547619048,0.0046,0.009123364,0.0038,,,,,,,,,,
0.23,94,0.11,0.5,0.5,0.0046,0.009116132,0.0046,,,,,,,,,,
0.27,75,0.254,0.4998,0.479166667,0.0046,0.00911252,0.005,,,,,,,,,,
0.36,8,0.13,0.4992,0.425925926,0.0046,0.009101702,0.0062,,,,,,,,,,
0.36,29,0.128,0.499,0.410714286,0.0046,0.009098101,0.0066,,,,,,,,,,
0.29,79,0,0.4978,0.338235294,0.0046,0.009076559,0.009,,,,,,,,,,
0.37,33,0.13,0.4966,0.2875,0.0046,0.009055118,0.0114,,,,,,,,,,
0.22,66,0,0.4959,0.264367816,0.0046,0.009042658,0.0128,,,,,,,,,,
0.41,22,0.132,0.4946,0.23,0.0046,0.009019608,0.0154,,,,,,,,,,
0.23,70,0.13,0.4938,0.212962963,0.0046,0.009005482,0.017,,,,,,,,,,
0.25,80,0.004,0.4925,0.190082645,0.0046,0.008982621,0.0196,,,,,,,,,,
0.39,7,0.152,0.4901,0.15862069,0.0046,0.008940719,0.0244,,,,,,,,,,
0.44,17,0.132,0.4896,0.153333333,0.0046,0.008932039,0.0254,,,,,,,,,,
0.24,61,0.128,0.4895,0.152317881,0.0046,0.008930305,0.0256,,,,,,,,,,
0.52,2,0.124,0.4885,0.142857143,0.0046,0.008913001,0.0276,,,,,,,,,,
0.42,69,0.266,0.5016,0.785714286,0.0044,0.008750994,0.0012,,,,,,,,,,
0.41,93,0.138,0.5007,0.594594595,0.0044,0.008735358,0.003,,,,,,,,,,
0.33,72,0.128,0.5006,0.578947368,0.0044,0.008733624,0.0032,,,,,,,,,,
0.47,13,0.13,0.5006,0.578947368,0.0044,0.008733624,0.0032,,,,,,,,,,
0.34,28,0.128,0.5005,0.564102564,0.0044,0.008731891,0.0034,,,,,,,,,,
0.36,46,0.262,0.5005,0.564102564,0.0044,0.008731891,0.0034,,,,,,,,,,
0.19,82,0.122,0.4772,0.083941606,0.0046,0.008722033,0.0502,,,,,,,,,,
0.28,56,0,0.4997,0.468085106,0.0044,0.00871805,0.005,,,,,,,,,,
0.39,27,0.002,0.4997,0.468085106,0.0044,0.00871805,0.005,,,,,,,,,,
0.33,29,0.132,0.4769,0.083032491,0.0046,0.008717074,0.0508,,,,,,,,,,
0.4,42,0.132,0.4996,0.458333333,0.0044,0.008716323,0.0052,,,,,,,,,,
0.23,73,0.01,0.4993,0.431372549,0.0044,0.008711146,0.0058,,,,,,,,,,
0.27,59,0.13,0.4992,0.423076923,0.0044,0.008709422,0.006,,,,,,,,,,
0.26,79,0.122,0.4989,0.4,0.0044,0.008704253,0.0066,,,,,,,,,,
0.37,83,0.006,0.4989,0.4,0.0044,0.008704253,0.0066,,,,,,,,,,
0.37,24,0.014,0.4978,0.333333333,0.0044,0.008685353,0.0088,,,,,,,,,,
0.23,98,0.006,0.4973,0.309859155,0.0044,0.00867679,0.0098,,,,,,,,,,
0.39,80,0.124,0.4973,0.309859155,0.0044,0.00867679,0.0098,,,,,,,,,,
0.54,3,0.13,0.4929,0.191304348,0.0044,0.008602151,0.0186,,,,,,,,,,
0.21,81,0,0.488,0.134146341,0.0044,0.008520527,0.0284,,,,,,,,,,
0.45,6,0.07,0.4634,0.055825243,0.0046,0.00849963,0.0778,,,,,,,,,,
0.47,7,0.132,0.4817,0.0969163,0.0044,0.00841783,0.041,,,,,,,,,,
0.24,82,0.264,0.5009,0.636363636,0.0042,0.008344924,0.0024,,,,,,,,,,
0.28,99,0.266,0.5006,0.583333333,0.0042,0.008339952,0.003,,,,,,,,,,
0.4,27,0.264,0.5003,0.538461538,0.0042,0.008334987,0.0036,,,,,,,,,,
0.45,14,0.15,0.5003,0.538461538,0.0042,0.008334987,0.0036,,,,,,,,,,
0.37,15,0.132,0.4999,0.488372093,0.0042,0.008328376,0.0044,,,,,,,,,,
0.4,20,0.004,0.4994,0.4375,0.0042,0.008320127,0.0054,,,,,,,,,,
0.36,10,0.128,0.4993,0.428571429,0.0042,0.008318479,0.0056,,,,,,,,,,
0.42,28,0.15,0.499,0.403846154,0.0042,0.008313539,0.0062,,,,,,,,,,
0.31,40,0.008,0.4984,0.362068966,0.0042,0.008303677,0.0074,,,,,,,,,,
0.24,74,0.12,0.4979,0.333333333,0.0042,0.008295477,0.0084,,,,,,,,,,
0.59,4,0.132,0.4976,0.318181818,0.0042,0.008290565,0.009,,,,,,,,,,
0.24,80,0.126,0.4966,0.276315789,0.0042,0.008274232,0.011,,,,,,,,,,
0.41,17,0.132,0.4961,0.259259259,0.0042,0.008266089,0.012,,,,,,,,,,
0.27,67,0.13,0.4957,0.247058824,0.0042,0.008259587,0.0128,,,,,,,,,,
0.23,99,0.122,0.4947,0.221052632,0.0042,0.008243376,0.0148,,,,,,,,,,
0.34,12,0.128,0.4944,0.214285714,0.0042,0.008238525,0.0154,,,,,,,,,,
0.36,13,0.132,0.494,0.205882353,0.0042,0.008232066,0.0162,,,,,,,,,,
0.34,16,0.132,0.4937,0.2,0.0042,0.008227228,0.0168,,,,,,,,,,
0.34,19,0,0.493,0.1875,0.0042,0.008215962,0.0182,,,,,,,,,,
0.25,98,0.028,0.4921,0.173553719,0.0042,0.008201523,0.02,,,,,,,,,,
0.17,80,0.124,0.4911,0.160305344,0.0042,0.008185539,0.022,,,,,,,,,,
0.2,64,0.13,0.4659,0.057142857,0.0044,0.008170845,0.0726,,,,,,,,,,
0.49,3,0,0.4806,0.088983051,0.0042,0.00802139,0.043,,,,,,,,,,
0.43,25,0.266,0.5013,0.740740741,0.004,0.007957032,0.0014,,,,,,,,,,
0.27,48,0.124,0.5011,0.689655172,0.004,0.007953868,0.0018,,,,,,,,,,
0.29,81,0.256,0.501,0.666666667,0.004,0.007952286,0.002,,,,,,,,,,
0.31,74,0.122,0.5008,0.625,0.004,0.007949126,0.0024,,,,,,,,,,
0.38,63,0.132,0.5005,0.571428571,0.004,0.007944389,0.003,,,,,,,,,,
0.48,8,0.13,0.5005,0.571428571,0.004,0.007944389,0.003,,,,,,,,,,
0.36,41,0.26,0.4998,0.476190476,0.004,0.00793336,0.0044,,,,,,,,,,
0.36,99,0.256,0.4998,0.476190476,0.004,0.00793336,0.0044,,,,,,,,,,
0.41,21,0.126,0.499,0.4,0.004,0.007920792,0.006,,,,,,,,,,
0.31,13,0.13,0.4987,0.377358491,0.004,0.007916089,0.0066,,,,,,,,,,
0.29,46,0.13,0.4982,0.344827586,0.004,0.007908264,0.0076,,,,,,,,,,
0.23,91,0.032,0.4977,0.317460317,0.004,0.007900454,0.0086,,,,,,,,,,
0.28,52,0.006,0.4972,0.294117647,0.004,0.00789266,0.0096,,,,,,,,,,
0.4,13,0.13,0.4971,0.289855072,0.004,0.007891103,0.0098,,,,,,,,,,
0.3,75,0.132,0.4969,0.281690141,0.004,0.007887991,0.0102,,,,,,,,,,
0.25,54,0.132,0.4953,0.229885057,0.004,0.007863181,0.0134,,,,,,,,,,
0.4,6,0.012,0.4953,0.229885057,0.004,0.007863181,0.0134,,,,,,,,,,
0.38,6,0,0.4952,0.227272727,0.004,0.007861635,0.0136,,,,,,,,,,
0.37,12,0,0.4939,0.198019802,0.004,0.0078416,0.0162,,,,,,,,,,
0.38,34,0.132,0.4659,0.054830287,0.0042,0.007802341,0.0724,,,,,,,,,,
0.33,19,0.13,0.4897,0.13986014,0.004,0.007777562,0.0246,,,,,,,,,,
0.18,70,0.126,0.4631,0.051094891,0.0042,0.007761966,0.078,,,,,,,,,,
0.37,13,0.132,0.4827,0.093896714,0.004,0.007673125,0.0386,,,,,,,,,,
0.47,4,0,0.4526,0.040697674,0.0042,0.007614213,0.099,,,,,,,,,,
0.3,94,0.122,0.5014,0.791666667,0.0038,0.007563694,0.001,,,,,,,,,,
0.37,87,0.13,0.5006,0.59375,0.0038,0.007551669,0.0026,,,,,,,,,,
0.3,73,0.266,0.5005,0.575757576,0.0038,0.007550169,0.0028,,,,,,,,,,
0.38,36,0.132,0.5003,0.542857143,0.0038,0.00754717,0.0032,,,,,,,,,,
0.28,53,0.126,0.5002,0.527777778,0.0038,0.007545671,0.0034,,,,,,,,,,
0.21,85,0.012,0.5,0.5,0.0038,0.007542676,0.0038,,,,,,,,,,
0.26,78,0.01,0.4998,0.475,0.0038,0.007539683,0.0042,,,,,,,,,,
0.42,22,0.13,0.4997,0.463414634,0.0038,0.007538187,0.0044,,,,,,,,,,
0.37,22,0.13,0.4995,0.441860465,0.0038,0.007535197,0.0048,,,,,,,,,,
0.47,19,0.132,0.4995,0.441860465,0.0038,0.007535197,0.0048,,,,,,,,,,
0.29,40,0.128,0.499,0.395833333,0.0038,0.007527734,0.0058,,,,,,,,,,
0.46,16,0.13,0.4973,0.292307692,0.0038,0.007502468,0.0092,,,,,,,,,,
0.3,82,0.1,0.4972,0.287878788,0.0038,0.007500987,0.0094,,,,,,,,,,
0.44,26,0.132,0.4967,0.267605634,0.0038,0.007493591,0.0104,,,,,,,,,,
0.2,92,0.132,0.4951,0.218390805,0.0038,0.007470022,0.0136,,,,,,,,,,
0.4,34,0.13,0.4948,0.211111111,0.0038,0.007465619,0.0142,,,,,,,,,,
0.53,4,0,0.4944,0.20212766,0.0038,0.007459757,0.015,,,,,,,,,,
0.26,85,0.002,0.4919,0.159663866,0.0038,0.007423325,0.02,,,,,,,,,,
0.32,16,0.128,0.4912,0.150793651,0.0038,0.007413188,0.0214,,,,,,,,,,
0.35,6,0,0.4537,0.039761431,0.004,0.007268762,0.0966,,,,,,,,,,
0.43,19,0.002,0.4748,0.065517241,0.0038,0.007183365,0.0542,,,,,,,,,,
0.2,82,0.144,0.5006,0.6,0.0036,0.007157058,0.0024,,,,,,,,,,
0.36,80,0.254,0.5006,0.6,0.0036,0.007157058,0.0024,,,,,,,,,,
0.37,34,0.13,0.5006,0.6,0.0036,0.007157058,0.0024,,,,,,,,,,
0.44,23,0.12,0.5005,0.580645161,0.0036,0.007155635,0.0026,,,,,,,,,,
0.33,81,0.122,0.5001,0.514285714,0.0036,0.00714995,0.0034,,,,,,,,,,
0.26,72,0.13,0.4994,0.428571429,0.0036,0.007140024,0.0048,,,,,,,,,,
0.27,80,0.132,0.4986,0.36,0.0036,0.007128713,0.0064,,,,,,,,,,
0.29,52,0.124,0.498,0.321428571,0.0036,0.007120253,0.0076,,,,,,,,,,
0.19,100,0.008,0.4975,0.295081967,0.0036,0.007113219,0.0086,,,,,,,,,,
0.36,12,0.122,0.497,0.272727273,0.0036,0.007106198,0.0096,,,,,,,,,,
0.3,54,0.13,0.4965,0.253521127,0.0036,0.007099191,0.0106,,,,,,,,,,
0.35,37,0.132,0.4672,0.051912568,0.0038,0.007081625,0.0694,,,,,,,,,,
0.28,85,0.122,0.4937,0.181818182,0.0036,0.007060208,0.0162,,,,,,,,,,
0.29,63,0.006,0.4927,0.165137615,0.0036,0.007046389,0.0182,,,,,,,,,,
0.39,22,0.124,0.4915,0.148760331,0.0036,0.007029877,0.0206,,,,,,,,,,
0.25,67,0.13,0.5006,0.607142857,0.0034,0.006762132,0.0022,,,,,,,,,,
0.33,75,0.132,0.5006,0.607142857,0.0034,0.006762132,0.0022,,,,,,,,,,
0.46,44,0.13,0.5005,0.586206897,0.0034,0.006760787,0.0024,,,,,,,,,,
0.22,92,0,0.5004,0.566666667,0.0034,0.006759443,0.0026,,,,,,,,,,
0.26,50,0.132,0.5004,0.566666667,0.0034,0.006759443,0.0026,,,,,,,,,,
0.36,73,0.13,0.5001,0.515151515,0.0034,0.006755414,0.0032,,,,,,,,,,
0.3,91,0.13,0.4997,0.459459459,0.0034,0.00675005,0.004,,,,,,,,,,
0.42,10,0,0.4994,0.425,0.0034,0.006746032,0.0046,,,,,,,,,,
0.3,42,0.122,0.4993,0.414634146,0.0034,0.006744694,0.0048,,,,,,,,,,
0.21,66,0.006,0.4985,0.346938776,0.0034,0.006734007,0.0064,,,,,,,,,,
0.34,46,0.13,0.4982,0.326923077,0.0034,0.006730008,0.007,,,,,,,,,,
0.4,10,0.132,0.4971,0.26984127,0.0034,0.006715386,0.0092,,,,,,,,,,
0.17,84,0.13,0.4964,0.242857143,0.0034,0.006706114,0.0106,,,,,,,,,,
0.49,28,0.132,0.4954,0.2125,0.0034,0.006692913,0.0126,,,,,,,,,,
0.4,19,0.006,0.4952,0.207317073,0.0034,0.006690279,0.013,,,,,,,,,,
0.38,9,0.126,0.4948,0.197674419,0.0034,0.006685018,0.0138,,,,,,,,,,
0.41,65,0.128,0.4943,0.186813187,0.0034,0.006678452,0.0148,,,,,,,,,,
0.25,96,0.124,0.4642,0.045685279,0.0036,0.006674082,0.0752,,,,,,,,,,
0.42,15,0.128,0.4938,0.177083333,0.0034,0.0066719,0.0158,,,,,,,,,,
0.4,8,0.13,0.4854,0.094444444,0.0034,0.006563707,0.0326,,,,,,,,,,
0.37,51,0.132,0.5008,0.666666667,0.0032,0.006369427,0.0016,,,,,,,,,,
0.4,28,0,0.5006,0.615384615,0.0032,0.006366892,0.002,,,,,,,,,,
0.3,55,0.13,0.5005,0.592592593,0.0032,0.006365626,0.0022,,,,,,,,,,
0.26,82,0.13,0.5003,0.551724138,0.0032,0.006363094,0.0026,,,,,,,,,,
0.4,23,0.13,0.5003,0.551724138,0.0032,0.006363094,0.0026,,,,,,,,,,
0.28,51,0.004,0.5002,0.533333333,0.0032,0.006361829,0.0028,,,,,,,,,,
0.43,16,0.13,0.5002,0.533333333,0.0032,0.006361829,0.0028,,,,,,,,,,
0.46,15,0.128,0.5002,0.533333333,0.0032,0.006361829,0.0028,,,,,,,,,,
0.41,83,0,0.5001,0.516129032,0.0032,0.006360565,0.003,,,,,,,,,,
0.43,33,0.056,0.4996,0.444444444,0.0032,0.006354249,0.004,,,,,,,,,,
0.45,16,0,0.4995,0.432432432,0.0032,0.006352988,0.0042,,,,,,,,,,
0.32,47,0.132,0.4994,0.421052632,0.0032,0.006351727,0.0044,,,,,,,,,,
0.27,97,0.132,0.4993,0.41025641,0.0032,0.006350466,0.0046,,,,,,,,,,
0.3,87,0.122,0.4989,0.372093023,0.0032,0.006345429,0.0054,,,,,,,,,,
0.38,35,0.008,0.4982,0.32,0.0032,0.006336634,0.0068,,,,,,,,,,
0.3,31,0.13,0.4945,0.183908046,0.0032,0.006290545,0.0142,,,,,,,,,,
0.28,40,0.132,0.4937,0.168421053,0.0032,0.006280667,0.0158,,,,,,,,,,
0.24,40,0.132,0.4928,0.153846154,0.0032,0.006269592,0.0176,,,,,,,,,,
0.28,81,0.01,0.4905,0.125984252,0.0032,0.006241467,0.0222,,,,,,,,,,
0.35,27,0.126,0.4893,0.115107914,0.0032,0.006226892,0.0246,,,,,,,,,,
0.23,58,0.126,0.4804,0.070175439,0.0032,0.006120888,0.0424,,,,,,,,,,
0.29,56,0.008,0.4693,0.04719764,0.0032,0.005993632,0.0646,,,,,,,,,,
0.33,94,0.256,0.501,0.75,0.003,0.005976096,0.001,,,,,,,,,,
0.39,81,0.13,0.5009,0.714285714,0.003,0.005974905,0.0012,,,,,,,,,,
0.3,64,0,0.5007,0.652173913,0.003,0.005972526,0.0016,,,,,,,,,,
0.44,8,0.13,0.5006,0.625,0.003,0.005971338,0.0018,,,,,,,,,,
0.27,37,0.008,0.5005,0.6,0.003,0.005970149,0.002,,,,,,,,,,
0.31,72,0.122,0.5004,0.576923077,0.003,0.005968961,0.0022,,,,,,,,,,
0.44,30,0.126,0.5004,0.576923077,0.003,0.005968961,0.0022,,,,,,,,,,
0.34,66,0.128,0.5002,0.535714286,0.003,0.005966587,0.0026,,,,,,,,,,
0.26,66,0.13,0.5001,0.517241379,0.003,0.005965401,0.0028,,,,,,,,,,
0.31,56,0.13,0.5001,0.517241379,0.003,0.005965401,0.0028,,,,,,,,,,
0.29,97,0.128,0.5,0.5,0.003,0.005964215,0.003,,,,,,,,,,
0.4,63,0.13,0.5,0.5,0.003,0.005964215,0.003,,,,,,,,,,
0.26,67,0.13,0.4996,0.441176471,0.003,0.005959476,0.0038,,,,,,,,,,
0.25,87,0.01,0.4995,0.428571429,0.003,0.005958292,0.004,,,,,,,,,,
0.27,86,0.01,0.4991,0.384615385,0.003,0.005953562,0.0048,,,,,,,,,,
0.32,64,0.264,0.499,0.375,0.003,0.005952381,0.005,,,,,,,,,,
0.42,27,0.132,0.4988,0.357142857,0.003,0.00595002,0.0054,,,,,,,,,,
0.18,63,0.012,0.4987,0.348837209,0.003,0.00594884,0.0056,,,,,,,,,,
0.27,77,0.122,0.4987,0.348837209,0.003,0.00594884,0.0056,,,,,,,,,,
0.34,99,0.01,0.4987,0.348837209,0.003,0.00594884,0.0056,,,,,,,,,,
0.39,28,0.026,0.4985,0.333333333,0.003,0.005946482,0.006,,,,,,,,,,
0.31,25,0.13,0.496,0.214285714,0.003,0.00591716,0.011,,,,,,,,,,
0.48,5,0.002,0.496,0.214285714,0.003,0.00591716,0.011,,,,,,,,,,
0.42,13,0.124,0.495,0.1875,0.003,0.005905512,0.013,,,,,,,,,,
0.31,52,0.002,0.4946,0.178571429,0.003,0.005900865,0.0138,,,,,,,,,,
0.37,18,0.124,0.4941,0.168539326,0.003,0.005895068,0.0148,,,,,,,,,,
0.25,70,0.002,0.4931,0.151515152,0.003,0.005883507,0.0168,,,,,,,,,,
0.31,71,0.002,0.4912,0.127118644,0.003,0.005861665,0.0206,,,,,,,,,,
0.35,9,0.132,0.4557,0.033684211,0.0032,0.005844749,0.0918,,,,,,,,,,
0.41,7,0.002,0.4807,0.067264574,0.003,0.005743825,0.0416,,,,,,,,,,
0.42,37,0,0.5011,0.823529412,0.0028,0.005581025,0.0006,,,,,,,,,,
0.36,42,0.136,0.5007,0.666666667,0.0028,0.005576578,0.0014,,,,,,,,,,
0.38,82,0.136,0.5006,0.636363636,0.0028,0.005575468,0.0016,,,,,,,,,,
0.42,35,0.142,0.5004,0.583333333,0.0028,0.005573248,0.002,,,,,,,,,,
0.36,64,0.122,0.5003,0.56,0.0028,0.005572139,0.0022,,,,,,,,,,
0.38,39,0,0.5003,0.56,0.0028,0.005572139,0.0022,,,,,,,,,,
0.43,21,0.132,0.5003,0.56,0.0028,0.005572139,0.0022,,,,,,,,,,
0.36,39,0.13,0.5002,0.538461538,0.0028,0.005571031,0.0024,,,,,,,,,,
0.57,20,0.13,0.5002,0.538461538,0.0028,0.005571031,0.0024,,,,,,,,,,
0.24,98,0.13,0.5001,0.518518519,0.0028,0.005569922,0.0026,,,,,,,,,,
0.48,19,0.128,0.5,0.5,0.0028,0.005568815,0.0028,,,,,,,,,,
0.31,75,0.122,0.4995,0.424242424,0.0028,0.005563282,0.0038,,,,,,,,,,
0.36,23,0.128,0.4994,0.411764706,0.0028,0.005562177,0.004,,,,,,,,,,
0.21,52,0,0.4992,0.388888889,0.0028,0.005559968,0.0044,,,,,,,,,,
0.18,92,0.002,0.4991,0.378378378,0.0028,0.005558864,0.0046,,,,,,,,,,
0.3,47,0.128,0.4991,0.378378378,0.0028,0.005558864,0.0046,,,,,,,,,,
0.39,18,0.12,0.4987,0.341463415,0.0028,0.005554453,0.0054,,,,,,,,,,
0.27,73,0.132,0.4979,0.285714286,0.0028,0.005545653,0.007,,,,,,,,,,
0.46,26,0.132,0.4978,0.28,0.0028,0.005544554,0.0072,,,,,,,,,,
0.64,2,0.12,0.4977,0.274509804,0.0028,0.005543457,0.0074,,,,,,,,,,
0.26,89,0.132,0.4975,0.264150943,0.0028,0.005541263,0.0078,,,,,,,,,,
0.24,86,0,0.46,0.034883721,0.003,0.005524862,0.083,,,,,,,,,,
0.21,62,0,0.4955,0.191780822,0.0028,0.005519417,0.0118,,,,,,,,,,
0.24,69,0.006,0.4931,0.144329897,0.0028,0.005493428,0.0166,,,,,,,,,,
0.31,28,0.13,0.493,0.142857143,0.0028,0.00549235,0.0168,,,,,,,,,,
0.44,7,0.122,0.4912,0.120689655,0.0028,0.005473026,0.0204,,,,,,,,,,
0.38,98,0.254,0.5008,0.722222222,0.0026,0.005181347,0.001,,,,,,,,,,
0.5,7,0,0.5004,0.590909091,0.0026,0.00517722,0.0018,,,,,,,,,,
