self_radius,self_count,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,
0.2,2,0.626865672,0.4664,0.476391231,0.678,0.559590624,0.7452,,,,,,,,,
0.05,26,0.567164179,0.5172,0.51462585,0.6052,0.55625,0.5708,,,,,,,,,
0.25,2,0.492537313,0.4921,0.493801977,0.6294,0.553415985,0.6452,,,,,,,,,
0.12,29,0.925373134,0.435,0.457337884,0.6968,0.552226977,0.8268,,,,,,,,,
0.38,2,0.925373134,0.4936,0.494917408,0.6232,0.551699717,0.636,,,,,,,,,
0.1,6,0.567164179,0.5117,0.509971024,0.5984,0.550657955,0.575,,,,,,,,,
0.15,26,0.626865672,0.5488,0.548508946,0.5518,0.550149551,0.4542,,,,,,,,,
0.07,12,0.567164179,0.5464,0.546031746,0.5504,0.548207171,0.4576,,,,,,,,,
0.04,11,0.492537313,0.5262,0.524019069,0.5716,0.546776354,0.5192,,,,,,,,,
0.11,3,0.641791045,0.4352,0.456251688,0.6758,0.544736418,0.8054,,,,,,,,,
0.01,75,0.567164179,0.4944,0.495399277,0.603,0.54392928,0.6142,,,,,,,,,
0.23,5,0.567164179,0.4623,0.472135994,0.6388,0.542966426,0.7142,,,,,,,,,
0.03,36,0.567164179,0.512,0.510585745,0.5788,0.54255718,0.5548,,,,,,,,,
0.06,15,0.567164179,0.5119,0.510495678,0.5788,0.542506327,0.555,,,,,,,,,
0.06,24,0.567164179,0.5011,0.50093173,0.5914,0.542419518,0.5892,,,,,,,,,
0.03,12,0.492537313,0.4905,0.492234756,0.6022,0.541692903,0.6212,,,,,,,,,
0.02,79,0.641791045,0.4888,0.490858635,0.6014,0.540535682,0.6238,,,,,,,,,
0.18,5,0.492537313,0.5212,0.519557196,0.5632,0.54049904,0.5208,,,,,,,,,
0.01,34,0.641791045,0.499,0.499151967,0.5886,0.540198238,0.5906,,,,,,,,,
0.14,20,0.641791045,0.4182,0.446493982,0.6826,0.539860804,0.8462,,,,,,,,,
0.06,36,0.567164179,0.5195,0.517926089,0.5634,0.539706868,0.5244,,,,,,,,,
0.03,10,0.567164179,0.5234,0.521910112,0.5574,0.539071567,0.5106,,,,,,,,,
0.04,24,0.641791045,0.4955,0.496210207,0.5892,0.53872177,0.5982,,,,,,,,,
0.01,68,0.641791045,0.4166,0.445261223,0.6784,0.537644635,0.8452,,,,,,,,,
0.06,27,0.641791045,0.502,0.501734906,0.5784,0.537346711,0.5744,,,,,,,,,
0.08,10,0.567164179,0.5062,0.505477032,0.5722,0.536772983,0.5598,,,,,,,,,
0.01,31,0.641791045,0.4949,0.495678699,0.585,0.536648014,0.5952,,,,,,,,,
0.01,24,0.641791045,0.4892,0.491032879,0.5914,0.536563237,0.613,,,,,,,,,
0.13,27,0.567164179,0.5331,0.532662325,0.5398,0.53620741,0.4736,,,,,,,,,
0.01,17,0.567164179,0.396,0.435113551,0.6974,0.535884432,0.9054,,,,,,,,,
0.03,14,0.492537313,0.4792,0.483279743,0.6012,0.535828877,0.6428,,,,,,,,,
0.05,32,0.641791045,0.4771,0.481688789,0.6024,0.535323914,0.6482,,,,,,,,,
0.2,10,0.507462687,0.5483,0.551328374,0.5188,0.534569809,0.4222,,,,,,,,,
0.05,27,0.641791045,0.392,0.43295257,0.6974,0.534242378,0.9134,,,,,,,,,
0.08,29,0.925373134,0.501,0.500877809,0.5706,0.533470456,0.5686,,,,,,,,,
0.07,35,0.492537313,0.5162,0.515089419,0.553,0.533371914,0.5206,,,,,,,,,
0.02,35,0.567164179,0.4935,0.494447292,0.5788,0.533308763,0.5918,,,,,,,,,
0.13,30,0.567164179,0.517,0.515899738,0.5516,0.533152909,0.5176,,,,,,,,,
0.2,15,0.492537313,0.5396,0.5407911,0.525,0.532778567,0.4458,,,,,,,,,
0.02,26,0.641791045,0.4613,0.470335735,0.6136,0.532500217,0.691,,,,,,,,,
0.04,12,0.641791045,0.481,0.484395532,0.5898,0.531926407,0.6278,,,,,,,,,
0.04,22,0.567164179,0.4432,0.458708927,0.631,0.531234215,0.7446,,,,,,,,,
0.05,31,0.641791045,0.4846,0.487140949,0.5834,0.530942847,0.6142,,,,,,,,,
0.07,6,0.567164179,0.4131,0.441888458,0.6608,0.529614491,0.8346,,,,,,,,,
0.44,2,0.552238806,0.4833,0.485992283,0.5794,0.528601405,0.6128,,,,,,,,,
0.07,29,0.567164179,0.5143,0.513488021,0.5444,0.528492379,0.5158,,,,,,,,,
0.03,67,0.567164179,0.4115,0.440802676,0.659,0.528256513,0.836,,,,,,,,,
0.02,13,0.567164179,0.4705,0.476251811,0.5916,0.527696013,0.6506,,,,,,,,,
0.11,41,0.567164179,0.4889,0.490359562,0.5646,0.524867528,0.5868,,,,,,,,,
0.04,20,0.567164179,0.3951,0.431962641,0.666,0.524038083,0.8758,,,,,,,,,
0.01,37,0.641791045,0.4834,0.485738832,0.5654,0.522550832,0.5986,,,,,,,,,
0.32,1,0.492537313,0.4123,0.439989052,0.643,0.522466889,0.8184,,,,,,,,,
0.02,16,0.567164179,0.4721,0.476800266,0.5734,0.520657405,0.6292,,,,,,,,,
0.04,28,0.492537313,0.5069,0.506527909,0.5354,0.520563928,0.5216,,,,,,,,,
0.3,1,0.567164179,0.3762,0.422059935,0.6704,0.5180034,0.918,,,,,,,,,
0.06,20,0.492537313,0.47,0.474958264,0.569,0.517743403,0.629,,,,,,,,,
0.08,19,0.641791045,0.5096,0.50929512,0.526,0.51751279,0.5068,,,,,,,,,
0.08,26,0.567164179,0.4985,0.498608792,0.5376,0.517370802,0.5406,,,,,,,,,
0.09,37,0.567164179,0.486,0.487522282,0.547,0.515551367,0.575,,,,,,,,,
0.02,10,0.492537313,0.4504,0.460809102,0.5832,0.514830508,0.6824,,,,,,,,,
0.09,19,0.567164179,0.5055,0.505301716,0.5242,0.514577403,0.5132,,,,,,,,,
0.06,14,0.492537313,0.51,0.509819324,0.5192,0.514466904,0.4992,,,,,,,,,
0.05,43,0.567164179,0.4326,0.44926227,0.5968,0.512626696,0.7316,,,,,,,,,
0.01,10,0.71641791,0.4887,0.489657697,0.535,0.511325624,0.5576,,,,,,,,,
0.08,12,0.492537313,0.4915,0.492036725,0.5252,0.508077779,0.5422,,,,,,,,,
0.01,42,0.626865672,0.3968,0.428729282,0.6208,0.507189542,0.8272,,,,,,,,,
0.03,40,0.492537313,0.4996,0.499607535,0.5092,0.504358162,0.51,,,,,,,,,
0.04,59,0.641791045,0.5195,0.520900322,0.486,0.502845318,0.447,,,,,,,,,
0.07,18,0.567164179,0.5016,0.501603849,0.5004,0.501001201,0.4972,,,,,,,,,
0.11,29,0.567164179,0.5176,0.518876019,0.4838,0.500724488,0.4486,,,,,,,,,
0.12,15,0.492537313,0.5114,0.511944677,0.4886,0.5,0.4658,,,,,,,,,
0.05,38,0.701492537,0.4789,0.480524275,0.5206,0.499760008,0.5628,,,,,,,,,
0.08,16,0.567164179,0.4913,0.49154519,0.5058,0.498570724,0.5232,,,,,,,,,
0.06,21,0.626865672,0.4794,0.480747664,0.5144,0.497004831,0.5556,,,,,,,,,
0.09,32,0.492537313,0.4783,0.479730992,0.5136,0.49608809,0.557,,,,,,,,,
0.04,41,0.492537313,0.5012,0.501231022,0.4886,0.49483492,0.4862,,,,,,,,,
0.03,7,0.701492537,0.3625,0.409670214,0.6236,0.494488938,0.8986,,,,,,,,,
0.03,20,0.567164179,0.4834,0.484038462,0.5034,0.493529412,0.5366,,,,,,,,,
0.06,95,0.492537313,0.5427,0.553308365,0.4432,0.492171016,0.3578,,,,,,,,,
0.15,8,0.641791045,0.4717,0.473781731,0.5114,0.491872656,0.568,,,,,,,,,
0.03,29,0.880597015,0.359,0.406918405,0.6164,0.49021791,0.8984,,,,,,,,,
0.01,14,0.791044776,0.3549,0.404476629,0.6144,0.487812624,0.9046,,,,,,,,,
0.01,56,0.492537313,0.3871,0.417819188,0.574,0.483612773,0.7998,,,,,,,,,
0.02,47,0.641791045,0.3974,0.422530957,0.5596,0.481500602,0.7648,,,,,,,,,
0.08,30,0.641791045,0.4545,0.455313298,0.4636,0.459419285,0.5546,,,,,,,,,
