self_radius,self_count,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,,,
0.1,11,0.3586,0.4664,0.463509991,0.4268,0.444398167,0.494,,,,,,,,,,,
0.1,37,0.3553,0.4562,0.45352292,0.4274,0.440074135,0.515,,,,,,,,,,,
0.03,81,0.854,0.3205,0.373751583,0.5314,0.438847138,0.8904,,,,,,,,,,,
0.27,4,0.2496,0.4997,0.499616858,0.3912,0.438810993,0.3918,,,,,,,,,,,
0.23,4,0.3516,0.4578,0.45456503,0.4222,0.437785151,0.5066,,,,,,,,,,,
0.32,2,0.422,0.448,0.445833333,0.428,0.436734694,0.532,,,,,,,,,,,
0.06,41,0.2642,0.4861,0.483077672,0.3968,0.435708795,0.4246,,,,,,,,,,,
0.07,13,0.3336,0.4412,0.439205955,0.4248,0.431882879,0.5424,,,,,,,,,,,
0.31,2,0.2588,0.4984,0.497858672,0.372,0.425824176,0.3752,,,,,,,,,,,
0.01,27,0.9449,0.3124,0.364919355,0.5068,0.424313463,0.882,,,,,,,,,,,
0.06,56,0.738,0.3855,0.398905174,0.4518,0.42370815,0.6808,,,,,,,,,,,
0.28,5,0.3963,0.4401,0.436425387,0.4112,0.423437339,0.531,,,,,,,,,,,
0.02,35,0.9082,0.3213,0.367374202,0.495,0.421743205,0.8524,,,,,,,,,,,
0.05,11,0.5369,0.4436,0.438934604,0.4054,0.421501352,0.5182,,,,,,,,,,,
0.06,12,0.6699,0.3998,0.406669151,0.4366,0.421103395,0.637,,,,,,,,,,,
0.15,13,0.5937,0.4179,0.418761132,0.4232,0.420968865,0.5874,,,,,,,,,,,
0.01,22,0.9427,0.3017,0.359381648,0.5068,0.420546013,0.9034,,,,,,,,,,,
0.07,52,0.5186,0.4489,0.443335551,0.3998,0.42044379,0.502,,,,,,,,,,,
0.03,75,0.5239,0.4454,0.44021025,0.402,0.420238344,0.5112,,,,,,,,,,,
0.06,25,0.6296,0.4146,0.416208791,0.4242,0.420166403,0.595,,,,,,,,,,,
0.01,48,0.5309,0.4408,0.436261843,0.4052,0.420157611,0.5236,,,,,,,,,,,
0.03,61,0.6006,0.4197,0.419812263,0.4204,0.420105926,0.581,,,,,,,,,,,
0.05,6,0.9032,0.3185,0.36557547,0.4936,0.420049358,0.8566,,,,,,,,,,,
0.24,3,0.6224,0.3582,0.383119024,0.4648,0.420025303,0.7484,,,,,,,,,,,
0.01,17,0.6865,0.3936,0.402456912,0.439,0.419934953,0.6518,,,,,,,,,,,
0.02,60,0.9101,0.3214,0.36667662,0.4912,0.419900838,0.8484,,,,,,,,,,,
0.28,2,0.8741,0.3254,0.368166717,0.4876,0.419549131,0.8368,,,,,,,,,,,
0.04,34,0.6954,0.3907,0.400545951,0.4402,0.419437828,0.6588,,,,,,,,,,,
0.22,5,0.5772,0.4245,0.423100428,0.4154,0.419214855,0.5664,,,,,,,,,,,
0.04,46,0.8217,0.3457,0.376855547,0.4722,0.419174434,0.7808,,,,,,,,,,,
0.01,43,0.8384,0.3412,0.374723888,0.475,0.41894514,0.7926,,,,,,,,,,,
0.03,21,0.5954,0.4151,0.416189536,0.4216,0.418877298,0.5914,,,,,,,,,,,
0.04,14,0.617,0.4048,0.409056171,0.4282,0.418409224,0.6186,,,,,,,,,,,
0.05,10,0.5835,0.4175,0.417681102,0.4186,0.418140046,0.5836,,,,,,,,,,,
0.07,17,0.658,0.4015,0.406741148,0.4296,0.417858185,0.6266,,,,,,,,,,,
0.06,13,0.7437,0.3662,0.386030664,0.4532,0.416927323,0.7208,,,,,,,,,,,
0.02,65,0.7165,0.3757,0.390677221,0.4442,0.415722976,0.6928,,,,,,,,,,,
0.02,40,0.5239,0.4355,0.430808839,0.4016,0.415691957,0.5306,,,,,,,,,,,
0.09,25,0.561,0.4171,0.416380876,0.4128,0.414582706,0.5786,,,,,,,,,,,
0.02,30,0.5125,0.4408,0.434945055,0.3958,0.414450262,0.5142,,,,,,,,,,,
0.02,50,0.523,0.4354,0.430387931,0.3994,0.414315353,0.5286,,,,,,,,,,,
0.06,21,0.6486,0.391,0.39903668,0.4308,0.414310444,0.6488,,,,,,,,,,,
0.04,25,0.569,0.4235,0.420987399,0.4076,0.41418555,0.5606,,,,,,,,,,,
0.04,28,0.9267,0.3013,0.35649285,0.4936,0.413989768,0.891,,,,,,,,,,,
0.06,8,0.5191,0.4366,0.431296055,0.398,0.413979613,0.5248,,,,,,,,,,,
0.06,50,0.8461,0.339,0.37177445,0.4668,0.413903174,0.7888,,,,,,,,,,,
0.02,20,0.6499,0.3873,0.396662388,0.4326,0.413852483,0.658,,,,,,,,,,,
0.1,70,0.4733,0.4538,0.446453408,0.3852,0.413570968,0.4776,,,,,,,,,,,
0.01,76,0.4988,0.4424,0.436113576,0.3932,0.413546487,0.5084,,,,,,,,,,,
0.11,31,0.5056,0.4394,0.433523475,0.3952,0.413475623,0.5164,,,,,,,,,,,
0.1,36,0.2844,0.4592,0.451635846,0.381,0.413321762,0.4626,,,,,,,,,,,
0.24,2,0.6185,0.3654,0.383805249,0.4446,0.411971831,0.7138,,,,,,,,,,,
0.29,5,0.613,0.4014,0.404679041,0.4186,0.411521825,0.6158,,,,,,,,,,,
0.31,3,0.3112,0.4384,0.43215859,0.3924,0.411320755,0.5156,,,,,,,,,,,
0.15,44,0.3348,0.5055,0.508100147,0.345,0.410958904,0.334,,,,,,,,,,,
0.13,35,0.3131,0.513,0.51995089,0.3388,0.41026883,0.3128,,,,,,,,,,,
0.07,6,0.7882,0.3243,0.36343852,0.4676,0.408991516,0.819,,,,,,,,,,,
0.13,30,0.5107,0.4191,0.416200539,0.4018,0.408873512,0.5636,,,,,,,,,,,
0.15,1,0.8498,0.2962,0.352361634,0.4864,0.408670812,0.894,,,,,,,,,,,
0.11,32,0.5257,0.4161,0.4139134,0.4034,0.408589081,0.5712,,,,,,,,,,,
0.11,16,0.5517,0.3993,0.402214022,0.4142,0.408119027,0.6156,,,,,,,,,,,
0.06,29,0.5365,0.4161,0.41345162,0.4008,0.407027521,0.5686,,,,,,,,,,,
0.03,18,0.6495,0.3668,0.382498236,0.4336,0.406449194,0.7,,,,,,,,,,,
0.11,15,0.3617,0.4654,0.456814778,0.366,0.406395736,0.4352,,,,,,,,,,,
0.02,51,0.5147,0.4094,0.408410837,0.404,0.406193445,0.5852,,,,,,,,,,,
0.1,4,0.8344,0.3142,0.35795107,0.4682,0.405719237,0.8398,,,,,,,,,,,
0.01,72,0.56,0.4,0.40188383,0.4096,0.40570523,0.6096,,,,,,,,,,,
0.1,7,0.4997,0.4064,0.40598634,0.4042,0.405091201,0.5914,,,,,,,,,,,
0.21,14,0.2726,0.5135,0.52128666,0.3306,0.40460164,0.3036,,,,,,,,,,,
0.02,63,0.4163,0.4399,0.431782066,0.3804,0.40446571,0.5006,,,,,,,,,,,
0.1,6,0.45,0.4271,0.421052632,0.3888,0.40428408,0.5346,,,,,,,,,,,
0.19,37,0.2196,0.4956,0.493645292,0.3418,0.403923422,0.3506,,,,,,,,,,,
0.02,26,0.4624,0.4242,0.418634607,0.39,0.403810313,0.5416,,,,,,,,,,,
0.19,13,0.3124,0.4958,0.493920093,0.3412,0.403595931,0.3496,,,,,,,,,,,
0.06,31,0.6334,0.3626,0.379091869,0.4308,0.403295263,0.7056,,,,,,,,,,,
0.04,58,0.415,0.4441,0.435195919,0.3754,0.403092451,0.4872,,,,,,,,,,,
0.04,35,0.5069,0.4126,0.409710744,0.3966,0.40304878,0.5714,,,,,,,,,,,
0.22,8,0.6602,0.3721,0.384085554,0.4238,0.402966625,0.6796,,,,,,,,,,,
0.09,28,0.4938,0.4079,0.40623091,0.399,0.402582989,0.5832,,,,,,,,,,,
0.17,27,0.4934,0.4045,0.403749244,0.4006,0.402168457,0.5916,,,,,,,,,,,
0.14,6,0.4601,0.4221,0.416505895,0.3886,0.402069322,0.5444,,,,,,,,,,,
0.08,87,0.6642,0.3699,0.382475158,0.4234,0.401898434,0.6836,,,,,,,,,,,
0.08,37,0.4112,0.4404,0.431588613,0.376,0.401881146,0.4952,,,,,,,,,,,
0.01,60,0.4245,0.4361,0.42782923,0.3788,0.401824547,0.5066,,,,,,,,,,,
0.02,14,0.5269,0.3982,0.399407115,0.4042,0.401789264,0.6078,,,,,,,,,,,
0.22,43,0.4521,0.4367,0.428182437,0.3774,0.401190603,0.504,,,,,,,,,,,
0.04,36,0.4294,0.4298,0.422310757,0.3816,0.400924564,0.522,,,,,,,,,,,
0.07,23,0.4114,0.4373,0.428571429,0.3762,0.400681649,0.5016,,,,,,,,,,,
0.05,14,0.443,0.4234,0.417099567,0.3854,0.400623701,0.5386,,,,,,,,,,,
0.07,33,0.3886,0.4447,0.435078657,0.3706,0.400259207,0.4812,,,,,,,,,,,
0.01,24,0.5488,0.3853,0.390741094,0.4102,0.400234169,0.6396,,,,,,,,,,,
0.1,30,0.3525,0.4354,0.426790571,0.3766,0.400127497,0.5058,,,,,,,,,,,
0.14,7,0.3093,0.4827,0.476124758,0.345,0.400092775,0.3796,,,,,,,,,,,
0.1,41,0.4931,0.4063,0.404290092,0.3958,0.4,0.5832,,,,,,,,,,,
0.07,7,0.5312,0.3885,0.392561187,0.4074,0.399842968,0.6304,,,,,,,,,,,
0.07,14,0.452,0.4137,0.409329691,0.3896,0.399221232,0.5622,,,,,,,,,,,
0.07,96,0.2627,0.5455,0.588693957,0.302,0.399206874,0.211,,,,,,,,,,,
0.03,16,0.6011,0.3665,0.379577846,0.4208,0.399127383,0.6878,,,,,,,,,,,
0.05,31,0.4639,0.4219,0.415494482,0.384,0.39912691,0.5402,,,,,,,,,,,
0.02,10,0.4766,0.4164,0.411290323,0.3876,0.399093904,0.5548,,,,,,,,,,,
0.09,30,0.467,0.4181,0.412556054,0.3864,0.399049881,0.5502,,,,,,,,,,,
0.23,3,0.3883,0.4375,0.428309245,0.3734,0.398974249,0.4984,,,,,,,,,,,
0.09,12,0.4083,0.4371,0.427949599,0.3736,0.398932194,0.4994,,,,,,,,,,,
0.01,52,0.3616,0.4517,0.441397719,0.3638,0.398859774,0.4604,,,,,,,,,,,
0.08,14,0.4748,0.4226,0.415906128,0.3828,0.398666944,0.5376,,,,,,,,,,,
0.34,5,0.2506,0.4984,0.49760479,0.3324,0.398561151,0.3356,,,,,,,,,,,
0.08,15,0.3699,0.4563,0.445902451,0.3602,0.398495409,0.4476,,,,,,,,,,,
0.1,15,0.4036,0.4382,0.428736162,0.3718,0.398243359,0.4954,,,,,,,,,,,
0.01,46,0.3747,0.4626,0.452417303,0.3556,0.398208287,0.4304,,,,,,,,,,,
0.03,25,0.4591,0.4134,0.408765276,0.388,0.398112046,0.5612,,,,,,,,,,,
0.13,26,0.3918,0.4484,0.438040346,0.3648,0.398079441,0.468,,,,,,,,,,,
0.1,19,0.6281,0.3728,0.382613511,0.4146,0.39796506,0.669,,,,,,,,,,,
0.07,24,0.3103,0.4444,0.434247871,0.3672,0.397919376,0.4784,,,,,,,,,,,
0.03,51,0.3234,0.5078,0.512295082,0.325,0.397699462,0.3094,,,,,,,,,,,
0.04,26,0.4746,0.4198,0.413390929,0.3828,0.397507788,0.5432,,,,,,,,,,,
0.15,4,0.66,0.3478,0.369154058,0.4294,0.397004438,0.7338,,,,,,,,,,,
0.03,26,0.472,0.4106,0.406367826,0.388,0.396971557,0.5668,,,,,,,,,,,
0.05,29,0.469,0.4209,0.414077775,0.3812,0.396959284,0.5394,,,,,,,,,,,
0.04,10,0.4368,0.4245,0.416868531,0.3786,0.396813751,0.5296,,,,,,,,,,,
0.03,67,0.3984,0.4396,0.429538031,0.3682,0.396510877,0.489,,,,,,,,,,,
0.06,10,0.3942,0.4487,0.437968561,0.3622,0.39649699,0.4648,,,,,,,,,,,
0.02,43,0.3799,0.4455,0.434917602,0.3642,0.396429738,0.4732,,,,,,,,,,,
0.13,36,0.3951,0.4383,0.428339141,0.3688,0.396346051,0.4922,,,,,,,,,,,
0.04,18,0.4704,0.4118,0.406962025,0.3858,0.396098563,0.5622,,,,,,,,,,,
0.02,45,0.3547,0.4553,0.444389152,0.3572,0.396052777,0.4466,,,,,,,,,,,
0.01,54,0.4461,0.4211,0.413958561,0.3796,0.396035472,0.5374,,,,,,,,,,,
0.04,63,0.3864,0.4453,0.434616304,0.3636,0.395949036,0.473,,,,,,,,,,,
0.15,6,0.3701,0.4473,0.436429433,0.3618,0.395626025,0.4672,,,,,,,,,,,
0.07,81,0.3234,0.4794,0.471483942,0.3406,0.395494659,0.3818,,,,,,,,,,,
0.04,17,0.4002,0.4383,0.428105337,0.3674,0.395436444,0.4908,,,,,,,,,,,
0.06,32,0.4769,0.3983,0.397168857,0.3928,0.394972348,0.5962,,,,,,,,,,,
0.17,69,0.3144,0.486,0.479965655,0.3354,0.394866965,0.3634,,,,,,,,,,,
0.08,7,0.6047,0.364,0.37654321,0.4148,0.39474686,0.6868,,,,,,,,,,,
0.03,78,0.4505,0.4186,0.41159861,0.379,0.394627239,0.5418,,,,,,,,,,,
0.01,8,0.4798,0.4023,0.39967139,0.3892,0.394366197,0.5846,,,,,,,,,,,
0.07,40,0.4489,0.4127,0.407068341,0.3824,0.394348768,0.557,,,,,,,,,,,
0.06,47,0.325,0.4632,0.452356292,0.3494,0.39426766,0.423,,,,,,,,,,,
0.02,62,0.4768,0.4113,0.405898578,0.3826,0.393905076,0.56,,,,,,,,,,,
0.12,46,0.2621,0.5068,0.510848756,0.3202,0.393656258,0.3066,,,,,,,,,,,
0.12,24,0.375,0.4435,0.432335329,0.361,0.39346049,0.474,,,,,,,,,,,
0.09,11,0.5838,0.3668,0.377483444,0.4104,0.39325412,0.6768,,,,,,,,,,,
0.11,9,0.5319,0.3946,0.394049055,0.392,0.393021857,0.6028,,,,,,,,,,,
0.03,99,0.3251,0.4701,0.459908823,0.343,0.392943063,0.4028,,,,,,,,,,,
0.02,16,0.403,0.4364,0.425770308,0.3648,0.39293408,0.492,,,,,,,,,,,
0.02,49,0.3755,0.4353,0.42467986,0.3648,0.392469069,0.4942,,,,,,,,,,,
0.08,58,0.3284,0.4709,0.460749933,0.3416,0.392328012,0.3998,,,,,,,,,,,
0.1,29,0.3624,0.4494,0.437623274,0.355,0.3920053,0.4562,,,,,,,,,,,
0.03,73,0.304,0.503,0.504725898,0.3204,0.391974553,0.3144,,,,,,,,,,,
0.04,20,0.7528,0.294,0.343986671,0.4542,0.391484227,0.8662,,,,,,,,,,,
0.05,46,0.3436,0.4543,0.442370744,0.3508,0.391299498,0.4422,,,,,,,,,,,
0.03,40,0.3133,0.4638,0.452418507,0.3442,0.390958655,0.4166,,,,,,,,,,,
0.01,15,0.6916,0.324,0.35569039,0.4338,0.39088124,0.7858,,,,,,,,,,,
0.03,38,0.4927,0.3907,0.390721856,0.3908,0.390760924,0.6094,,,,,,,,,,,
0.01,16,0.4348,0.4205,0.411842981,0.3714,0.390577348,0.5304,,,,,,,,,,,
0.04,9,0.795,0.3064,0.348228285,0.4442,0.390402531,0.8314,,,,,,,,,,,
0.08,72,0.2452,0.5021,0.503323837,0.318,0.389753646,0.3138,,,,,,,,,,,
0.12,43,0.323,0.4672,0.456008584,0.34,0.389550871,0.4056,,,,,,,,,,,
0.02,48,0.3966,0.4263,0.416116549,0.3656,0.389226019,0.513,,,,,,,,,,,
0.03,35,0.4,0.4109,0.404049106,0.3752,0.389090532,0.5534,,,,,,,,,,,
0.02,31,0.4507,0.4122,0.404978355,0.3742,0.388981289,0.5498,,,,,,,,,,,
0.14,11,0.3518,0.4527,0.440111421,0.3476,0.388423288,0.4422,,,,,,,,,,,
0.06,58,0.3717,0.4431,0.430525031,0.3526,0.387685542,0.4664,,,,,,,,,,,
0.04,27,0.3918,0.4201,0.410566376,0.3668,0.387451146,0.5266,,,,,,,,,,,
0.2,7,0.328,0.4539,0.441123883,0.3454,0.387436904,0.4376,,,,,,,,,,,
0.05,12,0.3315,0.455,0.442099846,0.3436,0.38667567,0.4336,,,,,,,,,,,
0.04,47,0.3772,0.435,0.422839506,0.3562,0.386669561,0.4862,,,,,,,,,,,
0.12,38,0.3217,0.4495,0.436414002,0.3466,0.386356036,0.4476,,,,,,,,,,,
0.14,19,0.3786,0.4278,0.416435185,0.3598,0.386051502,0.5042,,,,,,,,,,,
0.17,37,0.3583,0.4366,0.423871278,0.353,0.385202968,0.4798,,,,,,,,,,,
0.02,98,0.3987,0.4452,0.431908549,0.3476,0.385195035,0.4572,,,,,,,,,,,
0.37,2,0.2754,0.4668,0.454768392,0.3338,0.385005767,0.4002,,,,,,,,,,,
0.07,34,0.2939,0.4558,0.442537702,0.3404,0.384806692,0.4288,,,,,,,,,,,
0.06,27,0.4805,0.4119,0.403377934,0.3678,0.384768281,0.544,,,,,,,,,,,
0.07,77,0.2737,0.4697,0.458091286,0.3312,0.384445734,0.3918,,,,,,,,,,,
0.14,23,0.3967,0.4069,0.399568501,0.3704,0.384431759,0.5566,,,,,,,,,,,
0.12,17,0.3514,0.4438,0.430342092,0.3472,0.38432588,0.4596,,,,,,,,,,,
0.11,24,0.456,0.3896,0.387576375,0.3806,0.384056509,0.6014,,,,,,,,,,,
0.19,5,0.3792,0.4214,0.410437557,0.3602,0.383681295,0.5174,,,,,,,,,,,
0.04,43,0.4865,0.3789,0.380736656,0.3866,0.383645926,0.6288,,,,,,,,,,,
0.08,22,0.4044,0.4394,0.425989253,0.3488,0.383549593,0.47,,,,,,,,,,,
0.2,4,0.4458,0.3992,0.39380531,0.3738,0.383541966,0.5754,,,,,,,,,,,
0.05,36,0.4042,0.4027,0.396246534,0.3716,0.383527712,0.5662,,,,,,,,,,,
0.1,22,0.2728,0.4682,0.456125828,0.3306,0.383348794,0.3942,,,,,,,,,,,
0.06,15,0.3366,0.4332,0.420210225,0.3518,0.382974091,0.4854,,,,,,,,,,,
0.08,6,0.3855,0.4185,0.40761732,0.3596,0.382106046,0.5226,,,,,,,,,,,
0.13,20,0.6653,0.3372,0.357791754,0.4096,0.381947035,0.7352,,,,,,,,,,,
0.1,34,0.3344,0.4488,0.434660541,0.3406,0.381924198,0.443,,,,,,,,,,,
0.04,41,0.3722,0.4238,0.411682893,0.3552,0.381361391,0.5076,,,,,,,,,,,
0.12,6,0.5662,0.3758,0.377755906,0.3838,0.380753968,0.6322,,,,,,,,,,,
0.16,32,0.3555,0.415,0.404408457,0.3596,0.380690239,0.5296,,,,,,,,,,,
0.02,24,0.3591,0.4163,0.405295316,0.3582,0.380295148,0.5256,,,,,,,,,,,
0.04,69,0.3027,0.4437,0.42914674,0.341,0.380028976,0.4536,,,,,,,,,,,
0.08,25,0.3534,0.4263,0.413355279,0.3516,0.37998487,0.499,,,,,,,,,,,
0.13,7,0.3268,0.4367,0.42252142,0.3452,0.379966979,0.4718,,,,,,,,,,,
0.08,16,0.403,0.4278,0.414414414,0.3496,0.379257974,0.494,,,,,,,,,,,
0.01,47,0.6821,0.3239,0.350433158,0.4126,0.378984109,0.7648,,,,,,,,,,,
0.05,95,0.224,0.4753,0.46419252,0.3202,0.378979761,0.3696,,,,,,,,,,,
0.02,39,0.5334,0.3772,0.377835257,0.3798,0.378815081,0.6254,,,,,,,,,,,
0.02,100,0.381,0.4329,0.418745459,0.3458,0.378792858,0.48,,,,,,,,,,,
0.1,13,0.5556,0.3689,0.372940492,0.3848,0.378777439,0.647,,,,,,,,,,,
0.02,75,0.4279,0.4202,0.407852194,0.3532,0.378563773,0.5128,,,,,,,,,,,
0.02,82,0.3821,0.441,0.426139209,0.3404,0.378474539,0.4584,,,,,,,,,,,
0.1,20,0.5073,0.3653,0.370654888,0.386,0.378171843,0.6554,,,,,,,,,,,
0.05,24,0.3914,0.4354,0.420794507,0.3432,0.378056841,0.4724,,,,,,,,,,,
0.12,10,0.3169,0.4613,0.447058824,0.3268,0.377585211,0.4042,,,,,,,,,,,
0.07,36,0.3475,0.4171,0.404865733,0.3528,0.377043924,0.5186,,,,,,,,,,,
0.07,42,0.3507,0.4483,0.432874578,0.3334,0.376680601,0.4368,,,,,,,,,,,
0.17,25,0.2542,0.4549,0.439786382,0.3294,0.376672384,0.4196,,,,,,,,,,,
0.08,19,0.3365,0.4136,0.401951884,0.3542,0.376568148,0.527,,,,,,,,,,,
0.3,3,0.4036,0.4228,0.409347111,0.3486,0.376539209,0.503,,,,,,,,,,,
0.06,78,0.5012,0.3862,0.382340778,0.3698,0.37596584,0.5974,,,,,,,,,,,
0.35,2,0.2794,0.4783,0.467679476,0.314,0.375732919,0.3574,,,,,,,,,,,
0.12,26,0.296,0.4272,0.412793483,0.3446,0.375626771,0.4902,,,,,,,,,,,
0.05,86,0.3333,0.4547,0.43932494,0.328,0.375586854,0.4186,,,,,,,,,,,
0.02,12,0.4236,0.412,0.400181488,0.3528,0.375,0.5288,,,,,,,,,,,
0.02,52,0.3405,0.4484,0.432247899,0.3292,0.373751135,0.4324,,,,,,,,,,,
0.03,13,0.4553,0.3942,0.38677226,0.3614,0.373655914,0.573,,,,,,,,,,,
0.03,59,0.4111,0.4089,0.39729425,0.3524,0.373502915,0.5346,,,,,,,,,,,
0.17,18,0.243,0.4569,0.441200546,0.3234,0.37322562,0.4096,,,,,,,,,,,
0.09,47,0.2473,0.4921,0.487253953,0.302,0.372885541,0.3178,,,,,,,,,,,
0.09,20,0.3154,0.4573,0.441554886,0.3226,0.372818676,0.408,,,,,,,,,,,
0.03,62,0.2519,0.4924,0.48771022,0.3016,0.372713791,0.3168,,,,,,,,,,,
0.06,9,0.3098,0.4367,0.420337277,0.334,0.372227794,0.4606,,,,,,,,,,,
0.08,24,0.3848,0.4275,0.411950449,0.3392,0.37205221,0.4842,,,,,,,,,,,
0.16,6,0.3913,0.4219,0.407134364,0.3424,0.371971754,0.4986,,,,,,,,,,,
0.05,17,0.2859,0.4341,0.417686735,0.3344,0.371431745,0.4662,,,,,,,,,,,
0.02,8,0.458,0.3875,0.381404175,0.3618,0.371343529,0.5868,,,,,,,,,,,
0.19,27,0.3902,0.4206,0.405834915,0.3422,0.371310764,0.501,,,,,,,,,,,
0.05,35,0.4025,0.4181,0.403578997,0.3428,0.370714826,0.5066,,,,,,,,,,,
0.24,4,0.6284,0.3505,0.358561968,0.379,0.368497812,0.678,,,,,,,,,,,
0.06,18,0.3824,0.4173,0.402176485,0.34,0.368483798,0.5054,,,,,,,,,,,
0.03,44,0.3438,0.4366,0.419091373,0.3284,0.368244001,0.4552,,,,,,,,,,,
0.07,98,0.6194,0.362,0.364493323,0.3712,0.367816092,0.6472,,,,,,,,,,,
0.06,37,0.3225,0.444,0.426121372,0.323,0.367463026,0.435,,,,,,,,,,,
0.13,9,0.3081,0.4497,0.432008651,0.3196,0.367398552,0.4202,,,,,,,,,,,
0.11,20,0.3182,0.4375,0.419686456,0.3266,0.367337757,0.4516,,,,,,,,,,,
0.12,27,0.294,0.4536,0.436193619,0.3172,0.367299676,0.41,,,,,,,,,,,
0.09,29,0.3378,0.4315,0.414052698,0.33,0.367278798,0.467,,,,,,,,,,,
0.01,77,0.4157,0.3961,0.385142604,0.3484,0.365851097,0.5562,,,,,,,,,,,
0.06,14,0.3447,0.4266,0.409158416,0.3306,0.365707965,0.4774,,,,,,,,,,,
0.16,41,0.243,0.47,0.455116697,0.3042,0.364660753,0.3642,,,,,,,,,,,
0.06,16,0.3234,0.4303,0.41206157,0.3266,0.364386924,0.466,,,,,,,,,,,
0.02,69,0.2617,0.4573,0.439569771,0.3106,0.363998594,0.396,,,,,,,,,,,
0.06,84,0.265,0.4607,0.443518252,0.3086,0.363958014,0.3872,,,,,,,,,,,
0.1,16,0.2723,0.457,0.439162422,0.3104,0.363721584,0.3964,,,,,,,,,,,
0.02,33,0.3185,0.4357,0.416817594,0.3222,0.363451777,0.4508,,,,,,,,,,,
0.22,28,0.2326,0.4761,0.462945736,0.2986,0.363039514,0.3464,,,,,,,,,,,
0.02,59,0.3133,0.4371,0.418034923,0.3208,0.363019124,0.4466,,,,,,,,,,,
0.06,11,0.2694,0.4529,0.43434625,0.3116,0.362874112,0.4058,,,,,,,,,,,
0.09,100,0.2279,0.4757,0.462372251,0.2986,0.362863045,0.3472,,,,,,,,,,,
0.09,16,0.3859,0.4386,0.419380252,0.3194,0.362624886,0.4422,,,,,,,,,,,
0.01,13,0.4065,0.3843,0.375831724,0.3502,0.362563412,0.5816,,,,,,,,,,,
0.1,24,0.285,0.4485,0.429471378,0.3136,0.362501445,0.4166,,,,,,,,,,,
0.05,98,0.2854,0.4475,0.428298279,0.3136,0.3620829,0.4186,,,,,,,,,,,
0.06,72,0.246,0.4649,0.448184234,0.3036,0.361988792,0.3738,,,,,,,,,,,
0.09,6,0.2578,0.4567,0.438266324,0.3074,0.361349477,0.394,,,,,,,,,,,
0.08,39,0.292,0.4363,0.416688465,0.3186,0.361101666,0.446,,,,,,,,,,,
0.14,30,0.2421,0.4621,0.444574437,0.304,0.361088015,0.3798,,,,,,,,,,,
0.08,41,0.3241,0.4238,0.404987531,0.3248,0.360488346,0.4772,,,,,,,,,,,
0.02,94,0.2852,0.4467,0.426926241,0.3114,0.360124899,0.418,,,,,,,,,,,
0.09,43,0.3365,0.456,0.436962751,0.305,0.359246172,0.393,,,,,,,,,,,
0.01,50,0.307,0.4303,0.41029601,0.3188,0.358806978,0.4582,,,,,,,,,,,
0.13,14,0.3024,0.467,0.450181159,0.2982,0.358758422,0.3642,,,,,,,,,,,
0.18,26,0.2757,0.4471,0.426832642,0.3086,0.35821242,0.4144,,,,,,,,,,,
0.04,15,0.4979,0.3778,0.369778346,0.347,0.358027239,0.5914,,,,,,,,,,,
0.11,37,0.2665,0.4484,0.428013393,0.3068,0.357409133,0.41,,,,,,,,,,,
0.01,74,0.4641,0.3882,0.376163048,0.3396,0.356947656,0.5632,,,,,,,,,,,
0.09,13,0.6648,0.3036,0.331503089,0.3864,0.356852604,0.7792,,,,,,,,,,,
0.06,48,0.5935,0.3418,0.34875717,0.3648,0.35659824,0.6812,,,,,,,,,,,
0.21,4,0.5996,0.3387,0.347109005,0.3662,0.356399027,0.6888,,,,,,,,,,,
0.06,36,0.2697,0.443,0.422003284,0.3084,0.356366998,0.4224,,,,,,,,,,,
0.05,84,0.2683,0.4849,0.474824942,0.2848,0.356044506,0.315,,,,,,,,,,,
0.18,43,0.2669,0.4933,0.488315312,0.28,0.355917122,0.2934,,,,,,,,,,,
0.14,24,0.2584,0.4458,0.424805771,0.3062,0.355880986,0.4146,,,,,,,,,,,
0.14,22,0.2551,0.4495,0.428732712,0.3038,0.355612782,0.4048,,,,,,,,,,,
0.02,64,0.3391,0.427,0.406217883,0.3162,0.35560054,0.4622,,,,,,,,,,,
0.1,25,0.3353,0.4042,0.387134779,0.3286,0.355473821,0.5202,,,,,,,,,,,
0.03,46,0.4198,0.4067,0.389060642,0.3272,0.35545899,0.5138,,,,,,,,,,,
0.06,53,0.2471,0.4988,0.497837058,0.2762,0.355286854,0.2786,,,,,,,,,,,
0.03,70,0.3868,0.4198,0.39964965,0.3194,0.355046687,0.4798,,,,,,,,,,,
0.11,26,0.2401,0.4542,0.433815029,0.3002,0.354846336,0.3918,,,,,,,,,,,
0.04,55,0.3337,0.4575,0.437628412,0.2982,0.354704413,0.3832,,,,,,,,,,,
0.09,54,0.5774,0.3472,0.350137309,0.357,0.353535354,0.6626,,,,,,,,,,,
0.09,14,0.3148,0.4469,0.425274416,0.3022,0.353326318,0.4084,,,,,,,,,,,
0.09,33,0.2546,0.487,0.477754962,0.2792,0.352436253,0.3052,,,,,,,,,,,
0.09,17,0.354,0.4188,0.397578204,0.3152,0.351628737,0.4776,,,,,,,,,,,
0.2,6,0.2367,0.4898,0.482217573,0.2766,0.351550585,0.297,,,,,,,,,,,
0.01,49,0.477,0.3776,0.36678276,0.337,0.351261205,0.5818,,,,,,,,,,,
