self_radius,self_count,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,,
0.26,26,0.0861,0.3944,0.205027933,0.0734,0.108100147,0.2846,,,,,,,,,,
0.04,76,0.0655,0.3557,0.175438596,0.078,0.10798837,0.3666,,,,,,,,,,
0.32,3,0.0865,0.3897,0.199782254,0.0734,0.107357028,0.294,,,,,,,,,,
0.24,12,0.0586,0.3453,0.168452636,0.0786,0.10718669,0.388,,,,,,,,,,
0.02,82,0.0329,0.3528,0.172306322,0.0774,0.106817555,0.3718,,,,,,,,,,
0.13,62,0.0418,0.4256,0.239495798,0.0684,0.106409459,0.2172,,,,,,,,,,
0.12,87,0.0678,0.4259,0.239634575,0.0682,0.106180912,0.2164,,,,,,,,,,
0.45,2,0.0897,0.4132,0.222506394,0.0696,0.106032907,0.2432,,,,,,,,,,
0.14,19,0.0345,0.357,0.173813869,0.0762,0.105951057,0.3622,,,,,,,,,,
0.11,40,0.0844,0.3869,0.195476575,0.0726,0.105877206,0.2988,,,,,,,,,,
0.26,16,0.022,0.3821,0.191199581,0.073,0.105659285,0.3088,,,,,,,,,,
0.25,24,0.0727,0.3954,0.202840909,0.0714,0.105621302,0.2806,,,,,,,,,,
0.2,95,0.0838,0.3591,0.174294961,0.0754,0.105263158,0.3572,,,,,,,,,,
0.15,72,0.0475,0.4211,0.230716724,0.0676,0.104563032,0.2254,,,,,,,,,,
0.13,76,0.071,0.4823,0.386683739,0.0604,0.104480194,0.0958,,,,,,,,,,
0.14,72,0.0759,0.4355,0.252494244,0.0658,0.104394733,0.1948,,,,,,,,,,
0.22,10,0.0882,0.3988,0.204439252,0.07,0.104290822,0.2724,,,,,,,,,,
0.18,10,0.0799,0.3633,0.175296912,0.0738,0.103870514,0.3472,,,,,,,,,,
0.35,5,0.0935,0.4035,0.208459215,0.069,0.103681443,0.262,,,,,,,,,,
0.11,85,0.0467,0.3998,0.204599057,0.0694,0.103643967,0.2698,,,,,,,,,,
0.18,16,0.0849,0.4191,0.226504395,0.067,0.10341102,0.2288,,,,,,,,,,
0.09,86,0.0663,0.3962,0.200692042,0.0696,0.103356103,0.2772,,,,,,,,,,
0.32,6,0.029,0.3533,0.168249661,0.0744,0.103175704,0.3678,,,,,,,,,,
0.11,51,0.0443,0.3827,0.188528943,0.071,0.103152695,0.3056,,,,,,,,,,
0.23,25,0.0726,0.3993,0.203299941,0.069,0.103031208,0.2704,,,,,,,,,,
0.2,11,0.0745,0.3619,0.173213441,0.0732,0.102910164,0.3494,,,,,,,,,,
0.2,19,0.0796,0.4017,0.205512283,0.0686,0.102863998,0.2652,,,,,,,,,,
0.09,73,0.0821,0.3567,0.16935856,0.0734,0.102413841,0.36,,,,,,,,,,
0.23,88,0.018,0.3427,0.161137441,0.0748,0.102171834,0.3894,,,,,,,,,,
0.04,87,0.0352,0.3528,0.166666667,0.0736,0.102108768,0.368,,,,,,,,,,
0.43,4,0.0095,0.47,0.333702882,0.0602,0.101999322,0.1202,,,,,,,,,,
0.33,5,0.0927,0.3731,0.179383527,0.071,0.101733773,0.3248,,,,,,,,,,
0.12,44,0.0403,0.4115,0.214700193,0.0666,0.101663868,0.2436,,,,,,,,,,
0.21,60,0.0834,0.457,0.293666027,0.0612,0.101290963,0.1472,,,,,,,,,,
0.12,46,0.0518,0.405,0.206790123,0.067,0.101208459,0.257,,,,,,,,,,
0.17,43,0.0885,0.4759,0.354292624,0.0586,0.100566329,0.1068,,,,,,,,,,
0.1,42,0.019,0.3871,0.188637617,0.0684,0.100396301,0.2942,,,,,,,,,,
0.13,53,0.0436,0.4229,0.227561837,0.0644,0.100389712,0.2186,,,,,,,,,,
0.19,61,0.0653,0.3964,0.196721311,0.0672,0.100178891,0.2744,,,,,,,,,,
0.07,88,0.0188,0.4032,0.203431373,0.0664,0.100120627,0.26,,,,,,,,,,
0.25,28,0.0697,0.4054,0.205479452,0.066,0.099909173,0.2552,,,,,,,,,,
0.24,15,0.0587,0.3961,0.196021065,0.067,0.099865852,0.2748,,,,,,,,,,
0.06,96,0.0357,0.3942,0.194219653,0.0672,0.099851412,0.2788,,,,,,,,,,
0.2,28,0.0388,0.4078,0.207858048,0.0656,0.099726361,0.25,,,,,,,,,,
0.05,90,0.0388,0.3896,0.189538808,0.0674,0.099439363,0.2882,,,,,,,,,,
0.05,84,0.0454,0.3855,0.185957213,0.0678,0.099369779,0.2968,,,,,,,,,,
0.09,82,0.0108,0.3995,0.198560288,0.0662,0.099295035,0.2672,,,,,,,,,,
0.17,10,0.0818,0.3729,0.175930648,0.069,0.099123689,0.3232,,,,,,,,,,
0.08,74,0.0648,0.4578,0.292730845,0.0596,0.099036225,0.144,,,,,,,,,,
0.07,80,0.0888,0.3506,0.16137806,0.0712,0.09880655,0.37,,,,,,,,,,
0.4,2,0.0766,0.3741,0.176349614,0.0686,0.098776098,0.3204,,,,,,,,,,
0.42,5,0.0584,0.4551,0.285167464,0.0596,0.098593879,0.1494,,,,,,,,,,
0.09,61,0.0697,0.4323,0.239013107,0.062,0.098459584,0.1974,,,,,,,,,,
0.03,90,0.033,0.3506,0.160762943,0.0708,0.098306026,0.3696,,,,,,,,,,
0.24,25,0.0635,0.4055,0.203389831,0.0648,0.098286061,0.2538,,,,,,,,,,
0.14,66,0.0643,0.397,0.194543298,0.0656,0.098115465,0.2716,,,,,,,,,,
0.01,84,0.0438,0.3619,0.167228916,0.0694,0.098091873,0.3456,,,,,,,,,,
0.17,48,0.085,0.3835,0.182214948,0.0668,0.097760866,0.2998,,,,,,,,,,
0.12,71,0.011,0.3887,0.186478873,0.0662,0.097712177,0.2888,,,,,,,,,,
0.1,71,0.0744,0.3697,0.171788413,0.0682,0.097637795,0.3288,,,,,,,,,,
0.1,53,0.0487,0.3826,0.181324647,0.0668,0.097632271,0.3016,,,,,,,,,,
0.09,68,0.0783,0.375,0.17549325,0.0676,0.097603234,0.3176,,,,,,,,,,
0.26,22,0.036,0.4296,0.233333333,0.0616,0.097468354,0.2024,,,,,,,,,,
0.27,28,0.0313,0.3883,0.185706246,0.066,0.097388225,0.2894,,,,,,,,,,
0.07,91,0.0354,0.4098,0.206762029,0.0636,0.097277455,0.244,,,,,,,,,,
0.04,98,0.0289,0.3673,0.169407075,0.068,0.097045811,0.3334,,,,,,,,,,
0.24,28,0.0728,0.4477,0.265470852,0.0592,0.09681112,0.1638,,,,,,,,,,
0.11,72,0.0896,0.4462,0.261946903,0.0592,0.096574225,0.1668,,,,,,,,,,
0.06,90,0.0329,0.3566,0.161792453,0.0686,0.096348315,0.3554,,,,,,,,,,
0.1,56,0.0434,0.3764,0.174736842,0.0664,0.096231884,0.3136,,,,,,,,,,
0.08,63,0.0594,0.3515,0.15862069,0.069,0.096167247,0.366,,,,,,,,,,
0.17,22,0.0426,0.3559,0.160941176,0.0684,0.096,0.3566,,,,,,,,,,
0.13,49,0.0175,0.4218,0.21991404,0.0614,0.095997498,0.2178,,,,,,,,,,
0.25,22,0.0933,0.3698,0.169543147,0.0668,0.095839311,0.3272,,,,,,,,,,
0.15,62,0.071,0.3981,0.191772535,0.0634,0.095295355,0.2672,,,,,,,,,,
0.08,87,0.0831,0.3839,0.178036606,0.0642,0.094370131,0.2964,,,,,,,,,,
0.14,45,0.0193,0.3721,0.169167098,0.0654,0.094331458,0.3212,,,,,,,,,,
0.08,79,0.0786,0.4709,0.326991677,0.055,0.094161959,0.1132,,,,,,,,,,
0.29,7,0.0607,0.4323,0.232833465,0.059,0.094143929,0.1944,,,,,,,,,,
0.1,88,0.0519,0.4181,0.212227688,0.0604,0.094037054,0.2242,,,,,,,,,,
0.32,8,0.035,0.3984,0.190243902,0.0624,0.093975904,0.2656,,,,,,,,,,
0.15,21,0.0556,0.3846,0.178013393,0.0638,0.09393404,0.2946,,,,,,,,,,
0.32,29,0.0491,0.4106,0.202396804,0.0608,0.093509689,0.2396,,,,,,,,,,
0.09,78,0.0482,0.3925,0.184009406,0.0626,0.093418893,0.2776,,,,,,,,,,
0.19,43,0.0156,0.4881,0.407751938,0.0526,0.093179805,0.0764,,,,,,,,,,
0.08,57,0.0354,0.4059,0.196647324,0.061,0.093115555,0.2492,,,,,,,,,,
0.11,59,0.0445,0.3534,0.155545113,0.0662,0.092873176,0.3594,,,,,,,,,,
0.08,95,0.0154,0.3914,0.181711606,0.062,0.092454518,0.2792,,,,,,,,,,
0.15,9,0.0672,0.4369,0.237738986,0.0572,0.092213445,0.1834,,,,,,,,,,
0.08,67,0.0596,0.4067,0.195694716,0.06,0.09184142,0.2466,,,,,,,,,,
0.19,16,0.0198,0.3952,0.183956574,0.061,0.091619105,0.2706,,,,,,,,,,
0.16,65,0.0249,0.3844,0.173076923,0.0612,0.090425532,0.2924,,,,,,,,,,
0.11,82,0.0392,0.3631,0.157921039,0.0632,0.090272818,0.337,,,,,,,,,,
0.1,60,0.0333,0.3892,0.176779463,0.0606,0.09025916,0.2822,,,,,,,,,,
0.1,92,0.0294,0.3466,0.148487626,0.0648,0.090225564,0.3716,,,,,,,,,,
0.26,8,0.0868,0.3981,0.184520124,0.0596,0.090098262,0.2634,,,,,,,,,,
0.17,9,0.0288,0.4355,0.2319202,0.0558,0.089956473,0.1848,,,,,,,,,,
0.21,44,0.0253,0.4302,0.223015873,0.0562,0.089776358,0.1958,,,,,,,,,,
0.2,10,0.027,0.377,0.166123779,0.0612,0.08944753,0.3072,,,,,,,,,,
0.2,20,0.0192,0.383,0.170608108,0.0606,0.089433294,0.2946,,,,,,,,,,
0.12,74,0.025,0.3965,0.181929932,0.0592,0.089331523,0.2662,,,,,,,,,,
0.18,22,0.0686,0.4291,0.220646178,0.056,0.089328442,0.1978,,,,,,,,,,
0.19,34,0.0331,0.4185,0.205776173,0.057,0.089271731,0.22,,,,,,,,,,
0.09,94,0.0554,0.4077,0.192538308,0.0578,0.088909399,0.2424,,,,,,,,,,
0.14,59,0.0033,0.4015,0.1861058,0.0584,0.08890242,0.2554,,,,,,,,,,
0.39,5,0.0715,0.4382,0.234991424,0.0548,0.088874473,0.1784,,,,,,,,,,
0.27,57,0,0.5179,0.807560137,0.047,0.088830089,0.0112,,,,,,,,,,
0.14,65,0.0278,0.4004,0.184810127,0.0584,0.088753799,0.2576,,,,,,,,,,
0.15,69,0.031,0.4322,0.224390244,0.0552,0.088603531,0.1908,,,,,,,,,,
0.16,41,0.0242,0.4111,0.195756331,0.0572,0.088531187,0.235,,,,,,,,,,
0.28,7,0.0752,0.3943,0.178723404,0.0588,0.088487585,0.2702,,,,,,,,,,
0.07,57,0.0227,0.3962,0.180418719,0.0586,0.088466184,0.2662,,,,,,,,,,
0.13,94,0.0317,0.4323,0.224123879,0.055,0.088325036,0.1904,,,,,,,,,,
0.12,89,0.0111,0.4129,0.197359277,0.0568,0.088212455,0.231,,,,,,,,,,
0.17,69,0.04,0.3567,0.1513382,0.0622,0.088164422,0.3488,,,,,,,,,,
0.11,56,0.0192,0.398,0.18164794,0.0582,0.088155105,0.2622,,,,,,,,,,
0.18,21,0.0263,0.3565,0.150851582,0.062,0.087880936,0.349,,,,,,,,,,
0.25,17,0.0157,0.4049,0.187787262,0.0572,0.087689713,0.2474,,,,,,,,,,
0.14,48,0.0427,0.3934,0.17657767,0.0582,0.087545126,0.2714,,,,,,,,,,
0.15,76,0.0159,0.4059,0.18861681,0.057,0.087544156,0.2452,,,,,,,,,,
0.23,14,0.0592,0.4118,0.195020747,0.0564,0.087496122,0.2328,,,,,,,,,,
0.15,67,0.0127,0.4366,0.229982964,0.054,0.087463557,0.1808,,,,,,,,,,
0.17,37,0.0411,0.4254,0.212191358,0.055,0.087357052,0.2042,,,,,,,,,,
0.1,75,0.0102,0.3578,0.150785855,0.0614,0.087265492,0.3458,,,,,,,,,,
0.12,77,0.0216,0.4466,0.248587571,0.0528,0.087099967,0.1596,,,,,,,,,,
0.19,15,0.0372,0.4023,0.18381877,0.0568,0.086783804,0.2522,,,,,,,,,,
0.24,19,0.0383,0.394,0.175642595,0.0574,0.086523967,0.2694,,,,,,,,,,
0.11,78,0.0198,0.4042,0.185282523,0.0564,0.086476541,0.248,,,,,,,,,,
0.32,31,0.0188,0.4314,0.219771242,0.0538,0.086439589,0.191,,,,,,,,,,
0.13,48,0.0056,0.4081,0.189317106,0.056,0.086433092,0.2398,,,,,,,,,,
0.11,87,0.0421,0.4402,0.234458259,0.0528,0.08619001,0.1724,,,,,,,,,,
0.2,77,0.0744,0.4636,0.289838337,0.0502,0.085577907,0.123,,,,,,,,,,
0.26,17,0.0328,0.425,0.208850932,0.0538,0.085559796,0.2038,,,,,,,,,,
0.35,4,0.0114,0.3951,0.17482951,0.0564,0.085286557,0.2662,,,,,,,,,,
0.11,83,0.0345,0.4026,0.181699346,0.0556,0.085145482,0.2504,,,,,,,,,,
0.23,7,0.0849,0.3896,0.169856459,0.0568,0.085131894,0.2776,,,,,,,,,,
0.21,21,0.0499,0.4255,0.208756841,0.0534,0.085045389,0.2024,,,,,,,,,,
0.17,13,0.0456,0.3919,0.171428571,0.0564,0.084875847,0.2726,,,,,,,,,,
0.1,89,0.0244,0.4201,0.200749064,0.0536,0.084609313,0.2134,,,,,,,,,,
0.08,100,0.0361,0.406,0.184139785,0.0548,0.084463625,0.2428,,,,,,,,,,
0.06,74,0.0035,0.4006,0.178108808,0.055,0.084046455,0.2538,,,,,,,,,,
0.16,88,0.0291,0.4156,0.193759071,0.0534,0.083725306,0.2222,,,,,,,,,,
0.16,59,0.0082,0.4496,0.249502982,0.0502,0.083583084,0.151,,,,,,,,,,
0.19,69,0.0201,0.4464,0.242307692,0.0504,0.083443709,0.1576,,,,,,,,,,
0.11,84,0.0314,0.3815,0.160847167,0.0562,0.08329628,0.2932,,,,,,,,,,
0.11,34,0.0478,0.4449,0.238862559,0.0504,0.083236994,0.1606,,,,,,,,,,
0.23,10,0.0337,0.4602,0.275900901,0.049,0.083220109,0.1286,,,,,,,,,,
0.22,17,0.0168,0.4043,0.180360721,0.054,0.083115284,0.2454,,,,,,,,,,
0.11,63,0.0624,0.4099,0.186062718,0.0534,0.082983683,0.2336,,,,,,,,,,
0.32,85,0.0001,0.4757,0.330543933,0.0474,0.082910617,0.096,,,,,,,,,,
0.18,96,0.0719,0.4351,0.220017256,0.051,0.08280565,0.1808,,,,,,,,,,
0.08,96,0.0184,0.4113,0.18701482,0.053,0.082593112,0.2304,,,,,,,,,,
0.31,22,0.0313,0.4043,0.179504354,0.0536,0.082550439,0.245,,,,,,,,,,
0.06,58,0.0274,0.4275,0.207425343,0.0514,0.082384998,0.1964,,,,,,,,,,
0.14,78,0.0147,0.4184,0.195067265,0.0522,0.082360366,0.2154,,,,,,,,,,
0.06,75,0.024,0.4173,0.193476649,0.0522,0.082217672,0.2176,,,,,,,,,,
0.26,32,0.0245,0.4147,0.1902687,0.0524,0.0821703,0.223,,,,,,,,,,
0.28,23,0.005,0.4743,0.323246217,0.047,0.0820674,0.0984,,,,,,,,,,
0.21,39,0.011,0.4231,0.200311769,0.0514,0.081808053,0.2052,,,,,,,,,,
0.09,97,0.0008,0.4186,0.194444444,0.0518,0.081806696,0.2146,,,,,,,,,,
0.07,74,0.0183,0.4023,0.176275679,0.0532,0.081732985,0.2486,,,,,,,,,,
0.14,91,0.0004,0.4851,0.376859504,0.0456,0.081355932,0.0754,,,,,,,,,,
0.14,69,0.0302,0.4343,0.216076059,0.05,0.081208381,0.1814,,,,,,,,,,
0.13,58,0.0167,0.39,0.163814181,0.0536,0.080771549,0.2736,,,,,,,,,,
0.11,69,0.0247,0.3806,0.156501726,0.0544,0.080736123,0.2932,,,,,,,,,,
0.26,14,0.0008,0.4089,0.181245626,0.0518,0.080572406,0.234,,,,,,,,,,
0.23,43,0.0065,0.4562,0.260393873,0.0476,0.08048698,0.1352,,,,,,,,,,
0.06,95,0.0209,0.4102,0.182461103,0.0516,0.080449018,0.2312,,,,,,,,,,
0.21,47,0.0006,0.4304,0.208542714,0.0498,0.080400387,0.189,,,,,,,,,,
0.11,45,0.0304,0.4142,0.186861314,0.0512,0.080376766,0.2228,,,,,,,,,,
0.36,17,0.0017,0.4643,0.283110571,0.0466,0.080027477,0.118,,,,,,,,,,
0.2,34,0.0112,0.414,0.185212299,0.0506,0.079484763,0.2226,,,,,,,,,,
0.12,96,0.0402,0.3667,0.145290048,0.0546,0.079372002,0.3212,,,,,,,,,,
0.31,5,0.0101,0.4377,0.218608853,0.0484,0.079253316,0.173,,,,,,,,,,
0.21,32,0.0187,0.363,0.142857143,0.0548,0.079213646,0.3288,,,,,,,,,,
0.15,45,0.0789,0.3856,0.157894737,0.0528,0.079136691,0.2816,,,,,,,,,,
0.17,73,0.0059,0.4407,0.223671948,0.048,0.079038367,0.1666,,,,,,,,,,
0.08,51,0.0219,0.3628,0.142335766,0.0546,0.078924545,0.329,,,,,,,,,,
0.17,30,0.0318,0.4763,0.327007299,0.0448,0.07880387,0.0922,,,,,,,,,,
0.13,83,0.0087,0.4519,0.246575342,0.0468,0.078668684,0.143,,,,,,,,,,
0.27,16,0.0116,0.3947,0.164435946,0.0516,0.078550769,0.2622,,,,,,,,,,
0.15,55,0.0288,0.394,0.163705584,0.0516,0.078467153,0.2636,,,,,,,,,,
0.18,80,0.0016,0.3971,0.166125892,0.0512,0.078275493,0.257,,,,,,,,,,
0.2,31,0.021,0.4486,0.238289206,0.0468,0.078234704,0.1496,,,,,,,,,,
0.19,32,0.03,0.4005,0.168995343,0.0508,0.078117792,0.2498,,,,,,,,,,
0.15,85,0.0105,0.4004,0.168882979,0.0508,0.078105781,0.25,,,,,,,,,,
0.15,77,0.0658,0.4136,0.182352941,0.0496,0.077987421,0.2224,,,,,,,,,,
0.12,94,0.0276,0.4247,0.196125908,0.0486,0.077897099,0.1992,,,,,,,,,,
0.11,92,0.014,0.485,0.371575342,0.0434,0.077722063,0.0734,,,,,,,,,,
0.16,51,0.0071,0.447,0.233935743,0.0466,0.077718479,0.1526,,,,,,,,,,
0.25,29,0.051,0.4218,0.191640379,0.0486,0.077536694,0.205,,,,,,,,,,
0.16,53,0.0189,0.4263,0.197703035,0.0482,0.077504422,0.1956,,,,,,,,,,
0.24,8,0.0197,0.4353,0.211418376,0.0474,0.077438327,0.1768,,,,,,,,,,
0.2,24,0.0225,0.3947,0.162716208,0.0508,0.077427221,0.2614,,,,,,,,,,
0.24,37,0.0102,0.4844,0.367346939,0.0432,0.077308518,0.0744,,,,,,,,,,
0.25,13,0.0222,0.4461,0.231306082,0.0464,0.077294686,0.1542,,,,,,,,,,
0.12,63,0.0162,0.4025,0.169491525,0.05,0.077220077,0.245,,,,,,,,,,
0.05,86,0.0115,0.369,0.143634385,0.0528,0.07721556,0.3148,,,,,,,,,,
0.13,70,0.0101,0.4072,0.174157303,0.0496,0.077210461,0.2352,,,,,,,,,,
0.11,55,0.066,0.4456,0.229622266,0.0462,0.076923077,0.155,,,,,,,,,,
0.21,43,0.0096,0.4191,0.18716164,0.0484,0.076910853,0.2102,,,,,,,,,,
0.32,13,0.036,0.4376,0.214285714,0.0468,0.076822062,0.1716,,,,,,,,,,
0.15,38,0.0109,0.4468,0.231854839,0.046,0.076769025,0.1524,,,,,,,,,,
0.33,8,0.0637,0.4778,0.330275229,0.0432,0.076406084,0.0876,,,,,,,,,,
0.17,28,0.0265,0.3941,0.160359205,0.05,0.076231133,0.2618,,,,,,,,,,
0.31,28,0.0137,0.411,0.176598837,0.0486,0.076223338,0.2266,,,,,,,,,,
0.19,53,0.0132,0.449,0.235477178,0.0454,0.076123407,0.1474,,,,,,,,,,
0.14,57,0.0025,0.4052,0.170375522,0.049,0.076110593,0.2386,,,,,,,,,,
0.08,80,0.0346,0.438,0.21349353,0.0462,0.075961855,0.1702,,,,,,,,,,
0.14,92,0,0.4108,0.175872093,0.0484,0.075909661,0.2268,,,,,,,,,,
0.19,12,0.0282,0.3764,0.146453089,0.0512,0.075874333,0.2984,,,,,,,,,,
0.34,3,0.021,0.454,0.246696035,0.0448,0.075829384,0.1368,,,,,,,,,,
0.32,10,0.0027,0.4297,0.199315654,0.0466,0.075538985,0.1872,,,,,,,,,,
0.22,38,0.0064,0.4195,0.185301016,0.0474,0.075489728,0.2084,,,,,,,,,,
0.11,67,0.0164,0.4429,0.221463415,0.0454,0.075352697,0.1596,,,,,,,,,,
0.19,46,0.0049,0.4183,0.183578621,0.0474,0.075345732,0.2108,,,,,,,,,,
0.08,98,0.0305,0.3979,0.162144275,0.049,0.075257257,0.2532,,,,,,,,,,
0.21,19,0.0281,0.412,0.175994109,0.0478,0.075180874,0.2238,,,,,,,,,,
0.12,83,0.015,0.4207,0.186064925,0.047,0.075043909,0.2056,,,,,,,,,,
0.26,12,0.0456,0.4321,0.201931519,0.046,0.07493077,0.1818,,,,,,,,,,
0.23,41,0.0163,0.4564,0.251141553,0.044,0.074880871,0.1312,,,,,,,,,,
0.12,98,0.0128,0.4114,0.174743025,0.0476,0.074819239,0.2248,,,,,,,,,,
0.29,29,0.005,0.4589,0.257378985,0.0436,0.074568155,0.1258,,,,,,,,,,
0.16,29,0.0303,0.3596,0.134375,0.0516,0.074566474,0.3324,,,,,,,,,,
0.3,6,0.0125,0.4041,0.166782488,0.048,0.074545737,0.2398,,,,,,,,,,
0.1,93,0.0093,0.471,0.297486034,0.0426,0.074527642,0.1006,,,,,,,,,,
0.17,95,0.0002,0.4181,0.181818182,0.0468,0.074439319,0.2106,,,,,,,,,,
0.12,45,0.05,0.4005,0.163168585,0.0482,0.074417168,0.2472,,,,,,,,,,
0.15,52,0.0138,0.4051,0.167484233,0.0478,0.074373736,0.2376,,,,,,,,,,
0.19,20,0.0148,0.4745,0.311669129,0.0422,0.074335036,0.0932,,,,,,,,,,
0.06,62,0.0305,0.3742,0.142613636,0.0502,0.074260355,0.3018,,,,,,,,,,
0.15,93,0.0022,0.4233,0.187957689,0.0462,0.074169209,0.1996,,,,,,,,,,
0.16,52,0.0152,0.3974,0.159814324,0.0482,0.074062692,0.2534,,,,,,,,,,
0.28,16,0.027,0.4722,0.301428571,0.0422,0.074035088,0.0978,,,,,,,,,,
0.39,9,0.0428,0.4396,0.212927757,0.0448,0.074025116,0.1656,,,,,,,,,,
0.42,2,0.0901,0.3916,0.15477707,0.0486,0.073972603,0.2654,,,,,,,,,,
0.3,23,0.0183,0.4341,0.203420342,0.0452,0.073964981,0.177,,,,,,,,,,
0.19,70,0.0013,0.4837,0.35826087,0.0412,0.073901345,0.0738,,,,,,,,,,
0.3,24,0.0088,0.4558,0.247716895,0.0434,0.073859769,0.1318,,,,,,,,,,
0.14,85,0.0246,0.4307,0.197907585,0.0454,0.073857166,0.184,,,,,,,,,,
0.12,72,0.0306,0.4041,0.165387299,0.0474,0.073682574,0.2392,,,,,,,,,,
0.16,72,0.0149,0.4232,0.186786297,0.0458,0.07356248,0.1994,,,,,,,,,,
0.17,44,0.0094,0.4556,0.246575342,0.0432,0.073519401,0.132,,,,,,,,,,
0.35,8,0.0084,0.4523,0.23819978,0.0434,0.073422433,0.1388,,,,,,,,,,
0.24,13,0.0343,0.426,0.190117253,0.0454,0.073296739,0.1934,,,,,,,,,,
0.17,46,0.0014,0.431,0.197368421,0.045,0.073289902,0.183,,,,,,,,,,
0.14,73,0.0015,0.4613,0.26199262,0.0426,0.073284019,0.12,,,,,,,,,,
0.13,90,0.0093,0.4881,0.38623327,0.0404,0.073148651,0.0642,,,,,,,,,,
0.15,68,0.0158,0.4678,0.282432432,0.0418,0.0728223,0.1062,,,,,,,,,,
0.15,70,0.013,0.3959,0.156435644,0.0474,0.07275518,0.2556,,,,,,,,,,
0.29,12,0.0062,0.5021,0.528455285,0.039,0.072639225,0.0348,,,,,,,,,,
0.14,55,0.0164,0.4579,0.250887574,0.0424,0.072540633,0.1266,,,,,,,,,,
0.16,26,0.035,0.3986,0.158355795,0.047,0.07248612,0.2498,,,,,,,,,,
0.13,37,0.007,0.4006,0.16005472,0.0468,0.072423398,0.2456,,,,,,,,,,
0.22,16,0.0191,0.3979,0.157612341,0.047,0.072407949,0.2512,,,,,,,,,,
0.18,60,0.0132,0.469,0.285911602,0.0414,0.072327044,0.1034,,,,,,,,,,
0.1,81,0.0288,0.4738,0.305059524,0.041,0.072284908,0.0934,,,,,,,,,,
0.21,20,0.018,0.4654,0.272965879,0.0416,0.072197154,0.1108,,,,,,,,,,
0.16,84,0.0104,0.4417,0.213372665,0.0434,0.072128968,0.16,,,,,,,,,,
0.3,18,0.0016,0.4619,0.261576971,0.0418,0.072081393,0.118,,,,,,,,,,
0.11,73,0.0306,0.4657,0.27344782,0.0414,0.071912454,0.11,,,,,,,,,,
0.13,77,0.0439,0.4392,0.208253359,0.0434,0.07183052,0.165,,,,,,,,,,
0.31,24,0.0045,0.4701,0.289139633,0.041,0.07181643,0.1008,,,,,,,,,,
0.14,96,0.012,0.4437,0.216515609,0.043,0.071750375,0.1556,,,,,,,,,,
0.23,34,0.0246,0.4255,0.186711522,0.0444,0.071740184,0.1934,,,,,,,,,,
0.09,95,0.0017,0.4328,0.197297297,0.0438,0.071685761,0.1782,,,,,,,,,,
0.06,80,0.0279,0.4118,0.16991018,0.0454,0.07165404,0.2218,,,,,,,,,,
0.18,65,0.0004,0.4503,0.230184582,0.0424,0.071609525,0.1418,,,,,,,,,,
0.13,88,0.0139,0.3977,0.15601883,0.0464,0.071527671,0.251,,,,,,,,,,
0.14,62,0.0026,0.428,0.189655172,0.044,0.071428571,0.188,,,,,,,,,,
0.13,75,0.0219,0.4427,0.213786214,0.0428,0.071321446,0.1574,,,,,,,,,,
0.11,60,0.0129,0.4425,0.21335992,0.0428,0.071297684,0.1578,,,,,,,,,,
0.16,98,0.0169,0.4084,0.165693431,0.0454,0.071271586,0.2286,,,,,,,,,,
0.19,63,0.0169,0.3938,0.152031455,0.0464,0.071100215,0.2588,,,,,,,,,,
0.28,68,0,0.4875,0.379110251,0.0392,0.071053109,0.0642,,,,,,,,,,
0.2,40,0.0208,0.4188,0.176751592,0.0444,0.070971867,0.2068,,,,,,,,,,
0.24,33,0.0145,0.4788,0.326229508,0.0398,0.070944742,0.0822,,,,,,,,,,
0.13,51,0.0219,0.4003,0.156916724,0.0456,0.070664807,0.245,,,,,,,,,,
0.31,15,0.0025,0.4502,0.228165939,0.0418,0.070655849,0.1414,,,,,,,,,,
0.2,8,0.0273,0.442,0.211155378,0.0424,0.070619587,0.1584,,,,,,,,,,
0.28,27,0.003,0.4022,0.158519553,0.0454,0.070584577,0.241,,,,,,,,,,
0.11,80,0.0109,0.4209,0.178193653,0.0438,0.070316263,0.202,,,,,,,,,,
0.25,31,0.0084,0.4224,0.179867987,0.0436,0.070186735,0.1988,,,,,,,,,,
0.17,16,0.0471,0.4437,0.21304791,0.0418,0.069887979,0.1544,,,,,,,,,,
0.26,21,0.0232,0.4314,0.190990991,0.0424,0.069394435,0.1796,,,,,,,,,,
0.29,21,0.0288,0.4171,0.171813143,0.0434,0.069295865,0.2092,,,,,,,,,,
0.14,56,0.0248,0.4814,0.337412587,0.0386,0.069274946,0.0758,,,,,,,,,,
0.26,10,0.0106,0.459,0.247536946,0.0402,0.06916724,0.1222,,,,,,,,,,
0.18,49,0.009,0.442,0.208249497,0.0414,0.069069069,0.1574,,,,,,,,,,
0.12,100,0.0198,0.46,0.25,0.04,0.068965517,0.12,,,,,,,,,,
0.21,36,0.0015,0.4186,0.172302738,0.0428,0.068567767,0.2056,,,,,,,,,,
0.3,53,0,0.4644,0.262666667,0.0394,0.068521739,0.1106,,,,,,,,,,
0.31,32,0.0164,0.3523,0.121863799,0.0476,0.068459658,0.343,,,,,,,,,,
0.16,76,0.0133,0.4201,0.173877551,0.0426,0.068433735,0.2024,,,,,,,,,,
