self_radius,self_count,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,,
0.28,46,0.0002,0.4994,0.472727273,0.0104,0.02035225,0.0116,,,,,,,,,,
0.28,61,0,0.4986,0.440677966,0.0104,0.020320438,0.0132,,,,,,,,,,
0.27,34,0,0.46,0.109375,0.0112,0.020319303,0.0912,,,,,,,,,,
0.41,15,0.0083,0.4965,0.374100719,0.0104,0.0202374,0.0174,,,,,,,,,,
0.25,66,0.0164,0.4933,0.304093567,0.0104,0.020112164,0.0238,,,,,,,,,,
0.34,72,0.0039,0.4733,0.144,0.0108,0.020093023,0.0642,,,,,,,,,,
0.25,62,0,0.4814,0.181506849,0.0106,0.020030234,0.0478,,,,,,,,,,
0.28,94,0,0.5008,0.542553191,0.0102,0.020023557,0.0086,,,,,,,,,,
0.23,87,0,0.5006,0.53125,0.0102,0.020015699,0.009,,,,,,,,,,
0.33,6,0.0001,0.4906,0.262626263,0.0104,0.020007695,0.0292,,,,,,,,,,
0.29,71,0,0.5002,0.51,0.0102,0.02,0.0098,,,,,,,,,,
0.27,40,0.0007,0.4889,0.241860465,0.0104,0.019942474,0.0326,,,,,,,,,,
0.25,79,0,0.4986,0.439655172,0.0102,0.019937451,0.013,,,,,,,,,,
0.24,35,0.0133,0.459,0.105769231,0.011,0.019927536,0.093,,,,,,,,,,
0.23,17,0.0109,0.4687,0.128266033,0.0108,0.019922524,0.0734,,,,,,,,,,
0.49,16,0,0.4685,0.127659574,0.0108,0.019915176,0.0738,,,,,,,,,,
0.29,99,0,0.4972,0.392307692,0.0102,0.019883041,0.0158,,,,,,,,,,
0.37,24,0.0155,0.4948,0.331168831,0.0102,0.019790454,0.0206,,,,,,,,,,
0.57,24,0,0.5011,0.561797753,0.01,0.019650226,0.0078,,,,,,,,,,
0.32,99,0,0.5008,0.543478261,0.01,0.019638649,0.0084,,,,,,,,,,
0.36,29,0.0089,0.4903,0.256281407,0.0102,0.019619158,0.0296,,,,,,,,,,
0.33,78,0,0.5002,0.510204082,0.01,0.019615536,0.0096,,,,,,,,,,
0.24,53,0,0.5001,0.505050505,0.01,0.019611689,0.0098,,,,,,,,,,
0.37,35,0,0.4999,0.495049505,0.01,0.019603999,0.0102,,,,,,,,,,
0.36,19,0.0061,0.4991,0.458715596,0.01,0.019573302,0.0118,,,,,,,,,,
0.25,90,0.0002,0.4989,0.45045045,0.01,0.019565643,0.0122,,,,,,,,,,
0.27,53,0,0.4987,0.442477876,0.01,0.019557989,0.0126,,,,,,,,,,
0.18,71,0.0003,0.4974,0.396825397,0.01,0.019508389,0.0152,,,,,,,,,,
0.23,66,0,0.4959,0.354609929,0.01,0.019451469,0.0182,,,,,,,,,,
0.21,38,0,0.4952,0.337837838,0.01,0.019425019,0.0196,,,,,,,,,,
0.17,47,0.0014,0.4547,0.096256684,0.0108,0.019420967,0.1014,,,,,,,,,,
0.36,28,0.0104,0.4839,0.19391635,0.0102,0.019380581,0.0424,,,,,,,,,,
0.5,26,0,0.494,0.3125,0.01,0.019379845,0.022,,,,,,,,,,
0.21,54,0.0101,0.4572,0.099250936,0.0106,0.019154319,0.0962,,,,,,,,,,
0.27,62,0.0002,0.4981,0.418803419,0.0098,0.019151847,0.0136,,,,,,,,,,
0.25,57,0.0002,0.4873,0.220264317,0.01,0.019131433,0.0354,,,,,,,,,,
0.24,58,0.0084,0.4865,0.212765957,0.01,0.019102197,0.037,,,,,,,,,,
0.3,15,0.0015,0.4842,0.19379845,0.01,0.019018638,0.0416,,,,,,,,,,
0.29,33,0,0.4934,0.298780488,0.0098,0.018977537,0.023,,,,,,,,,,
0.14,79,0.0001,0.493,0.291666667,0.0098,0.018962848,0.0238,,,,,,,,,,
0.24,48,0.0086,0.4926,0.284883721,0.0098,0.018948183,0.0246,,,,,,,,,,
0.49,2,0.0002,0.4912,0.26344086,0.0098,0.01889703,0.0274,,,,,,,,,,
0.38,92,0,0.501,0.558139535,0.0096,0.018875344,0.0076,,,,,,,,,,
0.45,18,0,0.5008,0.545454545,0.0096,0.018867925,0.008,,,,,,,,,,
0.25,58,0,0.5003,0.516129032,0.0096,0.018849401,0.009,,,,,,,,,,
0.3,42,0.0059,0.4982,0.421052632,0.0096,0.018771998,0.0132,,,,,,,,,,
0.56,2,0.0219,0.4769,0.151057402,0.01,0.018758207,0.0562,,,,,,,,,,
0.34,33,0,0.4936,0.3,0.0096,0.018604651,0.0224,,,,,,,,,,
0.33,32,0,0.4919,0.271186441,0.0096,0.018543558,0.0258,,,,,,,,,,
0.35,29,0.0001,0.4917,0.268156425,0.0096,0.018536397,0.0262,,,,,,,,,,
0.6,4,0.0146,0.4801,0.164983165,0.0098,0.018501038,0.0496,,,,,,,,,,
0.4,76,0,0.5006,0.534090909,0.0094,0.018474843,0.0082,,,,,,,,,,
0.36,64,0.0014,0.5005,0.528089888,0.0094,0.018471212,0.0084,,,,,,,,,,
0.23,49,0,0.4998,0.489583333,0.0094,0.01844584,0.0098,,,,,,,,,,
0.23,76,0.0081,0.4676,0.117924528,0.01,0.018436578,0.0748,,,,,,,,,,
0.26,47,0.015,0.4987,0.439252336,0.0094,0.018406109,0.012,,,,,,,,,,
0.51,3,0.0005,0.4559,0.093922652,0.0102,0.018401588,0.0984,,,,,,,,,,
0.28,48,0.0081,0.498,0.412280702,0.0094,0.018380915,0.0134,,,,,,,,,,
0.27,77,0,0.4969,0.376,0.0094,0.018341463,0.0156,,,,,,,,,,
0.41,32,0,0.4965,0.364341085,0.0094,0.018327159,0.0164,,,,,,,,,,
0.54,6,0,0.5013,0.582278481,0.0092,0.018113802,0.0066,,,,,,,,,,
0.48,4,0.003,0.4876,0.21559633,0.0094,0.018014565,0.0342,,,,,,,,,,
0.19,80,0.0101,0.4861,0.201716738,0.0094,0.017962928,0.0372,,,,,,,,,,
0.19,44,0.0004,0.4945,0.31292517,0.0092,0.01787449,0.0202,,,,,,,,,,
0.19,58,0.0016,0.4606,0.099593496,0.0098,0.017844137,0.0886,,,,,,,,,,
0.3,25,0.0082,0.4905,0.245989305,0.0092,0.017736649,0.0282,,,,,,,,,,
0.3,10,0.0086,0.4902,0.242105263,0.0092,0.017726397,0.0288,,,,,,,,,,
0.35,26,0.0001,0.4893,0.231155779,0.0092,0.017695711,0.0306,,,,,,,,,,
0.21,78,0,0.4997,0.483870968,0.009,0.017671314,0.0096,,,,,,,,,,
0.34,65,0,0.4765,0.142857143,0.0094,0.017639332,0.0564,,,,,,,,,,
0.41,6,0,0.497,0.375,0.009,0.017578125,0.015,,,,,,,,,,
0.27,24,0.0097,0.4846,0.18699187,0.0092,0.017537171,0.04,,,,,,,,,,
0.22,89,0.0045,0.4948,0.316901408,0.009,0.017502917,0.0194,,,,,,,,,,
0.14,98,0.0045,0.4929,0.279503106,0.009,0.017438481,0.0232,,,,,,,,,,
0.37,27,0.0009,0.4805,0.160278746,0.0092,0.017401173,0.0482,,,,,,,,,,
0.21,80,0.0001,0.4915,0.257142857,0.009,0.017391304,0.026,,,,,,,,,,
0.21,81,0,0.502,0.647058824,0.0088,0.017363852,0.0048,,,,,,,,,,
0.42,12,0,0.5016,0.611111111,0.0088,0.017350158,0.0056,,,,,,,,,,
0.25,65,0,0.5003,0.517647059,0.0088,0.017305801,0.0082,,,,,,,,,,
0.28,10,0,0.4889,0.223880597,0.009,0.017304365,0.0312,,,,,,,,,,
0.37,8,0.0002,0.4969,0.369747899,0.0088,0.017190858,0.015,,,,,,,,,,
0.38,25,0,0.4962,0.349206349,0.0088,0.017167382,0.0164,,,,,,,,,,
0.22,99,0.0061,0.4929,0.27672956,0.0088,0.017057569,0.023,,,,,,,,,,
0.18,79,0.0015,0.4691,0.114713217,0.0092,0.017033883,0.071,,,,,,,,,,
0.69,2,0.0292,0.4883,0.214634146,0.0088,0.01690682,0.0322,,,,,,,,,,
0.21,88,0.0047,0.4983,0.417475728,0.0086,0.016852832,0.012,,,,,,,,,,
0.25,40,0.0017,0.4865,0.197309417,0.0088,0.016848554,0.0358,,,,,,,,,,
0.24,64,0,0.4945,0.304964539,0.0086,0.016728263,0.0196,,,,,,,,,,
0.61,2,0.0108,0.4702,0.115979381,0.009,0.016703786,0.0686,,,,,,,,,,
0.21,97,0.0019,0.4936,0.286666667,0.0086,0.016699029,0.0214,,,,,,,,,,
0.23,44,0.0152,0.4936,0.286666667,0.0086,0.016699029,0.0214,,,,,,,,,,
0.2,68,0.0012,0.4564,0.087121212,0.0092,0.016642547,0.0964,,,,,,,,,,
0.24,62,0,0.4661,0.104895105,0.009,0.016577639,0.0768,,,,,,,,,,
0.24,47,0,0.501,0.567567568,0.0084,0.016554986,0.0064,,,,,,,,,,
0.19,95,0.0056,0.4529,0.081705151,0.0092,0.016537839,0.1034,,,,,,,,,,
0.31,26,0.0101,0.4857,0.187772926,0.0086,0.016446739,0.0372,,,,,,,,,,
0.2,69,0.0002,0.4971,0.371681416,0.0084,0.016428711,0.0142,,,,,,,,,,
0.2,64,0.0017,0.4566,0.085877863,0.009,0.016292542,0.0958,,,,,,,,,,
0.21,70,0.0003,0.4801,0.150877193,0.0086,0.016272469,0.0484,,,,,,,,,,
0.42,36,0.0004,0.491,0.24137931,0.0084,0.016235021,0.0264,,,,,,,,,,
0.39,24,0.0087,0.4899,0.227027027,0.0084,0.016200579,0.0286,,,,,,,,,,
0.35,43,0,0.5011,0.577464789,0.0082,0.016170381,0.006,,,,,,,,,,
0.45,29,0,0.4997,0.482352941,0.0082,0.01612586,0.0088,,,,,,,,,,
0.31,73,0.0014,0.4992,0.455555556,0.0082,0.01611002,0.0098,,,,,,,,,,
0.23,69,0,0.4986,0.427083333,0.0082,0.016091052,0.011,,,,,,,,,,
0.26,57,0,0.4984,0.418367347,0.0082,0.016084739,0.0114,,,,,,,,,,
0.23,52,0,0.4983,0.414141414,0.0082,0.016081585,0.0116,,,,,,,,,,
0.23,84,0,0.4983,0.414141414,0.0082,0.016081585,0.0116,,,,,,,,,,
0.23,36,0.0024,0.4858,0.185840708,0.0084,0.016073479,0.0368,,,,,,,,,,
0.19,96,0.0052,0.4965,0.35042735,0.0082,0.016025015,0.0152,,,,,,,,,,
0.51,4,0,0.4925,0.261146497,0.0082,0.015900717,0.0232,,,,,,,,,,
0.31,11,0.0003,0.4776,0.136363636,0.0084,0.01582517,0.0532,,,,,,,,,,
0.28,58,0,0.5005,0.533333333,0.008,0.015763547,0.007,,,,,,,,,,
0.38,33,0,0.5005,0.533333333,0.008,0.015763547,0.007,,,,,,,,,,
0.26,99,0.0002,0.5003,0.519480519,0.008,0.015757337,0.0074,,,,,,,,,,
0.49,25,0,0.4995,0.470588235,0.008,0.015732547,0.009,,,,,,,,,,
0.22,93,0,0.4986,0.425531915,0.008,0.015704751,0.0108,,,,,,,,,,
0.53,2,0.0254,0.4596,0.087755102,0.0086,0.015664845,0.0894,,,,,,,,,,
0.21,57,0.0013,0.4969,0.36036036,0.008,0.015652514,0.0142,,,,,,,,,,
0.26,50,0,0.4706,0.111111111,0.0084,0.015619189,0.0672,,,,,,,,,,
0.25,47,0,0.4949,0.305343511,0.008,0.015591503,0.0182,,,,,,,,,,
0.24,77,0,0.4815,0.153558052,0.0082,0.015568635,0.0452,,,,,,,,,,
0.36,21,0.0004,0.4941,0.287769784,0.008,0.015567231,0.0198,,,,,,,,,,
0.25,68,0.0001,0.4887,0.207253886,0.008,0.015405353,0.0306,,,,,,,,,,
0.42,15,0,0.5011,0.582089552,0.0078,0.015393724,0.0056,,,,,,,,,,
0.28,96,0,0.5008,0.557142857,0.0078,0.015384615,0.0062,,,,,,,,,,
0.31,43,0,0.5001,0.506493506,0.0078,0.015363404,0.0076,,,,,,,,,,
0.74,2,0.0113,0.4988,0.433333333,0.0078,0.015324165,0.0102,,,,,,,,,,
0.38,31,0.0066,0.4213,0.051311288,0.009,0.015313936,0.1664,,,,,,,,,,
0.33,20,0,0.4855,0.177777778,0.008,0.015311005,0.037,,,,,,,,,,
0.26,62,0.0045,0.4686,0.103535354,0.0082,0.015196442,0.071,,,,,,,,,,
0.29,25,0.0014,0.4933,0.268965517,0.0078,0.01516035,0.0212,,,,,,,,,,
0.42,18,0,0.4671,0.099756691,0.0082,0.015154315,0.074,,,,,,,,,,
0.38,6,0.0005,0.4894,0.211956522,0.0078,0.015046296,0.029,,,,,,,,,,
0.5,1,0.0171,0.476,0.125,0.008,0.015037594,0.056,,,,,,,,,,
0.29,60,0,0.4965,0.342342342,0.0076,0.014869888,0.0146,,,,,,,,,,
0.22,77,0.0003,0.496,0.327586207,0.0076,0.014855356,0.0156,,,,,,,,,,
0.29,36,0,0.4552,0.077358491,0.0082,0.01482821,0.0978,,,,,,,,,,
0.26,56,0.0025,0.4939,0.277372263,0.0076,0.014794627,0.0198,,,,,,,,,,
0.39,7,0.0006,0.4931,0.262068966,0.0076,0.014771623,0.0214,,,,,,,,,,
0.33,12,0.0086,0.4485,0.068676717,0.0082,0.014650706,0.1112,,,,,,,,,,
0.29,86,0.0045,0.5008,0.560606061,0.0074,0.014607185,0.0058,,,,,,,,,,
0.27,49,0.0081,0.5005,0.536231884,0.0074,0.01459854,0.0064,,,,,,,,,,
0.22,79,0.0002,0.5004,0.528571429,0.0074,0.014595661,0.0066,,,,,,,,,,
0.25,76,0.0151,0.4995,0.46835443,0.0074,0.014569797,0.0084,,,,,,,,,,
0.25,52,0,0.4994,0.4625,0.0074,0.014566929,0.0086,,,,,,,,,,
0.31,16,0.0001,0.4834,0.157024793,0.0076,0.014498283,0.0408,,,,,,,,,,
0.2,83,0,0.4935,0.26618705,0.0074,0.014399689,0.0204,,,,,,,,,,
0.4,34,0.0142,0.4918,0.237179487,0.0074,0.014352211,0.0238,,,,,,,,,,
0.41,33,0.0005,0.4896,0.207865169,0.0074,0.014291232,0.0282,,,,,,,,,,
0.33,58,0,0.5011,0.590163934,0.0072,0.014226437,0.005,,,,,,,,,,
0.31,52,0,0.5008,0.5625,0.0072,0.014218009,0.0056,,,,,,,,,,
0.44,8,0,0.5007,0.553846154,0.0072,0.014215202,0.0058,,,,,,,,,,
0.52,22,0,0.5007,0.553846154,0.0072,0.014215202,0.0058,,,,,,,,,,
0.22,48,0.0017,0.4866,0.177884615,0.0074,0.014208909,0.0342,,,,,,,,,,
0.25,70,0.0015,0.4992,0.45,0.0072,0.014173228,0.0088,,,,,,,,,,
0.39,20,0.0001,0.4954,0.305084746,0.0072,0.014067995,0.0164,,,,,,,,,,
0.58,1,0.0151,0.4805,0.137546468,0.0074,0.014044411,0.0464,,,,,,,,,,
0.29,43,0.0002,0.4934,0.260869565,0.0072,0.014013235,0.0204,,,,,,,,,,
0.25,64,0,0.4911,0.223602484,0.0072,0.013950785,0.025,,,,,,,,,,
0.3,70,0,0.4884,0.191489362,0.0072,0.01387818,0.0304,,,,,,,,,,
0.24,72,0.0045,0.5015,0.636363636,0.007,0.013847676,0.004,,,,,,,,,,
0.31,79,0,0.5013,0.614035088,0.007,0.013842199,0.0044,,,,,,,,,,
0.3,39,0,0.5011,0.593220339,0.007,0.013836727,0.0048,,,,,,,,,,
0.47,21,0,0.5008,0.564516129,0.007,0.013828526,0.0054,,,,,,,,,,
0.37,34,0,0.5006,0.546875,0.007,0.013823065,0.0058,,,,,,,,,,
0.39,61,0.0002,0.4998,0.486111111,0.007,0.013801262,0.0074,,,,,,,,,,
0.31,14,0.002,0.4566,0.074509804,0.0076,0.013793103,0.0944,,,,,,,,,,
0.23,50,0.0045,0.4992,0.448717949,0.007,0.013784955,0.0086,,,,,,,,,,
0.3,55,0,0.4987,0.421686747,0.007,0.013771395,0.0096,,,,,,,,,,
0.25,72,0.0014,0.4983,0.402298851,0.007,0.013760566,0.0104,,,,,,,,,,
0.26,24,0,0.4694,0.097368421,0.0074,0.013754647,0.0686,,,,,,,,,,
0.36,30,0.0006,0.4832,0.15,0.0072,0.013740458,0.0408,,,,,,,,,,
0.54,5,0.0046,0.4956,0.307017544,0.007,0.013687916,0.0158,,,,,,,,,,
0.5,6,0.0012,0.4801,0.132841328,0.0072,0.013659647,0.047,,,,,,,,,,
0.2,54,0.0003,0.4944,0.277777778,0.007,0.013655872,0.0182,,,,,,,,,,
0.29,35,0.0009,0.4933,0.255474453,0.007,0.01362663,0.0204,,,,,,,,,,
0.27,97,0.0001,0.4922,0.236486486,0.007,0.013597514,0.0226,,,,,,,,,,
0.28,85,0.0128,0.5011,0.596491228,0.0068,0.013446708,0.0046,,,,,,,,,,
0.46,4,0.0085,0.4859,0.165876777,0.007,0.013433122,0.0352,,,,,,,,,,
0.26,84,0,0.5005,0.53968254,0.0068,0.013430772,0.0058,,,,,,,,,,
0.18,91,0.0081,0.5001,0.507462687,0.0068,0.01342017,0.0066,,,,,,,,,,
0.24,99,0.0002,0.5001,0.507462687,0.0068,0.01342017,0.0066,,,,,,,,,,
0.26,44,0.0001,0.4999,0.492753623,0.0068,0.013414875,0.007,,,,,,,,,,
0.28,82,0,0.4974,0.361702128,0.0068,0.013349038,0.012,,,,,,,,,,
0.32,43,0.013,0.4958,0.309090909,0.0068,0.013307241,0.0152,,,,,,,,,,
0.18,68,0,0.4949,0.285714286,0.0068,0.013283845,0.017,,,,,,,,,,
0.6,2,0.0041,0.4795,0.127272727,0.007,0.013270142,0.048,,,,,,,,,,
0.23,48,0.0101,0.4942,0.26984127,0.0068,0.013265704,0.0184,,,,,,,,,,
0.24,97,0,0.5005,0.540983607,0.0066,0.013040901,0.0056,,,,,,,,,,
0.35,93,0,0.5001,0.507692308,0.0066,0.013030602,0.0064,,,,,,,,,,
0.48,17,0,0.4999,0.492537313,0.0066,0.013025459,0.0068,,,,,,,,,,
0.34,56,0,0.4995,0.464788732,0.0066,0.013015184,0.0076,,,,,,,,,,
0.22,96,0.0014,0.4837,0.147186147,0.0068,0.012999426,0.0394,,,,,,,,,,
0.28,93,0,0.4988,0.423076923,0.0066,0.012997243,0.009,,,,,,,,,,
0.25,84,0.0006,0.4987,0.417721519,0.0066,0.012994684,0.0092,,,,,,,,,,
0.4,29,0.0008,0.4818,0.136,0.0068,0.012952381,0.0432,,,,,,,,,,
0.32,38,0.0045,0.4967,0.333333333,0.0066,0.012943714,0.0132,,,,,,,,,,
0.18,94,0,0.4959,0.308411215,0.0066,0.012923438,0.0148,,,,,,,,,,
0.37,15,0.0014,0.4927,0.237410072,0.0066,0.012842966,0.0212,,,,,,,,,,
0.63,10,0,0.5009,0.581818182,0.0064,0.012660732,0.0046,,,,,,,,,,
0.21,49,0,0.5002,0.516129032,0.0064,0.012643224,0.006,,,,,,,,,,
0.32,32,0,0.4995,0.463768116,0.0064,0.012625764,0.0074,,,,,,,,,,
0.35,68,0,0.499,0.432432432,0.0064,0.012613323,0.0084,,,,,,,,,,
0.27,26,0.0001,0.4654,0.082125604,0.0068,0.01256003,0.076,,,,,,,,,,
0.2,52,0,0.463,0.077625571,0.0068,0.012504597,0.0808,,,,,,,,,,
0.17,59,0.0005,0.4936,0.25,0.0064,0.012480499,0.0192,,,,,,,,,,
0.16,100,0.0012,0.4928,0.235294118,0.0064,0.012461059,0.0208,,,,,,,,,,
0.34,34,0,0.4923,0.226950355,0.0064,0.01244894,0.0218,,,,,,,,,,
0.54,1,0.0153,0.4899,0.193939394,0.0064,0.012391094,0.0266,,,,,,,,,,
0.55,1,0.0129,0.4868,0.163265306,0.0064,0.012317167,0.0328,,,,,,,,,,
0.43,32,0,0.5011,0.607843137,0.0062,0.012274797,0.004,,,,,,,,,,
0.21,91,0,0.5004,0.534482759,0.0062,0.012257809,0.0054,,,,,,,,,,
0.36,45,0,0.5,0.5,0.0062,0.012248123,0.0062,,,,,,,,,,
0.3,68,0,0.4673,0.083969466,0.0066,0.012238086,0.072,,,,,,,,,,
0.29,57,0,0.4988,0.418918919,0.0062,0.012219156,0.0086,,,,,,,,,,
0.58,5,0.009,0.481,0.125984252,0.0064,0.012181195,0.0444,,,,,,,,,,
0.27,64,0,0.4971,0.340659341,0.0062,0.012178354,0.012,,,,,,,,,,
0.37,31,0.0001,0.497,0.336956522,0.0062,0.012175962,0.0122,,,,,,,,,,
0.19,93,0.0095,0.4944,0.262711864,0.0062,0.012114107,0.0174,,,,,,,,,,
0.25,71,0.0002,0.4774,0.110344828,0.0064,0.012098299,0.0516,,,,,,,,,,
0.21,86,0,0.4937,0.248,0.0062,0.012097561,0.0188,,,,,,,,,,
0.13,85,0.0024,0.4745,0.10031348,0.0064,0.012032337,0.0574,,,,,,,,,,
0.34,12,0,0.4897,0.187878788,0.0062,0.012003872,0.0268,,,,,,,,,,
0.3,93,0,0.5006,0.555555556,0.006,0.011871785,0.0048,,,,,,,,,,
0.39,34,0.0005,0.4995,0.461538462,0.006,0.011846002,0.007,,,,,,,,,,
0.25,69,0.0045,0.4984,0.394736842,0.006,0.011820331,0.0092,,,,,,,,,,
0.56,4,0.0107,0.4816,0.12601626,0.0062,0.011818528,0.043,,,,,,,,,,
0.37,20,0,0.4968,0.326086957,0.006,0.011783189,0.0124,,,,,,,,,,
0.3,14,0,0.4958,0.294117647,0.006,0.011760094,0.0144,,,,,,,,,,
0.33,16,0.0002,0.4956,0.288461538,0.006,0.011755486,0.0148,,,,,,,,,,
0.15,79,0.0047,0.4946,0.263157895,0.006,0.011732499,0.0168,,,,,,,,,,
0.22,56,0,0.4925,0.222222222,0.006,0.011684518,0.021,,,,,,,,,,
0.5,4,0.0015,0.4878,0.164835165,0.006,0.011578541,0.0304,,,,,,,,,,
0.23,85,0.0014,0.4876,0.163043478,0.006,0.011574074,0.0308,,,,,,,,,,
0.38,12,0,0.5014,0.659090909,0.0058,0.01149881,0.003,,,,,,,,,,
0.3,50,0,0.4669,0.078880407,0.0062,0.011496384,0.0724,,,,,,,,,,
0.24,65,0,0.4666,0.078282828,0.0062,0.011489993,0.073,,,,,,,,,,
0.27,44,0.0047,0.5006,0.557692308,0.0058,0.011480602,0.0046,,,,,,,,,,
0.21,77,0.0001,0.5,0.5,0.0058,0.011466983,0.0058,,,,,,,,,,
0.29,55,0.0002,0.4996,0.467741935,0.0058,0.011457922,0.0066,,,,,,,,,,
0.19,88,0.0014,0.4994,0.453125,0.0058,0.011453397,0.007,,,,,,,,,,
0.49,4,0.0153,0.4984,0.391891892,0.0058,0.011430824,0.009,,,,,,,,,,
0.21,58,0.0001,0.4976,0.353658537,0.0058,0.01141283,0.0106,,,,,,,,,,
0.26,71,0.0059,0.4975,0.34939759,0.0058,0.011410584,0.0108,,,,,,,,,,
0.26,72,0,0.4971,0.333333333,0.0058,0.011401612,0.0116,,,,,,,,,,
0.36,70,0,0.4971,0.333333333,0.0058,0.011401612,0.0116,,,,,,,,,,
0.4,42,0.0099,0.4968,0.322222222,0.0058,0.011394892,0.0122,,,,,,,,,,
0.41,12,0,0.4792,0.111940299,0.006,0.011389522,0.0476,,,,,,,,,,
0.32,37,0.004,0.4603,0.067538126,0.0062,0.011357391,0.0856,,,,,,,,,,
0.4,24,0.0001,0.4931,0.228346457,0.0058,0.011312658,0.0196,,,,,,,,,,
0.36,25,0.0002,0.4927,0.221374046,0.0058,0.011303839,0.0204,,,,,,,,,,
0.18,100,0.0002,0.491,0.195945946,0.0058,0.011266511,0.0238,,,,,,,,,,
0.24,54,0.0131,0.491,0.195945946,0.0058,0.011266511,0.0238,,,,,,,,,,
0.2,33,0.0016,0.4879,0.162011173,0.0058,0.011199073,0.03,,,,,,,,,,
0.41,20,0,0.4684,0.079787234,0.006,0.011160714,0.0692,,,,,,,,,,
0.25,81,0.0002,0.4667,0.076335878,0.006,0.011125533,0.0726,,,,,,,,,,
0.29,40,0,0.4843,0.134883721,0.0058,0.011121764,0.0372,,,,,,,,,,
0.27,82,0,0.5009,0.595744681,0.0056,0.0110957,0.0038,,,,,,,,,,
0.36,72,0.0082,0.5008,0.583333333,0.0056,0.011093502,0.004,,,,,,,,,,
0.24,80,0,0.4646,0.072463768,0.006,0.011082379,0.0768,,,,,,,,,,
0.34,14,0,0.5002,0.518518519,0.0056,0.011080332,0.0052,,,,,,,,,,
0.31,61,0,0.4999,0.49122807,0.0056,0.011073759,0.0058,,,,,,,,,,
0.21,98,0.0014,0.4996,0.466666667,0.0056,0.011067194,0.0064,,,,,,,,,,
0.34,22,0.0014,0.4989,0.417910448,0.0056,0.011051904,0.0078,,,,,,,,,,
0.37,38,0,0.4989,0.417910448,0.0056,0.011051904,0.0078,,,,,,,,,,
0.29,54,0.0011,0.4976,0.35,0.0056,0.011023622,0.0104,,,,,,,,,,
0.17,60,0.0001,0.4617,0.06772009,0.006,0.011023333,0.0826,,,,,,,,,,
0.64,1,0.0061,0.497,0.325581395,0.0056,0.011010617,0.0116,,,,,,,,,,
0.23,99,0.0001,0.4964,0.304347826,0.0056,0.010997643,0.0128,,,,,,,,,,
0.31,36,0.0062,0.4949,0.261682243,0.0056,0.010965342,0.0158,,,,,,,,,,
0.27,48,0,0.5002,0.519230769,0.0054,0.010688836,0.005,,,,,,,,,,
0.42,17,0.0014,0.5002,0.519230769,0.0054,0.010688836,0.005,,,,,,,,,,
0.22,46,0.0045,0.4994,0.45,0.0054,0.010671937,0.0066,,,,,,,,,,
0.16,95,0,0.4988,0.409090909,0.0054,0.010659297,0.0078,,,,,,,,,,
0.27,41,0,0.4988,0.409090909,0.0054,0.010659297,0.0078,,,,,,,,,,
0.46,5,0.0045,0.4973,0.333333333,0.0054,0.010627829,0.0108,,,,,,,,,,
0.21,76,0.0012,0.4962,0.293478261,0.0054,0.01060487,0.013,,,,,,,,,,
0.31,42,0.0001,0.4961,0.290322581,0.0054,0.010602788,0.0132,,,,,,,,,,
0.22,50,0,0.4958,0.28125,0.0054,0.010596546,0.0138,,,,,,,,,,
0.24,74,0,0.4955,0.272727273,0.0054,0.010590312,0.0144,,,,,,,,,,
0.26,76,0,0.4953,0.267326733,0.0054,0.01058616,0.0148,,,,,,,,,,
0.64,2,0.008,0.4744,0.08974359,0.0056,0.010542169,0.0568,,,,,,,,,,
0.22,67,0.0002,0.4901,0.176470588,0.0054,0.010479332,0.0252,,,,,,,,,,
0.26,79,0,0.5004,0.541666667,0.0052,0.010301109,0.0044,,,,,,,,,,
0.34,93,0,0.5003,0.530612245,0.0052,0.010299069,0.0046,,,,,,,,,,
0.39,76,0,0.5003,0.530612245,0.0052,0.010299069,0.0046,,,,,,,,,,
0.25,55,0.006,0.4997,0.472727273,0.0052,0.010286845,0.0058,,,,,,,,,,
0.49,5,0.0006,0.4802,0.107142857,0.0054,0.010281797,0.045,,,,,,,,,,
0.26,81,0.0015,0.4994,0.448275862,0.0052,0.010280743,0.0064,,,,,,,,,,
0.3,47,0,0.4989,0.412698413,0.0052,0.010270591,0.0074,,,,,,,,,,
0.31,55,0.0009,0.4988,0.40625,0.0052,0.010268562,0.0076,,,,,,,,,,
0.3,34,0.0002,0.4985,0.388059701,0.0052,0.010262483,0.0082,,,,,,,,,,
0.27,63,0,0.4969,0.313253012,0.0052,0.010230179,0.0114,,,,,,,,,,
0.25,51,0,0.4968,0.30952381,0.0052,0.010228167,0.0116,,,,,,,,,,
0.4,7,0.0001,0.4957,0.273684211,0.0052,0.010206084,0.0138,,,,,,,,,,
0.24,93,0,0.4948,0.25,0.0052,0.010188088,0.0156,,,,,,,,,,
0.31,20,0.0014,0.4943,0.23853211,0.0052,0.010178117,0.0166,,,,,,,,,,
0.36,9,0,0.4933,0.218487395,0.0052,0.010158234,0.0186,,,,,,,,,,
0.35,18,0,0.4927,0.208,0.0052,0.010146341,0.0198,,,,,,,,,,
0.43,68,0,0.4927,0.208,0.0052,0.010146341,0.0198,,,,,,,,,,
0.28,66,0.0009,0.4926,0.206349206,0.0052,0.010144362,0.02,,,,,,,,,,
