threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
1.55,0.11363637,0.7732,0.901056958,0.6138,0.730192719,0.0674
1.56,0.11363637,0.773,0.900998825,0.6134,0.729890528,0.0674
1.57,0.11363637,0.7729,0.901677951,0.6126,0.729546267,0.0668
1.58,0.11363637,0.773,0.902417453,0.6122,0.72950429,0.0662
1.59,0.11363637,0.7728,0.902597403,0.6116,0.729136862,0.066
1.6,0.11363637,0.7727,0.903521752,0.6106,0.728726578,0.0652
1.61,0.11363637,0.7722,0.903618031,0.6094,0.727902532,0.065
1.62,0.11363637,0.7721,0.904068904,0.6088,0.727620414,0.0646
1.63,0.11363637,0.7719,0.904492711,0.608,0.727185743,0.0642
1.64,0.11363637,0.7712,0.904293381,0.6066,0.726119224,0.0642
1.65,0.11363637,0.7707,0.904150493,0.6056,0.72535633,0.0642
1.66,0.11363637,0.7697,0.903863432,0.6036,0.723827797,0.0642
1.67,0.11363637,0.7689,0.904117824,0.6016,0.722469076,0.0638
1.68,0.09090909,0.7686,0.904518072,0.6006,0.721875,0.0634
1.69,0.09090909,0.7683,0.904920012,0.5996,0.721279923,0.063
1.7,0.09090909,0.7678,0.905021174,0.5984,0.720443053,0.0628
1.71,0.09090909,0.7668,0.904978749,0.5962,0.718832891,0.0626
1.72,0.09090909,0.7649,0.90467461,0.5922,0.715822555,0.0624
1.73,0.09090909,0.7645,0.904805632,0.5912,0.715132454,0.0622
1.74,0.09090909,0.7639,0.904630481,0.59,0.714199249,0.0622
1.75,0.09090909,0.7635,0.904761905,0.589,0.713506965,0.062
1.76,0.09090909,0.763,0.904864532,0.5878,0.712657614,0.0618
1.77,0.06818182,0.7621,0.904600185,0.586,0.711251365,0.0618
1.78,0.06818182,0.7617,0.904732447,0.585,0.710555083,0.0616
1.79,0.06818182,0.7614,0.904894672,0.5842,0.710014584,0.0614
1.8,0.06818182,0.7611,0.90530891,0.5832,0.709402749,0.061
1.81,0.06818182,0.7608,0.905724953,0.5822,0.708789871,0.0606
1.82,0.06818182,0.7599,0.905460218,0.5804,0.707373553,0.0606
1.83,0.06818182,0.7598,0.90619137,0.5796,0.707001708,0.06
1.84,0.06818182,0.7589,0.905926623,0.5778,0.705580657,0.06
1.85,0.06818182,0.7578,0.905601007,0.5756,0.70383957,0.06
1.86,0.06818182,0.7575,0.905511811,0.575,0.703363914,0.06
1.87,0.06818182,0.7562,0.905636479,0.572,0.701152243,0.0596
1.88,0.06818182,0.7558,0.905774112,0.571,0.700441609,0.0594
1.89,0.06818182,0.7542,0.905810983,0.5674,0.697737334,0.059
1.9,0.06818182,0.753,0.905448718,0.565,0.695812808,0.059
