threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,
0.52,0.328358209,0.6209,0.892277742,0.275,0.420425011,0.0332,,,,,,,,,
0.521,0.328358209,0.6209,0.892277742,0.275,0.420425011,0.0332,,,,,,,,,
0.522,0.328358209,0.6209,0.892277742,0.275,0.420425011,0.0332,,,,,,,,,
0.523,0.328358209,0.6209,0.892277742,0.275,0.420425011,0.0332,,,,,,,,,
0.524,0.328358209,0.6209,0.892277742,0.275,0.420425011,0.0332,,,,,,,,,
0.525,0.328358209,0.6209,0.892277742,0.275,0.420425011,0.0332,,,,,,,,,
0.526,0.328358209,0.6209,0.892277742,0.275,0.420425011,0.0332,,,,,,,,,
0.517,0.402985075,0.6123,0.832445234,0.2812,0.420391688,0.0566,,,,,,,,,
0.518,0.402985075,0.6123,0.832445234,0.2812,0.420391688,0.0566,,,,,,,,,
0.519,0.402985075,0.6123,0.832445234,0.2812,0.420391688,0.0566,,,,,,,,,
0.53,0.223880597,0.626,0.933884298,0.2712,0.42033478,0.0192,,,,,,,,,
0.531,0.223880597,0.626,0.933884298,0.2712,0.42033478,0.0192,,,,,,,,,
0.532,0.223880597,0.626,0.933884298,0.2712,0.42033478,0.0192,,,,,,,,,
0.533,0.223880597,0.626,0.933884298,0.2712,0.42033478,0.0192,,,,,,,,,
0.534,0.223880597,0.626,0.933884298,0.2712,0.42033478,0.0192,,,,,,,,,
0.535,0.223880597,0.626,0.933884298,0.2712,0.42033478,0.0192,,,,,,,,,
0.536,0.223880597,0.626,0.933884298,0.2712,0.42033478,0.0192,,,,,,,,,
0.514,0.402985075,0.6121,0.831460674,0.2812,0.420266029,0.057,,,,,,,,,
0.515,0.402985075,0.6121,0.831460674,0.2812,0.420266029,0.057,,,,,,,,,
0.516,0.402985075,0.6121,0.831460674,0.2812,0.420266029,0.057,,,,,,,,,
0.527,0.328358209,0.6212,0.895045632,0.2746,0.420263238,0.0322,,,,,,,,,
0.528,0.328358209,0.6212,0.895045632,0.2746,0.420263238,0.0322,,,,,,,,,
0.529,0.328358209,0.6212,0.895045632,0.2746,0.420263238,0.0322,,,,,,,,,
0.537,0.223880597,0.6261,0.935127674,0.271,0.420220189,0.0188,,,,,,,,,
0.538,0.223880597,0.6261,0.935127674,0.271,0.420220189,0.0188,,,,,,,,,
0.539,0.223880597,0.6261,0.935127674,0.271,0.420220189,0.0188,,,,,,,,,
0.54,0.179104478,0.6257,0.951833214,0.2648,0.414332655,0.0134,,,,,,,,,
0.541,0.179104478,0.6257,0.951833214,0.2648,0.414332655,0.0134,,,,,,,,,
0.542,0.179104478,0.6257,0.951833214,0.2648,0.414332655,0.0134,,,,,,,,,
0.543,0.179104478,0.6232,0.950951684,0.2598,0.408105561,0.0134,,,,,,,,,
0.544,0.179104478,0.6232,0.950951684,0.2598,0.408105561,0.0134,,,,,,,,,
0.545,0.179104478,0.6232,0.950951684,0.2598,0.408105561,0.0134,,,,,,,,,
0.546,0.179104478,0.6232,0.950951684,0.2598,0.408105561,0.0134,,,,,,,,,
0.547,0.179104478,0.623,0.95154185,0.2592,0.407419051,0.0132,,,,,,,,,
0.548,0.179104478,0.623,0.95154185,0.2592,0.407419051,0.0132,,,,,,,,,
0.549,0.179104478,0.623,0.95154185,0.2592,0.407419051,0.0132,,,,,,,,,
0.55,0.134328358,0.6228,0.965151515,0.2548,0.403164557,0.0092,,,,,,,,,
0.551,0.134328358,0.6228,0.965151515,0.2548,0.403164557,0.0092,,,,,,,,,
0.552,0.134328358,0.6228,0.965151515,0.2548,0.403164557,0.0092,,,,,,,,,
0.553,0.134328358,0.6226,0.965098634,0.2544,0.402659069,0.0092,,,,,,,,,
0.554,0.134328358,0.5995,0.957681693,0.2082,0.342040414,0.0092,,,,,,,,,
0.555,0.134328358,0.5995,0.957681693,0.2082,0.342040414,0.0092,,,,,,,,,
0.556,0.134328358,0.5995,0.957681693,0.2082,0.342040414,0.0092,,,,,,,,,
0.557,0.134328358,0.5996,0.959409594,0.208,0.341880342,0.0088,,,,,,,,,
0.558,0.134328358,0.5996,0.959409594,0.208,0.341880342,0.0088,,,,,,,,,
0.559,0.134328358,0.5996,0.959409594,0.208,0.341880342,0.0088,,,,,,,,,
0.56,0.104477612,0.5982,0.973025048,0.202,0.334547864,0.0056,,,,,,,,,
0.561,0.104477612,0.5982,0.973025048,0.202,0.334547864,0.0056,,,,,,,,,
0.562,0.104477612,0.5982,0.973025048,0.202,0.334547864,0.0056,,,,,,,,,
0.563,0.104477612,0.5982,0.973025048,0.202,0.334547864,0.0056,,,,,,,,,
0.564,0.104477612,0.5982,0.973025048,0.202,0.334547864,0.0056,,,,,,,,,
0.565,0.104477612,0.5982,0.973025048,0.202,0.334547864,0.0056,,,,,,,,,
0.566,0.104477612,0.5982,0.973025048,0.202,0.334547864,0.0056,,,,,,,,,
0.567,0.104477612,0.5982,0.973025048,0.202,0.334547864,0.0056,,,,,,,,,
0.568,0.104477612,0.5982,0.973025048,0.202,0.334547864,0.0056,,,,,,,,,
0.569,0.104477612,0.5982,0.973025048,0.202,0.334547864,0.0056,,,,,,,,,
0.57,0.074626866,0.5976,0.977495108,0.1998,0.331783461,0.0046,,,,,,,,,
0.571,0.074626866,0.5976,0.977495108,0.1998,0.331783461,0.0046,,,,,,,,,
0.572,0.074626866,0.5976,0.977495108,0.1998,0.331783461,0.0046,,,,,,,,,
0.577,0.074626866,0.5978,0.980353635,0.1996,0.331671652,0.004,,,,,,,,,
0.578,0.074626866,0.5978,0.980353635,0.1996,0.331671652,0.004,,,,,,,,,
0.579,0.074626866,0.5978,0.980353635,0.1996,0.331671652,0.004,,,,,,,,,
0.573,0.074626866,0.5975,0.977473066,0.1996,0.331506394,0.0046,,,,,,,,,
0.574,0.074626866,0.5975,0.977473066,0.1996,0.331506394,0.0046,,,,,,,,,
0.575,0.074626866,0.5975,0.977473066,0.1996,0.331506394,0.0046,,,,,,,,,
0.576,0.074626866,0.5975,0.977473066,0.1996,0.331506394,0.0046,,,,,,,,,
0.58,0.074626866,0.5968,0.988888889,0.1958,0.32687813,0.0022,,,,,,,,,
0.581,0.074626866,0.5968,0.988888889,0.1958,0.32687813,0.0022,,,,,,,,,
0.582,0.074626866,0.5968,0.988888889,0.1958,0.32687813,0.0022,,,,,,,,,
0.583,0.074626866,0.5968,0.988888889,0.1958,0.32687813,0.0022,,,,,,,,,
0.584,0.074626866,0.5968,0.988888889,0.1958,0.32687813,0.0022,,,,,,,,,
0.585,0.074626866,0.5968,0.988888889,0.1958,0.32687813,0.0022,,,,,,,,,
0.586,0.074626866,0.5968,0.988888889,0.1958,0.32687813,0.0022,,,,,,,,,
0.587,0.074626866,0.5968,0.988888889,0.1958,0.32687813,0.0022,,,,,,,,,
0.588,0.074626866,0.5968,0.988888889,0.1958,0.32687813,0.0022,,,,,,,,,
0.589,0.074626866,0.5968,0.988888889,0.1958,0.32687813,0.0022,,,,,,,,,
0.59,0.059701493,0.5951,0.99376947,0.1914,0.320979373,0.0012,,,,,,,,,
0.591,0.059701493,0.5951,0.99376947,0.1914,0.320979373,0.0012,,,,,,,,,
0.592,0.059701493,0.5951,0.99376947,0.1914,0.320979373,0.0012,,,,,,,,,
0.593,0.059701493,0.5951,0.99376947,0.1914,0.320979373,0.0012,,,,,,,,,
0.594,0.059701493,0.5951,0.99376947,0.1914,0.320979373,0.0012,,,,,,,,,
0.595,0.059701493,0.5951,0.99376947,0.1914,0.320979373,0.0012,,,,,,,,,
0.596,0.059701493,0.5951,0.99376947,0.1914,0.320979373,0.0012,,,,,,,,,
0.597,0.059701493,0.595,0.993762994,0.1912,0.320697752,0.0012,,,,,,,,,
0.598,0.059701493,0.595,0.993762994,0.1912,0.320697752,0.0012,,,,,,,,,
0.599,0.059701493,0.595,0.993762994,0.1912,0.320697752,0.0012,,,,,,,,,
0.6,0.029850746,0.5923,0.997842503,0.185,0.312130926,0.0004,,,,,,,,,
0.601,0.029850746,0.5923,0.997842503,0.185,0.312130926,0.0004,,,,,,,,,
0.602,0.029850746,0.5923,0.997842503,0.185,0.312130926,0.0004,,,,,,,,,
0.603,0.029850746,0.5923,0.997842503,0.185,0.312130926,0.0004,,,,,,,,,
0.604,0.029850746,0.5923,0.997842503,0.185,0.312130926,0.0004,,,,,,,,,
0.605,0.029850746,0.5923,0.997842503,0.185,0.312130926,0.0004,,,,,,,,,
0.606,0.029850746,0.5923,0.997842503,0.185,0.312130926,0.0004,,,,,,,,,
0.607,0.029850746,0.5923,0.997842503,0.185,0.312130926,0.0004,,,,,,,,,
0.608,0.029850746,0.5923,0.997842503,0.185,0.312130926,0.0004,,,,,,,,,
0.609,0.029850746,0.5923,0.997842503,0.185,0.312130926,0.0004,,,,,,,,,
0.61,0.029850746,0.5917,0.998911861,0.1836,0.310187532,0.0002,,,,,,,,,
0.611,0.029850746,0.5917,0.998911861,0.1836,0.310187532,0.0002,,,,,,,,,
0.612,0.029850746,0.5917,0.998911861,0.1836,0.310187532,0.0002,,,,,,,,,
0.613,0.029850746,0.5917,0.998911861,0.1836,0.310187532,0.0002,,,,,,,,,
0.614,0.029850746,0.5917,0.998911861,0.1836,0.310187532,0.0002,,,,,,,,,
0.615,0.029850746,0.5917,0.998911861,0.1836,0.310187532,0.0002,,,,,,,,,
0.616,0.029850746,0.5917,0.998911861,0.1836,0.310187532,0.0002,,,,,,,,,
0.617,0.029850746,0.5917,0.998911861,0.1836,0.310187532,0.0002,,,,,,,,,
0.618,0.029850746,0.5917,0.998911861,0.1836,0.310187532,0.0002,,,,,,,,,
0.619,0.029850746,0.5917,0.998911861,0.1836,0.310187532,0.0002,,,,,,,,,
0.62,0.029850746,0.591,0.998903509,0.1822,0.308186739,0.0002,,,,,,,,,
0.621,0.029850746,0.591,0.998903509,0.1822,0.308186739,0.0002,,,,,,,,,
0.622,0.029850746,0.591,0.998903509,0.1822,0.308186739,0.0002,,,,,,,,,
0.623,0.029850746,0.591,0.998903509,0.1822,0.308186739,0.0002,,,,,,,,,
0.624,0.029850746,0.591,0.998903509,0.1822,0.308186739,0.0002,,,,,,,,,
0.625,0.029850746,0.591,0.998903509,0.1822,0.308186739,0.0002,,,,,,,,,
0.626,0.029850746,0.591,0.998903509,0.1822,0.308186739,0.0002,,,,,,,,,
0.627,0.029850746,0.591,0.998903509,0.1822,0.308186739,0.0002,,,,,,,,,
0.628,0.029850746,0.591,0.998903509,0.1822,0.308186739,0.0002,,,,,,,,,
0.629,0.029850746,0.591,0.998903509,0.1822,0.308186739,0.0002,,,,,,,,,
0.63,0.029850746,0.5896,0.998886414,0.1794,0.304170905,0.0002,,,,,,,,,
0.631,0.029850746,0.5896,0.998886414,0.1794,0.304170905,0.0002,,,,,,,,,
0.632,0.029850746,0.5896,0.998886414,0.1794,0.304170905,0.0002,,,,,,,,,
0.633,0.029850746,0.5896,0.998886414,0.1794,0.304170905,0.0002,,,,,,,,,
0.634,0.029850746,0.5896,0.998886414,0.1794,0.304170905,0.0002,,,,,,,,,
0.635,0.029850746,0.5896,0.998886414,0.1794,0.304170905,0.0002,,,,,,,,,
0.636,0.029850746,0.5896,0.998886414,0.1794,0.304170905,0.0002,,,,,,,,,
0.637,0.029850746,0.5895,0.998885173,0.1792,0.303883331,0.0002,,,,,,,,,
0.638,0.029850746,0.5895,0.998885173,0.1792,0.303883331,0.0002,,,,,,,,,
0.639,0.029850746,0.5895,0.998885173,0.1792,0.303883331,0.0002,,,,,,,,,
0.64,0.029850746,0.5886,1,0.1772,0.301053347,0,,,,,,,,,
0.641,0.029850746,0.5886,1,0.1772,0.301053347,0,,,,,,,,,
0.642,0.029850746,0.5886,1,0.1772,0.301053347,0,,,,,,,,,
0.643,0.029850746,0.5886,1,0.1772,0.301053347,0,,,,,,,,,
0.644,0.029850746,0.5886,1,0.1772,0.301053347,0,,,,,,,,,
0.645,0.029850746,0.5886,1,0.1772,0.301053347,0,,,,,,,,,
0.646,0.029850746,0.5886,1,0.1772,0.301053347,0,,,,,,,,,
0.647,0.029850746,0.5886,1,0.1772,0.301053347,0,,,,,,,,,
0.648,0.029850746,0.5886,1,0.1772,0.301053347,0,,,,,,,,,
0.649,0.029850746,0.5886,1,0.1772,0.301053347,0,,,,,,,,,
0.65,0,0.5656,1,0.1312,0.231966054,0,,,,,,,,,
0.651,0,0.5656,1,0.1312,0.231966054,0,,,,,,,,,
0.652,0,0.5656,1,0.1312,0.231966054,0,,,,,,,,,
0.653,0,0.5656,1,0.1312,0.231966054,0,,,,,,,,,
0.654,0,0.5656,1,0.1312,0.231966054,0,,,,,,,,,
0.655,0,0.5656,1,0.1312,0.231966054,0,,,,,,,,,
0.656,0,0.5656,1,0.1312,0.231966054,0,,,,,,,,,
0.657,0,0.5656,1,0.1312,0.231966054,0,,,,,,,,,
0.658,0,0.5656,1,0.1312,0.231966054,0,,,,,,,,,
0.659,0,0.5656,1,0.1312,0.231966054,0,,,,,,,,,
0.66,0,0.5247,1,0.0494,0.094149038,0,,,,,,,,,
0.661,0,0.5247,1,0.0494,0.094149038,0,,,,,,,,,
0.662,0,0.5247,1,0.0494,0.094149038,0,,,,,,,,,
0.663,0,0.5247,1,0.0494,0.094149038,0,,,,,,,,,
0.664,0,0.5247,1,0.0494,0.094149038,0,,,,,,,,,
0.665,0,0.5247,1,0.0494,0.094149038,0,,,,,,,,,
0.666,0,0.5247,1,0.0494,0.094149038,0,,,,,,,,,
0.667,0,0.5247,1,0.0494,0.094149038,0,,,,,,,,,
0.668,0,0.5247,1,0.0494,0.094149038,0,,,,,,,,,
0.669,0,0.5247,1,0.0494,0.094149038,0,,,,,,,,,
0.67,0,0.5229,1,0.0458,0.087588449,0,,,,,,,,,
0.671,0,0.5229,1,0.0458,0.087588449,0,,,,,,,,,
0.672,0,0.5229,1,0.0458,0.087588449,0,,,,,,,,,
0.673,0,0.5229,1,0.0458,0.087588449,0,,,,,,,,,
0.674,0,0.5229,1,0.0458,0.087588449,0,,,,,,,,,
0.675,0,0.5229,1,0.0458,0.087588449,0,,,,,,,,,
0.676,0,0.5229,1,0.0458,0.087588449,0,,,,,,,,,
0.677,0,0.5229,1,0.0458,0.087588449,0,,,,,,,,,
0.678,0,0.5229,1,0.0458,0.087588449,0,,,,,,,,,
0.679,0,0.5229,1,0.0458,0.087588449,0,,,,,,,,,
0.68,0,0.5192,1,0.0384,0.073959938,0,,,,,,,,,
0.681,0,0.5192,1,0.0384,0.073959938,0,,,,,,,,,
0.682,0,0.5192,1,0.0384,0.073959938,0,,,,,,,,,
0.683,0,0.5192,1,0.0384,0.073959938,0,,,,,,,,,
0.684,0,0.5192,1,0.0384,0.073959938,0,,,,,,,,,
0.685,0,0.5192,1,0.0384,0.073959938,0,,,,,,,,,
0.686,0,0.5192,1,0.0384,0.073959938,0,,,,,,,,,
0.687,0,0.5192,1,0.0384,0.073959938,0,,,,,,,,,
0.688,0,0.5192,1,0.0384,0.073959938,0,,,,,,,,,
0.689,0,0.5192,1,0.0384,0.073959938,0,,,,,,,,,
0.69,0,0.5112,1,0.0224,0.043818466,0,,,,,,,,,
0.691,0,0.5112,1,0.0224,0.043818466,0,,,,,,,,,
0.692,0,0.5112,1,0.0224,0.043818466,0,,,,,,,,,
0.693,0,0.5112,1,0.0224,0.043818466,0,,,,,,,,,
0.694,0,0.5112,1,0.0224,0.043818466,0,,,,,,,,,
0.695,0,0.5112,1,0.0224,0.043818466,0,,,,,,,,,
0.696,0,0.5112,1,0.0224,0.043818466,0,,,,,,,,,
0.697,0,0.5112,1,0.0224,0.043818466,0,,,,,,,,,
0.698,0,0.5112,1,0.0224,0.043818466,0,,,,,,,,,
0.699,0,0.5112,1,0.0224,0.043818466,0,,,,,,,,,
