threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,
0.395,0.492537313,0.6476,0.634967081,0.6944,0.663354987,0.3992,,,,,,,,,
0.394,0.492537313,0.6472,0.634502924,0.6944,0.663101604,0.4,,,,,,,,,
0.396,0.492537313,0.6473,0.634865409,0.6934,0.66284294,0.3988,,,,,,,,,
0.397,0.492537313,0.6468,0.634678899,0.6918,0.662009569,0.3982,,,,,,,,,
0.398,0.492537313,0.6468,0.634728341,0.6916,0.66194487,0.398,,,,,,,,,
0.399,0.492537313,0.6467,0.634661281,0.6914,0.66181679,0.398,,,,,,,,,
0.4,0.492537313,0.6534,0.648183926,0.671,0.659394654,0.3642,,,,,,,,,
0.401,0.492537313,0.6534,0.648183926,0.671,0.659394654,0.3642,,,,,,,,,
0.402,0.492537313,0.6019,0.609782374,0.566,0.587076029,0.3622,,,,,,,,,
0.403,0.492537313,0.6019,0.609782374,0.566,0.587076029,0.3622,,,,,,,,,
0.405,0.492537313,0.602,0.60996119,0.5658,0.587051255,0.3618,,,,,,,,,
0.404,0.492537313,0.6018,0.609698276,0.5658,0.586929461,0.3622,,,,,,,,,
0.406,0.492537313,0.5985,0.607368651,0.5572,0.581203713,0.3602,,,,,,,,,
0.407,0.492537313,0.5976,0.606876916,0.5542,0.579343508,0.359,,,,,,,,,
0.408,0.492537313,0.5973,0.606618453,0.5536,0.578897835,0.359,,,,,,,,,
0.409,0.492537313,0.597,0.606453029,0.5526,0.578275429,0.3586,,,,,,,,,
0.412,0.492537313,0.6002,0.616133519,0.5316,0.570753704,0.3312,,,,,,,,,
0.41,0.492537313,0.5992,0.614391144,0.5328,0.570694087,0.3344,,,,,,,,,
0.411,0.492537313,0.5992,0.614391144,0.5328,0.570694087,0.3344,,,,,,,,,
0.413,0.492537313,0.6002,0.616241299,0.5312,0.57056928,0.3308,,,,,,,,,
0.414,0.492537313,0.6002,0.616241299,0.5312,0.57056928,0.3308,,,,,,,,,
0.415,0.492537313,0.6002,0.616241299,0.5312,0.57056928,0.3308,,,,,,,,,
0.416,0.492537313,0.5996,0.615867846,0.5294,0.569369757,0.3302,,,,,,,,,
0.417,0.492537313,0.5991,0.615743985,0.5272,0.568042237,0.329,,,,,,,,,
0.42,0.492537313,0.6031,0.625946738,0.5124,0.563510393,0.3062,,,,,,,,,
0.425,0.492537313,0.6037,0.627615063,0.51,0.562727574,0.3026,,,,,,,,,
0.426,0.492537313,0.6038,0.627832512,0.5098,0.562693157,0.3022,,,,,,,,,
0.423,0.492537313,0.6031,0.626627364,0.5102,0.562451769,0.304,,,,,,,,,
0.424,0.492537313,0.6031,0.626627364,0.5102,0.562451769,0.304,,,,,,,,,
0.421,0.492537313,0.6024,0.625305923,0.511,0.562403698,0.3062,,,,,,,,,
0.422,0.492537313,0.6027,0.625950454,0.5104,0.562300319,0.305,,,,,,,,,
0.427,0.492537313,0.6046,0.629712302,0.5078,0.562223206,0.2986,,,,,,,,,
0.418,0.492537313,0.5953,0.612355577,0.5194,0.562060383,0.3288,,,,,,,,,
0.419,0.492537313,0.595,0.612240076,0.5182,0.561308492,0.3282,,,,,,,,,
0.428,0.492537313,0.5527,0.575007116,0.404,0.474568307,0.2986,,,,,,,,,
0.437,0.492537313,0.5631,0.595461422,0.3936,0.473931367,0.2674,,,,,,,,,
0.435,0.492537313,0.562,0.593317279,0.3942,0.473684211,0.2702,,,,,,,,,
0.436,0.492537313,0.5619,0.593194821,0.394,0.473500781,0.2702,,,,,,,,,
0.433,0.492537313,0.5612,0.591891892,0.3942,0.473229292,0.2718,,,,,,,,,
0.434,0.492537313,0.5612,0.591891892,0.3942,0.473229292,0.2718,,,,,,,,,
0.432,0.492537313,0.5606,0.590772918,0.3944,0.473015112,0.2732,,,,,,,,,
0.43,0.492537313,0.5594,0.588445503,0.3952,0.472840392,0.2764,,,,,,,,,
0.431,0.492537313,0.5592,0.588200238,0.3948,0.472474868,0.2764,,,,,,,,,
0.429,0.492537313,0.5514,0.573723465,0.4,0.471364601,0.2972,,,,,,,,,
0.438,0.492537313,0.5489,0.577397911,0.3648,0.447113617,0.267,,,,,,,,,
0.442,0.492537313,0.5642,0.612316305,0.35,0.445405956,0.2216,,,,,,,,,
0.44,0.492537313,0.5639,0.611596228,0.3502,0.445377083,0.2224,,,,,,,,,
0.447,0.492537313,0.5646,0.613333333,0.3496,0.445350318,0.2204,,,,,,,,,
0.446,0.492537313,0.5643,0.612609457,0.3498,0.445321451,0.2212,,,,,,,,,
0.443,0.492537313,0.5642,0.612394958,0.3498,0.445264766,0.2214,,,,,,,,,
0.444,0.492537313,0.5642,0.612394958,0.3498,0.445264766,0.2214,,,,,,,,,
0.445,0.492537313,0.5642,0.612394958,0.3498,0.445264766,0.2214,,,,,,,,,
0.441,0.492537313,0.5638,0.611460517,0.35,0.445179344,0.2224,,,,,,,,,
0.439,0.492537313,0.5462,0.574085953,0.358,0.440995319,0.2656,,,,,,,,,
0.452,0.492537313,0.5791,0.658010388,0.3294,0.43902439,0.1712,,,,,,,,,
0.453,0.492537313,0.5795,0.659318637,0.329,0.438959306,0.17,,,,,,,,,
0.45,0.492537313,0.5788,0.657222666,0.3294,0.438848921,0.1718,,,,,,,,,
0.451,0.492537313,0.5788,0.657222666,0.3294,0.438848921,0.1718,,,,,,,,,
0.454,0.492537313,0.5794,0.659182037,0.3288,0.438751001,0.17,,,,,,,,,
0.455,0.492537313,0.5794,0.659182037,0.3288,0.438751001,0.17,,,,,,,,,
