self_radius,self_count,accuracy,precision,recall,f1,far,uc,,,,,,,,,
0.28,1571,0.5889,0.55049415,0.9692,0.702166196,0.7914,0.925373134,,,,,,,,,
0.28,1581,0.5889,0.55049415,0.9692,0.702166196,0.7914,0.925373134,,,,,,,,,
0.28,1591,0.5889,0.55049415,0.9692,0.702166196,0.7914,0.925373134,,,,,,,,,
0.28,1601,0.5889,0.55049415,0.9692,0.702166196,0.7914,0.925373134,,,,,,,,,
0.28,1611,0.5889,0.55049415,0.9692,0.702166196,0.7914,0.925373134,,,,,,,,,
0.28,1621,0.5889,0.55049415,0.9692,0.702166196,0.7914,0.925373134,,,,,,,,,
0.28,1631,0.5889,0.55049415,0.9692,0.702166196,0.7914,0.925373134,,,,,,,,,
0.28,1641,0.5889,0.55049415,0.9692,0.702166196,0.7914,0.925373134,,,,,,,,,
0.28,1651,0.5889,0.55049415,0.9692,0.702166196,0.7914,0.925373134,,,,,,,,,
0.28,1661,0.5889,0.55049415,0.9692,0.702166196,0.7914,0.925373134,,,,,,,,,
0.27,1811,0.5897,0.551111111,0.9672,0.702141561,0.7878,0.925373134,,,,,,,,,
0.27,1821,0.5897,0.551111111,0.9672,0.702141561,0.7878,0.925373134,,,,,,,,,
0.27,1831,0.5897,0.551111111,0.9672,0.702141561,0.7878,0.925373134,,,,,,,,,
0.27,1841,0.5897,0.551111111,0.9672,0.702141561,0.7878,0.925373134,,,,,,,,,
0.27,1851,0.5897,0.551111111,0.9672,0.702141561,0.7878,0.925373134,,,,,,,,,
0.27,1861,0.5897,0.551111111,0.9672,0.702141561,0.7878,0.925373134,,,,,,,,,
0.27,1871,0.5897,0.551111111,0.9672,0.702141561,0.7878,0.925373134,,,,,,,,,
0.27,1881,0.5897,0.551111111,0.9672,0.702141561,0.7878,0.925373134,,,,,,,,,
0.27,1891,0.5897,0.551111111,0.9672,0.702141561,0.7878,0.925373134,,,,,,,,,
0.27,1901,0.5897,0.551111111,0.9672,0.702141561,0.7878,0.925373134,,,,,,,,,
0.27,1911,0.5897,0.551111111,0.9672,0.702141561,0.7878,0.925373134,,,,,,,,,
0.27,1921,0.5897,0.551111111,0.9672,0.702141561,0.7878,0.925373134,,,,,,,,,
0.29,1461,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1471,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1481,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1491,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1501,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1511,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1521,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1531,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1541,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1551,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1561,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1571,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1581,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1591,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1601,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1611,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1621,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1631,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1641,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1651,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.29,1661,0.5898,0.551314286,0.9648,0.701672727,0.7852,0.925373134,,,,,,,,,
0.28,1101,0.5857,0.548270812,0.9734,0.70144844,0.802,0.925373134,,,,,,,,,
0.28,1111,0.5857,0.548270812,0.9734,0.70144844,0.802,0.925373134,,,,,,,,,
0.28,1121,0.5857,0.548270812,0.9734,0.70144844,0.802,0.925373134,,,,,,,,,
0.28,1131,0.5857,0.548270812,0.9734,0.70144844,0.802,0.925373134,,,,,,,,,
0.28,1281,0.5857,0.548325251,0.9724,0.701233143,0.801,0.925373134,,,,,,,,,
0.28,1291,0.5857,0.548325251,0.9724,0.701233143,0.801,0.925373134,,,,,,,,,
0.28,1301,0.5857,0.548325251,0.9724,0.701233143,0.801,0.925373134,,,,,,,,,
0.28,1311,0.5857,0.548325251,0.9724,0.701233143,0.801,0.925373134,,,,,,,,,
0.28,1321,0.5857,0.548325251,0.9724,0.701233143,0.801,0.925373134,,,,,,,,,
0.28,1331,0.5857,0.548325251,0.9724,0.701233143,0.801,0.925373134,,,,,,,,,
0.28,1341,0.5857,0.548325251,0.9724,0.701233143,0.801,0.925373134,,,,,,,,,
0.28,1351,0.5857,0.548325251,0.9724,0.701233143,0.801,0.925373134,,,,,,,,,
0.28,1361,0.5857,0.548325251,0.9724,0.701233143,0.801,0.925373134,,,,,,,,,
0.28,1371,0.5857,0.548325251,0.9724,0.701233143,0.801,0.925373134,,,,,,,,,
0.28,1381,0.5857,0.548325251,0.9724,0.701233143,0.801,0.925373134,,,,,,,,,
0.28,1391,0.5857,0.548325251,0.9724,0.701233143,0.801,0.925373134,,,,,,,,,
0.28,1401,0.5857,0.548325251,0.9724,0.701233143,0.801,0.925373134,,,,,,,,,
0.28,1411,0.5857,0.548325251,0.9724,0.701233143,0.801,0.925373134,,,,,,,,,
0.28,1421,0.5857,0.548325251,0.9724,0.701233143,0.801,0.925373134,,,,,,,,,
0.28,1431,0.5857,0.548325251,0.9724,0.701233143,0.801,0.925373134,,,,,,,,,
0.28,1441,0.5857,0.548325251,0.9724,0.701233143,0.801,0.925373134,,,,,,,,,
0.28,1451,0.5857,0.548325251,0.9724,0.701233143,0.801,0.925373134,,,,,,,,,
0.28,1141,0.5854,0.548118098,0.9728,0.701167652,0.802,0.925373134,,,,,,,,,
0.28,1151,0.5854,0.548118098,0.9728,0.701167652,0.802,0.925373134,,,,,,,,,
0.28,1161,0.5854,0.548118098,0.9728,0.701167652,0.802,0.925373134,,,,,,,,,
0.28,1171,0.5854,0.548118098,0.9728,0.701167652,0.802,0.925373134,,,,,,,,,
0.28,1181,0.5854,0.548118098,0.9728,0.701167652,0.802,0.925373134,,,,,,,,,
0.28,1191,0.5854,0.548118098,0.9728,0.701167652,0.802,0.925373134,,,,,,,,,
0.28,1201,0.5854,0.548118098,0.9728,0.701167652,0.802,0.925373134,,,,,,,,,
0.28,1211,0.5854,0.548118098,0.9728,0.701167652,0.802,0.925373134,,,,,,,,,
0.28,1221,0.5854,0.548118098,0.9728,0.701167652,0.802,0.925373134,,,,,,,,,
0.28,1231,0.5854,0.548118098,0.9728,0.701167652,0.802,0.925373134,,,,,,,,,
0.28,1241,0.5854,0.548118098,0.9728,0.701167652,0.802,0.925373134,,,,,,,,,
0.28,1251,0.5854,0.548118098,0.9728,0.701167652,0.802,0.925373134,,,,,,,,,
0.28,1261,0.5854,0.548118098,0.9728,0.701167652,0.802,0.925373134,,,,,,,,,
0.28,1271,0.5854,0.548118098,0.9728,0.701167652,0.802,0.925373134,,,,,,,,,
