threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
2.55,0.489418,0.8266,0.870126927,0.7678,0.815767106,0.1146
2.57,0.489418,0.8268,0.871363636,0.7668,0.815744681,0.1132
2.51,0.489418,0.826,0.866951824,0.7702,0.815717009,0.1182
2.64,0.489418,0.8277,0.876753277,0.7626,0.815702214,0.1072
2.56,0.489418,0.8266,0.870462795,0.7674,0.815688776,0.1142
2.52,0.489418,0.8261,0.867643743,0.7696,0.815686275,0.1174
0.49,0.9867725,0.7878,0.720976658,0.939,0.815670605,0.3634
2.5,0.489418,0.8258,0.866067416,0.7708,0.815661376,0.1192
0.48,0.98941797,0.7875,0.720306513,0.94,0.815618221,0.365
2.58,0.489418,0.8268,0.872040073,0.766,0.815587734,0.1124
2.66,0.489418,0.8277,0.877621572,0.7616,0.815504872,0.1062
2.53,0.489418,0.826,0.867945824,0.769,0.815482503,0.117
2.7,0.489418,0.8281,0.8801854,0.7596,0.815458937,0.1034
2.65,0.489418,0.8276,0.877245509,0.7618,0.815457076,0.1066
2.69,0.489418,0.8279,0.87925052,0.7602,0.815402767,0.1044
2.59,0.489418,0.8267,0.872350125,0.7654,0.815382976,0.112
2.62,0.489418,0.8271,0.874684994,0.7636,0.815376401,0.1094
2.54,0.489418,0.826,0.868611488,0.7682,0.815325833,0.1162
2.71,0.489418,0.8281,0.880891572,0.7588,0.815300312,0.1026
2.63,0.489418,0.8271,0.875028663,0.7632,0.815297511,0.109
0.45,0.99206346,0.7864,0.718159659,0.9428,0.815288827,0.37
0.44,0.99206346,0.7862,0.717675692,0.9436,0.815275618,0.3712
2.75,0.489418,0.8285,0.883851367,0.7564,0.815174049,0.0994
2.72,0.489418,0.8281,0.881600372,0.758,0.815141413,0.1018
2.73,0.489418,0.8282,0.882339236,0.7574,0.815109772,0.101
2.61,0.489418,0.8266,0.873342478,0.764,0.815020269,0.1108
2.77,0.489418,0.8285,0.884930865,0.7552,0.814934715,0.0982
0.43,0.994709,0.7856,0.716955333,0.9438,0.814885167,0.3726
2.6,0.489418,0.8263,0.872403561,0.7644,0.814838503,0.1118
2.74,0.489418,0.828,0.882462687,0.7568,0.814814815,0.1008
