threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
1.35,0.7206252,0.7905,0.754155731,0.862,0.804479701,0.281
1.18,0.7476644,0.785,0.737658439,0.8846,0.804474354,0.3146
1.2,0.74416095,0.7854,0.73886843,0.8828,0.804446874,0.312
1.25,0.73634565,0.7868,0.743380855,0.876,0.804260007,0.3024
1.19,0.74550843,0.7849,0.738011696,0.8834,0.804187528,0.3136
1.32,0.7248473,0.7893,0.751172078,0.8652,0.804163956,0.2866
1.3,0.7280812,0.7885,0.748835605,0.8682,0.804112253,0.2912
1.1,0.76051027,0.7824,0.731247953,0.893,0.804069872,0.3282
1.17,0.7495508,0.7842,0.736282009,0.8856,0.80406755,0.3172
1.28,0.73131514,0.7879,0.747124464,0.8704,0.804064665,0.2946
1.31,0.7271829,0.7887,0.749610929,0.867,0.804043402,0.2896
1.26,0.7343694,0.7869,0.744253363,0.8742,0.804009933,0.3004
1.21,0.74200505,0.7853,0.739627079,0.8806,0.803980645,0.31
1.14,0.75350344,0.7832,0.733663366,0.8892,0.8039783,0.3228
1.12,0.757456,0.7826,0.732019704,0.8916,0.803967538,0.3264
2.17,0.568092,0.8169,0.865176308,0.7508,0.803940465,0.117
1.13,0.7551204,0.7829,0.732916186,0.8902,0.803937506,0.3244
1.27,0.7329321,0.7873,0.745681546,0.872,0.803908915,0.2974
1.11,0.75898314,0.7823,0.731507299,0.892,0.803820852,0.3274
1.09,0.7615882,0.7819,0.73042341,0.8936,0.803813979,0.3298
1.29,0.7302371,0.7879,0.747719842,0.869,0.803810933,0.2932
1.16,0.7506288,0.7835,0.734957732,0.8868,0.803770507,0.3198
1.24,0.73742366,0.7859,0.741919106,0.8768,0.803740031,0.305
1.08,0.76311535,0.7816,0.729765013,0.8944,0.803738318,0.3312
1.22,0.7403881,0.7853,0.740272865,0.879,0.803693883,0.3084
2.2,0.56054616,0.8171,0.867950801,0.748,0.803523472,0.1138
2.19,0.5631513,0.817,0.867408438,0.7484,0.80352158,0.1144
1.15,0.7514373,0.783,0.734116479,0.8874,0.80351322,0.3214
1.07,0.7646425,0.781,0.728752849,0.8952,0.803446419,0.3332
1.23,0.73913044,0.7853,0.74084079,0.8776,0.803442278,0.307
1.06,0.7661696,0.7805,0.727863526,0.896,0.803227252,0.335
0.37,0.8300395,0.7706,0.703336339,0.936,0.803157714,0.3948
1.05,0.7669781,0.7802,0.727213753,0.8968,0.803152427,0.3364
0.36,0.83039886,0.7705,0.703230654,0.936,0.803088803,0.395
2.18,0.5658462,0.8164,0.866034243,0.7486,0.803046557,0.1158
1.04,0.7684154,0.7798,0.726375405,0.8978,0.803041145,0.3382
0.39,0.829231,0.7706,0.703581101,0.9352,0.803022497,0.394
1,0.77407473,0.7789,0.724160103,0.901,0.802958738,0.3432
1,0.77407473,0.7789,0.724160103,0.901,0.802958738,0.3432
0.41,0.82761407,0.7708,0.704161641,0.934,0.802957359,0.3924
