threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,
2.85,0.5721477,0.7327,0.820258739,0.596,0.690374146,0.1306,,,,,,,,,
2.86,0.57002807,0.7322,0.820541137,0.5944,0.689399211,0.13,,,,,,,,,
2.87,0.5675905,0.7316,0.820420587,0.593,0.688414209,0.1298,,,,,,,,,
2.88,0.5669016,0.7306,0.820099944,0.5908,0.686817019,0.1296,,,,,,,,,
2.89,0.5659478,0.7301,0.820027816,0.5896,0.685980221,0.1294,,,,,,,,,
2.9,0.56451696,0.7297,0.820183998,0.5884,0.685221847,0.129,,,,,,,,,
2.91,0.564252,0.7296,0.820491346,0.5878,0.68492193,0.1286,,,,,,,,,
2.92,0.5635101,0.7295,0.820799553,0.5872,0.684621663,0.1282,,,,,,,,,
2.95,0.5623443,0.73,0.823033708,0.586,0.684579439,0.126,,,,,,,,,
2.94,0.56292725,0.7298,0.822390572,0.5862,0.684493227,0.1266,,,,,,,,,
2.93,0.56335115,0.7295,0.821338561,0.5866,0.684400887,0.1276,,,,,,,,,
2.96,0.5591649,0.73,0.824492099,0.5844,0.683988764,0.1244,,,,,,,,,
2.97,0.55810505,0.73,0.825042397,0.5838,0.68376669,0.1238,,,,,,,,,
2.98,0.55609137,0.7295,0.824794792,0.5828,0.68299543,0.1238,,,,,,,,,
3,0.5545016,0.7298,0.826791809,0.5814,0.68271489,0.1218,,,,,,,,,
3,0.5545016,0.7298,0.826791809,0.5814,0.68271489,0.1218,,,,,,,,,
3.01,0.55312383,0.7302,0.828669332,0.5804,0.682662903,0.12,,,,,,,,,
2.99,0.55550843,0.7294,0.825297788,0.582,0.682617875,0.1232,,,,,,,,,
3.02,0.552435,0.73,0.828571429,0.58,0.682352941,0.12,,,,,,,,,
3.03,0.5516401,0.7297,0.829366217,0.5784,0.681512902,0.119,,,,,,,,,
3.04,0.54946744,0.7297,0.830123599,0.5776,0.681212407,0.1182,,,,,,,,,
3.05,0.5490965,0.7298,0.83093318,0.577,0.681067044,0.1174,,,,,,,,,
3.06,0.54591703,0.7283,0.830390738,0.5738,0.678651685,0.1172,,,,,,,,,
3.07,0.5449632,0.7283,0.831349782,0.5728,0.678271166,0.1162,,,,,,,,,
3.08,0.54385036,0.728,0.831781141,0.5716,0.677572309,0.1156,,,,,,,,,
3.09,0.54204863,0.7279,0.832506566,0.5706,0.677109292,0.1148,,,,,,,,,
3.1,0.540141,0.7274,0.832650673,0.5692,0.676170112,0.1144,,,,,,,,,
3.11,0.5380743,0.7269,0.832990901,0.5676,0.675151659,0.1138,,,,,,,,,
3.12,0.53680253,0.7269,0.83318649,0.5674,0.67507436,0.1136,,,,,,,,,
3.13,0.53595465,0.7268,0.833922261,0.5664,0.674606956,0.1128,,,,,,,,,
3.14,0.5353717,0.7269,0.834759516,0.5658,0.674454643,0.112,,,,,,,,,
3.15,0.53330505,0.7269,0.835551612,0.565,0.674143897,0.1112,,,,,,,,,
3.16,0.5326162,0.7269,0.836547019,0.564,0.673754629,0.1102,,,,,,,,,
3.17,0.5310264,0.7263,0.836455546,0.5626,0.672725099,0.11,,,,,,,,,
3.18,0.52970165,0.7261,0.836959762,0.5616,0.672172352,0.1094,,,,,,,,,
3.19,0.52890676,0.7256,0.837118948,0.5602,0.671219746,0.109,,,,,,,,,
3.2,0.52774096,0.7253,0.837983798,0.5586,0.670346814,0.108,,,,,,,,,
3.21,0.52689314,0.7254,0.83884546,0.558,0.670189767,0.1072,,,,,,,,,
3.22,0.5250384,0.7252,0.839975845,0.5564,0.669393648,0.106,,,,,,,,,
3.23,0.52424353,0.7252,0.840592861,0.5558,0.669154828,0.1054,,,,,,,,,
3.25,0.5227598,0.7242,0.84093674,0.553,0.66722973,0.1046,,,,,,,,,
3.24,0.5227598,0.724,0.840425532,0.553,0.667068758,0.105,,,,,,,,,
3.26,0.52217686,0.7236,0.841061623,0.5514,0.666102923,0.1042,,,,,,,,,
3.27,0.52053416,0.7237,0.842153564,0.5506,0.665860443,0.1032,,,,,,,,,
3.28,0.51989824,0.7231,0.842282909,0.549,0.664729386,0.1028,,,,,,,,,
3.3,0.5191034,0.7231,0.84375963,0.5476,0.664160097,0.1014,,,,,,,,,
3.29,0.5195803,0.7227,0.842299416,0.548,0.664000969,0.1026,,,,,,,,,
3.31,0.51814955,0.7231,0.844609206,0.5468,0.66383392,0.1006,,,,,,,,,
3.32,0.5159769,0.7227,0.845485572,0.545,0.662775143,0.0996,,,,,,,,,
3.33,0.515235,0.7223,0.845938375,0.5436,0.661877511,0.099,,,,,,,,,
3.34,0.51316833,0.7223,0.846585594,0.543,0.661630316,0.0984,,,,,,,,,
3.35,0.5109957,0.7209,0.846346817,0.5398,0.659176945,0.098,,,,,,,,,
3.36,0.5096709,0.7206,0.846637335,0.5388,0.6585187,0.0976,,,,,,,,,
3.37,0.50781626,0.7198,0.847125711,0.5364,0.656869949,0.0968,,,,,,,,,
3.38,0.50638545,0.7193,0.847323408,0.535,0.655878387,0.0964,,,,,,,,,
3.39,0.5057496,0.7193,0.847984767,0.5344,0.655625077,0.0958,,,,,,,,,
3.4,0.50468975,0.7192,0.848378894,0.5338,0.65529094,0.0954,,,,,,,,,
3.41,0.50315297,0.7192,0.849044586,0.5332,0.655036855,0.0948,,,,,,,,,
3.42,0.50209314,0.7196,0.851023018,0.5324,0.655019685,0.0932,,,,,,,,,
3.43,0.5014573,0.7194,0.851377322,0.5316,0.654518591,0.0928,,,,,,,,,
3.45,0.50045043,0.7198,0.854059278,0.5302,0.654244817,0.0906,,,,,,,,,
3.44,0.5010863,0.7195,0.852780456,0.5306,0.654173345,0.0916,,,,,,,,,
3.46,0.49923164,0.7195,0.854146499,0.5294,0.653660946,0.0904,,,,,,,,,
3.47,0.49785385,0.7193,0.855199223,0.528,0.652899716,0.0894,,,,,,,,,
3.48,0.497006,0.7194,0.855706874,0.5278,0.652894607,0.089,,,,,,,,,
3.49,0.49578717,0.7193,0.856585366,0.5268,0.652383901,0.0882,,,,,,,,,
3.5,0.49493933,0.719,0.857609406,0.5252,0.651451253,0.0872,,,,,,,,,
3.52,0.49398547,0.7192,0.859108781,0.5244,0.651266766,0.086,,,,,,,,,
3.51,0.49419746,0.719,0.858311518,0.5246,0.651191658,0.0866,,,,,,,,,
3.53,0.49292564,0.7194,0.860618014,0.5236,0.65108182,0.0848,,,,,,,,,
3.54,0.49170685,0.719,0.861147757,0.5222,0.650149402,0.0842,,,,,,,,,
3.55,0.48964018,0.7186,0.861441799,0.521,0.649302094,0.0838,,,,,,,,,
3.56,0.48826241,0.718,0.862126246,0.519,0.647940075,0.083,,,,,,,,,
3.57,0.48810345,0.7181,0.862895175,0.5186,0.647845097,0.0824,,,,,,,,,
3.58,0.48783848,0.7178,0.863242161,0.5176,0.64716179,0.082,,,,,,,,,
3.59,0.48667267,0.7175,0.86407767,0.5162,0.646300238,0.0812,,,,,,,,,
3.6,0.484606,0.7171,0.864384021,0.515,0.645444291,0.0808,,,,,,,,,
3.61,0.48312226,0.7166,0.86563133,0.5128,0.644059282,0.0796,,,,,,,,,
3.62,0.48031372,0.7159,0.866802582,0.5102,0.642326577,0.0784,,,,,,,,,
3.63,0.47882995,0.7158,0.868008186,0.509,0.641704488,0.0774,,,,,,,,,
3.64,0.47533253,0.7151,0.868953688,0.5066,0.640050537,0.0764,,,,,,,,,
3.65,0.47384876,0.7141,0.869010686,0.5042,0.63814707,0.076,,,,,,,,,
3.66,0.47358382,0.7142,0.87033195,0.5034,0.637861125,0.075,,,,,,,,,
3.67,0.47088125,0.7132,0.870911621,0.5006,0.635763272,0.0742,,,,,,,,,
3.68,0.4680727,0.713,0.871857542,0.4994,0.635045778,0.0734,,,,,,,,,
3.69,0.4673838,0.7125,0.872937873,0.4974,0.633711301,0.0724,,,,,,,,,
3.7,0.46590006,0.7119,0.87372134,0.4954,0.632291002,0.0716,,,,,,,,,
3.71,0.4650522,0.7117,0.87389615,0.4948,0.631847784,0.0714,,,,,,,,,
3.73,0.46298555,0.7118,0.876065341,0.4934,0.631269191,0.0698,,,,,,,,,
3.72,0.46356845,0.7114,0.874291785,0.4938,0.631134969,0.071,,,,,,,,,
3.74,0.46250862,0.7116,0.875977257,0.493,0.630918864,0.0698,,,,,,,,,
3.75,0.4606009,0.7114,0.876961484,0.4918,0.630189646,0.069,,,,,,,,,
3.76,0.45784536,0.7102,0.876702509,0.4892,0.627984596,0.0688,,,,,,,,,
3.77,0.45694453,0.7097,0.877293991,0.4876,0.626815786,0.0682,,,,,,,,,
3.78,0.4552488,0.7087,0.877942774,0.4848,0.62466177,0.0674,,,,,,,,,
3.79,0.45429495,0.7082,0.877995643,0.4836,0.623678102,0.0672,,,,,,,,,
3.8,0.4515924,0.7081,0.878776847,0.4828,0.623208984,0.0666,,,,,,,,,
3.81,0.44989666,0.7074,0.878743608,0.4812,0.621866115,0.0664,,,,,,,,,
3.82,0.4448095,0.7064,0.878576669,0.479,0.619984468,0.0662,,,,,,,,,
3.83,0.4429548,0.706,0.879234168,0.4776,0.618973561,0.0656,,,,,,,,,
3.84,0.44210693,0.706,0.87979351,0.4772,0.618775934,0.0652,,,,,,,,,
3.85,0.4412591,0.7051,0.879674195,0.4752,0.617062719,0.065,,,,,,,,,
3.86,0.43845055,0.7044,0.880491437,0.473,0.615404632,0.0642,,,,,,,,,
3.87,0.43786764,0.704,0.880881255,0.4718,0.614482938,0.0638,,,,,,,,,
3.88,0.43421122,0.7022,0.88064759,0.4678,0.611024033,0.0634,,,,,,,,,
3.89,0.42806423,0.7008,0.881458967,0.464,0.607966457,0.0624,,,,,,,,,
3.9,0.42711037,0.7004,0.881568926,0.463,0.607133491,0.0622,,,,,,,,,
3.91,0.42451382,0.6994,0.881407804,0.4608,0.605200946,0.062,,,,,,,,,
3.92,0.42313603,0.6994,0.883166795,0.4596,0.604577743,0.0608,,,,,,,,,
3.93,0.42218217,0.6987,0.883442686,0.4578,0.603082598,0.0604,,,,,,,,,
3.94,0.42112234,0.698,0.883423703,0.4562,0.601688209,0.0602,,,,,,,,,
3.95,0.4202215,0.6974,0.883449883,0.4548,0.60047531,0.06,,,,,,,,,
3.96,0.41683006,0.6965,0.883639203,0.4526,0.598598069,0.0596,,,,,,,,,
3.97,0.4152933,0.696,0.884313725,0.451,0.597350993,0.059,,,,,,,,,
3.98,0.41380954,0.6959,0.88517499,0.4502,0.596844757,0.0584,,,,,,,,,
3.99,0.41089502,0.6949,0.885025682,0.448,0.594874519,0.0582,,,,,,,,,
4,0.40988818,0.6941,0.884661118,0.4464,0.5933803,0.0582,,,,,,,,,
