self_radius,self_count,accuracy,precision,recall,f1,far,uc
self_radius,self_count,accuracy,precision,recall,f1,far,uc
0.12,521,0.7405,0.714770495,0.8004,0.755165582,0.3194,0.922813036
0.08,1050,0.7355,0.702912287,0.8158,0.755160604,0.3448,0.926243568
0.08,1060,0.7355,0.702912287,0.8158,0.755160604,0.3448,0.926243568
0.1,991,0.739,0.711130742,0.805,0.755159475,0.327,0.924528302
0.1,1001,0.739,0.711130742,0.805,0.755159475,0.327,0.924528302
0.1,1000,0.739,0.711130742,0.805,0.755159475,0.327,0.924528302
0.09,951,0.7371,0.706641102,0.8108,0.755145758,0.3366,0.924528302
0.09,961,0.7371,0.706641102,0.8108,0.755145758,0.3366,0.924528302
0.09,971,0.7371,0.706641102,0.8108,0.755145758,0.3366,0.924528302
0.09,981,0.7371,0.706641102,0.8108,0.755145758,0.3366,0.924528302
0.12,951,0.742,0.718569364,0.7956,0.755125285,0.3116,0.922813036
0.12,961,0.742,0.718569364,0.7956,0.755125285,0.3116,0.922813036
0.12,971,0.742,0.718569364,0.7956,0.755125285,0.3116,0.922813036
0.12,981,0.742,0.718569364,0.7956,0.755125285,0.3116,0.922813036
0.09,991,0.7373,0.707176532,0.81,0.755103943,0.3354,0.924528302
0.09,1001,0.7373,0.707176532,0.81,0.755103943,0.3354,0.924528302
0.09,1000,0.7373,0.707176532,0.81,0.755103943,0.3354,0.924528302
0.09,1160,0.7385,0.710058129,0.8062,0.755081015,0.3292,0.922813036
0.08,1090,0.7355,0.70305225,0.8154,0.755069914,0.3444,0.924528302
0.08,1100,0.7355,0.70305225,0.8154,0.755069914,0.3444,0.924528302
0.08,1040,0.7353,0.70260031,0.816,0.755066161,0.3454,0.926243568
0.12,451,0.7391,0.711555477,0.8042,0.755046475,0.326,0.924528302
0.1,931,0.7386,0.710405644,0.8056,0.755014058,0.3284,0.924528302
0.1,941,0.7386,0.710405644,0.8056,0.755014058,0.3284,0.924528302
0.09,931,0.7369,0.706394842,0.8108,0.755005122,0.337,0.924528302
0.09,941,0.7369,0.706394842,0.8108,0.755005122,0.337,0.924528302
0.11,781,0.7398,0.713421146,0.8016,0.754944434,0.322,0.922813036
0.11,791,0.7398,0.713421146,0.8016,0.754944434,0.322,0.922813036
0.08,1010,0.7351,0.702358409,0.816,0.75492645,0.3458,0.926243568
0.08,1020,0.7351,0.702358409,0.816,0.75492645,0.3458,0.926243568
0.08,1030,0.7351,0.702358409,0.816,0.75492645,0.3458,0.926243568
0.12,931,0.7417,0.718180177,0.7956,0.754910333,0.3122,0.922813036
0.12,941,0.7417,0.718180177,0.7956,0.754910333,0.3122,0.922813036
0.11,521,0.7383,0.709955947,0.8058,0.754847775,0.3292,0.922813036
0.12,991,0.7418,0.718546638,0.795,0.754842385,0.3114,0.922813036
0.12,1001,0.7418,0.718546638,0.795,0.754842385,0.3114,0.922813036
0.12,1000,0.7418,0.718546638,0.795,0.754842385,0.3114,0.922813036
0.12,891,0.7416,0.718050542,0.7956,0.75483871,0.3124,0.922813036
0.12,901,0.7416,0.718050542,0.7956,0.75483871,0.3124,0.922813036
0.12,911,0.7416,0.718050542,0.7956,0.75483871,0.3124,0.922813036
0.12,921,0.7416,0.718050542,0.7956,0.75483871,0.3124,0.922813036
0.11,801,0.7397,0.713370126,0.8014,0.754827164,0.322,0.922813036
0.11,811,0.7397,0.713370126,0.8014,0.754827164,0.322,0.922813036
0.11,821,0.7397,0.713370126,0.8014,0.754827164,0.322,0.922813036
0.11,831,0.7397,0.713370126,0.8014,0.754827164,0.322,0.922813036
0.1,921,0.7383,0.710029967,0.8056,0.754801836,0.329,0.924528302
0.08,1130,0.7355,0.703473302,0.8142,0.754797441,0.3432,0.924528302
0.12,841,0.7414,0.717712843,0.7958,0.754742033,0.313,0.922813036
0.12,851,0.7414,0.717712843,0.7958,0.754742033,0.313,0.922813036
0.12,861,0.7414,0.717712843,0.7958,0.754742033,0.313,0.922813036
0.12,871,0.7414,0.717712843,0.7958,0.754742033,0.313,0.922813036
0.12,881,0.7414,0.717712843,0.7958,0.754742033,0.313,0.922813036
0.11,451,0.737,0.707095421,0.8092,0.754709942,0.3352,0.924528302
0.08,1140,0.7354,0.703422053,0.814,0.754681995,0.3432,0.924528302
0.08,1150,0.7354,0.703422053,0.814,0.754681995,0.3432,0.924528302
0.12,501,0.7398,0.713877988,0.8004,0.75466717,0.3208,0.922813036
0.12,511,0.7398,0.713877988,0.8004,0.75466717,0.3208,0.922813036
0.08,951,0.7342,0.700719918,0.8176,0.754661252,0.3492,0.926243568
0.08,961,0.7342,0.700719918,0.8176,0.754661252,0.3492,0.926243568
0.08,971,0.7342,0.700719918,0.8176,0.754661252,0.3492,0.926243568
0.08,981,0.7342,0.700719918,0.8176,0.754661252,0.3492,0.926243568
0.1,891,0.7381,0.709779736,0.8056,0.754660422,0.3294,0.924528302
0.1,901,0.7381,0.709779736,0.8056,0.754660422,0.3294,0.924528302
0.1,911,0.7381,0.709779736,0.8056,0.754660422,0.3294,0.924528302
0.08,1110,0.7353,0.703230264,0.8142,0.754657522,0.3436,0.924528302
0.08,1120,0.7353,0.703230264,0.8142,0.754657522,0.3436,0.924528302
0.09,921,0.7364,0.705779944,0.8108,0.75465376,0.338,0.924528302
0.08,991,0.7345,0.701425872,0.8166,0.754643748,0.3476,0.926243568
0.08,1001,0.7345,0.701425872,0.8166,0.754643748,0.3476,0.926243568
0.08,1000,0.7345,0.701425872,0.8166,0.754643748,0.3476,0.926243568
0.1,1260,0.7404,0.715412186,0.7984,0.75463138,0.3176,0.922813036
0.1,1270,0.7404,0.715412186,0.7984,0.75463138,0.3176,0.922813036
0.1,1320,0.7404,0.715489423,0.7982,0.754584988,0.3174,0.922813036
0.1,1330,0.7404,0.715489423,0.7982,0.754584988,0.3174,0.922813036
0.1,1230,0.7403,0.715283999,0.7984,0.75456006,0.3178,0.922813036
0.1,1240,0.7403,0.715283999,0.7984,0.75456006,0.3178,0.922813036
0.1,1250,0.7403,0.715283999,0.7984,0.75456006,0.3178,0.922813036
0.09,1170,0.7386,0.711150442,0.8036,0.754553991,0.3264,0.922813036
0.09,1180,0.7386,0.711150442,0.8036,0.754553991,0.3264,0.922813036
0.09,1190,0.7386,0.711150442,0.8036,0.754553991,0.3264,0.922813036
0.09,1200,0.7386,0.711150442,0.8036,0.754553991,0.3264,0.922813036
0.09,1210,0.7386,0.711150442,0.8036,0.754553991,0.3264,0.922813036
0.09,1220,0.7386,0.711150442,0.8036,0.754553991,0.3264,0.922813036
0.09,1330,0.7387,0.711426041,0.8032,0.754532644,0.3258,0.922813036
0.12,491,0.7396,0.713623395,0.8004,0.754524887,0.3212,0.922813036
0.11,741,0.739,0.712180398,0.8022,0.754514673,0.3242,0.922813036
0.11,751,0.739,0.712180398,0.8022,0.754514673,0.3242,0.922813036
0.11,761,0.739,0.712180398,0.8022,0.754514673,0.3242,0.922813036
0.1,1280,0.7403,0.715361176,0.7982,0.754513659,0.3176,0.922813036
0.1,1290,0.7403,0.715361176,0.7982,0.754513659,0.3176,0.922813036
0.1,1300,0.7403,0.715361176,0.7982,0.754513659,0.3176,0.922813036
0.1,1310,0.7403,0.715361176,0.7982,0.754513659,0.3176,0.922813036
0.09,1260,0.7386,0.711225212,0.8034,0.754507889,0.3262,0.922813036
0.09,1270,0.7386,0.711225212,0.8034,0.754507889,0.3262,0.922813036
0.09,1320,0.7386,0.711300035,0.8032,0.75446177,0.326,0.922813036
0.11,691,0.7389,0.712053968,0.8022,0.754443713,0.3244,0.922813036
0.11,701,0.7389,0.712053968,0.8022,0.754443713,0.3244,0.922813036
0.11,711,0.7389,0.712053968,0.8022,0.754443713,0.3244,0.922813036
0.11,721,0.7389,0.712053968,0.8022,0.754443713,0.3244,0.922813036
0.11,731,0.7389,0.712053968,0.8022,0.754443713,0.3244,0.922813036
0.09,1230,0.7385,0.71109931,0.8034,0.754437036,0.3264,0.922813036
0.09,1240,0.7385,0.71109931,0.8034,0.754437036,0.3264,0.922813036
0.09,1250,0.7385,0.71109931,0.8034,0.754437036,0.3264,0.922813036
